Id,DATE_DERNIERE_MAJ,TYPE,CATEGORIE,SPECIALITES,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,CHAINES,LOGIS_CLASSEMENT,NBRE_MAX_COUVERTS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
"RESAQU024FS000KE","16/01/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme auberge des Brignauds","","","","Les Brignauds","24700","MENESPLET","24264","+33 5 53 81 94 38","","www.ferme-auberge-dordogne.fr","0.099083","45.003882","Oui","","","","","","","||12,00|Formule du midi # Menu adulte|15,00|19,00| # Menu enfant||8,50|","Terrasse",""
"RESAQU0240002557","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine gastronomique # Cuisine traditionnelle","Ferme Auberge des Marthres","","","","Les Marthres","24590","SALIGNAC-EYVIGUES","24516","+33 5 53 28 90 89","","www.aubergedesmarthres.com","1.3218840","44.9747390","","","Bienvenue à la Ferme","","","100","01/04/2015|30/09/2015|||||","Menu adulte|15,50|31,00|","Parking privé # Terrasse",""
"RESAQU024FS000D8","02/01/2015","Ferme auberge","","Cuisine traditionnelle","Ferme auberge du Belvédère","","","","Rocamadou","24510","TREMOLAT","24558","+33 5 53 22 49 01","","","0.8295040","44.8761150","","","","","","60","","","",""
"RESAQU047FS00005","09/03/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme Auberge du Boué","","","","Boué","47170","SAINTE-MAURE-DE-PEYRIAC","47258","+33 5 53 65 63 94","+33 6 24 23 80 59","www.fermeduboue.com","0.1523630","44.0132760","","","Bienvenue à la Ferme","","","70","05/04/2015|31/10/2015|||||","Menu adulte|27,00||","Jardin # Jeux pour enfants # Parc # Parking privé # Piscine # Terrasse # Wifi","Point wifi # Séminaire"
"RESAQU024FS000MF","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme auberge du Claud de la Pouretie","","","","Claud de la Pourétie","24750","TRELISSAC","24557","+33 5 53 54 58 79","+33 6 21 05 13 90","","0.80471199","45.221094","Oui","Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel","Bienvenue à la Ferme","","","50","","Menu adulte|20,00|50,00| # Menu enfant||15,00|","Climatisation # Parc # Terrasse",""
"RESAQU040011PKSN","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme Auberge du Haza","","","EARL du Haza","","40250","SAINT-AUBIN","40249","+33 5 58 97 72 35","","http://www.ferme-du-haza.fr/"," -0.7141542","43.7090670","Oui","","Bienvenue à la Ferme","","","100","","","Climatisation # Jardin # Parking privé","Banquet"
"RESAQU04001TOXS0","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme Auberge du Moulin","","","Route de Dax","","40330","AMOU","40002","+33 5 58 89 30 09","",""," -0.748457","43.590045","Oui","","Bienvenue à la Ferme","","","","","","",""
"RESAQU0240003763","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme auberge du Roc","","","","Le Roc","24170","SAINT-POMPON","24488","+33 5 53 28 45 25","","www.fermeaubergeduroc.com","1.12506866","44.7056931","Oui","","Bienvenue à la Ferme","","","40","","","Parking privé # Terrasse",""
"RESAQU024V500GC9","27/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme auberge du Val de Chanedière","","","","","24360","BUSSIERE-BADIL","24071","+33 5 53 56 58 37","+33 6 84 98 36 65","","0.61588651","45.6258663","Oui","","","","","50","","","Terrasse",""
"RESAQU024V502DCS","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme auberge du Vieux Chêne ","Saint Juste
","","","","24210","BROUCHAUD","24066","+33 5 53 05 31 07","","","1.00077899","45.216246","Oui","","Bienvenue à la Ferme","","","60","01/01/2015|31/12/2015|||||","Menu adulte|15,00|26,00| # Menu enfant|8,00||","",""
"RESAQU033FS0001G","19/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme auberge Gauvry","","","","","33580","RIMONS","33353","+33 5 56 71 83 96","+33 6 07 75 19 43","www.bienvenue-a-la-ferme.com/gironde/ferme-ferme-auberge-gauvry-142110/contact_plan_acces","0.082404","44.659179","Oui","","Bienvenue à la Ferme","","","70","01/01/2015|31/12/2015|||||","Menu adulte|17,00|38,90|Menu de groupe # Menu enfant|9,50||","Parking privé",""
"RESAQU024FS000IN","11/02/2015","Ferme auberge","Restaurant traditionnel","Régionale française","Ferme Auberge Grande Maison","","","Vieux bourg","Grande-Maison","24750","BOULAZAC","24053","+33 5 53 09 63 78","","www.ferme-de-grande-maison.fr","0.7748560","45.1718320","","","Bienvenue à la Ferme","","","44","","Menu adulte|16,50|31,00| # Menu enfant|10,00||","Jardin # Parking privé # Terrasse","Plats à emporter"
"RESAQU064FS000VB","21/05/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme Auberge Grandguillotte Lauzet","","","33 Carrère du Château","","64370","MORLANNE","64406","+33 5 59 81 61 28","",""," -0.5344569","43.5111798","Oui","","Bienvenue à la Ferme","","","25","01/01/2015|31/12/2015|||||","Menu adulte|16,00|30,00| # Menu enfant|8,00|8,00|Moins de 12 ans. # A la carte|16,00|30,00|","",""
"RESAQU064V500JM9","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme Auberge Komeiteko Borda","","Komeiteko Borda","Quartier Urcuray","","64240","HASPARREN","64256","+33 5 59 20 00 01","+33 6 89 38 28 99","http://alaferme64.com"," -1.3487325","43.3557018","","","Bienvenue à la Ferme","","","70","01/01/2015|01/04/2015|||||Jeudi - Lundi - Mardi - Mercredi - Vendredi # 01/05/2015|30/06/2015|||||Lundi - Mardi # 01/07/2015|31/08/2015|||||Lundi # 01/09/2015|30/10/2015|||||Lundi - Mardi # 01/11/2015|31/12/2015|||||Jeudi - Lundi - Mardi - Mercredi - Vendredi","","Parking privé # Terrasse",""
"RESAQU024V502HRU","14/01/2015","Ferme auberge","Restaurant traditionnel","Régionale française","Ferme Auberge La Croix d'Empéoute","","","","Croix d'Empeoute","24550","MAZEYROLLES","24263","","+33 6 77 57 29 89","","1.0150920","44.6930260","","","","","","","","","",""
"RESAQU040017PCH2","11/02/2015","Ferme auberge","Restaurant traditionnel","Régionale française","Ferme auberge La Déesse des Gourmets","","","65 route de Bordes","","40380","CASSEN","40068","+33 5 58 98 92 87","","www.deessedesgourmets.com"," -0.855","43.763637","Oui","","Bienvenue à la Ferme","","","64","","","Climatisation # Jeux pour enfants # Parking privé","Banquet"
"RESAQU064FS001MC","11/02/2015","Ferme auberge","","","Ferme auberge la Grange","","","Chemin des Palombières","","64121","SERRES-CASTET","64519","+33 5 59 33 77 37","",""," -0.3842152","43.3571191","","","Bienvenue à la Ferme","","","","","","",""
"RESAQU04001WBEGA","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine gastronomique # Cuisine traditionnelle","Ferme Auberge La Petite Ferme Impériale","","","Route de Morcenx ","Le Taston","40210","SOLFERINO","40303","+33 5 58 04 22 37","","http://fermeimperiale.fr"," -0.9005570","44.1183712","Oui","","Bienvenue à la Ferme","","","","","","",""
"RESAQU0240002554","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine gastronomique # Cuisine traditionnelle","Ferme Auberge La Table du Chaffour","","","","Le Chaffour","24590","SAINT-GENIES","24412","+33 5 53 28 98 47","","www.aubergeduchaffour.com","1.2417767","44.9763858","","Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel","Bienvenue à la Ferme","","","80","11/04/2015|01/11/2015|||||","Menu adulte|13,50|29,00| # Menu enfant|8,00|8,00|","Climatisation # Jeux pour enfants # Parking privé # Wifi","Point wifi"
"RESAQU04001N566L","07/05/2015","Ferme auberge","Restaurant traditionnel","Cuisine gastronomique","Ferme Auberge Lacère","","Lacère","240 Chemin de Fléton","","40320","BAHUS-SOUBIRAN","40022","+33 5 58 44 40 64","+33 6 08 28 45 53","www.ferme-lacere.fr"," -0.327892","43.663371","Oui","","Bienvenue à la Ferme","","","70","15/02/2015|15/12/2015|12:00|13:30|19:30|21:00| # 01/07/2015|31/08/2015|12:00|13:30|19:30|21:00|","Menu adulte|16,50|29,00| # |||menu groupe nous contacter","Parking privé # Terrasse",""
"RESAQU024FS000LJ","02/01/2015","Ferme auberge","Restaurant traditionnel","","Ferme auberge Le Puits Fleuri ","","","","le puit fleuri","24580","ROUFFIGNAC-SAINT-CERNIN","24356","+33 5 53 05 42 95","","","1.0031483","45.0515960","","","","","","","","","",""
"RESAQU04001TOXS2","20/05/2015","Ferme auberge","Restaurant à thème","Cuisine traditionnelle","Ferme Auberge Le Vieux Chêne","Meyson
","","","","40360","CASTELNAU-CHALOSSE","40071","+33 5 58 89 34 57","","http://www.ferme-auberge-levieux-chene.fr"," -0.8455181","43.6786115","Oui","","Assiette de Pays # Bienvenue à la Ferme","","","","","","",""
"RESAQU0240002553","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme Auberge Les Genestes","","","","Les Genestes","24590","SAINT-GENIES","24412","+33 5 53 28 97 71","+33 6 86 74 84 98","www.lesgenestes.com","1.2505720","44.9943870","","","Bienvenue à la Ferme","","","","","","",""
"RESAQU024V502FMB","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme Auberge Les Tilleuls","","","","","24250","LA ROQUE-GAGEAC","24355","+33 5 53 30 30 26","","","1.1842590","44.8250470","","","Bienvenue à la Ferme","","","","","","",""
"RESAQU04001KG00T","10/03/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme auberge Lesca","","","428 chemin des Tucs","","40260","CASTETS","40075","+33 5 58 89 41 45","","www.ferme-lesca.fr"," -1.107099","43.919309","Oui","","Assiette de Pays # Bienvenue à la Ferme","","","60","","","Climatisation # Jardin # Jeux pour enfants # Parking privé # Terrasse",""
"RESAQU024V502DCT","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme auberge Leyssartroux","Leyssartroux
","","","","24160","SAINT-JORY-LAS-BLOUX","24429","+33 5 53 05 04 01","+33 6 11 82 28 78","","0.91485799","45.318568","Oui","","Bienvenue à la Ferme","","","70","01/01/2015|31/12/2015|||||","Menu adulte|20,00|25,00| # Menu enfant|8,00||","",""
"RESAQU047FS000HD","02/01/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme auberge Lou Kakou","","","","Laborie Basse","47150","PAULHIAC","47202","+33 5 53 40 97 16","","","0.8285969","44.6101135","Oui","","","","","60","01/01/2015|16/06/2015|||||Jeudi - Lundi - Mardi - Mercredi - Vendredi # 17/06/2015|27/06/2015|||||Dimanche - Jeudi - Mercredi - Samedi - Vendredi # 28/09/2015|31/12/2015|||||Jeudi - Lundi - Mardi - Mercredi - Vendredi","Menu adulte|16,00|25,00|Menu unique, sans les vins","Jeux pour enfants # Parking privé",""
"RESAQU040011PKMC","20/03/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme Auberge Marquine","Mr et Mme CABANNES
","","Route d'Hagetmau","","40250","MUGRON","40201","+33 5 58 97 74 23","+33 6 80 48 76 52",""," -0.7250547","43.7362824","Oui","","Assiette de Pays # Bienvenue à la Ferme","","","60","01/01/2015|31/12/2015|||||","Menu adulte|13,00|31,00| # Menu enfant||7,00|Menu enfant # Autre tarif|22,00||Assiette de Pays ""La Chalossaise""","",""
"RESAQU040011PKMD","20/03/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Poisson / fruits de mer # Régionale française","Ferme Auberge Salis","","","245 route des Pêcheurs","Salis","40250","TOULOUZETTE","40318","+33 5 58 97 76 04","",""," -0.6889200","43.7565579","Oui","","Bienvenue à la Ferme","","","60","01/01/2015|31/12/2015|||||","","Jardin","Banquet"
"RESAQU040FS000CE","10/03/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme Auberge Tenoy","","","1736 route de Betoy","","40550","LEON","40150","","+33 6 15 67 12 99","www.maison-tenoy.com"," -1.3063523","43.8576207","","","Assiette de Pays","","","","01/04/2015|31/08/2015|||||","|||Assiette de Pays :","Climatisation",""
"RESAQU040FS000GI","02/01/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme Auberge Tenoy","1736, Route de Betoy
","Route face au garage Renault","","","40550","LEON","40181","+33 5 58 48 74 66","+33 6 15 67 12 99","www.maison-tenoy.com"," -1.3038365","43.8608264","","","","","","60","","","Climatisation",""
"RESAQU04001WBFKZ","02/01/2015","Ferme auberge","","","Ferme Auberge Thoumiou","","","380 chemin Thoumiou ","Grand Mégnos Thoumiou ","40180","SAINT-PANDELON","40277","+33 5 58 98 73 41","",""," -1.038449","43.67037","Oui","","","","","","","","",""
"RESAQU064FS001IM","21/05/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme auberge Urruty","Ipharria
","","","","64120","HOSTA","64265","+33 5 59 37 82 61","",""," -1.0885584","43.1590497","Oui","","Bienvenue à la Ferme","","","50","01/01/2015|31/12/2015|||||","Menu adulte|20,00|25,00|","Terrasse",""
"RESAQU047FS0006R","14/04/2015","Restaurant","Restaurant traditionnel","Cuisine gastronomique # Cuisine traditionnelle # Régionale française","Ferme Couderc - La Baptistine","","Ferme de Couderc","RN 21","Couderc","47400","PAILLOLES","47198","+33 5 53 01 14 05","","www.lafermecouderc.fr","0.66123962","44.4797279","Oui","","","","","100","01/07/2015|31/08/2015|||||Dimanche - Lundi","Menu adulte|15,00|32,00| # Menu enfant|7,00|10,00|","Jardin # Jeux pour enfants # Matériel enfants # Parc # Parking privé # Piscine # Terrasse","Banquet # Panier randonneur # Plats à emporter # Point wifi # Séminaire # Traiteur"
"RESAQU0240002585","02/01/2015","Ferme auberge","Restaurant traditionnel","","Ferme Dauriat","","","","La Tire","24170","SAINT-POMPON","24488","+33 5 53 28 41 88","","","1.11923217","44.7131959","Oui","","","","","","","","Parking privé",""
"RESAQU04001QBJR1","02/01/2015","Ferme auberge","Restaurant traditionnel","Cuisine gastronomique","Ferme de Beleslou","","","56 route de Lesablère","","40300","CAGNOTTE","40059","+33 5 58 73 18 92","","www.ferme-beleslou.com"," -1.088225","43.6030934","Oui","","","","","100","01/02/2015|30/11/2015|||||","","Climatisation",""
"RESAQU040FS0009L","20/03/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme Labouyrie","","","","","40250","TOULOUZETTE","40318","+33 5 58 97 74 04","","www.comet-tournier.com"," -0.6612396","43.7603084","Oui","","","","","","","","Jardin # Parc",""
"RESAQU0240002654","02/01/2015","Hôtel restaurant","","","Ferme Lamy","","","Meyrals","","24220","MEYRALS","24268","+33 5 53 29 62 46","","","1.0666424","44.8944628","","","","","","12","","","",""
"RESAQU064FS000IK","20/05/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Régionale française","Ferme Lizarraga","","","Chemin Lizarraga","RD 810","64122","URRUGNE","64545","+33 5 59 47 03 76","","www.lizarraga.fr"," -1.6947484","43.3715368","Oui","","","","","75","01/04/2015|30/06/2015|||20:00|22:00|Lundi # 01/07/2015|31/08/2015|||20:00|22:00| # 01/09/2015|31/10/2015|||20:00|22:00|Lundi # 01/11/2015|30/11/2015||||| # 19/12/2015|23/12/2015|||20:00|22:00|Lundi - Mardi # 25/12/2015|25/12/2015|||20:00|22:00|Lundi - Mardi # 19/12/2015|23/12/2015|||20:00|22:00|Lundi - Mardi","Menu adulte|32,00||","Jardin # Parking privé # Terrasse",""
"RESAQU040V503GH4","24/04/2015","Restauration ambulante / Vente à emporter ","Restaurant à thème # Restaurant traditionnel","Cuisine traditionnelle # Régionale française # Viandes","Ferme Luheyte","","","Halles","","40150","SOORTS-HOSSEGOR","40304","","+33 6 89 50 40 24",""," -1.4267137","43.6595747","Oui","","","","","","","","","Plats à emporter"
"RESAQU064FS000BF","11/02/2015","Restaurant","Restaurant traditionnel","Poisson / fruits de mer # Viandes","Ferme Ostalapia","","","2621 chemin Ostalapia","","64210","AHETZE","64009","+33 5 59 54 73 79","","http://www.ostalapia.com "," -1.5978460","43.4007560","","","Maître Restaurateur","","","","","","Terrasse",""
"RESAQU064FS000RD","02/01/2015","","Pizzeria # Restauration rapide","Sandwichs","Ferme St Charles (la)","","","1 rue du lycée","","64200","BIARRITZ","64122","+33 5 59 24 84 42","",""," -1.5498798","43.4863662","","","","","","","","","",""
"RESAQU0240003760","02/01/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme-auberge des Cent Ecus","","","","Le Roc Manobre","24370","SAINTE-MONDANE","24470","+33 5 53 28 94 55","","www.auberge-cent-ecus.com","1.35487496","44.8157701","Oui","","","","","20","11/02/2015|07/11/2015|||||","Menu adulte|25,00||","Parc # Parking privé",""
"RESAQU024FS0008P","13/03/2015","Ferme auberge","Restaurant traditionnel","Régionale française","Ferme-auberge des Forges de La Vallade","","","","Les Forges de La Vallade","24360","BUSSEROLLES","24070","+33 5 53 56 57 63","","","0.61471939","45.6981469","Oui","","Bienvenue à la Ferme","","","30","","","Terrasse",""
"RESAQU0240002517","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme-auberge du Cantou","","","","Aux Champs","24370","SAINTE-MONDANE","24470","+33 5 53 29 64 36","+33 6 23 81 43 91","www.fermeaubergedordogne.com","1.35513514","44.8387881","Oui","","Bienvenue à la Ferme","","","52","05/04/2015|31/08/2015|||||","Menu adulte|14,00|30,00|","Parking privé # Terrasse",""
"RESAQU0240003792","02/01/2015","","","","Ferme-auberge Grèzes Basses","","","","Les Grèzes Basses","24170","SIORAC-EN-PERIGORD","24538","+33 5 53 31 66 06","","","0.9891690","44.8218360","","","","","","","","","",""
"RESAQU024FS0000O","21/03/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme-Auberge La Caty","","","","la Catie","24400","SAINT-GERY","24420","+33 5 53 22 46 65","","www.fermeaubergedelacaty.fr","0.3268620","44.9836400","Oui","","","","","100","01/01/2015|31/12/2015|||||","A la carte|22,00|34,00| # Menu enfant||7,50|","Parking privé # Terrasse","Plats à emporter # Traiteur"
"RESAQU0240003785","11/02/2015","Ferme auberge","Restaurant traditionnel","Cuisine traditionnelle","Ferme-auberge Les Tilleuls","Langlade
","","","","24220","MARNAC","24254","+33 5 53 30 30 26","","www.fermelestilleuls.com","1.0249020","44.8349880","","","Bienvenue à la Ferme","","","60","01/04/2015|30/09/2015|||||","|13,50|31,50|","Parking privé # Terrasse","Banquet"
"RESAQU0240003781","02/01/2015","","Restaurant traditionnel","Régionale française","Ferme-auberge Miane","","","Maraval","","24250","CENAC-ET-SAINT-JULIEN","24091","+33 5 53 30 26 95","","","1.2222880","44.7743470","","","","","","","","","",""
"RESAQU0240004185","02/01/2015","Ferme auberge","","","Ferme-auberge Sarrazin","","","","Foncegrive","24170","SIORAC-EN-PERIGORD","24538","+33 5 53 31 66 51","","","0.9891690","44.8218360","","","","","","30","","","Parking privé",""
"RESAQU033FS001K4","27/03/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle # Poisson / fruits de mer # Viandes","Fernand","5-7 quai de la Douane 
","","","","33000","BORDEAUX","33063","+33 5 56 81 23 40","","www.fernand-bordeaux.com "," -0.5692583","44.8400399","Oui","","","","","","01/01/2015|31/12/2015|12:00|14:30|19:00|22:30|","","Terrasse # Wifi","Point wifi"
"RESAQU024V500KSR","02/01/2015","Restaurant","Pizzeria","Cuisine méditerranéenne","FESTA PIZZA","202 AVENUE DU MARECHAL JUIN
","","","","24000","PERIGUEUX","24322","","","","0.7012550","45.1856830","","","","","","","","","",""
"RESAQU064V500ULM","16/05/2015","Restaurant","Restaurant à thème","Cuisine sud-américaine","Fiesta Latina","","","15 avenue des Frères Montgolfier","","64140","LONS","64348","","+33 6 61 70 39 69",""," -0.4206796","43.3068670","Oui","","","","","250","02/01/2015|31/12/2015|12:00|14:30|19:00|23:00|Dimanche","A la carte|14,90|19,90| # Menu enfant|0,00|10,00|","",""
"RESAQU024V500PLI","08/05/2015","Restaurant","Restaurant à thème","Cuisine nord-américaine # Cuisine sud-américaine # Cuisine traditionnelle","Flamingo","","","Place de la mairie","","24410","PARCOUL","24316","+33 5 53 91 45 22","","","0.03460459","45.2048275","Oui","","","","","50","","A la carte|6,00|16,00|","Bar # Terrasse","Plats à emporter"
"RESAQU024FS000MM","05/01/2015","Restaurant","Restauration rapide","Tartes","FLEUR D'ORANGER","30 rue de la Résistance
","","","","24100","BERGERAC","24037","+33 5 53 63 40 36","","","0.48171081","44.8501622","Oui","","","","","","","","",""
"RESAQU024FS0009L","02/01/2015","Restaurant","Crêperie # Restauration rapide","Glaces # Régionale française # Sandwichs # Tartes","Flo d'avril","","","5 place de la Clautre","","24000","PERIGUEUX","24322","","+33 5 53 35 31 00","","0.7214787","45.1835816","","","","","","35","","","Terrasse",""
"RESAQU047FS000IL","19/01/2015","Restaurant","Brasserie # Restaurant traditionnel # Salon de thé","Cuisine traditionnelle # Cuisine végétarienne # Salades # Sandwichs # Tapas # Tartes","Floc'N Tea","","","6 rue Marcel Hervé","","47410","LAUZUN","47142","+33 5 53 93 72 13","+33 6 02 30 78 93","www.flocntea.fr","0.461161","44.6298234","Oui","","","","","70","01/01/2015|30/04/2015|11:00|15:30|18:30|22:00| # 01/05/2015|30/09/2015|11:00|15:30|18:30|22:00| # 01/10/2015|31/12/2015|11:00|15:30|18:30|22:00|","Menu adulte|12,00|16,00| # Menu enfant|6,00|6,00| # A la carte|4,00|10,00|","Bar # Jeux pour enfants # Matériel enfants","Plats à emporter # Point wifi # Traiteur"
"RESAQU064FS0014G","31/03/2015","Restaurant","Cafétéria","Cuisine traditionnelle","Flunch","","","Avenue Jean Léon Laporte","Centre Commercial BAB2","64600","ANGLET","64024","+33 5 59 52 01 87","","www.flunch.fr"," -1.5005824","43.4877277","","","","","","280","01/01/2015|31/12/2015|||||","","Bar # Climatisation # Jeux pour enfants # Matériel enfants # Parking privé # Terrasse","Point wifi # Traiteur"
"RESAQU064FS0016U","27/03/2015","Restaurant","Cafétéria","Régionale française","Flunch","Centre Commercial Auchan
","","Avenue du Maréchal Leclerc","","64000","PAU","64445","+33 5 59 30 64 68","",""," -0.3358769","43.3056778","Oui","","","","","","","","",""
"RESAQU047FS000BV","02/01/2015","Restaurant","Cafétéria # Restauration rapide # Salon de thé","Cuisine européenne","Flunch","Centre commercial Ponservat
","","Route de Bordeaux","","47300","BIAS","47027","+33 5 53 40 13 94","","","0.67661404","44.4037140","Oui","","","","","200","01/01/2015|31/12/2015|08:00|||22:30|","Menu adulte|4,95|14,40| # Menu enfant|3,95||","Jeux pour enfants # Terrasse # Wifi","Point wifi # Traiteur"
"RESAQU064FS001M2","02/01/2015","Restaurant","Restauration rapide","Salades # Sandwichs","Food Marie","","","2 rue du Helder","","64200","BIARRITZ","64122","+33 5 59 23 62 78","",""," -1.5588579","43.4816554","","","","","","","01/01/2015|31/12/2015|09:30||||","","",""
"RESAQU064FS000RE","02/01/2015","Restaurant","Pizzeria","Cuisine traditionnelle","Four à Pizza","","","1 avenue du Golf","","64200","BIARRITZ","64122","+33 5 59 24 58 31","",""," -1.5502581","43.4867589","","","","","","","","","",""
"RESAQU040FS000OL","07/04/2015","Restaurant","Restaurant traditionnel","Cuisine traditionnelle","Fourchette & Sable Blanc","Base de loisirs du Marsan
","","","","40280","SAINT-PIERRE-DU-MONT","40281","+33 5 58 75 35 70","",""," -0.5350309","43.8806769","Oui","","","","","100","01/01/2015|15/04/2015|11:00|15:00|19:00|22:00| # 16/04/2015|14/10/2015|11:00|15:00|19:00|22:00| # 15/10/2015|31/12/2015|11:00|15:00|19:00|22:00|","Menu adulte|13,00|| # A la carte|10,00||","Bar # Climatisation # Parking privé # Terrasse # Wifi","Traiteur"
"RESAQU064V503XK7","17/04/2015","Restaurant","Restauration rapide","Salades","Fourchette et Baguettes","","","11b cours bosquet ","","64000","PAU","64445","","","http://fourchetteetbaguettes.com/"," -0.3653459","43.2974622","Oui","","","","","","","","",""
"RESAQU064FS00141","24/03/2015","Restaurant","Restauration rapide","Cuisine diététique # Cuisine traditionnelle # Salades","Fraistyle","","","3 chemin de Jorlis","Adour - Jorlis","64600","ANGLET","64024","+33 5 59 50 57 50","","www.fraistyle.com"," -1.4936277","43.5005180","","","","","","64","01/01/2015|31/12/2015|||||","","Climatisation # Parking privé # Terrasse","Plats à emporter # Point wifi"
"RESAQU040V5008S8","16/04/2015","Restaurant","Pizzeria","Cuisine européenne # Cuisine traditionnelle # Salades # Tapas # Viandes","Fratelli Ristorante","","","40 Boulevard Jacques Duclos (RD810)","","40220","TARNOS","40312","+33 5 59 03 19 33","",""," -1.4604218","43.5340471","Oui","","","","","80","01/01/2015|31/12/2015|||||","","Bar # Terrasse # Wifi","Plats à emporter # Point wifi # Traiteur"
"RESAQU033FS000CW","15/04/2015","Restaurant","Crêperie # Restauration rapide","Glaces # Tartes","Frédélian","33, boulevard de la Plage
","Cap Ferret","","","33970","LEGE-CAP FERRET","33236","+33 5 56 60 60 59","","www.fredelian-capferret.com"," -1.2426567","44.6526578","Oui","","","","","100","20/03/2015|31/12/2015|||||","","Bar # Terrasse","Point wifi # Traiteur"
"RESAQU064FS00120","02/01/2015","","Salon de thé","Tartes","French Coffee Shop","","","1 Avenue Maréchal Foch","","64200","BIARRITZ","64122","+33 5 40 48 02 28","",""," -1.5591973","43.4818148","","","","","","","","","","Point wifi"
"RESAQU024FS00073","02/01/2015","Restaurant","Brasserie # Restauration rapide","Glaces","French Coffee Shop","","","35 avenue Gambetta","","24200","SARLAT-LA-CANEDA","24520","+33 5 53 28 13 74","","www.frenchcoffeeshop.com","1.2151282","44.8921069","Oui","","","","","","","","Climatisation","Point wifi"
"RESAQU047V5026S6","09/03/2015","Restauration ambulante / Vente à emporter ","Restauration rapide","Sandwichs","Friterie MAYA","","","7 bis rue du Marché","","47290","CANCON","47048","+33 5 53 40 87 93","","","0.62571679","44.5359656","Oui","","","","","","01/01/2015|31/12/2015|11:30|13:30|18:30|21:30|","A la carte|1,00|6,00|","","Plats à emporter"
"RESAQU064V506EIT","30/03/2015","Restaurant","Restaurant à thème # Restauration rapide","Cuisine nord-américaine # Sandwichs","Froomy's","","","22 avenue des Dauphins","Chambre d'Amour","64600","ANGLET","64024","+33 5 32 09 15 09","","www.froomys.fr"," -1.5418186","43.5000657","Oui","","","","","85","01/01/2015|31/01/2015|||||","","Bar # Climatisation # Terrasse","Banquet # Plats à emporter # Point wifi # Séminaire"
"RESAQU033FS001C1","27/03/2015","Restaurant","Restaurant à thème","Cuisine européenne","Fuxia","40 allées d'Orléans
","","","","33000","BORDEAUX","33063","+33 5 56 52 81 23","","www.fuxia.fr "," -0.5737186","44.8437973","Oui","Handicap mental # Handicap moteur # Handicap visuel","","","","","01/01/2015|31/12/2015|12:00|||23:00|","","Climatisation # Terrasse",""
"RESAQU064FS000PU","02/01/2015","Restaurant","Brasserie","Cuisine traditionnelle","Gaïxoa ","","","18 rue Louis Barthou","","64200","BIARRITZ","64122","+33 5 59 24 57 37","",""," -1.5580553","43.4827908","","","","","","","","","","Point wifi"
