Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
"PCUAQU047FS0001A","10/02/2015","Parc / jardin","Le Jardin des Nénuphars Latour-Marliac","","","","Bateau","47110","LE TEMPLE-SUR-LOT","47306","+33 5 53 01 08 05","","www.latour-marliac.com","0.52555203","44.3789394","Oui","
","Conservatoire # Jardin botanique # Jardin d'agrément # Parc","","","Sourire du Lot-et-Garonne","","Gratuit|||Enfant 0-5 ans","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Espagnol # Français","Bar cafétéria salon de thé # Restauration","Boutique"
"PCUAQU064FS000P9","02/01/2015","Parc / jardin","Le jardin des Thermes","","","Avenue des Thermes","","64250","CAMBO-LES-BAINS","64160","","","","","","Oui","
","","","","","","Gratuit|||","Visite libre","","",""
"PCUAQU024V500JMS","02/01/2015","Parc / jardin","Le Jardin du Presbytère - Lo Vergier dau curet","","","","Les Promenades","24310","BOURDEILLES","24055","","","","0.58839532","45.3223495","Oui","
","","","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite libre","","",""
"PCUAQU024FS000NO","02/01/2015","Parc / jardin","Le jardin et Refuge paysan","","","","Le vergers, Chabanas","24300","ABJAT-SUR-BANDIAT","24001","+33 5 53 56 85 59","","","0.7629730","45.5652680","","
","","","","","","","","","",""
"PCUAQU024FS0002L","17/04/2015","Parc / jardin","Le Jardin Limodore - Les Orchidées du Périgord - Cercles","","","","","24320","CERCLES","24093","+33 5 53 90 86 83","","limodore.blogspot.com","0.4618170","45.3635280","","
","Jardin botanique","","","","01/04/2015|30/06/2015|||||","","Visite guidée","Allemand # Anglais # Français","Aire de pique-nique",""
"PCUAQU047FS0001G","02/01/2015","Parc / jardin","Le Parc Royal de la Garenne","","","","","47600","NERAC","47195","+33 5 53 65 27 75","","www.albret-tourisme.com","0.34129500","44.1341973","Oui","
Fontaine # Lavoir # Site archéologique","Jardin d'agrément # Parc","","","","","Gratuit|||Entrée libre ","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Français","Aire de pique-nique # Bar cafétéria salon de thé # Restauration","Espace jeux"
"PCUAQU047FS00044","02/01/2015","Parc / jardin","Les bords de Lède","","","","","47440","CASSENEUIL","47049","+33 5 53 41 07 92","","","0.6241200","44.4422530","","
Ensemble fortifié et remparts # Maison et bâtiment # Ruines et vestiges # Ville, village et quartier","Jardin d'agrément","","","Pays d'Art et d'Histoire","","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","","Aire de pique-nique",""
"PCUAQU064FS000N3","30/04/2015","Parc / jardin","Les jardins contemporains de l'hôtel du département","","","Avenue Jean Biray","","64000","PAU","64445","","",""," -0.3728611","43.2924641","","
","Jardin d'agrément","","","","01/01/2015|31/12/2015|||||","","","","",""
"PCUAQU024FS0011D","02/01/2015","Parc / jardin","Les Jardins d'Au Delà (Tranquilles)","","","","Chambon","24310","BRANTOME","24064","+33 5 53 05 95 24","","","0.63751273","45.3528234","Oui","
","Jardin d'agrément","","","","01/05/2015|15/10/2015|||||","Plein tarif|7,00|7,00| # Tarif enfant|5,00|5,00| # Tarif groupe|5,00|5,00|Pour les groupes de plus de 10 personnes","","Anglais # Français","Aire de pique-nique",""
"PCUAQU047FS00038","09/03/2015","Parc / jardin","Les Jardins de Beauchamp","","","Rue des Isserts","","47200","MARMANDE","47157","+33 5 53 64 30 12","","","0.1705261","44.5084024","Oui","
","Arboretum # Jardin botanique","","","","01/01/2015|31/12/2015|||||","Plein tarif|6,00|6,00| # Tarif groupe|5,50|5,50|à partir de 10 personnes # Gratuit|||gratuit pour les moins de 10 ans # Tarif abonné|15,00|15,00|abonnement annuel (accès illimité)","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","Français","Bar cafétéria salon de thé","Boutique # Espace jeux"
"PCUAQU024FS0002I","13/05/2015","Parc / jardin","Les Jardins de Cadiot","","","","Camp sur Redon","24370","CARLUX","24081","+33 5 53 29 81 05","+33 6 24 27 84 40","www.lesjardinsdecadiot.com","1.35848522","44.8764912","Oui","
","","","","","01/05/2015|30/09/2015|10:00|||19:00| # 01/10/2015|15/10/2015|10:00|12:00|14:00|19:00|","Plein tarif|7,00|7,00| # Tarif réduit|6,00|6,00| # Tarif groupe|6,00|6,00| # Tarif réduit|4,50|4,50|Groupes scolaires # Gratuit|||enfant jusqu'à 14 an","Visite libre","Allemand # Anglais # Néerlandais","Aire de pique-nique","Boutique"
"PCUAQU024FS000CN","17/04/2015","Parc / jardin","Les Jardins de Haute Terre","Espace Naturel de l'Hermitage
","","","Dau Nord","24200","SAINT-ANDRE-D'ALLAS","24366","","+33 6 84 39 57 36 # +33 6 86 92 25 99","jardinsdehauteterre.free.fr","1.1664930","44.8884260","","
","Jardin d'agrément # Parc","","","","01/01/2015|31/12/2015|||||","Plein tarif|10,00|10,00| # Tarif enfant|5,00|5,00|12 à 18 ans","Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous","","",""
"PCUAQU024FS0007N","06/03/2015","Parc / jardin","Les Jardins de la Daille","","","","","24250","FLORIMONT-GAUMIER","24184","+33 5 53 28 40 71","","http://www.jardinladaille.net","1.25883579","44.7106646","Oui","
","","","","","01/05/2015|30/09/2015|||||Jeudi - Mardi - Mercredi","Plein tarif|5,00|5,00|","Visite libre","","Bar cafétéria salon de thé",""
"PCUAQU024FS00039","05/03/2015","Parc / jardin","Les Jardins de l'Albarède","","","","","24250","SAINT-CYBRANET","24395","+33 5 53 28 38 91","","www.jardins-albarede.com","1.16283416","44.7898608","Oui","
","","","","","01/06/2015|30/09/2015|09:00|||12:30|Lundi - Mardi - Samedi","Plein tarif|6,00|6,00| # Gratuit|||Enfants de moins de 12 ans","Visite libre","","",""
"PCUAQU024FS0003D","28/01/2015","Parc / jardin","Les Jardins de l'Imaginaire","","","Place de Genouillac","","24120","TERRASSON-LAVILLEDIEU","24547","+33 5 53 50 86 82","","www.jardins-imaginaire.com","1.30318409","45.1265325","Oui","
","","","","","","Gratuit|||moins de 10 ans accompagnés des parents","Visite guidée","Français","","Borne interactive # Boutique"
"PCUAQU024FS000UC","02/01/2015","Parc / jardin","Les Jardins de Montplaisir","","","","Montplaisir","24120","PAZAYAC","24321","+33 5 53 51 09 53","","www.pepiniere-thibault.com","1.3806700","45.1215819","","
","","","","","","","Visite guidée uniquement sur rendez-vous # Visite libre","","","Boutique"
"PCUAQU040FS0007W","12/02/2015","Parc / jardin","Les Jardins De Nigelle","","","1515 Route d'Amou","","40360","TILH","40002","+33 5 58 89 37 49","+33 6 88 11 67 44","http://lesjardinsdenigelle.over-blog.com"," -0.8190557","43.5771552","","
","Jardin d'agrément","","","","","","Visite guidée uniquement sur rendez-vous","Anglais # Espagnol # Français","",""
"PCUAQU024FS0009I","14/04/2015","Parc / jardin","Les Jardins de Sardy","","","","","24230","VELINES","24568","+33 5 53 27 51 45","","http://jardinsdesardy.com/","0.11459565","44.8575796","Oui","
","Jardin d'agrément","","","","01/05/2015|30/09/2015|||||","Plein tarif|7,00|7,00| # Tarif groupe|5,00|5,00|Groupe à partir de 10 personnes","","","",""
"PCUAQU024FS0002J","02/01/2015","Parc / jardin","Les Jardins d'Eau","","","","Saint Rome","24200","CARSAC-AILLAC","24082","+33 5 53 29 91 96","+33 6 08 92 37 82","www.jardinsdeau.com","1.2743580","44.8273370","","
","Arboretum # Jardin d'agrément","","","","01/05/2015|15/10/2015|||||","Plein tarif||7,00|Adulte # Tarif enfant||3,50|De 10 à 16 ans # Gratuit|||enfant de 0 à 10 ans","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Français","Aire de pique-nique","Boutique"
"PCUAQU024FS0003E","26/01/2015","Parc / jardin","Les Jardins du Château de Losse","","","","","24290","THONAC","24552","+33 5 53 50 80 08","","www.chateaudelosse.com","1.12869432","45.0297470","Oui","
Château","Jardin d'agrément # Parc","","","","01/05/2015|30/09/2015|12:00|||18:00|Samedi","Plein tarif|9,00||Adulte # Tarif enfant|4,50||Enfant de 7 à 14 ans # Plein tarif|6,50||Etudiant # Tarif groupe|7,00||Groupe Adultes 20 personnes # Tarif groupe|5,50||Groupe étudiants 20 personnes # Tarif groupe|3,50||groupe enfants 20 personnes # Tarif réduit|8,00||Adultes","Visite libre","Allemand # Anglais # Chinois # Espagnol # Français # Italien # Néerlandais # Portugais # Russe","Aire de pique-nique # Bar cafétéria salon de thé # Restauration # Salle de projection","Boutique # Espace jeux"
"PCUAQU033FS000GM","03/02/2015","Parc / jardin","Les Jardins du Château de Mongenan","Rue de Mongenan
","","","","33640","PORTETS","33334","+33 5 56 67 18 11","","www.chateaudemongenan.com"," -0.430501","44.696051","Oui","
","Jardin botanique # Jardin d'agrément","","","","01/06/2015|15/09/2015|10:00|12:00|14:00|18:00|","Plein tarif|10,00|10,00|Individuels # Tarif groupe|8,00|8,00| # Gratuit|||pour les moins de 12 ans","Visite guidée # Visite guidée uniquement sur rendez-vous","Allemand # Anglais # Espagnol","",""
"PCUAQU064FS0008T","11/02/2015","Parc / jardin","Les Jardins du Château de Viven","","Château de Viven","Chemin du château","","64450","VIVEN","64560","","+33 6 86 48 60 97","www.chateau-de-viven.com "," -0.3791271","43.4587994","","
Château","Jardin botanique # Jardin d'agrément","","","","15/05/2015|15/10/2015|||13:00|19:00|Dimanche","Plein tarif|6,00||","Visite guidée uniquement sur rendez-vous # Visite libre","Français","Salle de réunion équipée",""
"PCUAQU024FS0003C","17/04/2015","Parc / jardin","Les Jardins du Manoir d'Eyrignac","","","","Manoir d'Eyrignac","24590","SALIGNAC-EYVIGUES","24516","+33 5 53 28 99 71","","www.eyrignac.com","1.31514340","44.9397399","Oui","
","Jardin botanique # Jardin d'agrément # Parc","","Handicap auditif # Handicap mental","","01/01/2015|31/03/2015|10:30|12:30|14:30|17:30| # 01/04/2015|30/04/2015|10:00|||19:00| # 01/05/2015|30/09/2015|09:30|||19:00| # 01/10/2015|31/10/2015|10:00|||19:00| # 01/11/2015|31/12/2015|10:30|12:30|14:30|17:30|","Plein tarif|10,50|12,50| # Tarif enfant|6,50|6,50|Enfants de 5 à 12 ans # Tarif réduit|7,70|9,50| # Tarif réduit|9,50|9,50|tarif hiver de mi-novembre à fin février et à partir de 2 adultes # Tarif groupe|6,70|7,70|Adultes # Gratuit|||enfants moins de 5 ans","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Français","Aire de pique-nique # Restauration # Salle de réunion équipée","Boutique"
"PCUAQU064V508ZOD","24/04/2015","Parc / jardin","Les Jardins Joantho","","La Palmeraie","","","64000","PAU","64445","","",""," -0.3699172","43.2929759","Oui","
","Parc","","","","","Gratuit|0,00||","Visite libre","","",""
"PCUAQU024FS0007F","07/05/2015","Parc / jardin","Les Jardins Panoramiques de Limeuil","","","","","24510","LIMEUIL","24240","+33 5 53 73 26 13","","www.jardins-panoramiques-limeuil.com","0.88996767","44.8854997","Oui","
","","","","","01/04/2015|30/06/2015|10:00|12:30|14:00|18:00|Samedi # 01/07/2015|31/08/2015|10:00|||20:00| # 01/09/2015|31/10/2015|10:00|12:30|14:00|18:00|Samedi","Plein tarif|7,50|7,50| # Tarif enfant|5,00|5,00|6 à 18 ans # Gratuit|||(- de 6 ans) # Tarif groupe|6,50|6,50|groupes adultes","Visite guidée uniquement sur rendez-vous # Visite libre","","Aire de pique-nique # Salle de projection # Salle de réunion équipée","Boutique"
"PCUAQU024FS00088","21/05/2015","Parc / jardin","Les Ors d'un jardin","","","","","24630","JUMILHAC-LE-GRAND","24218","+33 5 53 52 42 97","+33 6 09 61 78 40","www.jumilhac.net","1.06000234","45.4930546","Oui","
","","","","","01/05/2015|31/10/2015|||||","Plein tarif|4,00|4,00| # Tarif enfant|2,00|3,00|Enfants de 5 à 17 ans # Tarif groupe|3,50|3,50|","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais","","Boutique"
"PCUAQU064FS000MQ","23/04/2015","Parc / jardin","Les parcs et jardins à Pau","","","","","64000","PAU","64445","","",""," -0.3710782","43.2946410","Oui","
","Jardin botanique # Jardin d'agrément # Parc","","","","01/01/2015|31/12/2015|||||","","","","",""
"PCUAQU024FS00064","21/05/2015","Parc / jardin","Lud'eau vive","","","","Le Bourg","24360","VARAIGNES","24565","+33 5 53 56 35 76 # +33 5 53 56 23 66","","","0.5306800","45.5975300","","
Environnement et nature","Jardin botanique # Parc","","","","01/05/2015|31/10/2015|10:00|||18:30|","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","Français","Aire de pique-nique # Bar cafétéria salon de thé # Restauration","Boutique"
"PCUAQU024FS00085","02/01/2015","Parc / jardin","Maison botanique - Jardin botanique des oiseaux","","","","Lapeyre","24360","SAINT-BARTHELEMY-DE-BUSSIERE","24381","+33 5 53 60 96 41","","","0.7319930","45.6342550","","
","","","","","","","Visite libre","","",""
"PCUAQU047FS0002B","11/02/2015","Parc / jardin","Moulin de Cocussotte","","","","Cocussotte","47120","SAINT-PIERRE-SUR-DROPT","47271","+33 5 53 83 83 44","+33 6 74 16 46 82","www.moulindecocussotte.com","0.21605729","44.6546955","Oui","
Moulin # PontArts et traditions populaires # Environnement et nature","Jardin d'agrément # Parc","","","","01/05/2015|30/09/2015|||||","Plein tarif|4,00|4,00|Carte adhérent donnant droit à l'entrée libre toute l'année. # Tarif groupe|3,00|3,00|(tarif à partir de 13 personnes) # Gratuit|0,00|0,00|Jusqu'à 12 ans","Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous","Anglais # Français","Aire de pique-nique","Boutique"
"PCUAQU047FS0006N","02/01/2015","Parc / jardin","Orchidées des coteaux de l'Albret","","","","Peyroutet","47600","MONCRABEAU","47174","+33 5 53 65 44 62","+33 6 08 33 64 44","","0.3699650","44.0347099","","
","Conservatoire","","","","15/04/2015|30/06/2015|||||","","Visite libre uniquement sur rendez-vous","Français","",""
"PCUAQU033FS0000F","05/02/2015","Parc / jardin","Parc arboretum de Bourran","","","","","33700","MERIGNAC","33281","+33 5 56 55 66 00 # +33 5 56 34 80 71","","www.merignac.com/environnement-et-cadre-de-vie/les-parcs"," -0.681769","44.831354","Oui","
","Parc","","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais","Aire de pique-nique","Espace jeux"
"PCUAQU040FS000CI","09/04/2015","Parc / jardin","Parc Archéo Ludique de Monget - Le PALM","1395, route de Peyre
","","","","40700","MONGET","40189","+33 5 58 06 98 80","+33 6 78 07 28 76 # +33 6 43 62 76 04","lepalm.e-monsite.com"," -0.5815079","43.570995","Oui","
","","","","","01/01/2015|31/12/2015|||||","Plein tarif|6,00||12 ans et + # Tarif enfant|4,00||6-11 ans # Gratuit|||- 6 ans","Visite guidée uniquement sur rendez-vous","Allemand # Anglais # Espagnol # Français # Néerlandais","Aire de pique-nique",""
"PCUAQU024FS00035","21/01/2015","Parc / jardin","Parc Archéologique de Beynac","","","","La Tour du Couvent","24220","BEYNAC-ET-CAZENAC","24040","+33 5 53 29 51 28","","","1.14476680","44.8424359","Oui","
","","Musée privé","","","01/07/2015|15/09/2015|||||","Plein tarif|6,00||Prix adulte # Tarif réduit|4,50||Prix enfants (6 à 16 ans)  # Tarif groupe|5,00||","Visite guidée # Visite libre","Allemand # Anglais # Français","Aire de pique-nique",""
"PCUAQU064FS000MW","28/05/2015","Parc / jardin","Parc Beaumont","","","Allées Alfred de Musset","","64000","PAU","64445","","",""," -0.3604996","43.2956132","Oui","
","Parc","","","","01/01/2015|31/12/2015|||||","","","","","Espace jeux"
"PCUAQU033FS0000E","25/03/2015","Parc / jardin","Parc bordelais","rue du Bocage
","","","","33000","BORDEAUX","33063","","","www.bordeaux.fr/ebx/LinkResolverServlet?classofcontent=lieu&id=851"," -0.599916","44.851871","Oui","
","Parc","","","","01/01/2015|14/02/2015|07:00|||18:00| # 01/11/2015|31/12/2015|07:00|||18:00| # 15/02/2015|31/03/2015|07:00|||19:00| # 01/04/2015|31/05/2015|07:00|||20:00| # 01/06/2015|31/08/2015|07:00|||21:00| # 01/09/2015|30/09/2015|07:00|||20:00|","Gratuit|||","Visite libre","","","Espace jeux"
"PCUAQU024FS00063","26/05/2015","Parc / jardin","Parc Botanique du château de Neuvic","Château
","","","","24190","NEUVIC","24309","+33 5 53 80 86 65","","www.fondationdelisle.fr","0.47430038","45.1032135","Oui","
","Jardin botanique","","","","01/01/2015|31/12/2015|||||","Plein tarif|3,80|3,80| # Tarif enfant|2,00|2,00|enfants de 8 à 16 ans # Tarif groupe|3,00|3,00|2€ pour les scolaires","Visite libre","","Aire de pique-nique # Restauration # Salle de réunion équipée","Boutique"
"PCUAQU033FS0000H","02/01/2015","Parc / jardin","Parc de Beaudésert","rue André Curvale
","","","","33700","MERIGNAC","33281","+33 5 56 55 66 00 # +33 5 56 34 80 71","","www.merignac.com/environnement-et-cadre-de-vie/les-parcs"," -0.680254","44.842643","Oui","
","Parc","","","","","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais","Aire de pique-nique","Espace jeux"
"PCUAQU040FS00040","11/02/2015","Parc / jardin","Parc de Castillon","","","","","40220","TARNOS","40312","","",""," -1.4549589","43.5288478","Oui","
","Parc","","","","","","","","Aire de pique-nique",""
"PCUAQU033FS0000Q","02/01/2015","Parc / jardin","Parc de Fongravey","Rue Jean Moulin
","","","","33290","BLANQUEFORT","33056","+33 5 56 95 50 95","","www.ville-blanquefort.fr"," -0.630993","44.914392","Oui","
","Jardin d'agrément # Parc","","","","02/01/2015|31/12/2015|||||","Gratuit|||","Visite libre","","Aire de pique-nique","Espace jeux"
"PCUAQU047FS000C8","02/01/2015","Parc / jardin","Parc de Lavardac","","","53 avenue du Général de Gaulle","","47230","LAVARDAC","47143","+33 5 53 65 27 75","","","0.2955571","44.1774105","","
","","","","","","","","","",""
"PCUAQU033FS00132","03/02/2015","Parc / jardin","Parc de l'Esconge","Citadelle
","Route de Cambes","","","33710","BOURG","33067","+33 5 57 68 31 76","","www.tourisme.bourg-en-gironde.fr"," -0.5639934","45.0397488","Oui","
","Parc","","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite libre","","Aire de pique-nique",""
"PCUAQU033FS0000R","25/03/2015","Parc / jardin","Parc de Majolan - Blanquefort","Avenue du Général de Gaulle
","","","","33290","BLANQUEFORT","33056","+33 5 56 95 50 95","","www.ville-blanquefort.fr/votre-ville/espaces-verts/1311.html"," -0.6408615","44.9009028","Oui","
Grotte/Rocaille","Jardin d'agrément # Parc","","","","01/01/2015|31/03/2015|08:30|||18:00|Mardi # 01/04/2015|30/09/2015|08:00|||20:30| # 01/10/2015|31/12/2015|08:30|||18:00|Mardi","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","","Aire de pique-nique # Bar cafétéria salon de thé","Espace jeux"
"PCUAQU040FS0001T","12/12/2014","Parc / jardin","Parc des 7 eaux","","","","","40110","ARENGOSSE","40006","","",""," -0.7912810","44.0039030","","
","","","","","","","","","",""
"PCUAQU033FS0000I","02/01/2015","Parc / jardin","Parc du Château","allée du Président René Coty
","rue du Docteur A. Schweitzer","","","33700","MERIGNAC","33281","+33 5 56 55 66 00 # +33 5 56 34 80 71","","www.merignac.com/environnement-et-cadre-de-vie/les-parcs"," -0.651287","44.837564","Oui","
","Parc","","","","","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais","Aire de pique-nique","Espace jeux"
"PCUAQU033FS000P2","02/01/2015","Parc / jardin","Parc du Château Couloumey","SCEA Vignobles La Toscane
","12, route des Landes ","","","33640","BEAUTIRAN","33037","+33 5 56 67 66 65","","www.chateau-couloumey.fr"," -0.461977","44.697923","Oui","
","Parc","","","","","Gratuit|||Gratuit pour tous","Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous","","",""
"PCUAQU024V5037ZR","05/05/2015","Parc / jardin","Parc du Château de Campagne","Château de Campagne
","","le bourg","","24260","CAMPAGNE","24076","+33 5 53 06 82 70","","www.dordogne.fr","0.9508339","44.9049936","","
Château","Parc","","","","01/01/2015|15/03/2015|10:00|||16:00| # 16/03/2015|13/11/2015|10:00|||19:00| # 14/11/2015|31/12/2015|10:00|||16:00|","Gratuit|||","Visite libre","","Aire de pique-nique",""
"PCUAQU024FS0003F","02/01/2015","Parc / jardin","Parc du Château de la Bourlie","","","","","24480","URVAL","24560","+33 5 53 22 06 00","+33 6 76 89 70 28","","0.949444","44.80125","Oui","
","","","","","","","Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous","Anglais","Salle de projection",""
"PCUAQU033FS000IW","02/01/2015","Parc / jardin","Parc du Château Kirwan","","","","","33460","CANTENAC","33091","+33 5 57 88 71 00","","www.chateau-kirwan.com"," -0.6576347","45.0270414","Oui","
","Parc","","","","05/01/2015|18/12/2015|09:30|12:30|13:30|17:30|","","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre","Allemand # Anglais # Chinois # Italien # Portugais # Russe","Salle de projection # Salle de réunion équipée","Boutique"
"PCUAQU033FS0000B","02/01/2015","Parc / jardin","Parc du Château Lanessan","Château Lanessan
","","","","33460","CUSSAC-FORT-MEDOC","33146","+33 5 56 58 94 80","","www.lanessan.com"," -0.7321357","45.1192049","Oui","
","Jardin d'agrément","","","","02/01/2015|23/12/2015|09:00|12:00|14:00|18:00|","Plein tarif|8,00|8,00| # Tarif groupe|7,00|7,00|pour les groupes de 20 à 40 personnes # Tarif enfant|2,00|2,00|de 13 à 17 ans # Tarif réduit|4,80|4,80|pour les étudiants et les demandeurs d'emploi # Gratuit|||pour les enfants de moins de 13 ans","Visite guidée # Visite guidée uniquement sur rendez-vous","Anglais # Espagnol","Aire de pique-nique","Boutique"
"PCUAQU033FS0000O","18/03/2015","Parc / jardin","Parc du Domaine de Franc","Avenue du Stade
","","","","33350","SAINT-MAGNE-DE-CASTILLON","33437","+33 5 57 40 29 37","+33 6 71 26 83 92",""," -0.0722189","44.8447834","","
","Jardin botanique","","","","15/04/2015|15/10/2015|10:00|12:00|14:00|19:00|","Plein tarif|2,00||Visite libre # Plein tarif|4,00||Visite guidée","Visite guidée uniquement sur rendez-vous","","Aire de pique-nique",""
"PCUAQU047FS000C7","02/01/2015","Parc / jardin","Parc du Moulin des Tours","","","Rue du Moulin des Tours","","47600","NERAC","47195","+33 5 53 65 27 75","","","0.2889834","44.1702422","","
","","","","","","Gratuit|||","","","",""
"PCUAQU04001G8P0S","23/04/2015","Parc / jardin","Parc du Sarrat","","","Rue du Sel Gemme","","40100","DAX","40088","+33 5 58 56 86 86","",""," -1.0508894","43.7011559","Oui","
Viticole","Jardin botanique","","","","17/03/2015|28/11/2015|||||","Plein tarif|3,50|| # Tarif groupe|2,50|| # Gratuit|||Scolaires et étudiants","Visite guidée","","Salle de réunion équipée",""
"PCUAQU033FS0000L","05/02/2015","Parc / jardin","Parc du Vivier","Hôtel de Ville
","Avenue du Mal de Lattre de Tassigny ","","","33700","MERIGNAC","33281","+33 5 56 55 66 00 # +33 5 56 34 80 71","","www.merignac.com/environnement-et-cadre-de-vie/les-parcs"," -0.648234","44.886101","Oui","
","Parc","","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais","Aire de pique-nique","Espace jeux"
"PCUAQU024FS0007R","02/01/2015","Parc / jardin","Parc et jardin de buis du Château de Caudon","","","","","24250","DOMME","24152","","+33 6 07 89 22 10","","1.2170480","44.8013050","","
","","","","","","Gratuit|||","Visite libre","","",""
"PCUAQU024FS000US","02/01/2015","Parc / jardin","Parc et jardins du château de Lacoste","","","","Lacoste","24250","CASTELNAUD-LA-CHAPELLE","24086","","+33 6 83 28 38 58","www.chateau-de-lacoste.fr","1.1550570","44.7981399","","
","","","","","","","Visite libre","","",""
"PCUAQU033FS00001","02/01/2015","Parc / jardin","Parc floral de Bordeaux","avenue Pernon (entrée Nord)
","cours Jules Ladoumègue (entrée Sud)","","","33300","BORDEAUX","33063","","","www.bordeaux.fr/ebx/LinkResolverServlet?classofcontent=lieu&id=853"," -0.573964","44.907501","Oui","
","Parc","","","","15/02/2015|01/03/2015|08:30|||18:30| # 01/11/2015|31/12/2015|08:30|||18:00| # 01/01/2015|14/02/2015|08:30|||18:00| # 02/03/2015|25/03/2015|08:30|||19:00| # 26/03/2015|15/04/2015|08:30|||20:30| # 16/04/2015|15/09/2015|08:30|||21:00| # 16/09/2015|31/10/2015|08:30|||20:00|","Gratuit|||","","","",""
"PCUAQU024FS00081","02/01/2015","Parc / jardin","Parc Gamenson","","","","","24000","PERIGUEUX","24322","+33 5 53 02 82 00","","www.perigueux.fr","0.7211149","45.1840290","","
","","","","","","Gratuit|||","Visite libre","","",""
"PCUAQU04001NQND4","24/04/2015","Parc / jardin","Parc Jean Rameau","place Francis Planté
","","","","40000","MONT-DE-MARSAN","40192","+33 5 58 05 87 37","",""," -0.5003499","43.8953411","Oui","
","Parc","","","","","Gratuit|||","","","","Espace jeux"
"PCUAQU064V508ZOH","28/05/2015","Parc / jardin","Parc Lawrence","","","Avenue de la Résistance","","64000","PAU","64445","","",""," -0.3749118","43.3044616","Oui","
","Jardin d'agrément # Parc","","","","","Gratuit|0,00||","Visite libre","","",""
"PCUAQU024FS0005T","17/04/2015","Parc / jardin","Parc Le Bournat","","","191  Allée Paul-Jean Souriau","","24260","LE BUGUE","24067","+33 5 53 08 41 99","","www.lebournat.fr","0.93160629","44.9136415","Oui","
Ferme # Forges # Lavoir # Maison et bâtiment # Moulin","","Musée privé","Handicap mental","","28/03/2015|30/06/2015|10:00|||18:00| # 01/07/2015|31/08/2015|10:00|||19:00| # 01/09/2015|30/09/2015|10:00|||18:00|","Plein tarif|13,50||Adulte # Tarif réduit|9,90||Enfant de 4 à 12 ans # Tarif réduit|42,00||Famille 1 couple + 2 enfants # Tarif réduit|50,00||Famille 1 couple + 3 enfants","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Français","Aire de pique-nique # Bar cafétéria salon de thé # Restauration # Salle de projection","Boutique # Espace jeux"
"PCUAQU064FS000DI","02/01/2015","Parc / jardin","Parc Mazon","","","Avenue Maréchal Joffre","","64200","BIARRITZ","64122","","",""," -1.5615177","43.4775488","Oui","
","Jardin d'agrément # Parc","","","","01/01/2015|14/06/2015|08:00|||20:00| # 15/06/2015|15/09/2015|08:00|||22:00| # 16/09/2015|31/12/2015|08:00|||20:00|","","Visite libre","","","Espace jeux"
"PCUAQU047FS00054","02/01/2015","Parc / jardin","Parc municipal d'Albret","","","Boulevard Victor Hugo","","47700","CASTELJALOUX","47052","+33 5 53 93 48 00","","www.casteljaloux.fr","0.0900793","44.3129095","Oui","
Ruines et vestiges","Parc","","","","01/01/2015|31/12/2015|||||","","Visite libre","","","Espace jeux"
"PCUAQU033V500NP0","25/03/2015","Parc / jardin","Parc Palmer - Cenon","1 rue Aristide Briand
","","","","33150","CENON","33119","","","www.ville-cenon.fr/ma-ville/703-plan-interactif/9-parc-palmer.html"," -0.5237826","44.8624327","","
","Parc","","","","01/01/2015|31/12/2015|||||","","","","",""
