INSEE;DATAPPRO;ETENDUE;LIBELLE;URLFIC;IDURBA;TYPEPSC;ID_NCA;LIB_TYPEPSC2;TXT;NOMFIC;DATVALID;geometry
06027;2018-11-08;;Restauration du chemin de Peyre Long;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P50;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.1440945, 43.68323044], [7.14393524, 43.68320993], [7.14388067, 43.6832345], [7.14380109, 43.68336124], [7.14379221, 43.68339429], [7.14377661, 43.68339284], [7.1437392, 43.68336257], [7.14370076, 43.68333746], [7.14365972, 43.68333493], [7.14361691, 43.68336621], [7.14356802, 43.68344986], [7.14352646, 43.6835179], [7.14346249, 43.68356839], [7.14340311, 43.68362382], [7.14296827, 43.6840391], [7.14285232, 43.68413042], [7.14266804, 43.68425093], [7.14263941, 43.68432256], [7.14260967, 43.68441775], [7.14257357, 43.68452238], [7.14250294, 43.68463651], [7.14250211, 43.68472242], [7.14236905, 43.68492787], [7.14228142, 43.68500175], [7.14226315, 43.68502187], [7.14217559, 43.68507735], [7.14215112, 43.68508953], [7.14202664, 43.68527727], [7.14193775, 43.68533382], [7.14186963, 43.68542434], [7.14183, 43.68544118], [7.14178275, 43.68543071], [7.1417582, 43.68544187], [7.14176226, 43.68547852], [7.14178842, 43.68554807], [7.14174706, 43.68567744], [7.14157527, 43.68579542], [7.14148806, 43.68597254], [7.14144753, 43.686016], [7.14113242, 43.68623656], [7.14101549, 43.68633405], [7.14083963, 43.68647366], [7.14061081, 43.68664083], [7.14049389, 43.6867189], [7.14037357, 43.68676949], [7.14019268, 43.68685918], [7.14002023, 43.68692914], [7.13994776, 43.68694008], [7.13984053, 43.68701572], [7.13953375, 43.68727379], [7.13944884, 43.68734654], [7.1392692, 43.68749242], [7.13891434, 43.68776766], [7.13862635, 43.68799331], [7.13837244, 43.68820336]]}
06027;2018-11-08;;Création d'un chemin piéton au chemin Pichodou;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P45;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.153737, 43.69229094], [7.1539802, 43.69241422], [7.15421823, 43.69253091], [7.15465421, 43.69272841], [7.15507422, 43.69296392], [7.15513078, 43.69296856], [7.15523356, 43.69296463], [7.15535823, 43.69287488], [7.15543617, 43.69272232], [7.15548263, 43.69245879], [7.15558441, 43.69211836], [7.15571692, 43.69174955], [7.15565862, 43.69139823], [7.1555964, 43.69112186], [7.15548106, 43.69095289], [7.15535319, 43.69080481], [7.15521549, 43.69077947], [7.15501977, 43.69085834], [7.15484986, 43.69090563], [7.154677, 43.69091223], [7.15452824, 43.69086353], [7.15449405, 43.69077985], [7.15456118, 43.6906719], [7.15467821, 43.69054165], [7.15478419, 43.69045261], [7.15489532, 43.69037018], [7.15507383, 43.69018319], [7.15520586, 43.68993678], [7.15519405, 43.68977406], [7.15523461, 43.68962293], [7.15527271, 43.68950249], [7.1551864, 43.68941061], [7.15511017, 43.68926395], [7.15508558, 43.68911871], [7.15502705, 43.68902236], [7.15508926, 43.68897579], [7.15516893, 43.68904074], [7.15523802, 43.68908909], [7.15534424, 43.68906803], [7.15558865, 43.68901449], [7.15608458, 43.68887656], [7.15646175, 43.68878055]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.14909402, 43.64892956], [7.14934199, 43.6481096], [7.14928549, 43.6489518]]}
06027;2018-11-08;;Création d'un chemin piéton entre le chemin du Puy et les rives du Loup;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P5;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.13650509, 43.65099989], [7.13650235, 43.65090611], [7.13651979, 43.65075581], [7.13662013, 43.65063464], [7.13675568, 43.65049745], [7.13683926, 43.65042385], [7.13687746, 43.65033731], [7.13688171, 43.65028434], [7.13686116, 43.65022351], [7.13681578, 43.65021057], [7.13671569, 43.65016744], [7.13662046, 43.6501916], [7.13651972, 43.65019544], [7.13642536, 43.65017556], [7.13634797, 43.65011102], [7.13627885, 43.65004911], [7.13630707, 43.64999229], [7.13626383, 43.64989712], [7.136305, 43.6497958], [7.13645369, 43.64972852]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.14496948, 43.64500198], [7.14500628, 43.64432903], [7.1450151, 43.64416624], [7.14504476, 43.64434982], [7.14515116, 43.64501099]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.1480525, 43.64784393], [7.14825496, 43.64701914], [7.14825626, 43.64784922]]}
06027;2018-11-08;;Création d'un chemin piéton chemin des Caucours;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P52;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.14350974, 43.67678772], [7.14349389, 43.67685855], [7.14347399, 43.6768951], [7.14336204, 43.67702204], [7.143279, 43.67710086], [7.14315293, 43.6772079], [7.14303522, 43.6773136], [7.14298604, 43.67737375], [7.14291305, 43.6774941], [7.1428888, 43.67752876], [7.14285463, 43.67756278], [7.14279829, 43.67760173], [7.14274017, 43.67763564], [7.14262394, 43.67768403], [7.14255548, 43.67771118], [7.14244523, 43.67776445], [7.14231481, 43.67783076], [7.14207257, 43.67800664], [7.14201785, 43.67804859], [7.14200011, 43.67805642], [7.1419851, 43.67806313], [7.14197401, 43.6780656], [7.1419587, 43.67806823], [7.14194599, 43.67806769], [7.14193194, 43.67806822], [7.14191745, 43.67806264], [7.14180759, 43.67802389]]}
06027;2018-11-08;;Création d'un chemin des Caucours et le Chemin des Salles;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P51;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.1431142, 43.67725459], [7.14308828, 43.67733648], [7.14318691, 43.67726915], [7.14324791, 43.67734195], [7.14330851, 43.67729919], [7.14335573, 43.67729161], [7.1433758, 43.67723884], [7.14347358, 43.67726978], [7.1435212, 43.67737776], [7.1436198, 43.67753002], [7.1436227, 43.67768015], [7.14361223, 43.67786546], [7.14350355, 43.67801407], [7.1434233, 43.67811536], [7.14350437, 43.67813539], [7.14359756, 43.67810294], [7.14371751, 43.67800014], [7.14379691, 43.67799711], [7.14385583, 43.67804109], [7.14373002, 43.67817301], [7.14358459, 43.67825368], [7.14344584, 43.67831675], [7.14341114, 43.67838742], [7.14354152, 43.67842868], [7.14376467, 43.67843173], [7.14390676, 43.67841475], [7.14403298, 43.67828859], [7.14410905, 43.67812967], [7.14417551, 43.6780578], [7.14419973, 43.67817244], [7.14406931, 43.67846056], [7.14408851, 43.67861585], [7.1441796, 43.67866439], [7.14428284, 43.67855066], [7.14439611, 43.67835565], [7.14451189, 43.67819521], [7.14464101, 43.67821918], [7.1447041, 43.67832079], [7.14465351, 43.67850185], [7.14449677, 43.67875631], [7.14441024, 43.67899075], [7.14428987, 43.67908779], [7.14420795, 43.67916604], [7.14422884, 43.67923458], [7.1443237, 43.67922519], [7.14446956, 43.67915028], [7.14458991, 43.67916303], [7.14456607, 43.67927373], [7.14448583, 43.67937503], [7.14449333, 43.67947875], [7.14462245, 43.67961252], [7.14483473, 43.67968532], [7.14507083, 43.67975722], [7.14528689, 43.67977209], [7.14548664, 43.67978181]]}
06027;2018-11-08;;Création d'un chemin piéton entre l'avenue de Cannes (D6007) et le chemin du Puy;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P2;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.13907464, 43.64879217], [7.13800646, 43.64977237]]}
06027;2018-11-08;;Marge de recul paysagère;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;11;;;RECUL;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.13204324, 43.66292384], [7.13160245, 43.66321731], [7.13083229, 43.66384506], [7.13007991, 43.66448041], [7.12947446, 43.66498484], [7.12869601, 43.66572894], [7.12842115, 43.66608808], [7.1281185, 43.66649901], [7.12767718, 43.66713019], [7.12721148, 43.6678624], [7.12672678, 43.66853775], [7.12615827, 43.66939558], [7.12595616, 43.66981719], [7.12585198, 43.6700993]]}
06027;2018-11-08;;Création d'un chemin piéton (entre la Passage des Pointus et la promenade de la Plage);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P21;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.16123821, 43.65663878], [7.16127804, 43.65662177], [7.1615076, 43.65627273], [7.16174132, 43.65592755]]}
06027;2018-11-08;;Création d'un chemin piéton (parcelle BH330);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P17;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.15553471, 43.66358365], [7.15518095, 43.66358195]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.14330096, 43.66484917], [7.14322078, 43.66485259], [7.14237676, 43.66488864], [7.14163557, 43.66492031], [7.14212121, 43.66541053], [7.14223409, 43.66552453], [7.14233572, 43.66562716]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.14324909, 43.67241191], [7.1427795, 43.67318777], [7.14282516, 43.67294374], [7.1428872, 43.67261222], [7.14293562, 43.67235331]]}
06027;2018-11-08;;Restauration du chemin du Puy;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P6;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.13694165, 43.65144086], [7.13686245, 43.65143569], [7.136907, 43.65125059], [7.13692283, 43.65109112], [7.13685757, 43.65105622], [7.13672889, 43.65103426], [7.13668093, 43.65101622], [7.13662908, 43.65101119], [7.13655588, 43.65099996], [7.1365091, 43.65099823], [7.13641636, 43.65107302], [7.13634989, 43.6511106], [7.13630985, 43.65117988], [7.13629565, 43.65122831], [7.13625485, 43.65128711], [7.13618484, 43.65132014], [7.13592051, 43.65140263], [7.13571156, 43.65156128], [7.13565088, 43.65174582], [7.13562911, 43.65197912], [7.13564258, 43.65212112], [7.13555268, 43.6523021], [7.13556271, 43.65237415], [7.13566974, 43.6525196], [7.13572917, 43.65258509], [7.13589373, 43.65265826], [7.13597503, 43.65273694], [7.13594908, 43.65280101], [7.13589587, 43.65286612], [7.1358745, 43.65288212], [7.1357364, 43.65299718], [7.13566131, 43.6530713], [7.13558571, 43.65313842], [7.13561347, 43.65321096], [7.13570271, 43.65328817], [7.13574501, 43.65331693], [7.13577159, 43.65337316], [7.13587044, 43.65349439], [7.1359232, 43.65355663], [7.13607067, 43.65374961], [7.13609775, 43.65383502], [7.13614713, 43.65391725], [7.13626111, 43.65400286], [7.13629605, 43.65406344], [7.13631747, 43.65415958], [7.13632193, 43.65424352], [7.13627218, 43.65428981], [7.13622697, 43.654399], [7.13622349, 43.65446221], [7.1362092, 43.65450948], [7.13613613, 43.65461156], [7.13608187, 43.65468819], [7.13593365, 43.65481429], [7.13589488, 43.65495075], [7.13581783, 43.65507206], [7.13579906, 43.655358], [7.13579685, 43.65549444], [7.1360512, 43.6557304], [7.13624387, 43.65588076]]}
06027;2018-11-08;;Création d'un chemin piéton sur le chemin Renoir;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P30;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.15702587, 43.66721125], [7.15707939, 43.66719183], [7.15718398, 43.66715818], [7.15734822, 43.66711202], [7.15753183, 43.66708046], [7.15771671, 43.66708566], [7.15787726, 43.6671245], [7.15801971, 43.6671855], [7.15814893, 43.66727768], [7.15827188, 43.66745802], [7.15834736, 43.66756657], [7.15845019, 43.66760557], [7.15856942, 43.66761839], [7.15867956, 43.6675835], [7.15878961, 43.66748933], [7.15894017, 43.66733226]]}
06027;2018-11-08;;Création d'un chemin piéton entre l'avenue du Général Leclerc et la rue des Plaqueminiers;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P27;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.16401776, 43.65844786], [7.1644091, 43.65842673]]}
06027;2018-11-08;;Création d'un chemin piéton entre le chemin des Salles et la montée Sous-Baous;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P16;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.14755748, 43.66820278], [7.14728767, 43.66821103]]}
06027;2018-11-08;;Création d'un chemin piéton entre les chemins des Salles et du Val de Cagne;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P48;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.14494512, 43.69147702], [7.1451314, 43.69148116], [7.14542024, 43.69141986], [7.14559864, 43.69132188], [7.14584519, 43.69117354], [7.14589535, 43.69109492], [7.1467234, 43.69126451], [7.14704761, 43.69133464]]}
06027;2018-11-08;;Création d'un chemin piéton entre les chemins du Puy et du Collet des Grailles;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P9;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.13347702, 43.65802318], [7.13366972, 43.65862515]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.14015338, 43.66772497], [7.13975962, 43.66771077], [7.1396053, 43.66770521], [7.13937968, 43.66769713], [7.13937358, 43.66769692], [7.13902673, 43.66768436], [7.13902976, 43.66768334], [7.13976232, 43.66742693], [7.13990214, 43.667378], [7.1400094, 43.66734039], [7.14002115, 43.66733634]]}
06027;2018-11-08;;Restauration du chemin piéton entre le chemin et le sentier des Muletiers;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P37;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.16516469, 43.67410314], [7.16536569, 43.67407805], [7.16565962, 43.67405248], [7.165696, 43.67404904], [7.16591156, 43.67401113]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.15438671, 43.66102845], [7.1545924, 43.66092111], [7.15504373, 43.6606858], [7.1553128, 43.66054549], [7.15485236, 43.6609682], [7.15480477, 43.66101192], [7.15458879, 43.66121021]]}
06027;2018-11-08;;Création d'un chemin piéton entre les chemins de la Maure et de la Campanette (Chemin des Treize Dames);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P38;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.16435566, 43.67396034], [7.16344679, 43.67395528]]}
06027;2018-11-08;;Création d'un chemin piéton entre l'avenue de la Serre et la rue Léo Lagrange;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P18;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.15731196, 43.65515724], [7.1573503, 43.65516039], [7.1579793, 43.65560055], [7.15851181, 43.65576156]]}
06027;2018-11-08;;Marge de recul d'implantation;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;11;;;RECUL;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.17747468, 43.66077246], [7.17695374, 43.66071581], [7.17652194, 43.66068435], [7.17563165, 43.66062247], [7.17451195, 43.66054281], [7.17397777, 43.66045905], [7.1736566, 43.66039982], [7.17342939, 43.66035436], [7.17203181, 43.66013301], [7.17129526, 43.66001612], [7.17063546, 43.65991406], [7.17050623, 43.65989407], [7.17005565, 43.65983252], [7.16948572, 43.65975236], [7.16878904, 43.65965466], [7.16781383, 43.65952411], [7.16723238, 43.65945423], [7.16702866, 43.65943474], [7.1668108, 43.65942559], [7.16662605, 43.65941783], [7.16640787, 43.65939917], [7.1662671, 43.65938993], [7.16611813, 43.65940163], [7.1659742, 43.65941237], [7.16534081, 43.65938944], [7.16533773, 43.65938932], [7.16466311, 43.65936315], [7.16418344, 43.65934793], [7.16392319, 43.6593186], [7.16387866, 43.65931358], [7.16368878, 43.65929218], [7.16335299, 43.65925027], [7.16297007, 43.65917285], [7.1629364, 43.65916558], [7.16273623, 43.65910098], [7.16251134, 43.65902751], [7.16242294, 43.65899107], [7.16228432, 43.6589449], [7.16224613, 43.65892979], [7.16211611, 43.65886525], [7.1617243, 43.65874428], [7.16160694, 43.65870812], [7.16124321, 43.65859606], [7.16060351, 43.65839667], [7.16032493, 43.65830305], [7.16013233, 43.65823999], [7.15979693, 43.65813706], [7.15958211, 43.65805983], [7.1584757, 43.65766205], [7.15815753, 43.65755493], [7.15815299, 43.65755384], [7.15810439, 43.65753741], [7.15807746, 43.65752889], [7.15804347, 43.65751713], [7.15804505, 43.65749959], [7.15796316, 43.65747082], [7.15780103, 43.65741377], [7.1577841, 43.6574182], [7.15774486, 43.65740241], [7.15772441, 43.65739427], [7.15759286, 43.65734127], [7.15755605, 43.65732655], [7.15752101, 43.6573124], [7.15671802, 43.65704343], [7.15553761, 43.65658949], [7.15494408, 43.6563508], [7.15460044, 43.65621914], [7.15434445, 43.65614218], [7.15377136, 43.65596989], [7.15216989, 43.65551714], [7.15193806, 43.65544179], [7.15148302, 43.65530841], [7.15119036, 43.65521429], [7.1511356, 43.65519696], [7.15069026, 43.65505551]]}
06027;2018-11-08;;Création d'un chemin piéton entre l'avenue de Cannes (D6007) et le chemin du Puy;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P4;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.1408656, 43.65050788], [7.14076509, 43.65053931], [7.14050673, 43.65064628], [7.14031812, 43.65072503], [7.14021266, 43.65076585], [7.14013063, 43.65079964], [7.13979843, 43.65093703], [7.13965889, 43.65099346], [7.13960403, 43.6511305], [7.1395659, 43.65114831], [7.13942619, 43.65165048], [7.13939114, 43.65176938], [7.13910194, 43.65187854], [7.13859347, 43.65207068], [7.13833295, 43.65216751], [7.13800292, 43.65186725], [7.13777366, 43.65165618], [7.13735853, 43.65152273], [7.13694139, 43.65143945]]}
06027;2018-11-08;;Restauration du CR 91entre le chemin du Val de Cagne et la route de la Gaude (RD18);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P46;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.14517812, 43.69952023], [7.14535066, 43.69962611], [7.14539363, 43.69965514], [7.14544407, 43.69969003], [7.14550582, 43.6997255], [7.14551455, 43.69972925], [7.14561225, 43.6997746], [7.14567311, 43.69979784], [7.14571327, 43.69980756], [7.14576749, 43.69981674], [7.14591252, 43.69983472], [7.14603019, 43.69984455], [7.14615756, 43.69983253], [7.14618832, 43.69986817], [7.1462202, 43.69988024], [7.14633284, 43.69984016], [7.14649963, 43.69976939], [7.1466145, 43.69972105], [7.1466895, 43.6996865], [7.1467932, 43.6996396], [7.14681746, 43.69960494], [7.14684616, 43.6995926], [7.1468932, 43.69958058], [7.14702671, 43.69947837], [7.1471196, 43.69945744], [7.14717012, 43.6994545], [7.14715562, 43.69948776], [7.14713986, 43.69952312], [7.14728609, 43.69949915], [7.14754096, 43.69949658], [7.14754916, 43.6994932], [7.14756026, 43.69949073], [7.1475698, 43.69948628], [7.147586, 43.69947646], [7.14759828, 43.69947088], [7.14760663, 43.69946954], [7.14761662, 43.6994712], [7.147634, 43.6994777], [7.14765456, 43.69948918], [7.14766883, 43.6994917], [7.14768015, 43.69949229], [7.14769672, 43.69948757], [7.14774095, 43.69947566], [7.14780145, 43.69947438], [7.1478564, 43.69947432], [7.14786357, 43.6994761], [7.14791712, 43.69949552], [7.14792999, 43.6994981], [7.14794707, 43.69950051], [7.14796542, 43.69950084], [7.1479936, 43.69950078], [7.14801911, 43.69950288], [7.14804182, 43.69950508], [7.14807177, 43.69951007], [7.14812058, 43.69952252], [7.14816784, 43.69953299], [7.14818212, 43.69953551], [7.14820342, 43.69953776], [7.14822879, 43.69953782], [7.14824565, 43.69953717], [7.14828197, 43.69953272], [7.14834358, 43.6995273], [7.14835334, 43.69952591], [7.14840511, 43.69952087], [7.14845134, 43.69951706], [7.14848211, 43.69951384], [7.14852693, 43.69951009], [7.14856036, 43.69950472], [7.14859786, 43.69949716], [7.14864837, 43.69949421], [7.14867781, 43.69949206], [7.1487071, 43.69948788], [7.14871967, 43.69948637], [7.14872825, 43.69948809], [7.14876567, 43.69949893], [7.1487798, 43.69949942], [7.14879541, 43.69950087], [7.14881922, 43.69949893], [7.14890465, 43.69949159], [7.14893534, 43.69948735], [7.1489633, 43.69948424], [7.14901115, 43.69948343], [7.1490732, 43.69948413], [7.14910981, 43.69948376], [7.14912941, 43.69948199], [7.1491502, 43.6994771], [7.14917083, 43.69947018], [7.14920648, 43.69945655], [7.14922423, 43.69944872], [7.14927083, 43.69943058], [7.14932896, 43.6994161], [7.14937319, 43.69940419], [7.14946601, 43.69938224], [7.1494953, 43.69937806], [7.1495632, 43.6993816], [7.14962399, 43.69938439], [7.14962362, 43.69937929]]}
06027;2018-11-08;;Cône de prescription de vue (L 1,23-1-7);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;07;;;SERV_VUE;PLU de Cagnes-Sur-Mer;2016-02-19;{"type": "LineString", "coordinates": [[7.14619619, 43.64577619], [7.14624647, 43.64538052], [7.14630183, 43.64494375], [7.14635882, 43.64549967], [7.14638753, 43.64577979]]}
06027;2018-11-08;;Création d'un chemin piéton entre l'avenue de Nice (D6007) et la route du bord de mer (par le Lido);http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P32;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.1719383, 43.65987386], [7.17183552, 43.65973877], [7.17172902, 43.6595527], [7.17169121, 43.65942022], [7.17166588, 43.6592658], [7.1716855, 43.65912907], [7.17169921, 43.65902733], [7.17180071, 43.65887417], [7.17182596, 43.65881493], [7.17168627, 43.65881109], [7.17173875, 43.65837151], [7.17160649, 43.65825697], [7.17192067, 43.65804657], [7.17196666, 43.65790474], [7.17235953, 43.65763407], [7.17241406, 43.65759006], [7.17240204, 43.65744433]]}
06027;2018-11-08;;Aménagement chemin piéton et piste cyclable bd de la plage impasse nègre;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P34;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.17438066, 43.65953367], [7.17359665, 43.65938386], [7.17365526, 43.65918327], [7.17380245, 43.65869097], [7.17388649, 43.65833708], [7.17395685, 43.65812377], [7.17403617, 43.65780175], [7.17399174, 43.65775234], [7.173855, 43.65773101], [7.17337851, 43.65770433], [7.17298508, 43.65763867], [7.17263496, 43.65756829], [7.17260168, 43.657498], [7.1726258, 43.65736519]]}
06027;2018-11-08;;Création d'un chemin piéton entre le chemin de la Maure et le Vallon des Vaux par la fontaine du prieur;http://www.nicecotedazur.org/habitat-urbanisme/les-documents-d-urbanisme-en-vigueur/cagnes-sur-mer-plu;00000602720181108;24;;;P44;PLU de Cagnes-Sur-Mer;2013-12-20;{"type": "LineString", "coordinates": [[7.16229983, 43.69278409], [7.16170024, 43.692851], [7.16119374, 43.69290004], [7.16092225, 43.69280921], [7.16074735, 43.69274843], [7.16068129, 43.69265383], [7.16067736, 43.6925998], [7.16073045, 43.6925354], [7.16100887, 43.69248896], [7.16126814, 43.69243099], [7.16131582, 43.69231159], [7.16111724, 43.69219651], [7.16087133, 43.69206995], [7.1604609, 43.69202533], [7.16004994, 43.69195416], [7.15970169, 43.69187342], [7.1592863, 43.6917605], [7.15896904, 43.69169903], [7.1586029, 43.69160466], [7.15852754, 43.6916147], [7.15848267, 43.69175341], [7.15853342, 43.69190892], [7.15873939, 43.69200941], [7.15899268, 43.69210196], [7.15916381, 43.69216902], [7.15886046, 43.69216324], [7.15860954, 43.69214217], [7.15860185, 43.69215269], [7.15850535, 43.69218194], [7.15846719, 43.69219976], [7.15843673, 43.69220706], [7.1583749, 43.69220942], [7.15834895, 43.69222064], [7.15833786, 43.69224253], [7.15831116, 43.69226298], [7.15824912, 43.69228171], [7.15812799, 43.69234052], [7.15796575, 43.69243465], [7.15778532, 43.6925305], [7.15771418, 43.6925598], [7.15728868, 43.69271511], [7.1572128, 43.69273744]]}
