"id","titre","theme","type","finalite","description","pilote","Partenaires","adresse","adresse2","codepostal","ville","mail","trophee","url","lon","lat","code","code_type","code_theme"
"286","Collège Jules Ferry","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Jules Ferry"," ","22 rue Jules Ferry"," ","33210","Langon"," "," "," ","-0.253226","44.548814","5","3","12"
"342","Collège Les Eyquems","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Les Eyquems"," ","Rue de la tour de Veyrines"," ","33700","Mérignac"," "," "," ","-0.645971","44.826990","5","3","12"
"309","Collège Les Lesques","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Les Lesques"," ","1 avenue Jean Moulin"," ","33340","Lesparre Médoc"," "," "," ","-0.928085","45.300119","5","3","12"
"321","Collège Michel Montaigne","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Michel Montaigne"," ","Rue Michel Montaigne"," ","33310","Lormont"," "," "," ","-0.515342","44.875108","5","3","12"
"17","Collège Panchon","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Panchon"," ","2 allée Panchon"," ","33460","Arsac"," "," "," ","-0.694391","44.989001","5","3","12"
"274","Collège Paul Esquinance","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Paul Esquinance"," ","1 Port Mahon"," ","33192","La Réole"," "," "," ","-0.031385","44.583116","5","3","12"
"502","Collège Pont de la Maye","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Pont de la Maye"," ","5 Allée du Commandant Moos"," ","33884","Villenave d'Ornon"," "," "," ","-0.567348","44.780843","5","3","12"
"359","Collège Porte du Médoc","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Porte du Médoc"," ","1 avenue des Sports"," ","33290","Parempuye"," "," "," ","-0.599929","44.944924","5","3","12"
"287","Collège Toulouse Lautrec","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Toulouse Lautrec"," ","1 avenue Léon Blum"," ","33212","Langon"," "," "," ","-0.242345","44.541392","5","3","12"
"86","Collège Vauban","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Vauban"," ","9 Rue du Dr Boutin"," ","33390","Blaye"," "," "," ","-0.657954","45.124721","5","3","12"
"480","Collège Victor Louis","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"Collège Victor Louis"," ","52 avenue de Thouars"," ","33400","Talence"," "," "," ","-0.592337","44.798899","5","3","12"
"219","Comment et pourquoi agir?le lancement d'un Agenda 21","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Sensibilisation des élus, des agents, des communes membres sur la situation environnementale et sanitaire (Ateliers thématiques, conférences…)","CDC de Coutras","HSEN, les communes de CDC, les différents services de la CDC, les crèches, le Relais Assistantes Maternelles","17 rue Sully"," ","33230","Coutras","ot@pays-de-coutras.com"," ",NULL,"-0.125861","45.041679","5","3","3"
"500","comment préserver notre environnement proche?","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Projet pédagogique autour de la préservation de l’environnement et des comportements éco-citoyens.","École Jean Jaurès","CUB, Mairie de Villenave d'Ornon","Rue Jean-Jacques Rousseau"," ","33140","Villenave d’Ornon","zubisan@yahoo.fr"," ",NULL,"-0.571900","44.762283","5","3","3"
"141","Communauté Urbaine de Bordeaux","A21 Territorial","Démarche Globale","Tous","A21","CUB"," ","Esplanade Charles de Gaulle","Hôtel de Ville","33000","Bordeaux"," "," ",NULL,"-0.584360","44.837350","6","0","16"
"184","Communication pour l'Agenda 21","Participation","Gouvernance","Épanouissement de tous les êtres humains","Communication sur le diagnostic de l'Agenda 21et de la poursuite de la concertation avec la population (site internet, questionnaire, affiches…)","Cadaujac"," ","3 place de l'église","Hôtel de Ville","33140","Cadaujac","mairie@mairie-cadaujac.fr"," ",NULL,"-0.531853","44.745755","5","4","6"
"146","Composteurs et récupérateurs d'eaux pluviales pour tous","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Diffusion de composteurs et récupérateurs d'eaux pluviales auprès des particuliers. Sensibilisation aux bonnes pratiques environnementales.","CUB","Responsables des Agenda 21 des communes","Esplanade Charles de Gaulle"," ","33076","Bordeaux"," "," ",NULL,"-0.584360","44.837350","2","2","8"
"418","Conception d'un nouveau projet territorial","A21 Territorial","Démarche Globale","Tous","Élaboration d'un SCoT rural « Grenelle 2 » garantissant l'organisation du territoire, la défense des spécificités, l'accéder aux nouvelles politiques publiques territoriales (prise en compte de l'Agenda 21, du Plan Climat, du Schéma Territorial de l'Habi","Pays Landes et Gascogne"," ","Place de la Mairie"," ","40630","Sabres","contact@pays-landesdegascogne.org"," ",NULL,"-0.321000","44.264400","6","0","16"
"150","Concertation de l'Agenda 21 de la Gironde : de l'élaboration à l'évaluation","Participation","Gouvernance","Épanouissement de tous les êtres humains","Mobiliser les citoyens girondins et les acteurs autour de la mise en oeuvre de l'Agenda 21 de la Gironde (échanges entre l'ensemble des acteurs).","CG","DGA, DGSD, Mission A21, Pays, CDC","Esplanade Charles de Gaulle"," ","33074","Bordeaux","agenda21gironde@cg33.fr"," ",NULL,"-0.586500","44.837000","5","4","6"
"188","Conduite Économique Formation","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Réseau Formation est un réseau national de formateurs indépendants à \"la conduite économique\" contribuant à réduire la consommation de carburant, les émissions de gaz à effet de serre et le taux d'accidents.","CGI Formation (Réseau Formation)"," ","4 Voie Romaine"," ","33610","Canéjan","celia.cuevas@cgi-formation.fr"," ",NULL,"-0.645810","44.778526","1","1","10"
"268","Confitures solaires","Énergie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Confitures « cuites » grâce à l’énergie solaire","Augizeau Martine","DRCE","6 rue du vieux moulin"," ","33990","Hourtin","Confiture.ogizo@gmail.com"," ",NULL,"-1.061353","45.186782","1","1","11"
"422","Conforter les productions agricoles valorisant l'image du territoire","Amap/Circuits-courts","Consommation responsable","Consommation et production responsables","Prise en compte des modes de transmission, d'installation, des questions foncières et paysagères, des types d'agriculture et de commercialisation. Réflexion sur les pistes d'actions à engager sur les circuits courts.","Pays Landes et Gascogne"," ","Place de la Mairie"," ","40630","Sabres","contact@pays-landesdegascogne.org"," ",NULL,"-0.321000","44.264400","4","2","2"
"142","Conseil Général","A21 Territorial","Démarche Globale","Tous","A21","CG"," ","Esplanade Charles de Gaulle","Hôtel de Ville","33000","Bordeaux"," "," ",NULL,"-0.586500","44.837500","6","0","16"
"197","Construction de structures HQE","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Construction de la maison de la petite enfance selon les normes HQE.","Carbon Blanc"," ","Avenue Vignau-Langlade","Hôtel de Ville","33564","Carbon blanc"," "," ",NULL,"-0.501075","44.905525","1","1","5"
"325","Correspondances « zéro papier »","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Dématérialisation des courriers externes pour tous types de documents et de fichiers, par l’utilisation d’un nouveau service de lettres tout électroniques","Diels Laurent"," "," "," ","33860","Marcillac"," "," ",NULL,"-0.497498","45.272754","2","2","8"
"400","Coté Jardin","Manifestations responsables","Consommation responsable","Consommation et production responsables","Tri des déchets, écocommunication, gobelets consigné Ecocup… Durée de l’évènement : 1 jour / Nombre de participants : 1000","Podensac","Conseil Régional, Conseil Général, Communauté de communes du canton de Podensac, COVED"," ","Site extérieur","33720","Podensac"," "," ",NULL,"-0.357652","44.646348","4","2","7"
"112","Création d’un site éco-citoyen","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Implantation de 10 gîtes en bois à l’image d’un « village de pêcheurs », à l'écoute de l'environnement, en bordure du bassin d’Arcachon.","Association AD.PEP 33","ADEME","70 rue du château d’eau"," ","33000","Bordeaux","Adpep33@wanadoo.fr"," ",NULL,"-0.583521","44.841569","1","1","5"
"53","Cryobois","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Traitement en chambre froide de meubles et objets d'art contre les insectes xylophages afin de diminuer l'utilisation de produits biocides","Cryobois"," ","80 bis Bld. Jean-Jacques Bosc"," ","33130","Bègles","jc-jullien@cryobois.fr"," ",NULL,"-0.546154","44.818262","5","2","9"
"96","Cyclo-famille","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Démarche d'écotourisme familiale à bicyclette","Famille Garlenq-Floch"," "," "," ","33800","Bordeaux"," ","Lauréat 2009",NULL,"-0.583521","44.841569","1","1","10"
"123","Cyclopolitain","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Développement d’un transport doux : le cyclotaxi","Cyclopolitain","CSDL, Créagir","5 rue ausone"," ","33000","Bordeaux","jeromeherrera@cyclopolitain.com"," ",NULL,"-0.568604","44.838469","1","1","10"
"119","Cycloville Bordeaux","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère"," Activité de vélo-taxi : Transport écologique de personnes en centre-ville, location d’espaces publicitaire écologique","Cycloville Bordeaux","CECOGEB, Crédit Mutuel, cabinet Georges Schell","12 rue de cénac"," ","33100","Bordeaux","bordeaux@cycloville.com"," ",NULL,"-0.583521","44.841569","1","1","10"
"279","De nouveaux déplacements doux","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Favoriser les déplacements à vélo par la création d'itinéraires et par la mise à disposition dans les communes de points de stationnement vélo."," CDC du Réolais"," ","81 rue Armand Caduc","Hotel de ville","33190","La Réole","agenda21@reolais.fr"," ",NULL,"-0.040633","44.581857","1","1","10"
"250","Découverte et utilisation d’un jardin naturel : le parfum","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Sensibiliser au patrimoine environnemental de proximité, matériel et immatériel, en créant un lien entre histoire, culture et nature. Le jardin permet de découvrir ce patrimoine.","Icare","CUB","260 Cours du Général de Gaulle"," ","33171","Gradignan","itinerancesculturelles@orange.fr"," ",NULL,"-0.615876","44.770931","5","3","3"
"363","Démarche de design responsable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","L’impact d’un produit sur l’environnement est définit à 80% lors de la conception. Sensibiliser et mobiliser les designers dans une démarche de design responsable (Intégrer toutes les étapes du développement d’un produit : fabrication, utilisation, fin d","Alliance française des designers"," ","121 rue vielle du temple"," ","0","Paris"," "," ",NULL,"0.000000","0.000000","5","3","3"
"168","Démarche écoresponsable","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Engagement de la collectivité dans une démarche écoresponsable en favorisant les gestes écologiques. Tendre vers une exemplarité et transposer ses acquis à la population locale.(diagnostic, évaluation des enjeux et plan d'actions)","CDC du canton de Bourg en Gironde"," ","8 au Mas"," ","33710","Bourg","economie.agenda21@bourg-en-gironde.fr"," ",NULL,"-0.558557","45.043091","5","2","9"
"82","Des agenda 21 de centre","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Les 3 centres de loisirs ont développé leur propre agenda 21 de centres. Ils sont de véritables relais d’information, de sensibilisation auprès des écoles (accompagnements de projets, participation aux comités de pilotage...)","Blanquefort","Graine Aquitaine"," 12 Rue Dupaty","Hôtel de ville","33294","Blanquefort","virginie.lannes@ville-blanquefort.fr"," ",NULL,"-0.629445","44.908491","5","3","3"
"336","Des arts visuels pour prendre conscience de notre environnement","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Ateliers arts visuels pour sensibiliser à la protection de l'environnement (Cycle 2 et CLIS)","École Le Burk","l’association ARPAI, CUB, Mairie de Mérignac","15 Rue du Général Weygand"," ","33700","Mérignac","e.leburck.merignac@ac-bordeaux.fr"," ",NULL,"-0.681418","44.834748","5","3","3"
"46","Des ateliers de cuisine responsables","EDD pour tous à tous les âges de la vie/Consommation responsable???","EDD","Épanouissement de tous les êtres humains","Mise en place d’ateliers de cuisine responsable et solidaire afin de sensibiliser les habitants et notamment les familles les plus démunies à une alimentation responsable et solidaire (circuits courts, produits frais, produits équitables)","Bassens","La Ligue de l’Enseignement, Cool’Eurs du monde, CLIC"," 42 Avenue Jean-Jaurès","Hôtel de Ville","33530","Bassens"," "," ",NULL,"-0.523901","44.905341","5","3","3"
"79","Des ateliers participatifs","Participation","Gouvernance","Épanouissement de tous les êtres humains","Création de différents ateliers afin de mettre en oeuvre le 1er plan d’action et réfléchir au prochain (atelier « agriculture et alimentation », « sentiers de randonnée », « éco-manifestations »…)","Blanquefort"," "," 12 Rue Dupaty","Hôtel de ville","33294","Blanquefort","virginie.lannes@ville-blanquefort.fr"," ",NULL,"-0.629445","44.908491","5","4","6"
"47","Des ateliers socio-esthétiques","Ateliers avec les organismes","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Mise en place d'ateliers bien-être de socio-esthétiques à destination des personnes âgées isolées (prendre soin de soi et de son image, retrouver une estime de soi, maintenir un lien social...)","Bassens"," "," 42 Avenue Jean-Jaurès","Hôtel de Ville","33530","Bassens"," "," ",NULL,"-0.523901","44.905341","3","5","4"
"315","Des cantines responsables","Restauration collective","Consommation responsable","Consommation et production responsables","Mise en place d'un réseau des cantines introduisant les aliments biologiques et/ou locaux (comité de pilotage constitué d'agents de cantines, d’élus, de maraîchers locaux, des communes souhaitant se lancer dans la démarche, d'associations…)","CDC du vallon de l'Artolie"," ","13 chemin du Chêne de la Liberté"," ","33550","Lestiac-sur-Garonne","agenda21@cc-artolie.fr"," ",NULL,"-0.381197","44.691293","4","2","15"
"216","Des circuits courts","Amap/Circuits-courts","Consommation responsable","Consommation et production responsables","Commercialisation en circuits courts de yaourts biologiques et approvisionnement de restaurations collectives.","Ferme des Jarouilles","CR, CG, les AMAP, le réseau BIOCOOP,","36 Les Landes"," ","33230","Coutras","laurenttite@free .fr","Coup de cœur 2010",NULL,"-0.103999","45.049219","4","2","2"
"314","Des couches lavables au centre multi-accueil","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Les deux multi-accueils se sont lancés dans l’expérimentation d’utilisation de couches lavables.(5 enfants ont pu tester différents modèles de couches lavables.)","CDC du vallon de l'Artolie"," ","13 chemin du Chêne de la Liberté"," ","33550","Lestiac-sur-Garonne","agenda21@cc-artolie.fr"," ",NULL,"-0.381197","44.691293","5","2","9"
"21","Des économies d'eau","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Système de récupération des eaux pluviales pour l'arrosage des serres municipales.","Artigues Pres Bordeaux"," ","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","5","2","9"
"1","Des fiches Patrimoines pour une sensibilisation à l'environnement","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Sensibilisation à l'environnement et au respect du patrimoine par la création de fiches. Transmission et sauvegarde du patrimoine naturel.","Les amis des marais de Moutferrand"," ","34 Rue de Sauvin"," ","33440","Ambares et Lagrave","bardou.pm@orange.fr"," ",NULL,"-0.488287","44.947870","5","3","3"
"412","Des jardins d’école dans le cadre d’un projet agriculturel","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Mise en place d'ateliers pédagogiques autour de jardins élaborés à partir de matériaux récupérés afin de générer une nouvelle façon de s’alimenter.","Les jardins de la citadelle","CG, Pays du Coeur Entre-deux-Mers , CDC du Vallon de l’Artolie, Mairie de Rions, l’OTEM , association de Sauvegarde de Rions,","7 rue Sarrazine"," ","33410","Rions","jardins.citadelle@orange.fr"," ",NULL,"-0.351603","44.663639","5","3","3"
"456","Des lamas pour le débroussaillement","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Location de lamas pour le débroussaillement sur des centres de stockage de déchets ultime.","Planteur Joël et Florence"," ","3 les bois de Lafont"," ","33390","Saint Paul","planteur.adele@wanadoo.fr"," ",NULL,"-0.592042","45.153170","2","2","8"
"440","Des panneaux photovoltaïques","Énergie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Installation de 16 panneaux solaires photovoltaïques","Ladigue jean Luc et Josette"," "," "," ","33127","Saint Jean d'Illac"," "," ",NULL,"-0.813775","44.783510","1","1","11"
"475","Des petits cageots pour une consommation responsable","Amap/circuits-courts","Consommation responsable","Consommation et production responsables","Création d'un réseau de producteurs, livraison de produits alimentaires bio et locaux via un circuit court et mise en place d'une structure d'insertion professionnelle sur les postes de production.","Les petits cageots","CRESS Aquitaine","137 Rue du 14 juillet"," ","33400","Talence","yaiciali@voila.fr"," ",NULL,"-0.589102","44.820532","4","2","2"
"357","Des quartiers ruraux durables","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Opération pilote de construction de quartiers ruraux durables à la sortie des bourgs et des villages.","Association Francis Merschardt","comité de pilotage pluridisciplinaire composé d’élus, de professionnels (paysagiste, architecte, urbaniste, géographe, sociologue, démographe, sociologue)"," "," ","33580","Neuffons","f.merschardt@orange.fr"," ",NULL,"0.012758","44.648434","1","1","5"
"19","Des véhicules municipaux au gaz naturel de ville","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Achats de véhicules municipaux au gaz naturel de ville.","Artigues Pres Bordeaux"," ","10 avenue Desclaux","Hôtel de Ville","33370","Artigues Pres Bordeaux","agenda21.artigues@fr.oleane.com"," ",NULL,"-0.491010","44.860657","5","2","9"
"368","Développement de l'éco-mobilité","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Création d'un plan de Déplacement des Entreprises à Pessac.","Club des Entreprises","ADEME, CG,CR,CUB, Ville de Pessac, Véolia transport","2 Allée du Doyen Georges Brus"," ","33600","Pessac","contact-club@xwanadoo.fr"," ",NULL,"-0.623413","44.794085","1","1","10"
"395","Développement des Jardins partagés","EDD pour tous à tous les âges de la vie","EDD","Epanouissement de tous les êtres humains","Développement de « jardins partagés » (jardins familiaux, pédagogiques, d'insertion, scolaires, jardin d'Adèles...) comme espaces de développement humain et de lien social, de sensibilisation à l'environnement, de formation aux pratiques bio…","Pessac","Terre d'Adèles, Saluterre, Association des jardiniers de Pessac, Colibri, Fédération des Syndicats de quartier ..."," Place de 5ème République","Hôtel de Ville","33604","Pessac","courrier@mairie-pessac.fr"," ",NULL,"-0.681415","44.794718","5","3","3"
"25","Développer l'éco-construction","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Constructeur certifié NF environnement HQE","Les Demeures de la côte d'Argent","ADEME, CG","4 bis Avenue de l'Église Romane"," ","33370","Artigues près Bordeaux"," "," ",NULL,"-0.498688","44.867248","1","1","5"
"356","Développer l'éco-habitat","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Promotion de l'éco-construction : Information, conseil sur les différents matériaux alternatifs.","Altern eco"," ","11-13 Route de Taillefer Lieu dit La Poste"," ","33450","Montussan"," "," ",NULL,"-0.428823","44.883639","1","1","5"
"476","Développer, Transmettre, Développer & Cie","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Informer et sensibiliser la population sénégalaise aux énergies renouvelables.","Association Développer, Transmettre, Développer & Cie","Université de Bordeaux, équipe de l’IM2NP (laboratoire – Marseille)","351, cours de la libération"," ","33405","Talence","DTC&Cie@ims-bordeaux.fr"," ",NULL,"-0.591350","44.808557","5","3","3"
"434","Dicxy Environnement","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Recyclage des déchets de bois propres (non traités) et secs par broyage et fabrication de copeaux bois destinés à l’aménagement des parcs et jardins.","Dicxy Environnement","Ets Charles ORTH, Créagir"," 50 bis Route de Créon"," ","33880","Saint Caprais de Bordeaux","dicxyenvironnement@orange.fr"," ",NULL,"-0.426501","44.754744","2","2","8"
"153","Discussions autour des quartiers d'exclusion sociale de Gironde","Ateliers avec les centres sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Engagement d'une réflexion en profondeur sur la situation des quartiers en difficultés via des ateliers de discussions mobilisant les professionnels et les acteurs sociaux.","CG","LAPSAC, CCAS, Associations","Esplanade Charles de Gaulle"," ","33074","Bordeaux","agenda21gironde@cg33.fr"," ",NULL,"-0.585000","44.837000","3","5","4"
"199","Dispositifs et outils participatifs","Participation","Gouvernance","Épanouissement de tous les êtres humains","Création de la charte de politique participative locale et mise en place d’un Comité de pilotage (élus, agents, habitants…)","Carbon Blanc"," ","Avenue Vignau-Langlade","Hôtel de Ville","33564","Carbon blanc","polecitoyennete@carbonblanc.fr"," ",NULL,"-0.501075","44.905525","5","4","6"
"71","Échappée Belle","Manifestations responsables","Consommation responsable","Consommation et production responsables","Tri des déchets, incitation à l’utilisation de produits bio, équitables, de saison et locaux, stand de sensibilisation... Durée événement : 5 jours / Nombre de festivaliers : Plus de 10 000","Ville / ELAC les Colonnes","ELAC, commune de Blanquefort, ABC, Conseil général de Gironde, Région Aquitaine, ADEME, Meduli Nature"," ","Parc de Fongravey","33294","Blanquefort"," "," ",NULL,"-0.607482","44.902177","4","2","7"
"455","Eco rénovation d'un espace aquatique","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Eco-construction d'un espace aquatique alimenté par une chaufferie bois. Ce projet respecte la norme AFNOR dite \"QEB\" (Qualité Environnementale du Bâtiment).","Saint Médard en Jalles","ADEME, AFNOR, Cabient SPRINT, Ensemble des services de la mairie","Place de l’hôtel de ville","Hôtel de Ville","33165","Saint Médard en Jalles"," "," ",NULL,"-0.782278","44.890556","1","1","5"
"284","Eco-aménagement","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Mise en place de chauffe-eau solaires, géothermie, récupération d’eau de pluie lors de la construction de 3 logements sociaux."," Landerrouat"," ","1 rue de École","Hotel de ville","33790","Landerrouat","Mairie.landerrouat@wanadoo.fr"," ",NULL,"0.160668","44.743198","1","1","5"
"349","Eco-certification des parcs urbains","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Gestion différenciée et respectueuse de l'environnement (Aucun produit phytosanitaire, suivi de la faune et de la flore, mise en place d'une signalétique afin de sensibiliser le public...) Obtention du label Espaces Verts Écologiques pour 7 parcs communaux. ","Mérignac","Ensemble des agents des espaces verts, AIRAQ, Société SAS Ecocert France","60 avenue du Mal de Lattre de Tassigny","Hôtel de Ville","33705","Mérignac","contact@merignac.com"," ",NULL,"-0.654142","44.845410","5","2","9"
"271","Eco-citoyenneté en famille","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Aller jusqu’au bout de notre éthique en faveur du DD, valorisation et la préservation des ressources naturelle, économies d’énergie...","Daheron Gabriel et Madeleine","ADEME"," "," ","33190","La Réole"," "," ",NULL,"-0.046032","44.592206","1","1","5"
"374","Eco-Ecole : Une école citoyenne","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Éducation au développement durable en école maternelle ( économies d'énergie, recyclage et tri des déchets, réalisation de jeux autour de l'écologie, récupération d'eau de pluie…)","École Jean Cordier"," ","28 Rue George Bizet"," ","33600","Pessac"," "," ",NULL,"-0.681415","44.794718","5","3","3"
"4","École Ambares 1","A21 scolaire","EDD","Épanouissement de tous les êtres humains",,"École Ambares 1"," ","Place de la Victoire"," ","33440","Ambares et Lagrave","E.LeBourg.Ambares@ac-bordeaux.fr"," "," ","-0.491442","44.925634","5","3","12"
"446","École Bords de Garonne","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Bords de Garonne"," ","Rue Louis Pionneau Place de la Mairie"," ","33440","Saint Louis de Montferrans","E.Stlouisdemontferrand@ac-bordeaux.fr"," "," ","-0.531722","44.932079","5","3","12"
"340","École Burk","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Burk"," ","15 impasse Gal Weygand"," ","33700","Mérignac","e.leburck.merignac@ac-bordeaux.fr"," "," ","-0.681418","44.834748","5","3","12"
"320","École Condorcet","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Condorcet"," ","Rue Valvert"," ","33310","Lormont","E.JCondorcet.Lormont@ac-bordeaux.fr"," "," ","-0.524476","44.870138","5","3","12"
"478","École Gambetta","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Gambetta"," ","Rue J. Iriquin"," ","33400","Talence","E.Gambetta.Talence@ac-bordeaux.fr"," "," ","-0.585256","44.819543","5","3","12"
"383","École Georges Leygues","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Georges Leygues"," ","Avenue Châtaigneraie"," ","33600","Pessac","E.Gleygues.Pessac@bordeaux.fr"," "," ","-0.647642","44.793582","5","3","12"
"341","École Jean Jaurès 1","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Jean Jaurès 1"," ","54 avenue Bédat"," ","33700","Mérignac","e.jjaures1.merignac@ac-bordeaux.fr"," "," ","-0.681418","44.834748","5","3","12"
"501","École Jean Moulin","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Jean Moulin"," ","Chemin Gaston"," ","33140","Villenave d'Ornon","E.JMoulin.VillenaveDOrnon@ac-bordeaux.fr"," "," ","-0.580025","44.774589","5","3","12"
"319","École Jean Rostand","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Jean Rostand"," ","Rue Jean Lurçat"," ","33305","Lormont","E.JRostand.Lormont@ac-bordeaux.fr"," "," ","-0.516387","44.876090","5","3","12"
"54","École Joliot Curie","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Joliot Curie"," ","14 rue I. et F. Joliot Curie"," ","33130","Bègles","E.Joliot-Curie.Begles@ac-bordeaux.fr"," "," ","-0.545756","44.801339","5","3","12"
"479","École Jules Michelet","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Jules Michelet"," ","Rue Chateaubriand"," ","33400","Talence","E.Gambetta.Talence@ac-bordeaux.fr"," "," ","-0.589470","44.793036","5","3","12"
"245","École Leon Blum","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Leon Blum"," ","Rue Léon Blum"," ","33270","Floirac","E.Lblum.floirac@ac-bordeaux.fr"," "," ","-0.521394","44.832459","5","3","12"
"131","École Montgolfier","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Montgolfier"," ","6 rue St Maur"," ","33000","Bordeaux","E.Montgolfier.Bordeaux@ac-bordeaux.fr"," "," ","-0.583521","44.841569","5","3","12"
"194","École Pasteur","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Pasteur"," ","Rue Jean Rostand"," ","33560","Carbon Blanc","E.LPasteur.CarbonBlanc@ac-bordeaux.fr"," "," ","-0.511084","44.892800","5","3","12"
"244","École Pasteur","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Pasteur"," ","16 Avenue Paul Laffargue"," ","33270","Floirac","E,LPasteur,floirac@ac-bordeaux,fr"," "," ","-0.530110","44.832164","5","3","12"
"238","École Raymond Claverie","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Raymond Claverie"," ","1 rue Serge Mallet"," ","33327","Eysines","E.RClaverie.Eysines@ac-bordeaux.fr"," "," ","-0.632887","44.881164","5","3","12"
"39","École Rosa Bonheur","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Rosa Bonheur"," ","Rue Fénelon/ rue Lafayette"," ","33530","Bassens","E.Rbonheur.Bassens@ac-bordeaux.fr"," "," ","-0.523901","44.905341","5","3","12"
"130","École Saint Gabriel","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Saint Gabriel"," ","68 rue Mondenard"," ","33000","Bordeaux"," "," "," ","-0.589297","44.846412","5","3","12"
