"code CNIS";"sigle type formation";"libellé type formation";"libellé formation principal";"libellé formation complémentaire";"sigle formation";durée;"code RNCP";"niveau RNCP";"libellé niveau RNCP";tutelle;"lien site onisep.fr";domaine/sous-domaine
232;;"formation d'école spécialisée";"Conducteur technicien des travaux du bâtiment";;CB;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.2137;"construction - architecture - travaux publics/génie civil, construction (généralités)"
232;FCIL;"formation complémentaire d'initiative locale";"FCIL Travaux sur cordes";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1708;"construction - architecture - travaux publics/génie civil, construction (généralités)"
232;TP;"titre professionnel";"TP Chargé d'affaires en rénovation énergétique du bâtiment";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.416;"environnement - énergies - propreté/énergies ; construction - architecture - travaux publics/génie civil ; construction - architecture - travaux publics/génie civil, construction (généralités) ; commerce, marketing, vente/marketing - vente"
232;;"formation d'école spécialisée";"Maçon spécialisé en pierre calcaire";;;"1 an";;5;"niveau 3 (niveau CAP)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1641;"construction - architecture - travaux publics/génie civil, construction (généralités) ; construction - architecture - travaux publics/maçonnerie béton armé"
232;BP;"brevet professionnel";"BP Maçon";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.288;"construction - architecture - travaux publics/maçonnerie béton armé"
232;CAP;"Certificat d'aptitude professionnelle";"CAP Développement option 2 construction et entretien des bâtiments (Polynésie française, Nouvelle-Calédonie, Mayotte)";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5324;"construction - architecture - travaux publics/génie civil, construction (généralités) ; banque - assurances - immobilier/immobilier ; matières premières, fabrication, industries/maintenance - qualité"
232;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'école polytechnique universitaire d'Angers de l'université d'Angers spécialité bâtiment et sécurité";;"Polytech A";"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6245;"banque - assurances - immobilier/assurances ; construction - architecture - travaux publics/équipement technique ; construction - architecture - travaux publics/génie civil, construction (généralités) ; banque - assurances - immobilier/immobilier ; armée, sécurité/sécurité prévention"
232;;"baccalauréat professionnel";"bac pro Interventions sur le patrimoine bâti option maçonnerie";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6085;"construction - architecture - travaux publics/maçonnerie béton armé"
232;;"baccalauréat professionnel";"bac pro Interventions sur le patrimoine bâti option couverture";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6087;"construction - architecture - travaux publics/charpente, couverture"
232;CAP;"Certificat d'aptitude professionnelle";"CAP Constructeur d'ouvrages en béton armé";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.2565;"construction - architecture - travaux publics/génie civil, construction (généralités) ; construction - architecture - travaux publics/maçonnerie béton armé ; matières premières, fabrication, industries/mines et carrières ; construction - architecture - travaux publics/travaux publics"
232;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École spéciale des travaux publics du bâtiment et de l'industrie spécialité bâtiment";;ESTP;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5530;"environnement - énergies - propreté/aménagement du territoire ; construction - architecture - travaux publics/architecture ; arts, culture, artisanat/arts graphiques ; construction - architecture - travaux publics/bureau d'études BTP ; électricité - électronique - robotique/électrotechnique ; environnement - énergies - propreté/énergies ; construction - architecture - travaux publics/génie civil ; construction - architecture - travaux publics/génie civil, construction (généralités) ; informatique, internet/informatique (généralités) ; sciences/mathématiques ; sciences/physique ; sciences/sciences de la Terre ; construction - architecture - travaux publics/travaux publics ; environnement - énergies - propreté/urbanisme"
232;CAP;"Certificat d'aptitude professionnelle";"CAP Couvreur";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.996;"construction - architecture - travaux publics/charpente, couverture"
233;;"formation d'école spécialisée";"Designer d'espace";;;"3 ans";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3797;"arts, culture, artisanat/arts appliqués"
233;TP;"titre professionnel";"TP Façadier peintre";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.4542;"construction - architecture - travaux publics/finition ; construction - architecture - travaux publics/génie civil, construction (généralités)"
233;;"formation d'école spécialisée";"Certificat d'école d'architecte d'intérieur";;;"5 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3780;"arts, culture, artisanat/arts appliqués"
233;BP;"brevet professionnel";"BP Peintre applicateur de revêtements";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1376;"construction - architecture - travaux publics/finition"
233;MC;"mention complémentaire";"MC Vendeur-conseil en produits techniques pour l'habitat";;;"1 an";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1270;"commerce, marketing, vente/grande distribution et petits commerces ; commerce, marketing, vente/marketing - vente"
233;;"formation d'école spécialisée";"Designer architecte d'intérieur (ESDAC)";;;"2 ans";;1;"niveau 7 (bac + 5)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3610;"arts, culture, artisanat/arts appliqués"
233;;"formation d'école spécialisée";"Bachelor designer décor et ornementation";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2761;"arts, culture, artisanat/arts appliqués"
233;TP;"titre professionnel";"TP Peintre en bâtiment";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.2460;"construction - architecture - travaux publics/finition"
233;;"formation d'école spécialisée";"Architecte d'intérieur designer (AFIP)";;;"1 an";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1427;"arts, culture, artisanat/arts appliqués"
233;;"formation d'école spécialisée";"Architecte d'intérieur, designer d'espace (ESAT)";;;"5 ans";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.567;"arts, culture, artisanat/arts appliqués ; arts, culture, artisanat/arts graphiques"
233;BMA;"brevet des métiers d'art";"BMA Volumes : staff et matériaux associés";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1357;"arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/matériaux"
233;BP;"brevet professionnel";"BP Métiers du plâtre et de l'isolation";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.515;"construction - architecture - travaux publics/finition ; construction - architecture - travaux publics/plâtrerie"
233;CAP;"Certificat d'aptitude professionnelle";"CAP Carreleur mosaïste";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.994;"arts, culture, artisanat/artisanat d'art ; construction - architecture - travaux publics/finition"
233;;"formation d'école spécialisée";"Concepteur de projets en design et arts graphiques option design d'espace";;;"3 ans";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.5793;"arts, culture, artisanat/arts appliqués"
233;;"baccalauréat professionnel";"bac pro Aménagement et finition du bâtiment";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1314;"construction - architecture - travaux publics/finition ; construction - architecture - travaux publics/génie civil, construction (généralités) ; construction - architecture - travaux publics/plâtrerie"
233;;"formation d'école spécialisée";"Décoration (ITECOM Art Design Paris)";;;"2 ans";;3;"niveau 5 (bac + 2)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3796;"arts, culture, artisanat/arts appliqués ; commerce, marketing, vente/grande distribution et petits commerces"
234;FCIL;"formation complémentaire d'initiative locale";"FCIL Technicien sur centre d'usinage bois 3 et 5 axes Concepteur sur modeleur 3 D";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3132;"construction - architecture - travaux publics/agencement ; matières premières, fabrication, industries/bois ; informatique, internet/informatique industrielle et technologique ; mécanique/mécanique (généralités)"
234;;"licence professionnelle";"licence pro mention bois et ameublement";;;"1 an";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4688;"construction - architecture - travaux publics/ameublement ; arts, culture, artisanat/artisanat d'art"
234;;"formation d'école spécialisée";"Bachelor bois et transition numérique de la production (ESB)";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4159;"matières premières, fabrication, industries/bois ; matières premières, fabrication, industries/études et développement ; matières premières, fabrication, industries/fonction production (généralités) ; matières premières, fabrication, industries/méthodes industrialisation"
234;TP;"titre professionnel";"TP Constructeur bois";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.4543;"matières premières, fabrication, industries/bois ; construction - architecture - travaux publics/charpente, couverture"
234;TP;"titre professionnel";"TP Technicien études en construction bois";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4382;"matières premières, fabrication, industries/bois ; construction - architecture - travaux publics/bureau d'études BTP ; construction - architecture - travaux publics/charpente, couverture ; construction - architecture - travaux publics/menuiserie"
234;CTM;"certificat technique des métiers";"CTM Ébéniste";;;"3 ans";;5;"niveau 3 (niveau CAP)";"Chambres de métiers et de l'artisanat";http://www.onisep.fr/http/redirection/formation/slug/FOR.2491;"arts, culture, artisanat/artisanat d'art"
234;;"formation d'école spécialisée";Ébéniste;;;"1 an";;4;"niveau 4 (bac ou équivalent)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.362;"arts, culture, artisanat/artisanat d'art ; arts, culture, artisanat/restauration d'art"
234;BMA;"brevet des métiers d'art";"BMA Ébéniste";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1358;"construction - architecture - travaux publics/ameublement ; arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/matériaux"
234;CAP;"Certificat d'aptitude professionnelle";"CAP Lutherie";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.686;"arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/matériaux"
234;CAP;"Certificat d'aptitude professionnelle";"CAP Cannage paillage en ameublement";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.687;"construction - architecture - travaux publics/ameublement ; arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/matériaux"
234;DMA;"diplôme des métiers d'art";"DMA Arts de l'habitat option restauration de mobilier";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5999;"construction - architecture - travaux publics/ameublement ; arts, culture, artisanat/restauration d'art"
234;DMA;"diplôme des métiers d'art";"DMA Facture instrumentale option guitare";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6146;"arts, culture, artisanat/artisanat d'art"
234;;"baccalauréat professionnel";"bac pro Technicien constructeur bois";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.3049;"matières premières, fabrication, industries/bois ; construction - architecture - travaux publics/charpente, couverture"
234;TP;"titre professionnel";"TP Menuisier agenceur";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.3868;"construction - architecture - travaux publics/agencement ; construction - architecture - travaux publics/ameublement ; arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/bois ; construction - architecture - travaux publics/menuiserie"
234;TP;"titre professionnel";"TP Poseur de menuiseries et d'aménagements intérieurs";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.3304;"construction - architecture - travaux publics/menuiserie"
234;CAP;"Certificat d'aptitude professionnelle";"CAP Menuisier fabricant de menuiserie, mobilier et agencement";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1596;"construction - architecture - travaux publics/agencement ; construction - architecture - travaux publics/ameublement ; matières premières, fabrication, industries/bois ; construction - architecture - travaux publics/menuiserie"
240;;"formation d'école spécialisée";"Designer de mode";;;"1 an";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4165;"arts, culture, artisanat/arts graphiques"
240;;"formation d'école spécialisée";"Bachelor mode et architecture intérieure de la Paris American Academy";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3980;"arts, culture, artisanat/arts appliqués ; arts, culture, artisanat/arts graphiques"
240;;"formation d'école spécialisée";"Manager de la mode du design et du luxe";;;"5 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.735;"gestion des entreprises, comptabilité/administration de l'entreprise ; arts, culture, artisanat/arts graphiques"
241;CAP;"Certificat d'aptitude professionnelle";"CAP Rentrayeur option B tapisseries";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5390;"arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/matériaux souples ; arts, culture, artisanat/restauration d'art ; matières premières, fabrication, industries/textile - habillement"
241;"mastère spé.";"mastère spécialisé";"mastère spé. Ingénierie textile : spécialités éco-conception et supply chain textile habillement (ENSISA)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2119;"matières premières, fabrication, industries/études et développement ; matières premières, fabrication, industries/génie industriel ; logistique - transport/logistique ; matières premières, fabrication, industries/textile - habillement"
241;;"formation d'école spécialisée";"Cycle supérieur de designer - créateur textile et mode";;;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.1545;"arts, culture, artisanat/arts graphiques ; matières premières, fabrication, industries/textile - habillement"
241;CAP;"Certificat d'aptitude professionnelle";"CAP Arts de la broderie";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.690;"arts, culture, artisanat/artisanat d'art ; arts, culture, artisanat/arts graphiques ; matières premières, fabrication, industries/textile - habillement"
241;BMA;"brevet des métiers d'art";"BMA Arts et techniques du tapis et de la tapisserie de lisse option F atelier expérimental";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5299;"arts, culture, artisanat/artisanat d'art"
241;CAP;"Certificat d'aptitude professionnelle";"CAP Arts de la dentelle option aiguille";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5792;"matières premières, fabrication, industries/textile - habillement"
241;BTS;"brevet de technicien supérieur";"BTS Innovation textile option A structures";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6083;"matières premières, fabrication, industries/textile - habillement"
241;BMA;"brevet des métiers d'art";"BMA Arts et techniques du tapis et de la tapisserie de lisse option D rentraiture de tapis";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6029;"arts, culture, artisanat/artisanat d'art ; arts, culture, artisanat/restauration d'art"
242;;"formation d'école spécialisée";Modéliste;;;"3 ans";;3;"niveau 5 (bac + 2)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4041;"matières premières, fabrication, industries/textile - habillement"
242;;"formation d'école spécialisée";"Modéliste en prêt-à-porter femme";;;"1 an";;3;"niveau 5 (bac + 2)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4530;"matières premières, fabrication, industries/textile - habillement"
242;;"formation d'école spécialisée";"Stylisme infographie modélisme";;;"3 ans";;3;"niveau 5 (bac + 2)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3582;"arts, culture, artisanat/arts graphiques ; matières premières, fabrication, industries/textile - habillement"
242;;"formation d'école spécialisée";"Designer concepteur de mode (Bachelor of Arts)";;;"3 ans";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3874;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Certificat de spécialisation en mode, stylisme-modélisme";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4107;"arts, culture, artisanat/arts graphiques"
242;FCIL;"formation complémentaire d'initiative locale";"FCIL Couturière en atelier de confection de luxe";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4492;"matières premières, fabrication, industries/textile - habillement"
242;;"formation d'école spécialisée";"MBA industries de la mode";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3744;"arts, culture, artisanat/arts graphiques ; matières premières, fabrication, industries/textile - habillement"
242;;"formation d'école spécialisée";"Fashion Styling and Photography Intensif";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3231;"arts, culture, artisanat/arts graphiques ; commerce, marketing, vente/grande distribution et petits commerces"
242;;"formation d'école spécialisée";"Haute couture - Designer artistique";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2521;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Marketing de la mode et du luxe";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3677;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Créateur de mode";;;"3 ans";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2330;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"MBA Fashion Business";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3619;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Créateur de mode lingerie corseterie";;;"1 an";;3;"niveau 5 (bac + 2)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3622;"arts, culture, artisanat/arts graphiques"
242;FCIL;"formation complémentaire d'initiative locale";"FCIL Rénovation et entretien de costumes de théâtres";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2639;"arts, culture, artisanat/arts du spectacle ; matières premières, fabrication, industries/matériaux souples ; matières premières, fabrication, industries/textile - habillement"
242;FCIL;"formation complémentaire d'initiative locale";"FCIL Mode et accessoires";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1659;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Stylisme de mode";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1819;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Bachelor Fashion Design and technology";;;"3 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1770;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Chef de produit pour les entreprises de la mode et d'habillement";;;"4 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1614;"arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Diplôme de l'École nationale de mode et matière";;;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.1895;"arts, culture, artisanat/arts graphiques"
242;BP;"brevet professionnel";"BP Vêtement sur mesure option C couture flou";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5946;"matières premières, fabrication, industries/textile - habillement"
242;BP;"brevet professionnel";"BP Vêtement sur mesure option B tailleur homme";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5450;"matières premières, fabrication, industries/textile - habillement"
242;FCIL;"formation complémentaire d'initiative locale";"FCIL Mode en duo option design mode et modélisme";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.5781;"arts, culture, artisanat/arts graphiques ; matières premières, fabrication, industries/matériaux souples ; matières premières, fabrication, industries/textile - habillement"
242;;"formation d'école spécialisée";"Concepteur de projets en design et arts graphiques option design de mode";;;"3 ans";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.5780;"arts, culture, artisanat/arts appliqués ; arts, culture, artisanat/arts graphiques"
242;;"formation d'école spécialisée";"Mode, luxe et arts de vivre option création et production";;;"2 ans";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6230;"matières premières, fabrication, industries/textile - habillement"
242;;"formation d'école spécialisée";"Styliste designer (Mode'Estah)";;;"4 ans";;2;"niveau 6 (bac + 3)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6633;"arts, culture, artisanat/arts graphiques"
243;BTM;"brevet technique des métiers";"BTM Cordonnier";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Chambres de métiers et de l'artisanat";http://www.onisep.fr/http/redirection/formation/slug/FOR.4019;"matières premières, fabrication, industries/matériaux souples ; matières premières, fabrication, industries/textile - habillement"
243;FCIL;"formation complémentaire d'initiative locale";"FCIL Étude de modèle, vêtements de peau, fourrure et textile";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1594;"matières premières, fabrication, industries/matériaux souples ; matières premières, fabrication, industries/textile - habillement"
243;CAP;"Certificat d'aptitude professionnelle";"CAP Cordonnier bottier";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.505;"arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/fabrication - productique ; matières premières, fabrication, industries/textile - habillement"
243;BTS;"brevet de technicien supérieur";"BTS Métiers de la mode chaussure et maroquinerie";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6039;"matières premières, fabrication, industries/textile - habillement"
250;MC;"mention complémentaire";"MC Mécatronique navale";;;"1 an";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4175;"mécanique/automatismes ; mécanique/construction navale"
250;;"licence professionnelle";"licence pro mention métiers de l'électricité et de l'énergie";;;"1 an";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4770;"électricité - électronique - robotique/électrotechnique ; environnement - énergies - propreté/énergies"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut national des sciences appliquées de Rouen spécialité mécanique";;INSA;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5557;"mécanique/aéronautique ; matières premières, fabrication, industries/études et développement ; matières premières, fabrication, industries/génie industriel ; mécanique/mécanique (généralités) ; matières premières, fabrication, industries/méthodes industrialisation ; sciences/physique"
250;"mastère spé.";"mastère spécialisé";"mastère spé. Manager de projet en infrastructures de recharge et véhicules électriques et autonomes (Arts et Métiers ParisTech - ENSTA ParisTech - Mines ParisTech)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.2938;"gestion des entreprises, comptabilité/administration de l'entreprise ; mécanique/automobile ; électricité - électronique - robotique/électronique ; électricité - électronique - robotique/électrotechnique ; environnement - énergies - propreté/énergies ; armée, sécurité/sécurité prévention"
250;FCIL;"formation complémentaire d'initiative locale";"FCIL Formation préparatoire aux métiers de plongeur de bord et plongeur démineur de la Marine Nationale";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1216;"mécanique/construction navale ; matières premières, fabrication, industries/maintenance - qualité"
250;"mastère spé.";"mastère spécialisé";"mastère spé. Technologies des systèmes hybrides de production d'électricité et de chaleur";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.645;"environnement - énergies - propreté/énergies ; sciences/physique"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut national des sciences appliquées Hauts-de-France spécialité génie mécanique";;"INSA HF";"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5288;"mécanique/mécanique (généralités)"
