Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
DEGAQU047V5032TL,03/01/2020,Producteur,EARL La Barraque - Mella et fils,,,,Sous les vignes,47360,MONTPEZAT,47190,,+33 6 88 46 70 30,mellaetfils@gmail.com,,0.5065140,44.3506190,,"
Foie gras # Produits de canards gras # Pruneaux # Spécialités à base de pruneaux",,,,,01/01/2020|31/12/2020|09:00|12:00|14:00|19:00|Dimanche - Samedi matin,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU024FS0004N,03/01/2020,Producteur,EARL La Colline Gourmande,,Ferme auberge de la Colline,,Castel Dèche,24330,LA DOUZE,24156,+33 5 53 06 72 71,+33 6 81 50 72 02,foiegrasbvernet@wanadoo.fr,http://www.foies-gras-vernet.com,0.8711790,45.0581190,,"
Conserverie # Foie gras",,,,Bienvenue à la Ferme,,,,,,
DEGAQU024FS0007D,03/01/2020,Producteur,Edmond de la Closerie,,,,Z.A  du Roc de la Peyre,24240,SIGOULES-ET-FLAUGEAC,24534,+33 5 53 58 47 10,,jean-claude.chirol@wanadoo.fr ,,0.42110681,44.7561430,Oui,"
Foie gras",,,,,,,,,,
DEGAQU0240002983,03/01/2020,Producteur,Elevage d'oies du Pech ,,,,Le Pech,24590,PAULIN,24317,+33 5 53 28 84 73,+33 6 77 95 89 49,jean-pierre.dubois0425@orange.fr,,1.35445117,45.0044400,Oui,"
Foie gras # Volailles",,,,,01/01/2020|31/12/2020|||||,,Visite guidée,Français,,
DEGAQU064FS0004I,29/01/2020,Producteur,Ferme Agerria,,,,Quartier Hiribehere  ,64220,IROULEGUY,64274,+33 5 59 37 41 06,+33 6 07 37 44 32,contact@agerria.com,http://www.visite-irouleguy.com # https://agerria.com/, -1.29879,43.17707,Oui,"
Foie gras # Vins",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|Visite gratuite ",Visite guidée uniquement sur rendez-vous,Basque # Espagnol # Français,,Boutique
DEGAQU0240006951,03/01/2020,Producteur,Ferme Auberge du Cantou ,,,,Aux Champs,24370,SAINTE-MONDANE,24470,+33 5 53 29 64 36,+33 6 23 81 43 91,aubergeducantou@orange.fr,http://www.fermeaubergedordogne.com,1.35625362,44.8394690,Oui,"
Conserverie # Foie gras # Volailles",,,,Bienvenue à la Ferme,,,,,,
DEGAQU040FS0005R,03/01/2020,Producteur,Ferme Ceres,,,40 route Larroque,,40250,LOURQUEN,40160,+33 5 58 97 72 39,+33 6 46 54 29 29,contact@foiegrasceres.com,http://www.foiegrasceres.com, -0.7831800,43.7311536,Oui,"
Conserverie # Foie gras # Produits de canards gras # Viandes",,,,Bienvenue à la Ferme,,Gratuit|||visite de la ferme,,Français,,
DEGAQU040FS0005Q,13/01/2020,Producteur,Ferme Coumet,,COUMET,328 chemin de Chourron ,,40465,PRECHACQ-LES-BAINS,40237,+33 5 58 57 95 95,+33 6 87 44 43 26,fermecoumet@gmail.com,, -0.9032583,43.7553294,Oui,"
Confitures # Conserverie # Foie gras # Fromage # Fruits / légumes # Jus de fruits # Pain # Plantes médicinales # Pommes # Produits de canards gras # Produits laitiers # Vins",,,,Bienvenue à la Ferme,,Gratuit|||visite de la ferme,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040FS0004B,03/01/2020,Producteur,Ferme de Chay,,Chay,925 chemin Chay,,40320,LAURET,40148,+33 5 58 79 90 39,+33 6 88 02 18 26,fermedechay@wanadoo.fr,, -0.3435480,43.5621400,Oui,"
Conserverie # Foie gras",,,,Bienvenue à la Ferme,,,,,,
DEGAQU040V50H5IG,31/12/2018,Producteur # Récoltant éleveur,Ferme de Gibelle - EARL DUSSAU,,,1200 route de Puyol,,40320,PIMBO,40226,+33 5 58 44 49 04,+33 6 83 04 29 05,mpdussau@wanadoo.fr,, -0.4201006,43.5917001,Oui,"
Viandes",,,,,,,,,,
DEGAQU040FS0005L,03/01/2020,Producteur,Ferme de Guimont,,,1020 avenue Abbé Bordes,,40380,MONTFORT-EN-CHALOSSE,40194,+33 5 58 98 58 10,+33 6 78 28 45 72,leguit.montfort@wanadoo.fr,https://ferme-guimont.fr, -0.8471237,43.7181339,Oui,"
Conserverie # Foie gras # Volailles",,,,,,Gratuit|||visite sur rendez vous,Visite guidée,Espagnol # Français,,
DEGAQU040FS00014,27/01/2020,Producteur,Ferme de Jouandéou,744 route du saraillot,,,,40360,DONZACQ,40090,+33 5 58 89 82 84,+33 6 83 83 39 80,ferme.de.jouandeou@wanadoo.fr,http://www.fermedejouandeou.fr, -0.8038210,43.6569490,,"
Conserverie # Foie gras # Produits de canards gras",,,,Bienvenue à la Ferme,,,Visite guidée,Français,,
DEGAQU040FS0004A,19/11/2018,Négociant éleveur,Ferme de La Nordland,,La Nordland,,,40320,PIMBO,40226,+33 5 58 44 49 80,,earl.nordland@orange.fr,http://www.ferme-de-nordland.com, -0.3753990,43.5751170,,"
Conserverie # Foie gras",,,,Bienvenue à la Ferme,,,Visite guidée,Français,,
DEGAQU024FS0005F,03/01/2020,Producteur,Ferme de la Rivière,,Madame et Monsieur ARCHER,,La Rivière,24520,SAINT-AGNE,24361,+33 5 53 23 22 26,,archer.marietherese@orange.fr,http://www.lafermedelariviere.com,0.6149480,44.8365290,,"
Foie gras",,,,,,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU047FS0003J,25/01/2020,Producteur,Ferme de Lafitte,,,,Lafitte,47230,MONGAILLARD,47176,+33 5 53 97 20 04,+33 6 29 36 68 96,jp.caillau@gmail.com # emilie@fermedelafitte.com,http://www.fermedelafitte.com,0.28838574,44.2023509,Oui,"
Conserverie # Foie gras # Produits de canards gras # Vins",,,,,01/01/2020|31/12/2020|09:00|12:00|14:00|18:00|Dimanche - Samedi après midi,"Visite-dégustation|||Pendant les horaires d'ouverture de la boutique # Tarif de base|3,50|3,50|Visite commentée d'une palombière - 1h30 # Gratuit|||Démonstration gratuite de découpe de canard - 20 personnes minimum # Tarif de base|||Journée randonnées (sur réservation) : nous consulter # Tarif de base|21,00|46,50|Journées à thème sur réservation",Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous,Français,,
DEGAQU040V50C0T4,10/01/2020,Producteur,Ferme de Lanneplan,Claude et Jean-Marc Lamothe ,,1132 chemin de Larquier,,40500,MONTSOUE,40196,+33 5 58 03 51 59,,mart.lamothe@wanadoo.fr # cllamothe@wanadoo.fr,http://ferme.lanneplan.pagesperso-orange.fr, -0.5106842,43.7340890,Oui,"
Foie gras",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous,,,
DEGAQU040FS0004J,03/01/2020,Producteur,Ferme de Laouga,,Ferme de Laouga,117 route des collines,,40320,MIRAMONT-SENSACQ,40185,+33 5 58 79 90 95,+33 6 87 27 21 66,,, -0.3270690,43.5948670,Oui,"
Conserverie # Foie gras # Volailles",,,,Bienvenue à la Ferme,,,Visite guidée uniquement sur rendez-vous # Visite libre,Français,,
DEGAQU047FS00082,03/01/2020,Producteur,Ferme de Lascrambelles,,,,Lascrambelles,47140,PENNE-D'AGENAIS,47203,+33 5 53 41 11 78,+33 6 81 03 26 71,jcarnejac@orange.fr,,0.8365633,44.3551483,Oui,"
Confitures # Eau-de-vie de prune # Jus de fruits # Pruneaux # Spécialités à base de pruneaux # Spiritueux",,,,,01/01/2020|31/12/2020|||14:00|19:00|Dimanche,"Gratuit|0,00|0,00|",Visite guidée uniquement sur rendez-vous # Visite libre,Français,,
DEGAQU047FS0006E,21/01/2019,Producteur,Ferme de Millade,,,,Millade,47160,PUCH-D'AGENAIS,47214,+33 5 53 88 76 54,,,,0.2439620,44.3275920,,"
Foie gras # Produits de canards gras",,,,,,,,,,
DEGAQU064FS000CL,03/01/2020,Producteur,Ferme de Peyrecor ,,Chez Monsieur Estanguet,19 chemin des Serres,,64870,ESCOUT,64209,,+33 6 45 78 91 06,serge.estanguet@nordnet.fr,, -0.5411738,43.1980913,Oui,"
Fromage # Produits laitiers",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous,Espagnol # Français,,
DEGAQU047FS000B9,03/01/2020,Producteur,Ferme des Clos de Palandran,,,,Clos de Palandran,47140,PENNE-D'AGENAIS,47203,,+33 6 18 75 93 45 # +33 6 18 75 93 45,earl.locatelli@lilo.org,,0.872516,44.40105,Oui,"
Blonde d'Aquitaine # Pain # Produits céréaliers # Pruneaux # Salaisons # Spécialités à base de pruneaux # Viandes",,,,Bienvenue à la Ferme,01/01/2020|15/08/2020||||| # 01/10/2020|31/12/2020|||||,,,Français,,
DEGAQU0240002993,03/01/2020,Producteur,Ferme des Marthres ,,,,les Marthres,24590,SALIGNAC-EYVIGUES,24516,+33 5 53 28 90 89,,contact@aubergedesmarthres.com,http://www.aubergedesmarthres.com,1.3236307,44.9731030,,"
Conserverie # Foie gras # Noix # Volailles",,,,Bienvenue à la Ferme,,,,,,
DEGAQU040FS0002K,27/01/2020,Producteur,Ferme des Vallons,,,446 route du Tursan,,40320,VIELLE-TURSAN,40325,+33 5 58 79 17 22,+33 7 77 26 56 18,contact@fermedesvallons40.fr,http://www.fermedesvallons40.fr, -0.4523065,43.6757931,,"
Conserverie # Salaisons # Viandes",,,,Bienvenue à la Ferme,08/01/2020|28/12/2020|08:30|12:30|14:00|18:00|,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040017PCG7,10/01/2019,,Ferme du Barrats,,,666 Route Lacs,,40380,SAINT-JEAN-DE-LIER,40263,+33 5 58 57 28 54,,,, -0.878378,43.789566,Oui,"
Conserverie # Foie gras # Volailles",,,,,,,,,,
DEGAQU040FS000BF,25/01/2020,Producteur,Ferme du Castagnet,André Cazaubon,,14 chemin de Barboulet,,40500,SAINT-SEVER,40282,+33 5 58 76 35 15,+33 6 83 06 23 48,cazaubon.andre@wanadoo.fr,, -0.544485,43.7428079,Oui,"
Volailles",,,,,,,Visite guidée # Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040017PCGB,03/01/2020,Producteur,Ferme du Haut Clouzet,,,92 chemin de Capot,,40380,MONTFORT-EN-CHALOSSE,40194,+33 5 58 98 51 85,+33 6 80 32 69 72,contact@fermeduhautclouzet.com,http://www.fermeduhautclouzet.com, -0.8401791,43.7183887,Oui,"
Conserverie # Foie gras # Produits de canards gras # Volailles",,,,Bienvenue à la Ferme,,Gratuit|||visite de la ferme,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040FS0002J,27/01/2020,Producteur,Ferme du Moulin de Labat,,,Route de Nicolas,,40320,EUGENIE-LES-BAINS,40097,+33 5 58 51 10 17,+33 6 09 39 16 70,contact@moulindelabat.fr,http://www.moulindelabat.fr, -0.3794543,43.6996454,Oui,"
Foie gras # Produits de canards gras",,,,Bienvenue à la Ferme,01/02/2020|31/12/2020|09:00|12:30|15:00|17:00|Dimanche - Jeudi,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040FS00060,03/01/2020,Producteur,Ferme Eslous,,,1520 route du Port,,40180,HINX,40126,+33 5 58 89 74 25,+33 6 82 38 87 08,contact@ferme-eslous.fr,http://www.ferme-eslous.fr, -0.9348602,43.7133125,Oui,"
Conserverie # Foie gras # Produits de canards gras",,,,,,Gratuit|||visite de la ferme,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU047FS00039,28/01/2020,Producteur,Ferme et Musée du Pruneau,,,,Le Gabach - Granges-sur-Lot,47320,LAFITTE-SUR-LOT,47127,+33 5 53 84 00 69,,contact@musee-du-pruneau.com,http://www.musee-du-pruneau.com,0.45039653,44.3819989,Oui,"
Confiserie / chocolat # Confitures # Eau-de-vie de prune # Jus de fruits # Pruneaux # Spécialités à base de pruneaux",,,,Accueil Vélo # Bienvenue à la Ferme # Sourire du Lot-et-Garonne # Véloroute de la Vallée du Lot,01/01/2020|31/03/2020|09:00|12:00|14:00|18:00|Dimanche # 01/04/2020|30/06/2020|09:00|12:00|14:00|19:00|Dimanche matin # 01/07/2020|31/08/2020|09:00|||19:00| # 01/09/2020|30/09/2020|09:00|12:00|14:00|19:00|Dimanche matin # 01/10/2020|31/12/2020|09:00|12:00|14:00|18:00|Dimanche matin,"Tarif de base|3,00|11,00|",Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre,Français,,
DEGAQU040FS0006W,25/01/2020,Producteur,Ferme Gardelly,,,810 route de Bombardé,,40500,FARGUES,40099,+33 5 58 03 59 06,+33 6 33 16 95 11,gardelly@wanadoo.fr,http://www.fermegardelly.fr, -0.4403995,43.7200979,Oui,"
Blonde d'Aquitaine # Foie gras # Viandes",,,,Bienvenue à la Ferme,02/01/2020|31/12/2020|||||,,Visite guidée # Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040FS0005O,03/01/2020,Producteur,Ferme la déesse des gourmets,,,65 route de Bordes,,40380,CASSEN,40068,+33 5 58 98 92 87,,deessedesgourmets@gmail.com,http://www.deessedesgourmets.com, -0.8569543,43.7637711,Oui,"
Conserverie # Foie gras # Produits de canards gras",,,,Bienvenue à la Ferme,,Gratuit|||visite de la ferme,,,,
DEGAQU040FS0002L,03/01/2020,Producteur,Ferme Lacère,,,240 Chemin de Fléton,,40320,BAHUS-SOUBIRAN,40022,+33 5 58 44 40 64,+33 6 08 28 45 53,ferme.lacere@wanadoo.fr,http://www.ferme-lacere.fr, -0.3279815,43.6633679,Oui,"
Conserverie # Foie gras # Produits de canards gras",,,,Bienvenue à la Ferme,||||||Dimanche # ||||||Dimanche # ||||||Dimanche,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040V506TR1,03/01/2020,Producteur,Ferme Lataillade,,,153 impasse de Béraoute,,40350,POUILLON,40233,,+33 6 89 57 11 98,nathalie.saintamon@wanadoo.fr,, -1.0035711,43.59314,Oui,"
Foie gras # Fruits / légumes # Produits de canards gras",,,,,02/01/2020|30/12/2020|||||,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040V508RFI,03/01/2020,Producteur,Ferme le Houn,,,20 route des Gritches,,40180,SORT-EN-CHALOSSE,40308,+33 5 58 90 82 03,+33 6 34 45 25 10,contact@foiegraslehoun.com,http://www.foiegraslehoun.com, -0.9345558,43.6843221,Oui,"
Conserverie # Foie gras # Produits de canards gras # Volailles",,,,Bienvenue à la Ferme,,"Tarif de groupe|||atelier de cuisine pour une famille de 4 personnes (durée minimum 2h) # Tarif enfant|||Atelier de cuisine, à partir de 8 ans # Gratuit|||visite # Tarif de base|||Atelier de cuisine adulte (minimum 2h)",Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040FS0005N,03/01/2020,Producteur,Ferme Lebasque,,,80 route de Lamothe,,40380,BAIGTS,40194,+33 5 58 98 53 68,+33 7 86 64 85 65,ferme.lebasque@orange.fr,, -0.7917562,43.6879429,Oui,"
Conserverie # Foie gras # Produits de canards gras",,,,Bienvenue à la Ferme,,Gratuit|||visite de la ferme,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU064V59Q6XV,03/01/2020,Producteur,Ferme les Acacias,,,210 route de La Bastide Clairence,,64240,URT,64546,+33 5 59 56 25 44,+33 6 19 28 44 50,contact@fermelesacacias.fr,http://www.fermelesacacias.fr/, -1.2849535,43.4820134,Oui,"
Viandes",,,,Bienvenue à la Ferme,,Gratuit|||Visite,Visite guidée,,,Boutique
DEGAQU064V59EMKB,10/01/2020,Producteur,Ferme Olatxarea,,Olatxarea,,,64250,AINHOA,64014,,+33 6 21 80 84 66,mimi64310@orange.fr,, -1.4989180,43.306764,Oui,"
Fromage # Produits laitiers",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",Visite guidée uniquement sur rendez-vous,Anglais # Basque # Espagnol # Français,,
DEGAQU040017PCGA,03/01/2020,Producteur,Ferme Parlariou,,,491 route de Mouréou,,40380,GAMARDE-LES-BAINS,40104,+33 5 58 98 50 47,+33 6 83 91 32 60,earlpotier@orange.fr,, -0.8615795,43.7164132,Oui,"
Blonde d'Aquitaine # Conserverie # Foie gras # Produits de canards gras # Viandes # Volailles",,,,Bienvenue à la Ferme,,"Tarif de base|6,00|6,00|visite de la ferme découverte # Tarif enfant|4,00|4,00|visite de la ferme découverte (5-12 ans)",Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous,Français,,
DEGAQU040FS0001K,03/01/2020,Producteur,Ferme Poutchas,,,17 chemin de Poutchas,,40800,SAINT-AGNET,40247,+33 5 58 79 92 63,+33 6 11 08 45 56,gaec.poutchas@wanadoo.fr,http://www.ferme-poutchas.fr, -0.2727010,43.6067950,,"
Conserverie # Foie gras # Produits de canards gras",,,,Bienvenue à la Ferme,01/01/2020|31/12/2020|||||Dimanche après midi,,,Français,,
DEGAQU047FS0000S,25/01/2020,Producteur,Ferme Roques,,,800 route de l ocean,Le Vacqué,47130,MONTESQUIEU,47186,+33 5 53 68 60 39,,contact@fermeroques.com,http://www.fermeroques.com,0.46172618,44.2081268,Oui,"
Confiserie / chocolat # Confitures # Conserverie # Eau-de-vie de prune # Fruits / légumes # Jus de fruits # Melons # Noisettes # Noix # Pâtisserie # Pommes # Pruneaux # Spécialités à base de pruneaux # Spiritueux",,,,Bienvenue à la Ferme,01/01/2020|28/02/2020|08:30|12:00|14:00|19:00|Dimanche # 01/03/2020|31/12/2020|08:30|12:00|14:00|19:00|Dimanche,Gratuit|||Visite dégustation,Visite guidée uniquement sur rendez-vous # Visite libre,Français,,
DEGAQU024FS0006U,02/02/2020,Producteur,Foie gras Aubertie - Ferme du Breuilh ,,,Ferme du Breuilh,,24140,EYRAUD-CREMPSE-MAURENS,24259,+33 5 53 57 33 22,+33 6 83 85 93 10 #  +33 6 25 36 02 88,aubertie.foiegras@yahoo.fr,http://www.foiegrasaubertie.com,0.490394,44.948064,Oui,"
Conserverie # Foie gras # Produits de canards gras # Truffe",,,,,01/01/2020|31/12/2020|09:00|||19:00|,,,,,
DEGAQU024FS0005N,03/01/2020,Producteur,Foie gras Ferme du Maine ,,,,Le Maine,24190,SAINT-GERMAIN-DU-SALEMBRE,24418,+33 5 53 82 63 37,+33 6 71 53 33 77,m-jm@bourland.fr,http://www.fermedumaine.fr,0.44460698,45.1309561,Oui,"
Foie gras",,,,Bienvenue à la Ferme,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU0240003025,03/01/2020,Producteur,Foie Gras Grolière ,,,,Malmussou Bas,24260,LE BUGUE,24067,+33 5 53 07 22 64 # +33 5 53 28 51 84 # +33 5 53 07 14 28 # +33 5 53 35 49 44,,,http://www.foiegras-groliere.com,0.95242023,44.9002372,Oui,"
Conserverie # Foie gras # Truffe # Vins",,,,,,,Visite guidée # Visite libre,Anglais # Français,,
DEGAQU0240002994,03/01/2020,,Foies Gras Crouzel ,,,,Le Temple,24590,SALIGNAC-EYVIGUES,24516,+33 5 53 28 80 83,,foiegras.crouzel@wanadoo.fr,http://www.crouzel.com,1.32265090,44.9760620,Oui,"
Conserverie # Foie gras",,,,,,,Visite libre,,,
DEGAQU0240003057,03/01/2020,Producteur,Foies gras Teyssier ,,,Avenue de Lascaux,,24290,MONTIGNAC,24291,+33 5 53 51 83 00,,foies-gras-teyssier@wanadoo.fr,http://www.foies-gras-teyssier.com,1.16622446,45.0640262,Oui,"
Conserverie # Foie gras # Produits de canards gras # Truffe",,,,,01/01/2020|31/12/2020|||||,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU064FS000B4,22/01/2020,Négociant,Fromagerie Arribe,,,Rue des Arrius,,64680,HERRERE,64261,+33 5 59 34 84 07,,julien.arribe@hotmail.fr,, -0.5313592,43.1703720,Oui,"
Fromage # Produits laitiers # Salaisons",,,,,01/01/2020|31/12/2020|09:30|12:30|15:00|19:00|Dimanche - Lundi,"Gratuit|0,00|0,00|",Visite libre,Français,,
DEGAQU047V50C7QG,03/01/2020,Producteur,GAEC de Tarticou ,,,,Cureau,47150,SALLES,47284,,+33 7 72 38 60 67,horizondesbastides@gmail.com,http://www.horizondesbastides.com,0.899364,44.532574,Oui,"
Produits céréaliers # Pruneaux # Spécialités à base de pruneaux",,,,,01/01/2020|31/12/2020|||||,,,Français,,Boutique
DEGAQU047V505WJH,03/01/2020,Producteur,GAEC des Pruniers,,,,La Peyre Basse,47290,BEAUGAS,47023,,+33 6 78 05 12 47 # +33 6 85 33 85 05,jm.gary396@orange.fr # cr-cr@live.fr,,0.57784800,44.515946,Oui,"
Pruneaux # Spécialités à base de pruneaux",,,,,01/01/2020|31/12/2020|||||,Gratuit|||,Visite guidée uniquement sur rendez-vous # Visite libre uniquement sur rendez-vous,Français,,
DEGAQU024FS00072,03/01/2020,,Godard - Chambon & Marrel,47 rue Saint-Jacques,,47 rue St Jacques,24540,24540,MONPAZIER,24280,+33 5 53 27 10 47,,godard@foiegrasgodard.com,http://www.foie-gras-godard.fr,0.8939750,44.6806972,,"
Foie gras",,,,,,,,,,
DEGAQU024FS0009B,03/01/2020,Producteur,"Hélène Mudry, artisan conserveur",,La petite Périgourdine,,La Borie,24110,SAINT-ASTIER,24372,+33 5 53 54 02 65,+33 6 38 36 11 64,helenemudry@orange.fr,http://www.foiegrashelenemudry.com,0.54091209,45.1475023,Oui,"
Foie gras",,,,,01/01/2020|31/12/2020|||||,Gratuit|||visite de l'atelier,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU040FS00096,03/01/2020,Producteur,Kiwis délices,Route de Saint Cricq du Gave,,168 Chemin de Pedelalanne,,40300,SORDE-L'ABBAYE,40306,,+33 6 73 73 22 15,contact@kiwis-delices.com,https://www.kiwis-delices.com/, -1.0592958,43.5375614,Non,"
Confitures # Fruits / légumes # Jus de fruits",,,,,02/01/2020|31/12/2020|||||,Gratuit|||Visite dégustation sur rendez-vous uniquement,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU047FS000AM,03/01/2020,Coopérative,Koki la boutique,SCA Coopérative Unicoque,,28 rue de la République,,47290,CANCON,47048,+33 5 53 70 15 98,,boutique@koki.com,http://www.koki-laboutique.com,0.609064,44.5392439,Oui,"
Bières # Café / thé # Confiserie / chocolat # Confitures # Conserverie # Foie gras # Glaces # Huile # Jus de fruits # Noisettes # Noix # Produit apicole # Produits de canards gras # Pruneaux # Spécialités à base de noisettes # Spécialités à base de pruneaux # Spiritueux # Vins",,,,,01/01/2020|30/06/2020|09:30|12:30|15:00|18:30|Dimanche # 01/07/2020|31/08/2020|09:30|12:30|14:30|19:00|Dimanche # 01/09/2020|31/12/2020|09:30|12:30|15:00|18:30|Dimanche,"Tarif de base|4,00|4,00| # Gratuit|||enfant de moins de 12 ans",Visite guidée # Visite guidée uniquement sur rendez-vous,Anglais # Français,,
DEGAQU040V500KSQ,03/01/2020,Groupement de producteurs,La Basse Cour de Castelnau,280 Chemin de Haousse,,,,40360,CASTELNAU-CHALOSSE,40071,+33 5 58 89 38 42,,infos@basse-cour.fr,http://www.basse-cour.fr/, -0.4214670,43.6671306,Oui,"
Conserverie # Foie gras # Produits de canards gras",,,,,,,,,,
DEGAQU064FS0009C,30/01/2020,Producteur,La bergerie de Céline,ARSAUT Céline,,3 Chemin de Nava,Le Faget de Goès,64400,GOES,64245,+33 5 59 39 10 91,,,, -0.5624019,43.2307885,Oui,"
Fromage",,,,,07/01/2020|24/09/2020|10:30|12:00|14:30|17:30|Lundi,"Gratuit|0,00|0,00|Visite et dégustation",Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU047V507N5S,03/01/2020,Groupement de producteurs # Producteur,La boutique des Pruneaux,,,1 rue Albert Ferrasse,1 rue Albert Ferrasse,47550,BOE,47031,+33 5 53 47 69 11,,laboutiquedes-pruneaux@orange.fr,,0.62852898,44.1793471,Oui,"
Confiserie / chocolat # Confitures # Eau-de-vie de prune # Floc de Gascogne # Foie gras # Pruneaux # Spécialités à base de pruneaux # Spiritueux",,,,,01/01/2020|30/09/2020|09:30|12:30|13:30|19:00|Dimanche - Lundi # 01/10/2020|31/12/2020|09:30|||19:00|Dimanche - Lundi,,,,,
DEGAQU047FS0001R,03/01/2020,Coopérative,La Cave de Mézin,,,Boulevard du Colomé,,47170,MEZIN,47167,+33 5 53 65 53 55,,cavedemezin@free.fr,http://www.lacavedemezin.com,0.25388347,44.0573738,Oui,"
Conserverie # Floc de Gascogne # Foie gras # Fruits / légumes # Melons # Pruneaux # Spécialités à base de pruneaux # Spiritueux # Vins",,,,,01/01/2020|31/05/2020|09:00|12:30|15:00|18:30|Dimanche après midi - Lundi - Samedi après midi # 01/06/2020|31/12/2020|09:00|12:30|15:00|19:00|Dimanche après midi - Lundi,Visite-dégustation|||Gratuit,Visite libre,Anglais # Français,,
DEGAQU040FS00010,28/01/2020,Coopérative,La Cave des Vignerons de Tursan,,,17 Avenue René Bats,,40250,MUGRON,40201,+33 5 58 97 70 75,,caveau-mugron@tursan.fr,http://www.tursan.fr, -0.7585115,43.7458546,Oui,"
Floc de Gascogne # Spiritueux # Vins",,,,,02/01/2020|31/12/2020|09:00|12:00|14:00|17:30|Dimanche - Lundi # 01/07/2020|31/08/2020|09:00|12:00|14:30|18:30|Dimanche - Lundi,"Tarif de base|0,00|5,00| # Tarif de groupe|0,00|5,00| # Tarif enfant|0,00|0,00|",Visite guidée uniquement sur rendez-vous,,,
DEGAQU04001MJQCM,25/01/2020,Caveau de dégustation # Coopérative # Producteur,La cave des vignerons de Tursan,,,30 rue Saint Jean,,40320,GEAUNE,40110,+33 5 58 44 51 25,,info@tursan.fr,http://www.tursan.fr, -0.3818893,43.6382999,Oui,"
Vins",,,,Qualité Tourisme,,"Tarif de base|5,00||Dès 18 ans",Visite guidée,Anglais # Français,,
DEGAQU064V577TQS,03/01/2020,Producteur,La Ferme aux jambons - EARL TAILLEUR,,,114 chemin du Bourg,,64160,GERDEREST,64239,,+33 6 30 45 27 82,daniel.tailleur@orange.fr,, -0.1785109,43.3911895,Oui,"
Salaisons # Viandes",,,,,,,Visite guidée uniquement sur rendez-vous,Français,,
DEGAQU047FS00034,03/01/2020,Producteur,La Ferme de Largenté,,,Route de Losse,Largenté,47420,ALLONS,47007,,+33 6 44 90 32 77 # +33 6 44 90 32 77,bruno.marcy0321@orange.fr,http://www.fermedelargente.com, -0.0657033,44.1834965,Oui,"
Conserverie # Foie gras # Produits de canards gras # Volailles",,,,,01/01/2020|31/12/2020|09:00|12:00|14:00|19:00|Dimanche,,Visite libre uniquement sur rendez-vous,,,
DEGAQU047FS00011,21/01/2020,Producteur,La Ferme de Monredon,,,,Monredon,47150,SAINT-AUBIN,47230,,+33 6 67 53 21 58,pruneauxdemonredon@wanadoo.fr,www.pruneaucampingmonredon.fr,0.822395,44.466714,Oui,"
Confiserie / chocolat # Confitures # Eau-de-vie de prune # Glaces # Jus de fruits # Pâtisserie # Pruneaux # Spécialités à base de pruneaux",,,,Bienvenue à la Ferme # Sites remarquables du Goût,,,Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous,Français,,Boutique
