RENTREE,UAI,DT_OUVERTURE,DT_FERMETURE,TYPE,SECTEUR,NOM,COMMUNE,result_label,TELEPHONE,FAX,EMAIL,SITE_INTERNET,ZAP,PRINCIPAL,PRINCIPAL_ADJOINT,GESTIONNAIRE,POLITIQUE_VILLE,FL_ULIS,FL_SEGPA,FL_SECTION_INTERNATIONALE,FL_SECTION_EURO,FL_SECTION_ORIENTALE,FL_SECTION_SPORTIVE,FL_SECTION_BILANGUE,ULIS,SEGPA,SECTION_INTERNATIONALE,SECTION_EURO,SECTION_ORIENTALE,SECTION_SPORTIVE,SECTION_BILANGUE,DATE_MAJ,EFFECTIF_ANNEE_N1,EFFECTIF_ANNEE_N2,EFFECTIF_ANNEE_N3,EFFECTIF_ANNEE_N4,EFFECTIF_ANNEE_N5,latitude,longitude
2014,0330084M,01-05-1965,,CLG,public,Collège Toulouse Lautrec,LANGON,1 Boulevard Léon Blum 33210 Langon,05 56 62 22 50,05 57 98 19 18,ce.0330084M@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-toulouse-lautrec-langon/,SUD GIRONDE,MME STEPHANUS,MME MAUCOURANT-DALLOZ,MME BOURGARIT,,1,1,0,1,0,1,1,15,108,,76,,61,56,29-05-2015,670,647,663,645,619,44.545152,-0.25298
2014,0330091V,01-05-1965,,CLG,public,Collège Les Dagueys,LIBOURNE,27 Avenue François Mitterrand 33500 Libourne,05 57 51 11 87,05 57 55 21 31,ce.0330091V@ac-bordeaux.fr,http://www.collegelesdagueys.fr,LIBOURNE,M. VERDIER,MME CLEMENT,MME CABOURDIN-DUBOSCQ,,1,1,0,1,0,0,1,15,103,,54,,,35,29-05-2015,611,614,598,590,576,44.947905,-0.242577
2014,0330093X,01-05-1965,,CLG,public,Collège,LUSSAC,10 Avenue de Verdun 33570 Lussac,05 57 74 60 32,05 57 74 58 24,ce.0330093X@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/Etablissement/CLussac/,LIBOURNE,M. HERCE,,MME TREBUCQ,,0,0,0,0,0,0,1,,,,,,,44,29-05-2015,323,325,329,320,326,44.948772,-0.099288
2014,0330100E,01-05-1965,,CLG,public,Collège Eléonore de Provence,MONSEGUR,Le Stade 33580 Monségur,05 56 61 56 40,05 56 61 64 21,ce.0330100E@ac-bordeaux.fr,http://www.ac-bordeaux.fr/Etablissement/ClgEdeProvenceMonsegur,SUD GIRONDE,M. DAUDET,,MME BOGET,,0,0,0,0,0,0,1,,,,,,,7,29-05-2015,289,293,294,293,272,44.64842,0.072005
2014,0330103H,01-05-1965,,CLG,public,Collège Pierre de Belleyme,PAUILLAC,Rue Édouard de Pontet 33250 Pauillac,05 56 73 26 00,05 56 59 26 72,ce.0330103H@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-pauillac/,MEDOC,MME RONNE,M. CASTAIGNON,MME ANSELM,,1,1,0,1,0,1,1,14,91,,55,,37,20,29-05-2015,675,695,703,694,653,45.201981,-0.749342
2014,0330105K,01-05-1965,,CLG,public,Collège Champ d'Eymet,PELLEGRUE,8 Rue des Écoles 33790 Pellegrue,05 56 61 30 45,05 56 61 41 54,ce.0330105K@ac-bordeaux.fr,http://clg-champ-eymet.olympe.in/,SUD GIRONDE,MME BAGGIO THOMAS,,MME CELESTE,,0,0,0,0,0,0,0,,,,,,,,29-05-2015,179,169,158,157,152,44.743415,0.07393
2014,0330106L,01-05-1965,,CLG,public,Collège François Mitterrand,PESSAC,3 Rue André Chénier 33600 Pessac,05 56 45 15 79,05 56 45 36 44,ce.0330106L@ac-bordeaux.fr,http://www.fmitterrand.fr/,MERIGNAC PESSAC,MME JAFFRE,,MME LALANNE BENAC,Zone urbaine sensible (ZUS),1,0,0,1,0,0,1,12,,,5,,,37,29-05-2015,360,378,392,407,422,44.79247,-0.644799
2014,0330108N,01-05-1965,,CLG,public,Collège Georges Brassens,PODENSAC,3 Cours du Mal Joffre 33720 Podensac,05 56 27 17 61,05 56 27 17 61,ce.0330108N@ac-bordeaux.fr,http://www.college-podensac.fr/,SUD GIRONDE,M. HOCQ,MME BRUNEL,MME REY,,0,1,0,0,0,1,1,,48,,,,40,53,29-05-2015,713,700,656,613,573,44.648737,-0.353084
2014,0330113U,01-05-1965,,CLG,public,Collège Jean Monnet,SAINT CIERS SUR GIRONDE,10 Rue des Droits de l'Homme 33820 Saint-Ciers-sur-Gironde,05 57 32 60 39,05 57 32 60 39,ce.0330113U@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/Etablissement/StCiers/CONTACTS.htm,BLAYE,M. GUIBON,M. BATISTA,MME COUTURIER,,0,0,0,0,0,0,1,,,,,,,40,29-05-2015,586,581,562,528,521,45.293816,-0.612541
2014,0330122D,01-05-1965,,CLG,public,Collège François Mauriac,SAINT SYMPHORIEN,6 Avenue du Huit Mai 33113 Saint-Symphorien,05 56 25 71 64,05 56 25 78 25,ce.0330122D@ac-bordeaux.fr,http://www.college-saint-symphorien-33.fr,SUD GIRONDE,M. GUNSETT,MME CHABREFY,MME ROUFFAUD,,0,0,0,0,0,0,0,,,,,,,,29-05-2015,553,502,475,454,417,44.430488,-0.493151
2014,0330125G,01-05-1965,,CLG,public,Collège Georges Mandel,SOULAC SUR MER,27 Rue Georges Mandel 33780 Soulac-sur-Mer,05 56 09 83 24,05 56 09 81 83,ce.0330125G@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-georges-mandel/,MEDOC,MME LAFOND,,M. BAYLE,,0,0,0,1,0,0,0,,,,39,,,,29-05-2015,316,325,338,311,295,45.505694,-1.122645
2014,0330128K,01-05-1965,,CLG,public,Collège Henri Brisson,TALENCE,15 Rue Armand Leroi 33400 Talence,05 56 04 12 80,05 57 96 98 01,ce.0330128K@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-henri-brisson-talence,TALENCE,M. MANIGAND,,MME FAYARD,,0,0,0,1,0,0,1,,,,64,,,34,29-05-2015,494,502,518,493,447,44.818737,-0.592212
2014,0330129L,01-05-1965,,CLG,public,Collège Henri Dheurle,LA TESTE DE BUCH,9 Rue Pierre de Coubertin 33260 La Teste-de-Buch,05 57 52 55 20,05 56 66 89 57,ce.0330129L@ac-bordeaux.fr,http://college-lateste.fr,ARCACHON,M. BARRAT,M. GROSSELIN,MME LLATAS-SABATIER,,1,0,0,1,0,0,1,12,,,38,,,58,29-05-2015,744,737,765,759,778,44.63078,-1.135637
2014,0330132P,01-05-1965,,CLG,public,Collège Pont de La Maye,VILLENAVE D ORNON,5 Allée du Commandant Moos 33140 Villenave-d'Ornon,05 56 87 14 03,05 56 87 79 30,ce.0330132P@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-pontdelamaye/,BORDEAUX SUD,M. ALLEMAND,M. MINIER,M. BESSEMOULIN,,0,0,0,1,0,0,0,,,,49,,,,29-05-2015,581,561,558,542,536,44.780443,-0.567677
2014,0330138W,01-05-1965,,CLG,public,Collège Jean Aviotte,GUITRES,6 Grand-Rue 33230 Guîtres,05 57 69 12 65,05 57 69 12 65,ce.0330138W@ac-bordeaux.fr,http://college-guitres.com/,LIBOURNE,M. FLOREAN,M. GUILMET-VIDOR,M. DESCHAMPS,,0,0,0,1,0,0,1,,,,45,,,24,29-05-2015,442,471,464,440,419,45.040903,-0.186015
2014,0330140Y,01-05-1965,,CLG,public,Collège Grand Parc,BORDEAUX,25 Rue Pierre Trebod 33300 Bordeaux,05 56 11 19 60,05 56 11 19 65,ce.0330140Y@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-grand-parc/,BORDEAUX NORD,M. THOMAS,MME BORGES,M. KABACOFF,,0,1,0,0,0,1,1,,58,,,,37,39,29-05-2015,374,354,379,372,382,44.856224,-0.583442
2014,0330145D,08-12-1965,,CLG,public,Collège Capeyron,MERIGNAC,50 Avenue de Bedat 33700 Mérignac,05 56 47 01 06,05 56 47 01 06,ce.0330145D@ac-bordeaux.fr,http://www.collegecapeyron.fr/,MERIGNAC PESSAC,MME BERJOT,MME VANDENBERGUE,MME TEYSSIER,,0,0,0,1,0,0,1,,,,60,,,43,29-05-2015,437,437,421,451,449,44.84956,-0.647461
2014,0330146E,08-12-1965,,CLG,public,Collège Jules Ferry,MERIGNAC,1 Rue Frédéric Joliot Curie 33700 Mérignac,05 56 47 01 67,05 56 18 83 40,ce.0330146E@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-jules-ferry-merignac,MERIGNAC PESSAC,MME LEMONNIER,MME CHADEFFAUD HERZIG,MME LEON,,0,0,0,1,0,0,1,,,,52,,,41,29-05-2015,488,471,459,434,471,44.841727,-0.651262
2014,0330162X,14-03-1977,,CLG,public,Collège Eugène Atget,LIBOURNE,14 Rue Abel Boireau 33500 Libourne,05 57 25 13 31,05 57 25 13 31,ce.0330162X@ac-bordeaux.fr,http://collegeeatget.free.fr/,LIBOURNE,M. GOURSOLLE,,M. GUILHEM-GUERY,,0,0,0,1,0,0,0,,,,52,,,,29-05-2015,453,456,456,451,443,44.917715,-0.242039
2014,0330163Y,14-03-1977,,CLG,public,Collège Elie Faure,SAINTE FOY LA GRANDE,Sainte-Foy-la-Grande,05 53 74 46 60,05 53 58 31 85,ce.0330163Y@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-elie-faure/,LIBOURNE,M. CHARRIER,MME DUBOIS,MME RIADO,,1,1,0,0,0,1,1,13,48,,,,68,37,29-05-2015,468,448,497,515,561,44.839783,0.216751
2014,0330167C,14-03-1977,,CLG,public,Collège Marie Bartette,ARCACHON,9 Avenue Roland Dorgeles 33120 Arcachon,05 56 22 35 80,05 56 22 35 80,ce.0330167C@ac-bordeaux.fr,https://educhorus.enteduc.fr/0330167C_pre/site/1-Pr-sentation;jsessionid=BF8B9362A57366B74F89C0E6616F5532,ARCACHON,MME AMOUROUX,MME SORIA,M. BONNAY,,0,0,0,1,0,1,0,,,,26,,18,,29-05-2015,437,452,486,471,463,44.650777,-1.160277
2014,0331419N,11-05-1977,,CLG,public,Collège Georges Rayet,FLOIRAC,42 Chemin de Cornier 33270 Floirac,05 56 40 10 15,05 56 40 10 15,ce.0331419N@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-rayet/,BORDEAUX RIVE DROITE,M. DELATTRE,M. GAULT,M. LUBEIGT,Zone urbaine sensible (ZUS),1,0,0,1,0,0,1,2,,,32,,,34,29-05-2015,564,609,610,600,606,44.842111,-0.515439
2014,0331433D,03-10-1966,,CLG,public,Collège Pierre Martin,RAUZAN,Rue du Collège 33420 Rauzan,05 57 84 73 50,05 57 84 73 59,ce.0331433D@ac-bordeaux.fr,http://www.clg-pierre-martin-rauzan.fr,LIBOURNE,M. JOMIN,,MME BERARD,,0,0,0,0,0,0,0,,,,,,,,29-05-2015,374,370,375,359,349,44.777267,-0.124458
2014,0331435F,10-10-1966,,CLG,public,Collège Les Eyquems,MERIGNAC,Rue de Veyrines 33700 Mérignac,05 56 47 06 04,05 56 47 06 04,ce.0331435F@ac-bordeaux.fr,http://www.collegeleseyquems.fr/,MERIGNAC PESSAC,MME MOUTON BARRERE,MME GOUINEAU,M. LARTIRIGOYEN,,0,0,0,1,0,0,0,,,,27,,,,29-05-2015,558,578,573,580,555,44.825624,-0.64779
2014,0331461J,07-11-1967,,CLG,public,Collège Cassignol,BORDEAUX,62 Rue Laroche 33000 Bordeaux,05 56 81 80 25,05 56 81 33 28,ce.0331461J@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/Etablissement/Cassignol/,BORDEAUX NORD,M. BOUNAUD,MME DELESTRE,MME HUG,,0,0,0,1,1,0,1,,,,55,51,,99,29-05-2015,800,804,833,834,838,44.852214,-0.585127
2014,0331462K,07-11-1967,,CLG,public,Collège Franscisco Goya,BORDEAUX,56 Rue du Commandant Arnould 33000 Bordeaux,05 57 95 07 30,05 57 95 07 30,ce.0331462K@ac-bordeaux.fr,https://collegegoya.wordpress.com/,BORDEAUX SUD,M. ERHART,,MME BARRA,,0,0,0,0,0,0,1,,,,,,,51,29-05-2015,305,303,292,289,291,44.834336,-0.577106
2014,0331464M,07-11-1967,,CLG,public,Collège Jean Zay,CENON,Avenue Jean Zay 33150 Cenon,05 57 80 92 92,05 57 80 92 99,ce.0331464M@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/Etablissement/ClgJeanZayCenon,BORDEAUX RIVE DROITE,MME BOIREAU CANET,M. RAISON,MME REVOLAT,Zone urbaine sensible (ZUS),0,0,0,1,0,0,1,,,,69,,,60,29-05-2015,662,670,629,587,577,44.853608,-0.50994
2014,0331490R,15-03-1967,,CLG,privé sous contrat,Collège privé Lestonnac,CARIGNAN DE BORDEAUX,92 Route de Fargues 33360 Carignan-de-Bordeaux,05 56 21 94 70,05 56 68 32 17,ce.0331490R@ac-bordeaux.fr,,BORDEAUX RIVE DROITE,,,,,1,0,0,0,0,0,0,14,,,,,,,29-05-2015,429,386,350,302,265,44.821663,-0.458808
2014,0331492T,15-03-1967,,CLG,privé sous contrat,Collège privé Assomption Sainte Clotilde,BORDEAUX,9 Rue de Bel Orme 33000 Bordeaux,05 56 48 29 06,05 56 81 82 57,ce.0331492T@ac-bordeaux.fr,http://www.assomption-bordeaux.com,BORDEAUX NORD,,,,,0,0,1,0,0,0,1,,,137,,,,57,29-05-2015,475,486,475,462,424,44.848107,-0.595699
2014,0331500B,15-03-1967,,CLG,privé sous contrat,Collège privé Notre-Dame Sévigné,TALENCE,36 Allée du 7e Art 33400 Talence,05 56 80 55 51,05 56 80 93 30,ce.0331500B@ac-bordeaux.fr,http://www.notredamesevigne.fr,TALENCE,,,,,0,0,0,0,0,0,0,,,,,,,,29-05-2015,454,463,435,448,444,44.811403,-0.592898
2014,0331507J,15-03-1967,,CLG,privé sous contrat,Collège privé Saint Joseph,LIBOURNE,32 Rue des Chais 33500 Libourne,05 57 55 38 90,05 57 25 36 43,ce.0331507J@ac-bordeaux.fr,http://www.stjo-libourne.com,LIBOURNE,,,,,0,0,0,1,0,0,1,,,,61,,,51,29-05-2015,701,703,675,673,648,44.915137,-0.246826
2014,0331511N,05-04-1967,,CLG,privé sous contrat,Collège privé Jeanne d'Arc - Saint Romain,BLAYE,Rue André Lafon 33390 Blaye,05 57 42 00 08,05 57 42 92 63,ce.0331511N@ac-bordeaux.fr,http://www.jdarcsr.com,BLAYE,,,M. CARREAUX,,0,0,0,0,0,0,0,,,,,,,,29-05-2015,221,225,216,207,167,45.125395,-0.65603
2014,0331513R,17-03-1967,,CLG,privé sous contrat,Collège privé Saint Louis Sainte Thérèse,BORDEAUX,47 Cours Balguerie Stuttenberg 33300 Bordeaux,05 57 87 64 51,05 57 87 71 69,accueil@sthelo.com,www.sthelo.com,BORDEAUX NORD,,,,,0,0,0,0,0,0,0,,,,,,,,29-05-2015,275,265,246,241,223,44.856989,-0.568877
2014,0331519X,16-03-1967,,CLG,privé sous contrat,Collège privé Saint Seurin,BORDEAUX,75 Rue Lachassaigne 33000 Bordeaux,05 56 24 27 88,05 56 24 01 21,ce.0331519X@ac-bordeaux.fr,http://saint-seurin.com/,BORDEAUX NORD,,,,,0,0,0,0,0,0,1,,,,,,,35,29-05-2015,220,229,227,218,202,44.843598,-0.589261
2014,0331523B,05-04-1967,,CLG,privé sous contrat,Collège privé Sainte Anne,LE BOUSCAT,117 Rue Président Kennedy 33110 Le Bouscat,05 56 08 79 22,05 56 08 52 97,ce.0331523B@ac-bordeaux.fr,http://www.sainteannelebouscat.fr,BORDEAUX NORD,,,,,0,0,0,1,0,0,0,,,,37,,,,29-05-2015,472,458,450,436,412,44.866401,-0.606889
2014,0331524C,05-04-1967,,CLG,privé sous contrat,Collège privé Jean J.Lataste,CADILLAC,3 Chemin de Toinette 33410 Cadillac,05 56 62 67 75,05 56 62 68 68,ce.0331524C@ac-bordeaux.fr,http://www.jjlataste.fr,SUD GIRONDE,,,,,0,0,0,0,0,0,0,,,,,,,,29-05-2015,129,153,150,126,133,44.638445,-0.314391
2014,0331527F,05-04-1967,,CLG,privé sous contrat,Collège privé Sainte Marie Jeanne d'Arc,LANGON,8 Cours Sadi Carnot 33210 Langon,05 56 63 14 39,05 56 63 31 12,stm33@free.fr,http://stm33.free.fr/,SUD GIRONDE,,,,,0,0,0,0,0,0,0,,,,,,,,29-05-2015,191,168,167,165,175,44.556438,-0.249715
2014,0331528G,05-04-1967,,CLG,privé sous contrat,Collège privé Notre-Dame,LESPARRE MEDOC,14 Rue de l'Église 33340 Lesparre-Médoc,05 56 73 32 05,05 56 73 32 07,ce.0331528G@ac-bordeaux.fr,www.ecole-notredame.org,MEDOC,,,,,1,0,0,0,0,0,0,13,,,,,,,29-05-2015,175,169,165,158,170,45.307378,-0.937687
2014,0331529H,05-04-1967,,CLG,privé sous contrat,Collège privé Sainte Jeanne d'Arc Saint Joseph,PESSAC,,05 56 45 04 50,05 56 45 51 91,ce.0331529H@ac-bordeaux.fr,http://www.jeannedarc-pessac.eu,MERIGNAC PESSAC,,,M. ECHEKDJIAN,,0,0,0,1,0,0,1,,,,275,,,162,29-05-2015,602,582,550,526,509,,
2014,0331530J,05-04-1967,,CLG,privé sous contrat,Collège privé Sainte Marie,SAINT ANDRE DE CUBZAC,11 Rue Nationale 33240 Saint-André-de-Cubzac,05 57 43 06 52,05 57 43 45 18,ce.0331530J@ac-bordeaux.fr,http://www.ecole-college.com,BLAYE,,,,,0,0,0,1,0,1,0,,,,53,,100,,29-05-2015,629,623,611,587,572,44.989648,-0.448809
2014,0331531K,05-04-1967,,CLG,privé sous contrat,Collège privé Anglade Langalerie,SAINTE FOY LA GRANDE,49 Rue Louis Pasteur 33220 Sainte-Foy-la-Grande,05 57 46 03 12,05 57 46 21 62,ce.0331531K@ac-bordeaux.fr,,LIBOURNE,,,MME FERRAND,,0,0,0,0,0,0,0,,,,,,,,29-05-2015,180,183,174,174,149,44.840443,0.215093
2014,0331532L,05-04-1967,,CLG,privé sous contrat,Collège privé Jeanne d'Arc,SAINT MEDARD DE GUIZIERES,3 Place de la Fraternité 33230 Saint-Médard-de-Guizières,05 57 56 00 88,05 57 56 00 89,ce.0331532L@ac-bordeaux.fr,http://www.ecole-jeannedarc.info,LIBOURNE,,,MME GOMBEAUD,,0,0,0,1,0,0,1,,,,135,,,54,29-05-2015,344,338,328,335,326,45.015545,-0.060387
2014,0331617D,02-04-1968,,CLG,public,Collège Claude Masse,AMBARES ET LAGRAVE,4 Avenue Pierre Barre 33440 Ambarès-et-Lagrave,05 56 38 93 60,05 56 38 93 60,ce.0331617D@ac-bordeaux.fr,http://ccmonline.fr/ccm/,BORDEAUX RIVE DROITE,M. SYNNAEVE,M. SORS,MME MARGUERITAT,,1,0,0,1,0,1,1,13,,,33,,17,81,29-05-2015,676,675,680,663,606,44.928319,-0.483032
2014,0331618E,02-04-1968,,CLG,public,Collège Léonard Lenoir,BORDEAUX,16 Rue Léonard Lenoir 33100 Bordeaux,05 57 80 76 16,05 57 80 22 29,ce.0331618E@ac-bordeaux.fr,www.college-lenoir.org,BORDEAUX RIVE DROITE,MME CAILLOT,,M. GRATRAUD,,0,0,0,1,0,0,0,,,,46,,,,29-05-2015,289,287,290,292,292,44.841539,-0.553824
2014,0331619F,02-04-1968,,CLG,public,Collège Georges Lapierre,LORMONT,Rue Pierre Brossolette 33310 Lormont,05 57 80 10 25,05 56 31 71 76,ce.0331619F@ac-bordeaux.fr,http://www.ac-bordeaux.fr/Etablissement/ClgGLapierreLormont,BORDEAUX RIVE DROITE,M. CIRET,MME ULYSSE,M. LAVIT,Zone urbaine sensible (ZUS),1,1,0,1,0,0,0,13,71,,34,,,,29-05-2015,415,425,414,395,424,44.874214,-0.52216
2014,0331620G,02-04-1968,,CLG,public,Collège Camille Claudel,LATRESNE,6 Chemin du Stade 33360 Latresne,05 57 97 15 99,05 56 20 18 47,ce.0331620G@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-latresne/,BORDEAUX RIVE DROITE,MME SETBON,M. ESCUER,M. SALIME,,1,0,0,1,0,0,1,6,,,59,,,96,29-05-2015,797,812,915,896,922,44.786346,-0.492574
2014,0331621H,02-04-1968,,CLG,public,Collège Henri de Navarre,COUTRAS,9 Rue Jean Zay 33230 Coutras,05 57 56 00 40,05 57 56 00 40,ce.0331621H@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-coutras/,LIBOURNE,M. CHAMPIGNEUL,MME MERLE,M. IRR,,1,1,0,1,0,1,1,14,94,,36,,34,73,29-05-2015,696,722,721,751,751,45.041559,-0.118575
2014,0331622J,02-04-1968,,CLG,public,Collège Fontaines de Monjous,GRADIGNAN,7 Rue des Fontaines de Monjous 33170 Gradignan,05 56 89 19 01,05 56 75 11 57,ce.0331622J@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-fontaines-monjous-gradignan,TALENCE,M. TOURNERIE,M. LIENARD,M. GUERIN,,0,0,0,1,0,0,1,,,,58,,,54,29-05-2015,735,745,751,704,684,44.777063,-0.608693
2014,0331623K,03-04-1968,,CLG,public,Collège Alouette,PESSAC,Pessac,05 57 89 11 12,05 57 89 11 13,ce.0331623K@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-alouette-pessac/,MERIGNAC PESSAC,M. TOULET MORLANNE,MME MOUY,M. ROUANET,Zone urbaine sensible (ZUS),0,0,0,1,0,0,1,,,,6,,,23,29-05-2015,638,631,638,625,612,44.805275,-0.633356
2014,0331644H,18-11-1968,,CLG,privé sous contrat,Collège privé Saint Jean,PAUILLAC,7 Rue du Maquis des Vignes Oudides 33250 Pauillac,05 57 75 20 21,05 56 59 62 93,ce.0331644H@ac-bordeaux.fr,http://www.stjean-pauillac.com,MEDOC,,,,,0,0,0,0,0,0,1,,,,,,,20,29-05-2015,251,252,240,217,231,45.194172,-0.749379
2014,0331662C,03-03-1969,,CLG,public,Collège Alain Fournier,BORDEAUX,83 Rue Saint-Gènes 33000 Bordeaux,05 56 96 18 94,05 56 99 46 47,ce.0331662C@ac-bordeaux.fr,http://www.ac-bordeaux.fr/Etablissement/CAFournierBordeaux,BORDEAUX SUD,MME CAUCHOIS,MME UNEAU,MME DECAP,,1,0,1,0,0,0,1,3,,103,,,,163,29-05-2015,697,685,724,732,745,44.827697,-0.580061
2014,0331663D,03-03-1969,,CLG,public,Collège Cheverus,BORDEAUX,62 Rue Fieffé 33800 Bordeaux,05 56 48 57 00,05 56 48 57 00,ce.0331663D@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-cheverus/,BORDEAUX SUD,MME MEGRET,M. KITTEN,MME JACTEL,,0,1,1,1,0,0,1,,52,101,55,,,137,29-05-2015,407,357,359,401,486,44.823834,-0.561498
2014,0331664E,03-03-1969,,CLG,public,Collège François Mauriac,SAINT MEDARD EN JALLES,131 Avenue Montaigne 33160 Saint-Médard-en-Jalles,05 56 05 08 24,05 56 05 08 24,ce.0331664E@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/Etablissement/CFMauriacStMedard/,BORDEAUX NORD,MME ARFOUILLOUX-DUBOS,MME SAVIGNAC,M. CHAMPOUX,,0,0,0,1,0,0,0,,,,51,,,,29-05-2015,601,567,573,564,559,44.893863,-0.712014
2014,0331666G,03-03-1969,,CLG,public,Collège Alienor d'Aquitaine,SALLES,22 Route du Martinet 33770 Salles,05 56 88 42 27,05 56 88 42 27,ce.0331666G@ac-bordeaux.fr,http://www.collegedesalles.com/,ARCACHON,M. MARTIN,MME PERNEZ,MME CANTON,,0,0,0,1,0,0,1,,,,54,,,111,29-05-2015,851,829,819,815,779,44.547314,-0.881478
2014,0331667H,03-03-1969,,CLG,public,Collège Robert Barrière,SAUVETERRE DE GUYENNE,Au Closet 33540 Sauveterre-de-Guyenne,05 56 71 51 51,05 56 71 53 40,ce.0331667H@ac-bordeaux.fr,http://collegerbopen.jimdo.com,SUD GIRONDE,M. SURGET,M. BRUANT,MME ROUFFIGNAT,,1,1,0,1,0,0,1,13,59,,12,,,36,29-05-2015,337,324,326,325,336,44.697062,-0.080888
2014,0331669K,03-03-1969,,CLG,public,Collège Ausone,LE BOUSCAT,69 Avenue Ausone 33110 Le Bouscat,05 56 50 74 14,05 56 39 02 38,ce.0331669K@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/t3_0331669k/,BORDEAUX NORD,M. THOLLARD,MME GODARD,M. ANDRE,,1,1,0,1,0,1,0,14,67,,33,,28,,29-05-2015,565,579,611,747,733,44.871217,-0.59504
2014,0331752A,18-02-1970,,CLG,public,Collège Marcelin Berthelot,BEGLES,23 Rue Berthelot 33130 Bègles,05 57 35 08 50,05 57 35 08 50,ce.0331752A@ac-bordeaux.fr,http://www.collegeberthelot-begles.fr/,BORDEAUX SUD,M. MESSAOUDI,M. DAUPHIN,MME JAFFRES,,0,0,0,0,0,0,1,,,,,,,84,29-05-2015,590,582,602,583,592,44.80839,-0.566769
2014,0331753B,18-02-1970,,CLG,public,Collège Blanqui,BORDEAUX,75 Rue Charles Martin 33300 Bordeaux,05 56 50 82 28,05 57 19 14 90,ce.0331753B@ac-bordeaux.fr,,BORDEAUX NORD,MME ROBIN,,MME LASFARGUES,Zone urbaine sensible (ZUS),0,0,0,1,0,0,0,,,,21,,,,29-05-2015,242,230,233,245,225,44.874037,-0.54996
2014,0331754C,18-02-1970,,CLG,public,Collège Emmanuel Dupaty,BLANQUEFORT,28 Rue de Lattre de Tassigny 33290 Blanquefort,05 56 95 52 22,05 56 95 52 22,ce.0331754C@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-dupaty/,BORDEAUX NORD,MME CAPOT,M. BOUZIGNAC,MME MIQUAU,,1,1,0,1,0,0,1,13,96,,61,,,41,29-05-2015,741,719,697,683,659,44.907457,-0.627873
2014,0331757F,18-02-1970,,CLG,public,Collège,SAINT ANDRE DE CUBZAC,270 Chemin du Gymnase 33240 Saint-André-de-Cubzac,05 57 43 12 36,05 57 94 83 23,ce.0331757F@ac-bordeaux.fr,http://collegestandrecubzac.free.fr/,BLAYE,M. GARRIGUES,MME HEINTZ,MME TIFFON,,1,1,0,1,0,0,1,13,91,,59,,,66,29-05-2015,744,747,706,669,607,45.003039,-0.433653
2014,0331758G,18-02-1970,,CLG,public,Collège Noés,PESSAC,8 Avenue de Noës 33600 Pessac,05 56 15 25 40,05 56 45 50 54,ce.0331758G@ac-bordeaux.fr,http://webetab.ac-bordeaux.fr/college-noes/,MERIGNAC PESSAC,M. GIOUD,MME CHAUCHET-SAMUEL,M. PORTA BONETE,,0,0,0,1,0,1,1,,,,58,,54,33,29-05-2015,591,588,594,579,566,44.812596,-0.636227
2014,0331759H,18-02-1970,,CLG,public,Collège Chante Cigale,GUJAN MESTRAS,21 Allée Pierre Corneille 33470 Gujan-Mestras,05 56 66 05 72,05 56 66 78 82,ce.0331759H@ac-bordeaux.fr,http://www.collegegujan.fr,ARCACHON,MME CAUTY,MME DOR,MME BECHOU,,1,1,0,1,0,1,1,18,117,,27,,81,29,29-05-2015,779,805,771,729,716,44.621819,-1.060666
2014,0331880P,04-02-1971,,CLG,public,Collège Pablo Neruda,BEGLES,1 Chemin de Mussonville 33130 Bègles,05 56 85 96 04,05 56 85 26 88,ce.0331880P@ac-bordeaux.fr,http://www.ac-bordeaux.fr/Etablissement/Neruda,BORDEAUX SUD,MME GUERRA-DEVIGNE,M. RICHARD,M. KAYED,,1,1,0,1,0,1,1,12,51,,40,,5,44,29-05-2015,348,355,337,358,338,44.794197,-0.562393
