Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
LOIAQU047V509Y3S,16/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale de Bruch,,,Allées d'Albret,,47130,BRUCH,47041,+33 5 53 98 88 90 # +33 5 53 95 20 25,,bibliotheque.bruch@orange.fr,https://www.bruch.fr/ma-ville/bibliotheque,0.41071943,44.2046218,Oui,"
",,,,,01/01/2020|31/12/2020|||15:00|18:00|Dimanche - Mardi - Mercredi - Vendredi,Gratuit|||,,,Accessible en poussette,
LOIAQU047FS0009M,03/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale de Duras,,,25 rue Paul Persil,,47120,DURAS,47086,+33 5 53 64 92 72,,bibliotheque.duras@wanadoo.fr,,0.1821653,44.6764554,Oui,"
",,,,,02/01/2020|31/12/2020|||||Dimanche - Jeudi - Mardi - Samedi,,,,,
LOIAQU047FS000A1,16/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale de Mézin,,,Place Armand Fallières,,47170,MEZIN,47167,+33 5 53 65 07 57,,bm-mezin@wanadoo.fr,http://mezin-pom.c3rb.org/,0.25728718,44.0565629,Oui,"
",,,,,01/01/2020|31/12/2020|||||Lundi,"Tarif de base|11,00|11,00|Cotisation individuelle (adultes) # Gratuit|||Pour les enfants, étudiants et demandeurs d'emploi",Visite libre,,Accessible en poussette # Salle de projection # Salle(s) de réunion,
LOIAQU047FS000AT,16/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale de Moncrabeau,,,Grande Rue,,47600,MONCRABEAU,47174,+33 5 53 97 19 03,,bibliotheque.moncrabeau@orange.fr,http://www.mairie-monrabeau.fr,0.3707728,44.0340463,Oui,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Jeudi - Lundi - Mardi après midi - Mercredi matin - Samedi matin - Vendredi après midi,Gratuit|||Cotisation annuelle,Visite libre,,,
LOIAQU040V50FT3J,03/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale de Saint Lon les Mines,,,72 route de la Payolle,,40300,SAINT-LON-LES-MINES,40269,+33 5 58 57 80 53 # +33 5 58 57 80 40,+33 7 86 42 36 35,bibliothequestlonlesmines@orange.fr,, -1.149562,43.615825,Oui,"
",,,,,,,,,,
LOIAQU040FS000LM,03/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale de Sorde l'Abbaye,Mairie,,,,40300,SORDE-L'ABBAYE,40306,+33 5 58 73 04 83,,,http://www.sordelabbaye.fr/, -1.0549220,43.5295560,,"
",,,,,,,,,,
LOIAQU040FS0007J,31/12/2018,Bibliothèque - médiathèque,Bibliothèque municipale d'Orthevielle,Mairie,,6 place Montgaillard,,40300,ORTHEVIELLE,40212,+33 5 58 73 05 90,,bibliotheque.orthevielle40@orange.fr,, -1.1477030,43.5524626,,"
",,,,,,,,,,
LOIAQU040V50I9BA,31/12/2018,Bibliothèque - médiathèque,Bibliothèque municipale Gabriel Fauthoux,,,?4 impasse des Jardins,,40230,SAINT-VINCENT-DE-TYROSSE,40284,+33 5 58 77 30 51,,bibliotheque.municipale.tyrosse@orange.fr,, -1.3046470,43.6596772,Oui,"
",,,,,,,,,,
LOIAQU047V50A2WB,03/01/2020,Bibliothèque - médiathèque,Bibliothèque municipale Jacques Lemarchand,,,Le bourg,,47160,VILLEFRANCHE-DU-QUEYRAN,47320,+33 5 53 79 48 13,,,,0.19603256,44.3080205,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU040FS0001P,03/01/2020,Bibliothèque - médiathèque,Bibliothèque pour tous,,,55 rue des Ecoles,,40600,BISCARROSSE,40046,,,bpt.biscarrosse@free.fr,http://bpt.biscarrosse.free.fr, -1.2506470,44.4432476,,"
",,,,,01/01/2020|31/12/2020|||||,Gratuit|||pour les jeunes (sauf BD),,,,
LOIAQU033FS000A8,03/01/2020,Bibliothèque - médiathèque,Bibliothèque pour tous,,,6 rue du Chemin des Dames,,33260,LA TESTE-DE-BUCH,33529,+33 5 56 54 43 03,,,, -1.1490368,44.6333143,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU040FS000NV,03/01/2020,Bibliothèque - médiathèque,Bibliothèque pour tous,,,62 rue Alsace Lorraine,,40300,PEYREHORADE,40224,,+33 7 78 25 56 63,biblipeyrehorade@gmail.com,, -1.1042496,43.5444733,,"
",,,,,,,,,,
LOIAQU04001QH85E,19/12/2017,Bibliothèque - médiathèque,Bibliothèque pour tous,,,Avenue de la Liberté,,40350,POUILLON,40233,,,,, -0.9996378,43.6039550,,"
",,,,,,,,,,
LOIAQU040FS000H3,03/01/2020,Bibliothèque - médiathèque,Bibliothèque pour tous,,,Rue du Vieux Four,,40480,VIEUX-BOUCAU,40328,,,,http://bpt.vieuxboucau.free.fr/, -1.3988792,43.7859359,Oui,"
",,,,,,,,,,
LOIAQU04001TC1TZ,31/12/2018,Bibliothèque - médiathèque,Bibliothèque pour tous,,Square Alcide Larrivière,,,40140,SOUSTONS,40310,+33 5 58 41 59 38,,,, -1.3266380,43.7556200,,"
",,,,,,,,,,
LOIAQU033FS000A9,03/01/2020,Bibliothèque - médiathèque,Bibliothèque pour tous au Pyla,,Centre Culturel,Avenue du Sémaphore,,33115,LA TESTE-DE-BUCH,33529,+33 6 08 31 65 18,,,, -1.2019515,44.6322607,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU064FS000DM,08/01/2020,Bibliothèque - médiathèque,Bibliothèque Quintaou,,,12 rue Albert-le-Barillier,,64600,ANGLET,64024,+33 5 59 52 17 55,,bibliotheque@anglet.fr,https://www.anglet.fr/culture/bibliotheque, -1.5132214,43.4851617,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00||",,,,Wifi
LOIAQU047FS0008L,03/01/2020,Bibliothèque - médiathèque,Bibliothèque Saint Exupery,,Château la Placiére,,,47180,SAINTE-BAZEILLE,47233,+33 5 53 94 46 76,,bibliobazeille@wanadoo.fr,http://www.mairie-saintebazeille.fr,0.0939321,44.5304227,Oui,"
",,,,,01/01/2020|31/12/2020|||||,Gratuit|||Gratuit pour les mineurs et les demandeurs d'emplois,,,,
LOIAQU040FS0005W,16/01/2020,Bibliothèque - médiathèque,Bibliothèque société de Borda,,,27 rue Cazade,,40100,DAX,40088,+33 5 58 90 85 99,,soc.borda@wanadoo.fr,http://www.societe-borda.com, -1.0524098,43.7097344,Oui,"
",,,,,,,,,,
LOIAQU040FS0009C,03/01/2020,Bibliothèque - médiathèque,Bibliothèque sonore,,,165 rue Jules Ferry,,40600,BISCARROSSE,40046,+33 5 58 78 73 74,,bsbisca@live.fr,http://www.bsbisca.fr , -1.1663731,44.395181,Oui,"
",,,,,02/01/2020|31/12/2020|||||,,,,,
LOIAQU040FS00061,16/01/2020,Bibliothèque - médiathèque,Bibliothèque sonore ,,Centre Culturel,3 rue du Palais,,40100,DAX,40088,,,,http://www.advbs.fr, -1.0519531,43.7099647,Oui,"
",,,,,,,,,,
LOIAQU047FS000CP,16/01/2020,Bibliothèque - médiathèque,Bibliothèque-Médiathèque de Lavardac,,,53 avenue du Général de Gaulle,,47230,LAVARDAC,47143,+33 5 53 97 31 57,,bibliotheque@ville-lavardac.fr,http://lavardac.opac3d.fr,0.29572963,44.1774450,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|14,00|20,00|Adultes # Tarif réduit|9,00|12,00|14 à 18 ans # Gratuit|||Moins de 13 ans",,,,
LOIAQU040FS000M4,31/01/2020,Aire de pique-nique # Bibliothèque - médiathèque # Espace de réunions # Ferme de découverte # Jeux pour enfants # Salle de spectacle,Eco-lieu JEANOT,lieu-dit Peye,Rue de Mâa ,,,40370,RION-DES-LANDES,40243,+33 9 81 98 81 31,,contact@jeanot.fr,http://www.jeanot.fr, -0.9268560,43.9584798,Oui,"
",,,,,06/01/2020|18/12/2020|10:00|18:00|||,,Visite guidée uniquement sur rendez-vous # Visite libre,Anglais # Espagnol # Français,Accessible en poussette # Aire de pique-nique # Bar # Salle de projection # Salle(s) de réunion # Sentier de randonnée,
LOIAQU033FS000T4,03/01/2020,Bibliothèque - médiathèque,Espace culturel Maurice Druon,,,12 rue Saint jean,,33230,COUTRAS,33138,+33 5 57 69 43 80,,culture@mairie-coutras.fr,http://www.mairie-coutras33.fr, -0.1298408,45.041069,Oui,"
",,,,,,,Visite libre,,Salle de projection,
LOIAQU064FS000N9,03/01/2020,Bibliothèque - médiathèque # Salle de spectacle,Espace culturel Mendi Zolan,Quartier Sokoburu,,119 rue des Tamaris ,,64700,HENDAYE,64260,+33 5 59 48 30 49,,,http://www.hendaye-culture.fr, -1.7839398,43.3713262,Oui,"
",,,Handicap mental # Handicap moteur # Handicap visuel,,,Gratuit|||Accès libre aux salles d'exposition (2ème étage),,,,
LOIAQU033V50F16L,03/01/2020,Bibliothèque - médiathèque,La Centrale - Bibliothèque hybride ,,Hôtel de Caupos ,2 Allée Clemenceau ,,33260,LA TESTE-DE-BUCH,33529,+33 5 57 52 41 22,,lacentrale@latestedebuch.fr,http://www.latestedebuch.fr/culture-loisirs/les-bibliotheques/la-centrale-bibliotheque-hybride, -1.1482350,44.630895,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Auditorium # Salle de projection # Salle(s) de réunion,Wifi
LOIAQU064FS000MC,03/01/2020,Bibliothèque - médiathèque,La médiathèque,,,1 place du Maréchal Foch,BP 259,64500,SAINT-JEAN-DE-LUZ,64483,+33 5 59 26 28 99,,mediatheque@ville-saintjeandeluz.fr,http://www.mediatheque-saintjeandeluz.fr, -1.6628301,43.3874056,Oui,"
",,,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU040FS000P1,03/01/2020,Bibliothèque - médiathèque,La médiathèque du Marsan,,,Place du 6ème R.P.I.Ma,,40000,MONT-DE-MARSAN,40192,+33 5 58 46 09 43,,contact@lamediathequedumarsan.fr,http://lamediathequedumarsan.fr, -0.4926896,43.8964234,Oui,"
",,,,,,,Visite guidée uniquement sur rendez-vous # Visite libre,Français,Auditorium # Salle de projection,Wifi
LOIAQU064V58BIOI,03/01/2020,Bibliothèque - médiathèque # Galerie d'art # Salle de spectacle # Salle(s) de cinéma,Le Mi[X],,,2 avenue Charles Moureu,,64150,MOURENX,64410,+33 5 59 80 59 00,,contact@le-mix.fr,http://www.le-mix.fr, -0.6294135,43.3701713,Oui,"
",,,,,,,,,,
LOIAQU033FS000CF,03/01/2020,Bibliothèque - médiathèque,les Amis de la Bibliothéque de Gujan-Mestras,,,49 Rue Jules Barats,,33470,GUJAN-MESTRAS,33199,+33 5 57 52 41 56,,assoc.biblio.gujan.mestras@free.fr,http://bibliogujan.fr, -1.0640001,44.6408647,Oui,"
",,,,,01/01/2020|31/12/2020|||||,Tarif de base|||pour l'année et par famille # Tarif de base|||Tarif dégressif à partir de juillet # Tarif de base|||pour les estivans + chèque de caution 20€,,,,
LOIAQU040011COGB,03/01/2020,Bibliothèque - médiathèque,Les Bibliothèques,,Maison des associations,Avenue du parc des sports,,40510,SEIGNOSSE,40296,+33 6 88 55 30 08,,bibliotheque.seignosse@gmail.com,, -1.3753026,43.6920763,Oui,"
",,,,,,,,,,
LOIAQU040V50NPLZ,03/01/2020,Bibliothèque - médiathèque # Jeux pour enfants,Ludo-bibliothèque,,,211 chemin de Tambourin,,40440,ONDRES,40312,+33 5 59 45 23 59,,bibliotheque@ondres.fr,, -1.4449836,43.5612432,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU040V506NQ3,28/01/2020,Bibliothèque - médiathèque # Jeux pour enfants,Ludo-médiathèque ,12 impasse du Temps libre,,,,40350,POUILLON,40233,+33 5 58 98 34 75,,atelierdesjeux@orthe-arrigans.fr,https://www.pays-orthe-arrigans.fr/culture-et-loisirs/ludotheques/latelier-des-jeux-et-jouets.html, -0.9975900,43.6051710,,"
",,,,,,,Visite libre,,,
LOIAQU040V50CJ2C,03/01/2020,Bibliothèque - médiathèque,Ludo-Médiathèque,168 chemin de Pebon,,,,40270,BORDERES-ET-LAMENSANS,40049,+33 5 58 45 10 61,,mediatheque.borderes@wanadoo.fr,http://mediatheque.borderesetlamensans.over-blog.com, -0.3635997,43.7743062,Oui,"
",,,,,,,,,Salle de projection # Salle(s) de réunion,Wifi
LOIAQU040V5009HX,16/01/2020,Bibliothèque - médiathèque,Ludothèque,,Pôle Enfance Famille Nelson Mandela,22 avenue Victor Hugo,,40100,DAX,40088,+33 5 58 90 46 60,,,, -1.0530730,43.7031550,Oui,"
",,,,,,,,,,Espace jeux
LOIAQU040V509XWI,03/01/2020,Bibliothèque - médiathèque,Ludothèque,Espace Emile Vignes,97 rue des arts,,,40260,CASTETS,40075,+33 5 58 89 47 56,,mediatheque@castets.fr,http://www.castets.fr, -1.1437523,43.8814038,Oui,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Lundi - Mardi - Samedi,Gratuit|||moins de 18 ans,,,,Wifi
LOIAQU033V50LPJZ,03/01/2020,Bibliothèque - médiathèque,Ludothèque des 4 coins,,Espace Culturel Alain Péronnau,4 avenue Plantagenêt,,33830,BELIN-BELIET,33042,+33 5 56 88 56 99,,ludotheque.belinbeliet@orange.fr,https://www.belin-beliet.fr/ludotheque/, -0.786061,44.501306,Oui,"
",,,,,,,,,,
LOIAQU024FS0002C,23/01/2020,Bibliothèque - médiathèque,Ludothèque Intercommunale,,,,Le Bourg,24170,SIORAC-EN-PERIGORD,24538,+33 5 53 28 18 51,,ludccvd@hotmail.fr ,,0.9891690,44.8218360,,"
",,,,,,,,,,Espace jeux
LOIAQU040FS000PG,03/01/2020,Bibliothèque - médiathèque # Jeux pour enfants,Ludothèque L'Amuse d'Orthe,Mairie,,,,40300,PEYREHORADE,40224,,+33 6 12 59 58 57,amusedorthe@orthe-arrigans.fr,, -1.0972080,43.5456270,,"
",,,,,,,,,,
LOIAQU033V50U1OF,03/01/2020,Bibliothèque - médiathèque # Espace de réunions,MAAT (Médiathèque Arcachon Associations Tourisme),,,Boulevard du Général Leclerc,,33120,ARCACHON,33009,,,,, -1.1674901,44.6597580,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,Accessible en poussette # Auditorium # Salle de projection # Salle(s) de réunion,Boutique # Wifi
LOIAQU040V50I9CK,31/12/2018,Bibliothèque - médiathèque,Médiathèque,,,,,40230,SAUBRIGUES,40292,+33 5 58 77 90 38,,mediasaubri@gmail.com,, -1.3136232,43.6107010,Oui,"
",,,,,,,,,,
LOIAQU040V50I9DO,31/12/2018,Bibliothèque - médiathèque,Médiathèque,,,,,40230,TOSSE,40317,+33 5 58 42 56 14,,mediatheque.tosse@orange.fr,, -1.3322850,43.6899218,Oui,"
",,,,,,,,,,
LOIAQU040V50I9BT,31/12/2018,Bibliothèque - médiathèque,Médiathèque,,,100 Allée du Trinquet,,40390,SAINT-MARTIN-DE-HINX,40272,+33 5 59 56 93 01,,,, -1.2690304,43.5827185,Oui,"
",,,,,,,,,,
LOIAQU033FS000AR,03/01/2020,Bibliothèque - médiathèque,Médiathèque,,,17 esplanade Saint Sauveur,,33430,BAZAS,33036,+33 5 56 65 12 46,,mediatheque.bazas@orange.fr,http://www.ville-bazas.fr, -0.2146840,44.4315351,,"
",,,,,,Gratuit|||étudiants et moins de 18 ans. # Tarif de base|||adhésion annuelle,,,,
LOIAQU064FS000CD,08/01/2020,Bibliothèque - médiathèque,Médiathèque,,,2 rue Ambroise Paré,,64200,BIARRITZ,64122,+33 5 59 22 28 86,,mediatheque@biarritz.fr ,http://www.mediatheque-biarritz.fr , -1.5543723,43.4816515,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|0,00|35,00|",,Basque # Espagnol # Français,,
LOIAQU064FS000N8,03/01/2020,Bibliothèque - médiathèque,Médiathèque,,,4 rue du Jaizquibel,,64700,HENDAYE,64260,+33 5 59 48 00 77,,,http://mediatheque.hendaye.com/, -1.7738950,43.3593068,Oui,"
",,,,,,Tarif de base|||Abonnement Touriste (3 mois),,,,
LOIAQU033FS000V1,03/01/2020,Bibliothèque - médiathèque,Médiathèque,,,Esplanade du Broustic,,33510,ANDERNOS-LES-BAINS,33005,+33 5 56 03 93 93,,,https://andernos.bibenligne.fr/, -1.0995670,44.7434579,Non,"
",,,,,,Gratuit|||- de 18 ans,,,,
LOIAQU040V50I9BH,31/12/2018,Bibliothèque - médiathèque,Médiathèque,,,Mairie,,40230,SAINT-JEAN-DE-MARSACQ,40264,+33 5 58 77 69 12,,mediathequesaintjeanjosse@orange.fr,, -1.2578508,43.6246813,Oui,"
",,,,,,,,,,
LOIAQU040V5054YW,19/12/2017,Bibliothèque - médiathèque,Médiathèque,,Rue Fernand Duboscq,,,40550,LEON,40150,+33 5 58 48 70 61,,mediatheque-leon@orange.fr,, -1.3027293,43.8747916,Oui,"
",,,,,,,,,,Wifi
LOIAQU024FS0003D,02/01/2018,Bibliothèque - médiathèque,Médiathèque ,14 rue Saint-Jacques,,,,24540,MONPAZIER,24280,+33 5 53 22 69 99,,media.monpazier@hotmail.fr,,0.8941476,44.6793544,,"
",,,,,,,,,,
LOIAQU040V50CIXX,03/01/2020,Bibliothèque - médiathèque,Médiathèque,32 Rue des Capucins,,,,40270,GRENADE-SUR-L'ADOUR,40117,+33 5 58 03 75 36,,mediatheque@grenadesuradour.fr,https://grenadesuradour.fr, -0.4294200,43.7723559,Oui,"
",,,,,,Tarif de base|||Adulte résident Grenade-sur-l'Adour ou vacanciers. Prix par famille # Tarif de base|||Adulte hors Grenade-sur-l'Adour. Prix par famille # Gratuit|||0-18 ans,,,,Espace jeux # Wifi
LOIAQU040V50E02P,03/01/2020,Bibliothèque - médiathèque,Médiathèque,4 place de l'Eglise,,,,40180,TERCIS-LES-BAINS,40314,+33 5 58 57 59 60,,mediatheque.tercis@wanadoo.fr,, -1.1091229,43.6703881,Oui,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Jeudi matin - Lundi - Mardi matin - Mercredi matin - Samedi,,,,Bar # Restauration # Salle de projection,Espace jeux
LOIAQU040V50CM3G,03/01/2020,Bibliothèque - médiathèque,Médiathèque,76 rue du Docteur Dupouy,,,,40090,BASCONS,40025,+33 9 67 06 00 31 # +33 5 58 44 00 31,,mairie@bascons.fr,http://www.bascons.fr/Culture-loisirs-Mediatheque/MEDIATHEQUE, -0.4186060,43.8214292,Oui,"
",,,,,,,,,,
LOIAQU040V50E03D,03/01/2020,Bibliothèque - médiathèque,Médiathèque,Place de La Gelouze ,,,,40180,HEUGAS,40125,+33 5 58 57 89 59,,mediatheque.heugas@wanadoo.fr,, -1.1091229,43.6703881,Oui,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Jeudi - Lundi matin - Mardi - Mercredi matin - Samedi après midi - Vendredi matin,,,,,
LOIAQU040FS000GU,03/01/2020,Bibliothèque - médiathèque,Médiathèque,Route de la plage,,,,40560,VIELLE-SAINT-GIRONS,40326,+33 5 58 47 94 62,,mediatheque@viellesaintgirons.fr,, -1.3021481,43.9500765,Oui,"
",,,,,,,,,,
LOIAQU033FS00043,30/01/2020,Bibliothèque - médiathèque,Médiathèque - Bibliothèque de Lège,,,78 avenue de la Mairie,Lège,33950,LEGE-CAP-FERRET,33236,+33 5 56 60 06 34,,mediatheque@legecapferret.fr,http://www.mediatheque-legecapferret.fr, -1.1456124,44.791227,Oui,"
",,,,,,,,,,
LOIAQU064V5ADIVE,03/01/2020,Bibliothèque - médiathèque,Médiathèque - CEP Ospitalea,,,,,64780,IRISSARRY,64273,+33 5 59 37 97 37,,ospitalea@le64.fr,, -1.2326964,43.2571416,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|moins de 18 ans",,,,
LOIAQU033FS0007W,03/01/2020,Bibliothèque - médiathèque,Médiathèque - Ludothèque,MAAT (Médiathèque Arcachon Associations Tourisme),2ème et 3ème étage,22 boulevard du Général Leclerc,,33120,ARCACHON,33009,+33 5 57 52 98 81,,,, -1.1671829,44.6597602,Oui,"
",,,,,01/01/2020|31/12/2020||||| # 01/07/2020|31/08/2020|10:00|||19:00|,,Visite libre,,Accessible en poussette,Wifi
LOIAQU040FS000HQ,24/01/2020,Bibliothèque - médiathèque,"Médiathèque ""Les Temps Modernes""",,,Allée du Fils,,40220,TARNOS,40312,+33 5 59 64 34 43,,lestempsmodernes@ville-tarnos.fr,http://lestempsmodernes.ville-tarnos.fr, -1.4602240,43.5403942,Oui,"
",,,,,01/01/2020|31/12/2020|||||,,,,,
LOIAQU064FS000NE,03/01/2020,Bibliothèque - médiathèque,Médiathèque André Labarrère,,,Place Marguerite Laborde,,64000,PAU,64445,+33 5 47 05 10 00,,mediatheques@agglo-pau.fr,https://mediatheques.agglo-pau.fr, -0.3678011,43.3002447,Oui,"
",,,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,02/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|Inscription gratuite sur présentation pièce d'identité + justificatif domicile",,,Auditorium,Wifi
LOIAQU033FS00042,30/01/2020,Bibliothèque - médiathèque,Médiathèque bibliothèque de Lège-Cap Ferret,,,1 bis avenue des Ecoles,Petit Piquey,33950,LEGE-CAP-FERRET,33236,+33 5 56 60 81 78,,mediatheque@legecapferret.fr,http://www.mediatheque-legecapferret.com, -1.2011543,44.725103,Oui,"
",,,,,,,,,,
LOIAQU064FS000FD,03/01/2020,Bibliothèque - médiathèque # Cybercafé / Espace numérique # Hotspot wifi,Médiathèque Centre Ville,,,10 rue des Gouverneurs,,64109,BAYONNE,64102,+33 5 59 59 17 13,,mediatheque@bayonne.fr,http://www.mediatheque.bayonne.fr, -1.4777703,43.4909467,,"
",,,,,,Gratuit|||Prêt et consultation gratuits,Visite libre,,,Wifi
LOIAQU040V500BLL,03/01/2020,Bibliothèque - médiathèque # Jeux pour enfants,Médiathèque d'Aire sur l'Adour,,,Passage des Cultures,,40800,AIRE-SUR-L'ADOUR,40001,+33 5 58 51 34 04,,mediatheque@cdcaire.org,http://mediatheque.cdcaire.org/, -0.2622939,43.700062,Oui,"
",,,,,01/01/2020|31/12/2020|||||Dimanche - Jeudi matin - Lundi - Vendredi matin,,,,,
LOIAQU064V5ACTV2,14/01/2020,Bibliothèque - médiathèque,Médiathèque d'Amikuze,Place de l'église,,,,64120,SAINT-PALAIS,64493,+33 5 59 65 28 72,,,, -1.032344,43.319194,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Tarif de base|12,00|16,00| # Tarif réduit|8,00|10,00| # Tarif réduit|3,00|3,00|Touristes",,,,
LOIAQU033FS000UG,03/01/2020,Bibliothèque - médiathèque,Médiathèque d'Audenge,,,15 boulevard Gambetta,,33980,AUDENGE,33019,+33 5 56 26 98 56,,mediatheque@mairie-audenge.fr,http://www.mairie-audenge.fr/la-ville/mediatheque, -1.0145916,44.6839580,,"
",,,,,,,,,,
LOIAQU040V50FT2J,31/12/2018,Bibliothèque - médiathèque,Médiathèque de Bélus,,,80 route d'Autarribe,,40300,BELUS,40034,+33 5 58 43 20 21,,mediabelus@orange.fr,, -1.1144394,43.5908722,Oui,"
",,,,,,,,,,
LOIAQU033V504O0C,03/01/2020,Bibliothèque - médiathèque,Médiathèque de Biganos,,,Rue Pierre de Coubertin,,33380,BIGANOS,33051,+33 5 56 03 93 34,,mediatheque@villedebiganos.fr,http://biganos.bibli.fr, -0.9741478,44.6391503,Oui,"
",,,,,,,,,,Wifi
LOIAQU024V503JPT,03/02/2020,Bibliothèque - médiathèque,Médiathèque de Bourdeilles,,,Place de la Mairie,,24310,BOURDEILLES,24055,+33 5 53 03 68 50,,mediathequebourdeilles@dronneetbelle.fr,http://mediathequesdronneetbelle.jimdo.com,0.58537246,45.3237621,Oui,"
",,,,,,,,,,
LOIAQU024V503JRO,03/02/2020,Bibliothèque - médiathèque,Médiathèque de Brantôme en Périgord,1er étage,Abbaye de Brantôme,Boulevard Charlemagne,,24310,BRANTOME EN PERIGORD,24064,+33 5 53 03 68 50,,mediathequebrantome@dronneetbelle.fr,http://mediathequesdronneetbelle.jimdo.com,0.64689442,45.3642055,Oui,"
",,,,,,,,,,
LOIAQU024FS0000N,03/02/2020,Bibliothèque - médiathèque,Médiathèque de Champagnac-de-Belair,,,Place du Général de Gaulle,,24530,CHAMPAGNAC-DE-BELAIR,24096,+33 5 53 03 68 50,,mediathequechampagnac@dronneetbelle.fr,http://mediathequesdronneetbelle.jimdo.com/,0.69851324,45.3928056,Oui,"
",,,,,,,,,,
LOIAQU064FS000EM,03/01/2020,Bibliothèque - médiathèque,Médiathèque de Gan,,,Rue du Bel Air,,64290,GAN,64230,,+33 7 77 09 05 78,mediatheques@agglo-pau.fr,https://mediatheques.agglo-pau.fr , -0.3900719,43.2324756,Oui,"
",,,,,02/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|Inscription gratuite sur présentation pièce d'identité + justificatif domicile",,,,
LOIAQU064FS000EA,10/01/2020,Bibliothèque - médiathèque,Médiathèque de Jurançon,,,Rue Louis Barthou,,64110,JURANCON,64284,+33 5 59 98 19 78,,mediatheques@agglo-pau.fr,https://mediatheques.agglo-pau.fr, -0.3916030,43.2859693,,"
",,,,,02/02/2020|31/12/2020|||||,"Gratuit|0,00|0,00|Inscription gratuite sur présentation pièce d'identité + justificatif domicile",,,,
LOIAQU064FS000ON,03/01/2020,Bibliothèque - médiathèque,Médiathèque de la montagne Henri Barrio,,La Cité des Pyrénées,Rue Berlioz,,64000,PAU,64445,+33 5 59 06 99 20 # +33 5 59 14 01 14,,mediatheques@agglo-pau.fr,, -0.3448441,43.3150310,Oui,"
",,,,,02/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",,,Bar # Restauration,
LOIAQU033FS000LL,03/01/2020,Bibliothèque - médiathèque,Médiathèque de Lanton,,,15 avenue de la Libération,,33138,LANTON,33229,+33 5 56 03 86 10,,mediatheque@ville-lanton.fr,http://www.ville-lanton.fr , -1.0349777,44.7022158,Oui,"
",,,,,,,,,,Wifi
LOIAQU064V502XN0,03/01/2020,Bibliothèque - médiathèque,Médiathèque de Lescar,,,Rue Raoul Follereau ,,64230,LESCAR,64335,+33 5 59 72 25 21,,,https://www.mediatheques.agglo-pau.fr   , -0.4392577,43.3366134,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",,,,
LOIAQU064V502XNJ,10/01/2020,Bibliothèque - médiathèque,Médiathèque de Lons,,,Avenue de Santona,,64140,LONS,64348,+33 5 59 11 50 45,,,https://www.mediatheques.agglo-pau.fr, -0.3984209,43.3223450,Oui,"
",,,,,01/01/2020|31/12/2020|||||,"Gratuit|0,00|0,00|",,,,
LOIAQU024V503JSZ,31/12/2018,Bibliothèque - médiathèque,Médiathèque de Mareuil en Périgord,,,3 place des Promenades,,24340,MAREUIL EN PÉRIGORD,24253,+33 5 53 03 68 50,,mediathequemareuil@dronneetbelle.fr,http://mediathequesdronneetbelle.jimdo.com,0.45194250,45.4516206,Oui,"
",,,,,,,,,,
