Id,DATE_DERNIERE_MAJ,INTERET,TYPE,THEME,EVENEMENT_CADRE,NOM_OFFRE,LIEU,RUE,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,DATES,TARIFS
FMAAQU040V50LLDS,06/06/2019,Promotion régionale,Concert,Chorale,,Concert Gospel: NEW GOSPEL FAMILY,Église Sainte-Trinité,59 Allée Louis Pasteur ,40150,SOORTS-HOSSEGOR,40304,+33 1 41 73 00 96,,contact@newgospelfamily.com,, -1.4294193,43.6600291,Non,,,02/08/2019|02/08/2019|||||,
FMAAQU047V507VHJ,27/06/2019,Promotion régionale,Animations locales # Concert # Récital,Musique contemporaine,,Concert gratuit de l'été,Place de l'Hôtel de Ville,,47800,MIRAMONT-DE-GUYENNE,47168,+33 5 53 93 45 55,,,http://www.ville-miramontdeguyenne.fr,0.36131299,44.6017275,Oui,,,17/08/2019|17/08/2019|20:00|23:50|||,Gratuit|||
FMAAQU047V50A8AW,27/06/2019,Promotion régionale,Animations locales # Concert # Récital,Musique contemporaine,,Concert gratuit de l'été,Place de l'Hôtel de Ville,,47800,MIRAMONT-DE-GUYENNE,47168,+33 5 53 93 45 55,,,http://www.ville-miramontdeguyenne.fr,0.36131299,44.6017275,Oui,,,10/08/2019|10/08/2019|20:00|23:50|||,Gratuit|||
FMAAQU047V50A8AX,27/06/2019,Promotion régionale,Animations locales # Concert # Récital,Musique contemporaine,,Concert gratuit de l'été,Place de l'Hôtel de Ville,,47800,MIRAMONT-DE-GUYENNE,47168,+33 5 53 93 45 55,,,http://www.ville-miramontdeguyenne.fr,0.36131299,44.6017275,Oui,,,24/08/2019|24/08/2019|20:00|23:50|||,Gratuit|||
FMAAQU024V50E3RP,12/07/2019,Promotion locale,Concert,,,"Concert gratuit par le group ""Entre E 2""",Place des Ors,Grand Rue,24260,LE BUGUE,24067,,,,,0.9275713,44.9199269,Non,,,14/08/2019|14/08/2019|21:00||||,
FMAAQU040V50B09T,25/06/2019,Promotion locale,Concert,,,Concert groupe so gospel ,Eglise Nôtre Dame des dunes,,40200,MIMIZAN PLAGE,40184,,,,, -1.2930158,44.2129378,Oui,,,04/08/2019|04/08/2019|21:00||||,
FMAAQU040FS01680,27/06/2019,Promotion régionale,Concert,Musique traditionnelle,,Concert Harmonie de Pomarez,Place de la Mairie,,40480,VIEUX-BOUCAU,40328,,,,, -1.4011448,43.7859369,Oui,,,29/08/2019|29/08/2019|21:30||||,
FMAAQU024V50D305,18/01/2019,Promotion régionale,Concert,,,Concert hommage à John Streets,Eglise ,Saint-Estèphe,24360,SAINT-ESTEPHE,24398,,+33 6 07 90 49 18,,,0.66334635,45.5912590,Oui,,,13/08/2019|13/08/2019|20:45||||,
FMAAQU033V50RK6D,20/07/2019,Promotion locale,Concert,,,Concert Hommage à Johnny Hallyday ,Salle Signouret,rue Marcel Dassault,33930,VENDAYS-MONTALIVET,33540,05 56 73 32 02 ,,,, -1.0526486,45.3632435,Oui,,,14/08/2019|14/08/2019|21:00|22:30|||,Gratuit|||
FMAAQU033V50RKCE,20/07/2019,Promotion locale,Concert,,,Concert hommage à Louis Armstrong et Sidney Bechet ,Salle Sirougnet,rue Marcel Dassault,33930,VENDAYS-MONTALIVET,33540,05 56 73 32 02,,,, -1.0527559,45.3634093,Oui,,,17/08/2019|17/08/2019|21:00|22:30|||,Gratuit|||
FMAAQU064V57KS3M,03/06/2019,Promotion locale,Concert,Musique classique,,Concert Il Momento Vocale ,Temple,Rue du temple,64270,SALIES-DE-BEARN,64499,,,,, -0.9251774,43.4690155,,,,25/08/2019|25/08/2019|17:00||||,
FMAAQU033V50RA21,04/07/2019,Promotion locale,Animations locales # Concert,,,Concert Jerson Montano Group,,Place de l'Église,33740,ARES,33011,+33 5 56 26 85 33,,,, -1.139479,44.76745,Oui,,,03/08/2019|03/08/2019|20:00|||| # 16/08/2019|16/08/2019|20:00||||,
FMAAQU064V59X4G9,27/05/2019,Promotion locale,Animations locales # Concert,Apéro-concert,,Concert Koloka Taldea et Toro de Fuego,Kiosque,Place Louis XIV,64500,SAINT-JEAN-DE-LUZ,64483,,,,, -1.664015,43.387582,Oui,,,18/08/2019|18/08/2019|21:30|23:30|||,Gratuit|||
FMAAQU064V5A2GRZ,25/06/2019,Promotion locale,Concert,Musique de variété,,Concert Les Alumettes,Auberge du bois,35 avenue de Mourenx,64190,NAVARRENX,64416,+33 5 59 66 10 40,,,, -0.7500319,43.3244315,Oui,,,16/08/2019|16/08/2019|21:00||||,
FMAAQU024V50DQ2V,27/05/2019,Promotion régionale,Animations locales # Concert,,,Concert les Amis de l'Orgue,,Place de l'Église,24300,NONTRON,24311,+33 7 77 07 52 30,+33 5 53 56 11 55 # +33 5 53 56 20 42,,,0.665119,45.528268,Oui,,,29/08/2019|29/08/2019|20:15||||,
FMAAQU033V50RDWG,19/07/2019,Promotion locale,Concert,Musique classique,,Concert les grands noms de la musique classique,,21 allée de la Mentque  ,33120,ARCACHON,33009,,+33 6 50 78 87 41 # +33 6 07 19 72 71,,, -1.1806191,44.6612327,Non,,,03/08/2019|03/08/2019|21:00||||,
FMAAQU040V50LN4O,25/04/2019,Promotion régionale,Animations locales # Concert,,,Concert Live,,Place de l'Hotel de Ville,40130,CAPBRETON,40065,+33 5 58 72 12 11,,,, -1.431453,43.640414,Oui,,,02/08/2019|02/08/2019|20:30||||,Gratuit|||
FMAAQU040V50LN4P,25/04/2019,Promotion régionale,Animations locales # Concert,,,Concert Live,,Place de l'Hotel de Ville,40130,CAPBRETON,40065,+33 5 58 72 12 11,,,, -1.431453,43.640414,Oui,,,09/08/2019|09/08/2019|20:30||||,Gratuit|||
FMAAQU040V50LN4Q,25/04/2019,Promotion régionale,Animations locales # Concert,,,Concert Live,,Place de l'Hotel de Ville,40130,CAPBRETON,40065,+33 5 58 72 12 11,,,, -1.431453,43.640414,Oui,,,16/08/2019|16/08/2019|20:30||||,Gratuit|||
FMAAQU040V50LN4S,25/04/2019,Promotion régionale,Animations locales # Concert,,,Concert Live: Tom Frager,,Place de l'Hotel de Ville,40130,CAPBRETON,40065,+33 5 58 72 12 11,,,, -1.431453,43.640414,Oui,,,22/08/2019|22/08/2019|20:30||||,Gratuit|||
FMAAQU024V50D9X5,21/03/2019,Promotion régionale,Concert,Chorale,,Concert lyrique,Eglise,,24630,JUMILHAC-LE-GRAND,24218,+33 5 53 52 55 43,,,,1.06075810,45.4931825,Oui,,,07/08/2019|07/08/2019|18:30||||,
FMAAQU033V50PYC0,11/07/2019,Promotion régionale,Concert,Musique classique,,Concert lyrique ,Eglise St Eloi,Boulevard de la Plage,33510,ANDERNOS-LES-BAINS,33005,+33 5 56 82 02 95,,,https://andernos-tourisme.fr, -1.1059611,44.7430283,Oui,,,11/08/2019|11/08/2019|17:00||||,"Plein tarif|15,00|15,00| # Gratuit|||Enfants - de 12 ans"
FMAAQU047V50A8G0,23/04/2019,Promotion locale,Animations locales # Concert,Musique classique,,Concert lyrique,Salle des mariages,Place du Château,47500,FUMEL,47106,,+33 6 85 34 86 48,cie.operazul@gmail.com,http://www.operazul.net/,0.97024899,44.497847,Oui,,,22/08/2019|22/08/2019|20:30||||Dimanche Jeudi après midi Jeudi matin Jeudi midi Lundi Mardi Mercredi Samedi Vendredi,"Plein tarif|20,00|20,00|"
FMAAQU047V50CUBV,25/06/2019,Promotion locale,Animations locales # Concert,Musique classique,,Concert lyrique - Hannah Guo Zhi Min,Château de Bonaguil,,47500,SAINT-FRONT-SUR-LEMANCE,47242,+33 5 53 49 28 83,,,,1.01422775,44.5381696,Oui,,,24/08/2019|24/08/2019|20:30||||,Plein tarif|||
FMAAQU033V50RQZW,19/07/2019,Promotion locale,Animations locales # Concert,,,Concert Mahaganya,Eglise St Eloi ,Rue Antoine Elies,33510,ANDERNOS-LES-BAINS,33005,,+33 6 95 04 26 24,,, -1.102973,44.748088,Oui,,,22/08/2019|22/08/2019|21:00||||,
FMAAQU047V50D0ZV,16/07/2019,Promotion locale,Concert,,,Concert Music & dreams,Chalet de la Garenne,Parc de la Garenne,47600,NERAC,47195,,+33 7 65 80 25 25,,,0.34282062,44.1262960,Oui,,,19/07/2019|19/07/2019|21:00|||| # 26/07/2019|26/07/2019|21:00|||| # 02/08/2019|02/08/2019|21:00|||| # 09/08/2019|09/08/2019|21:00|||| # 16/08/2019|16/08/2019|21:00|||| # 23/08/2019|23/08/2019|21:00|||| # 30/08/2019|30/08/2019|21:00||||,
FMAAQU033V50PRFT,13/06/2019,Promotion locale,Concert,Apéro-concert # Vin / œnologie / spiritueux,,Concert Music & Wine,Château Tour Castillon,Rue du Fort de Castillon,33340,SAINT-CHRISTOLY-MEDOC,33383,+33 5 56 41 54 98,,,, -0.81867,45.348999,Oui,,,25/07/2019|25/07/2019|19:30|||| # 01/08/2019|01/08/2019|19:30|||| # 08/08/2019|08/08/2019|19:30|||| # 14/08/2019|14/08/2019|19:30||||,"Plein tarif|20,00|| # Tarif réduit|15,00||"
FMAAQU064V5A23FH,21/06/2019,Promotion locale,Concert,,,Concert Musique Classique,,,64490,ACCOUS,64006,,,,, -0.549808,42.956651,Oui,,,20/08/2019|20/08/2019|20:30||||,
FMAAQU040V50LQW7,07/05/2019,Promotion locale,Concert,,,Concert Musique Classique ,Eglise Mimizan Plage ,,40200,MIMIZAN PLAGE,40184,,,,, -1.2280089,44.2004170,,,,07/08/2019|07/08/2019|21:00||||,
FMAAQU024V50DGJN,05/06/2019,Promotion nationale,Concert # Récital,Musique classique,,Concert Musique en Sol,,,24510,PAUNAT,24318,,,,,0.858667,44.905366,Oui,,,12/08/2019|12/08/2019|||||,
FMAAQU024V50DGJS,05/06/2019,Promotion nationale,Concert,,,Concert Musique en Sol,,,24510,PAUNAT,24318,,,,,0.858667,44.905366,Oui,,,06/08/2019|06/08/2019|||||,
FMAAQU024V50D815,05/06/2019,Promotion nationale,Concert,Musique classique,,Concert Musique en Sol,,Le Bourg,24510,PAUNAT,24318,+33 5 53 61 76 89,,sainte-alvere@tourisme-perigueux.fr,https://musiqueensol.fr,0.858872,44.905244,Oui,,,04/08/2019|04/08/2019|20:30||||,
FMAAQU024V50D81E,05/06/2019,Promotion nationale,Concert,Musique classique,,Concert Musique en Sol ,,Le Bourg,24510,PAUNAT,24318,+33 5 53 61 76 89,,sainte-alvere@tourisme-perigueux.fr,https://musiqueensol.fr,0.858872,44.905244,Oui,,,12/08/2019|12/08/2019|20:30||||,
FMAAQU024V50D81H,05/06/2019,Promotion nationale,Concert,Musique classique,,Concert Musique en Sol,,Le Bourg,24510,PAUNAT,24318,+33 5 53 61 76 89,,sainte-alvere@tourisme-perigueux.fr,https://musiqueensol.fr,0.858872,44.905244,Oui,,,06/08/2019|06/08/2019|20:30||||,
FMAAQU024V50D81K,05/06/2019,Promotion nationale,Concert,Musique classique,,Concert Musique en Sol,,Le Bourg,24510,PAUNAT,24318,+33 5 53 61 76 89,,sainte-alvere@tourisme-perigueux.fr,https://musiqueensol.fr,0.858872,44.905244,Oui,,,09/08/2019|09/08/2019|20:30||||,
FMAAQU024V50D906,07/03/2019,Promotion régionale,Concert,Musique classique,,Concert musique lyrique et classique du 18ème au 20ème siècle,Eglise,,24800,SAINT-PAUL-LA-ROCHE,24481,+33 5 53 58 89 96,+33 6 16 27 98 53,,,0.99868449,45.4779015,Oui,,,04/08/2019|04/08/2019|16:00||||,"Plein tarif||8,00|"
FMAAQU064V59V6EC,12/04/2019,Promotion locale,Animation patrimoine # Animations locales,,,Concert Nadau,Château,Carrère du Château,64370,MORLANNE,64406,+33 5 59 81 42 66,,ot.soubestre@wanadoo.fr,, -0.5351723,43.5105600,Oui,,,10/08/2019|10/08/2019|21:30||||,"Plein tarif|17,00|17,00|Adulte # Tarif réduit|8,00|8,00|Enfant de 6 à 12 ans # Gratuit|0,00|0,00|Moins de 6 ans"
FMAAQU064V588FVE,21/03/2019,Promotion locale,Concert,,,Concert Nadau,Théâtre du Lac,,64420,LOURENTIES,64352,,+33 6 84 49 80 45,,, -0.1407457,43.2850883,Oui,,,09/08/2019|09/08/2019|19:30|00:00|||,"Plein tarif|19,00|| # Gratuit|||Pour les moins de 12 ans."
FMAAQU047V50CIQK,28/06/2019,Promotion locale,Animations locales # Concert,,,Concert New Gospel Family,Cathédrale Sainte Marie,Place de la Cathédrale,64400,OLORON-SAINTE-MARIE,64422,+33 5 59 39 98 00 # +33 1 41 73 00 96,,contact@newgospelfamily.com,, -0.615888,43.188168,Oui,,,03/08/2019|03/08/2019|20:30||||,"Plein tarif|18,00|18,00| # Tarif réduit|15,00|15,00|"
FMAAQU033V50Q8XQ,01/07/2019,Promotion régionale,Concert,,,Concert New Gospel Family,Eglise Saint-Jean-Baptiste,,33500,LIBOURNE,33243,,+33 1 41 73 00 96,valery@newgospelfamily.com,https://www.newgospelfamily.com, -0.2456479,44.9128840,Oui,,,06/08/2019|06/08/2019|20:30||||,Tarif réduit|||enfants
FMAAQU024V509SCP,22/05/2019,Promotion locale,Concert,Musique sacrée,,Concert Orgue au marché ,Cathédrale de Sarlat,,24200,SARLAT-LA-CANEDA,24520,+33 5 53 29 82 12,,orgueaumarche-sarlat@orange.fr,http://orgue-sarlat.e-monsite.com/,1.21672337,44.8887703,Oui,,,06/07/2019|06/07/2019||||| # 13/07/2019|13/07/2019||||| # 20/07/2019|20/07/2019||||| # 27/07/2019|27/07/2019||||| # 03/08/2019|03/08/2019||||| # 10/08/2019|10/08/2019||||| # 17/08/2019|17/08/2019||||| # 24/08/2019|24/08/2019||||| # 31/08/2019|31/08/2019|||||,
FMAAQU040V50MCXC,12/07/2019,Promotion régionale,Concert,Musique sacrée,,Concert orgue et trompette,Cathédrale,Place Roger Ducos,40100,DAX,40088,,,,http://lesamisdelorguededax.free.fr, -1.0538845,43.7086665,,,,15/08/2019|15/08/2019|11:30||||,Gratuit|||Libre participation
FMAAQU064V59APSM,03/05/2019,Promotion locale,Concert,,,Concert orgue et trompette,Eglise,,64120,SAINT-PALAIS,64493,,,,, -1.0347580,43.3262360,Oui,,,09/08/2019|09/08/2019|20:30||||,"Gratuit|0,00|0,00|Libre participation"
FMAAQU064V587YF4,22/03/2019,Promotion locale,Concert,,,Concert orgue et trompette,Eglise Saint Vincent,Place de la République,64700,HENDAYE,64260,,,amis.orgue.hendaye@sfr.fr,, -1.7745279,43.3588231,Oui,,,13/08/2019|13/08/2019|21:00||||,
FMAAQU064V59U5X2,22/03/2019,Promotion locale,Concert,,,Concert orgue et voix ,Eglise Saint Vincent,Place de la République,64700,HENDAYE,64260,,,amis.orgue.hendaye@sfr.fr,, -1.7507958,43.3760444,Oui,,,06/08/2019|06/08/2019|21:00||||,
FMAAQU024V50DYUT,04/07/2019,Promotion locale,Concert,,,"Concert orgue et voix, orgue et  chœur grégorien",Eglise Notre-Dame,Place de Lattre de Tassigny,24100,BERGERAC,24037,,+33 6 61 58 54 45,uriel@valadeau.fr,http://www.orgue-bergerac.org/,0.4833200,44.8534719,Non,,,11/08/2019|11/08/2019|20:30||||,
FMAAQU033V50R2GS,25/06/2019,Promotion locale,Animations locales # Concert,Musique contemporaine # Musique de variété,,Concert Other Sound,Rue François Lebreton,Salle Lothécia,33123,LE VERDON-SUR-MER,33544,+33 5 57 75 18 32,,,, -1.0620507,45.5460023,Oui,,,09/08/2019|09/08/2019|20:30||||,
FMAAQU040V50L7ZM,08/07/2019,Promotion locale,Concert,Musique du monde,,Concert par Adagio ,Eglise de Moliets,,40660,MOLIETS-ET-MAA,40187,+33 5 58 48 56 58,,,, -1.3591090,43.8490646,Oui,,,07/08/2019|07/08/2019|21:00||||,Gratuit|||
FMAAQU040V50MF47,16/07/2019,Promotion locale,Concert,Musique contemporaine,,Concert par Astiaw,,Place de la Balise,40660,MOLIETS-ET-MAA,40187,,,,, -1.3897557,43.8525212,Oui,,,03/08/2019|03/08/2019|20:30||||,Gratuit|||
FMAAQU040V50MGAE,18/07/2019,Promotion locale,Concert,Musique contemporaine,,Concert par Kiz,,Place de la Balise,40660,MOLIETS-ET-MAA,40187,,,,, -1.3897794,43.8525251,Oui,,,12/08/2019|12/08/2019|20:00||||,Gratuit|||
FMAAQU040V50MG4G,17/07/2019,Promotion locale,Concert,Musique classique,,Concert par l'Ensemble Magenta,Eglise,Rue du Général Caunègre,40660,MOLIETS-ET-MAA,40187,,,,, -1.3591302,43.8490531,Oui,,,08/08/2019|08/08/2019|21:00||||,Gratuit|||
FMAAQU033V50RJ17,13/07/2019,Promotion locale,Concert,Musique sacrée,,Concert Pascal Theozed,Notre-Dame des Passes au Moulleau ,Avenue Saint-Dominique,33120,ARCACHON,33009,,+33 6 84 97 05 86,,, -1.1990936,44.6413383,Oui,,,11/08/2019|11/08/2019|20:30||||,
FMAAQU033V50E0LY,23/05/2019,Promotion locale,Concert,,,"Concert Pop Rock : ""Lenny""",Bistrot d'Audenge,"4, avenue du vieux bourg",33980,AUDENGE,33019,+33 5 57 18 35 80,+33 6 30 65 12 60,,, -1.0120586,44.6805172,Oui,,,03/07/2019|03/07/2019|19:00|||| # 16/08/2019|16/08/2019|19:00||||,
FMAAQU064V5A3A6G,05/07/2019,Promotion locale,Concert,,,Concert Pop-Rock,Chai Candé ,14 avenue Al Cartero,64270,SALIES-DE-BEARN,64499,,,,, -0.9323549,43.4758533,Oui,,,24/08/2019|24/08/2019|19:30||||,
FMAAQU024V50E76E,20/07/2019,Promotion locale,Animations locales # Concert,Musique classique,,Concert quatuor,Église,,24370,SIMEYROLS,24535,,,,,1.33848045,44.9058254,Oui,,,23/08/2019|23/08/2019|||||,
FMAAQU064V59S9CF,06/06/2019,Promotion locale,Concert,Musique classique,,Concert récital de piano.,Eglise Saint André,Place des Salières,64390,SAUVETERRE-DE-BEARN,64513,+33 5 59 38 32 86,,,http://www.pierres-lyriques.com, -0.9393464,43.3985170,Oui,,,01/08/2019|01/08/2019|21:00||||,
FMAAQU033V50E0MV,13/03/2019,Promotion locale,Concert,Musique de variété,,"Concert reggae : ""Toffy and the Poulets""",Bistrot d'Audenge,4 avenue du vieux bourg,33980,AUDENGE,33019,+33 5 57 18 35 80,+33 6 30 65 12 60,,, -1.0120475,44.6804986,Oui,,,21/07/2019|21/07/2019|19:00|||| # 11/08/2019|11/08/2019|19:00||||,
FMAAQU033V50PJUU,18/03/2019,Promotion locale,Concert,,,Concert Rise to Cats,Guinguette Chais Simone,Allée de la Plage,33380,MIOS,33284,,+33 6 31 39 62 30,,, -0.941047,44.605846,Oui,,,30/06/2019|30/06/2019|19:00|||| # 18/08/2019|18/08/2019|19:00||||,
FMAAQU033V50D8E2,13/03/2019,Promotion locale,Concert,Musique de variété,,Concert rock : Epsilon Loud,Bistrot d'Audenge,4 avenue du vieux bourg,33980,AUDENGE,33019,+33 5 57 18 35 80,+33 6 30 65 12 60,,, -1.0120475,44.6804986,Oui,,,14/06/2019|14/06/2019|18:00|||| # 10/07/2019|10/07/2019|18:00|||| # 07/08/2019|07/08/2019|18:00|||| # 30/08/2019|30/08/2019|18:00||||,
FMAAQU047FS00HJ0,28/03/2019,Promotion régionale,Concert # Spectacle,,,Concert Rock Academy,Camping les 2 lacs,route de Bourg de Visa,47470,BEAUVILLE,47025,+33 53 87 72 18,,claire@beauvillearts.com,http://www.beauvillearts.com,0.88774681,44.2719392,Oui,,,17/08/2019|17/08/2019|20:00||||Dimanche Jeudi Lundi Mardi Mercredi Vendredi,
FMAAQU040FS01672,12/04/2019,Promotion régionale,Concert,Musique contemporaine,,Concert Rock Les bras cassés,,Place du Levant,40480,VIEUX-BOUCAU,40328,,,,, -1.4070570,43.7841430,,,,18/08/2019|18/08/2019|21:30||||,
FMAAQU040V50KYTM,05/06/2019,Promotion locale,Concert,,,Concert russe,Eglise,,40170,LIT-ET-MIXE,40157,,,,, -1.2582498,44.0332666,Oui,,,04/08/2019|04/08/2019|21:00||||,
FMAAQU033V50PWU6,07/06/2019,Promotion locale,Opéra,Musique classique,,Concert So Gospel,,Eglise Saint Maurice,33470,GUJAN-MESTRAS,33199,,,,http://www.sogospel.fr/index.html, -1.074133,44.637699,Oui,,,09/08/2019|09/08/2019|21:00||||,"Plein tarif|17,50|17,50| # Tarif réduit|12,50|12,50|"
FMAAQU040V50MEZ2,16/07/2019,Promotion locale,Concert,Chorale,,Concert solidaire,Eglise Saint-Pierre,Place de l'Église,40380,MONTFORT-EN-CHALOSSE,40194,,,,, -0.839057,43.707185,Oui,,,04/08/2019|04/08/2019|16:00|17:30|||,Plein tarif|||Libre participation
FMAAQU024V50E3FW,11/07/2019,Promotion locale,Animations locales,,,"Concert spectacle ""La fricassée des cris du Bugue""",Eglise Saint-Sulpice,45 Rue de Paris,24260,LE BUGUE,24067,,,,,0.92692754,44.9205699,Oui,,,23/08/2019|23/08/2019|20:30||||,
FMAAQU033V50RK8Q,19/07/2019,Promotion locale,Concert,Musique sacrée,,Concert spirituel de l'ensemble traversées,Eglise Notre-Dame des Passes au Moulleau,Chemin des Pères,33120,ARCACHON,33009,,+33 6 14 02 66 10,,, -1.1990930,44.6412612,Oui,,,15/08/2019|15/08/2019|21:00||||,
FMAAQU024V50BKGR,27/06/2019,Promotion locale,Concert,Jazz et blues,,Concert Swing sur le chantier,Maison du Patrimoine Talleyrand Périgord,,24110,GRIGNOLS,24205,+33 5 53 03 73 53,,,,0.53981283,45.0827852,Oui,,,08/08/2019|10/08/2019|19:00||||,
FMAAQU047V507NQ1,01/07/2019,Promotion régionale,Animations locales # Portes ouvertes,Musique du monde # Vin / œnologie / spiritueux,,Concert tapas,Domaine de Ferrant,,47120,ESCLOTTES,47089,+33 5 53 84 45 02,+33 6 37 45 69 23,contact@domaineferrant.com,http://www.domainedeferrant.com,0.1450080,44.7088460,,,,12/07/2019|12/07/2019|19:00|||| # 16/08/2019|16/08/2019|19:00||||,"Plein tarif|10,00|10,00|Concert+ tapas+ boissons # Tarif réduit|7,00|7,00|enfants de -12ans"
FMAAQU033V50MC5J,09/07/2019,Promotion locale,Concert,Musique sacrée,,Concert The Gregorian Voices,Basilique,Notre Dame de la Fin des Terres,33780,SOULAC-SUR-MER,33514,+33 5 56 09 86 61,,,, -1.1216171,45.5138521,Oui,,,14/08/2019|14/08/2019|21:00||||,
FMAAQU047V508TQM,02/07/2019,Promotion régionale,Concert,Musique traditionnelle,,Concert The Gregorian Voices,Eglise Sainte Catherine,Rue Sainte-Catherine,47300,VILLENEUVE-SUR-LOT,47323,+33 5 53 36 17 30,,,,0.706966,44.40733,Oui,,,10/08/2019|10/08/2019|21:00||||,"Plein tarif||20,00| # Tarif réduit||16,00|(étudiants, demandeurs d'emploi, personnes handicapés) # Gratuit|||Moins de 12 ans"
FMAAQU040V50M59P,25/06/2019,Promotion régionale,Animations locales # Concert,,,Concert Tom Frager,Esplanade de la plage,,40600,BISCARROSSE,40046,,,,, -1.2558663,44.4453326,Oui,,,10/08/2019|10/08/2019|21:30||||,Gratuit|||
FMAAQU033V50MC69,13/07/2019,Promotion locale,Animations locales # Concert,,,Concert Tom Frager,Place Marcel Prévôt,Place Marcel Prévôt,33121,CARCANS,33097,,,,, -1.187449,45.082728,Oui,,,06/08/2019|06/08/2019|21:30||||,Gratuit|||
FMAAQU033V50QUO6,13/06/2019,Promotion locale,Animations locales # Concert,Apéro-concert,,Concert tous les vendredis soirs dans le jardin du restaurant La Table,,22 Place de la Prévôté,33670,CREON,33140,+33 5 56 42 98 40,,contact@latable-creon.fr,, -0.348083,44.774894,Oui,,,21/06/2019|21/06/2019|19:30|||| # 05/07/2019|05/07/2019|19:30|||| # 12/07/2019|12/07/2019|19:30|||| # 19/07/2019|19/07/2019|19:30|||| # 26/07/2019|26/07/2019|19:30|||| # 02/08/2019|02/08/2019|19:30|||| # 02/08/2019|02/08/2019|19:30|||| # 09/08/2019|09/08/2019|19:30|||| # 16/08/2019|16/08/2019|19:30|||| # 23/08/2019|23/08/2019|19:30||||,Gratuit|||
FMAAQU040V50LNW8,27/04/2019,Promotion locale,Concert,Musique contemporaine,,Concert Treizeurs du Mat',Place de la Balise,,40660,MOLIETS-ET-MAA,40187,,,,, -1.3897559,43.8525075,Oui,,,10/08/2019|10/08/2019|20:30||||,Gratuit|||
FMAAQU024V50DGJK,05/06/2019,Promotion nationale,Concert # Récital,Musique classique,,Concert Trio Karérine,,Le Bourg,24510,PAUNAT,24318,,,,,0.858872,44.905244,Oui,,,04/08/2019|04/08/2019|||||,
FMAAQU033V50IXFI,11/06/2019,Promotion locale,Concert,,,Concert Trio Orgue Chant flûte,,Eglise Saint Maurice,33470,GUJAN-MESTRAS,33199,+33 5 57 52 59 31,,info.culture@ville-gujanmestras.fr,, -1.0744445,44.6377569,Oui,,,17/08/2019|17/08/2019|21:00||||,
FMAAQU040V50M5XR,27/06/2019,Promotion régionale,Animations locales,,,Concert Two Ways,Place G. Dufau,,40600,BISCARROSSE,40046,+33 5 58 78 20 96,,,, -1.2504420,44.4444136,Oui,,,22/08/2019|22/08/2019|21:30||||,Gratuit|||
FMAAQU040V50F0W1,16/07/2019,Promotion régionale,Concert,Art lyrique,,"Concert Valery Orlov ""La grande voix russe""",Cathédrale,Place Roger Ducos,40100,DAX,40088,+33 5 58 56 86 86,,,, -1.0538845,43.7086665,,,,28/08/2019|28/08/2019|||21:00||,"Plein tarif|12,00||Réservation Office de tourisme Grand Dax # Tarif réduit|10,00|| # Gratuit|||enfants -12 ans"
FMAAQU040V50KNAE,15/01/2019,Promotion régionale,Concert,Chorale,,"Concert vocal ""Adagio"" ",Eglise ,,40550,LEON,40150,,,,, -1.3025963,43.8756170,Oui,,,16/08/2019|16/08/2019|21:00||||,
FMAAQU024V50E504,15/07/2019,Promotion locale,Concert,Musique traditionnelle,,Concert Voix Sacrées et Profanes,Eglise,,24350,GRAND BRASSAC,24553,,+33 5 53 90 71 92,,,0.477404,45.294639,Oui,,,04/08/2019|04/08/2019|16:00||||,
FMAAQU024V50E507,15/07/2019,Promotion locale,Concert,Musique traditionnelle,,Concert Voix Sacrées et Profanes,Pré Sec,,24350,TOCANE ST APRE,24553,,+33 5 53 90 40 60,,,0.493333,45.252655,Oui,,,07/08/2019|07/08/2019|20:30||||,
FMAAQU033V50QZUY,20/06/2019,Promotion locale,Concert,Musique du monde,,Concert ZUUMA,,front de mer,33680,LACANAU,33214,,,,, -1.1928818,44.9936144,Oui,,,20/08/2019|20/08/2019|21:30||||,
FMAAQU064V58ES5J,09/04/2019,Promotion locale,Concert # Spectacle,,,"Concert, Yasmin Devi Shah",After 8,8 rue Pannecau,64100,BAYONNE,64102,+33 6 14 30 14 02,,,https://after8.band, -1.4738241,43.4896215,Oui,,,16/08/2019|16/08/2019|20:30||||,"Plein tarif|12,00||"
FMAAQU064V59WS8D,09/04/2019,Promotion locale,Concert # Spectacle,,,"Concert, Yasmin Devi Shah",After 8,8 rue Pannecau,64100,BAYONNE,64102,+33 6 14 30 14 02,,,https://after8.band, -1.4738241,43.4896215,Oui,,,17/08/2019|17/08/2019|20:30||||,"Plein tarif|12,00||"
FMAAQU033V50QCOK,14/05/2019,Promotion locale,Concert,Musique traditionnelle,,"Concert:  ""The Grégorain Voices""",Eglise Notre Dame des Flots - Cap Ferret,Boulevard de la Plage Cap Ferret,33950,LEGE-CAP-FERRET,33236,,,,http://wwwlege-capferret.com # http://www.ville-lege-capferret.fr, -1.2416496,44.6542196,Oui,,,11/08/2019|11/08/2019|21:00|23:00|||,"Plein tarif|20,00|20,00| # Tarif réduit|16,00|16,00|"
