Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
ASCAQU024FS0008M,11/02/2015,Activité sportive # Formule itinérante,Cercle hippique d'Antonne,,,,Les Bégoux,24420,ANTONNE-ET-TRIGONANT,24011,+33 5 53 35 22 14,+33 6 80 31 20 10,http://cheval-dordogne.fr/,0.85249011,45.2326016,Oui,"
",Equitation # Randonnée équestre,Equestre,,Bienvenue à la Ferme,,,,,,
ASCAQU040FS000JU,11/02/2015,Activité sportive,Cheval Nature,,,1085 route du Hourm,,40110,YGOS-SAINT-SATURNIN,40333,+33 6 20 87 33 27,,www.centre-equestre-landes.fr, -0.7340700,43.9749200,,"
",Equitation,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU040V50350P,30/04/2015,Activité sportive,Cheval Nature sur le site d'Arjuzanx,"Site d'Arjuzanx
",,,,40110,ARJUZANX,40009,+33 6 20 87 33 27,,www.centre-equestre-landes.fr, -0.8536110,44.0211110,,"
",Equitation,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU047FS0000F,16/03/2015,Activité sportive # Formule itinérante,Cheval Voyages,,,,Tourette,47290,LOUGRATTE,47152,+33 5 53 41 66 50,+33 6 81 58 41 29,www.cheval-voyages.over-blog.com,0.6235880,44.5839190,,"
",Equitation # Equitation # Equitation,Equestre Equestre,,,,,,,,
ASCAQU064FS00097,07/05/2015,Activité sportive,Chevaux du Lac,,,Lac de Bious Artigues,,64440,GABAS,64320,+33 5 59 82 70 79,+33 6 76 34 06 12 # +33 6 45 23 33 10,http://www.lacabaline.ffe.com, -0.4530454,42.8678343,,"
",Randonnée équestre # Randonnée avec âne porteur,Equestre,,,01/01/2015|01/06/2015||||| # 15/06/2015|15/09/2015||||| # 15/10/2015|31/12/2015|||||,"Tarif de base|17,00|17,00|Tour du Lac # Tarif de base|32,00|32,00|2 h # Tarif de base|45,00|45,00|1/2 journée # Tarif de base|80,00|80,00|1 journée # Tarif de base|165,00|165,00|Petite Rando Bivouac 1 jour 1/2 # Tarif de base|360,00|360,00|Rando  Transhumance 3 jours # Tarif de base|215,00|215,00|Rando 2 jours # Tarif de base|340,00|340,00|Rando 3 jours # Tarif de base|9,00|17,00|Location âne et poney  1/2h ou 1h # Tarif de base|50,00|50,00|Location âne et poney journée",,,,
ASCAQU047FS00050,19/03/2015,Activité sportive,Club Hippique de Belloc,,,Route de Fals,,47390,LAYRAC,47145,+33 5 53 67 03 51,+33 6 48 77 92 24,http://clubhippiquedebelloc.e-monsite.com/,0.6606890,44.1346730,,"
",Equitation # Equitation # Equitation # Equitation # Randonnée équestre # Balade à poney # Equitation,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU064FS00002,11/02/2015,Activité sportive,Club Hippique de Biarritz,,,Allée Gabrielle Dorziat,,64200,BIARRITZ,64122,+33 5 59 23 52 33 # +33 5 59 23 90 09,,www.biarritzcheval.com, -1.5647363,43.4596477,Oui,"
",Equitation # Equitation # Equitation,,,,02/01/2015|24/12/2015||||| # 26/12/2015|31/12/2015|||||,,,,,
ASCAQU040FS001I6,25/02/2015,Activité sportive,Club hippique de Lavigne,"Airial de Lavigne
",,,,40410,MOUSTEY,40200,+33 5 58 07 75 60,+33 6 87 57 04 64,www.taristourisme.com, -0.7516260,44.3661130,Oui,"
",Equitation # Randonnée équestre,,,,,,,,,
ASCAQU047FS0000K,11/02/2015,Activité sportive,Club Hippique du Marmandais,,,,Les Barthes,47200,MONTPOUILLAN,47191,+33 5 53 93 65 82,+33 6 82 33 90 43,http://chmarmandais.free.fr,0.1036720,44.4689470,,"
",Equitation,,,,01/01/2015|31/12/2015|09:00|12:00|14:00|20:00|Dimanche - Lundi,,,,,
ASCAQU047FS00004,11/02/2015,Activité sportive,Club Hippique et Poney-Club de Poudenas,,,,L'Hoste,47170,POUDENAS,47211,,+33 6 86 70 38 25,elevagedelhoste.e-monsite.com,0.2085900,44.0448960,,"
",Equitation # Equitation # Equitation # Equitation,,,Bienvenue à la Ferme,,,,,,
ASCAQU033FS00159,26/02/2015,Activité sportive,Club Hippique La Gourmette,"Comète
",BP 9,,,33210,LANGON,33227,+33 5 56 63 07 46,+33 6 61 59 12 38,www.la-gourmette-langon.com, -0.271135,44.536646,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|||||,"Tarif de base|36,00|36,00|Promenade 1/2 journée cheval ou poney # Tarif de base|62,00|62,00|Promenade journée à cheval ou poney # Tarif de base|50,00|50,00|Stage à la journée",,,,
ASCAQU024FS00066,16/02/2015,Activité sportive,Comptoir Sports Nature du Périgord Noir,,,,Montfort,24200,CARSAC-AILLAC,24082,,+33 6 71 76 34 01 # +33 6 15 94 77 82,www.sports-nature-perigord.com ,1.26462936,44.8632608,Oui,"
",Canoé kayak # Equitation # Equitation # Escalade # Montgolfière  # Multisport # Orientation # Randonnée équestre # Randonnée pédestre # Spéléologie # Tir à l’arc # Tir à l’arc # VTT,,,,,,,,,
ASCAQU047FS00054,11/02/2015,Activité sportive,Côté Poney,,,,Guillery,47230,POMPIEY,47207,+33 6 88 87 61 59,+33 6 84 04 70 45,www.coteponey-47.ffe.com,0.23103475,44.1858353,Oui,"
",Equitation # Randonnée équestre # Balade à poney,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU04001QBI0Q,29/05/2015,Activité sportive,Domaine de Lassalle,,,Quartier Mines,,40300,SAINT-LON-LES-MINES,40269,,+33 6 87 56 11 91,centre.equestre.st-lon-les-mines.chez-alice.fr/, -1.1267740,43.6140720,,"
",Equitation # Equitation # Equitation # Equitation,,,,02/01/2015|31/12/2015|||||,,,,,
ASCAQU04001TC4TI,11/02/2015,,Domaine d'Equus ,,,Route des Bruyères,,40140,MAGESCQ,40310,+33 5 58 47 60 09,+33 6 60 17 56 12 # +33 6 12 41 07 35,, -1.1872427,43.7746879,,"
",Equitation # Equitation # Equitation,,,,,,,,,
ASCAQU024FS000E7,11/02/2015,Activité sportive,Domaine des Garennes SARL,,,,Les Garennes,24590,NADAILLAC,24301,+33 5 53 51 05 51,,www.domainedesgarennes.com ,,,,"
",Equitation,,,,,,,,,
ASCAQU040FS001OA,22/05/2015,Activité sportive,Domaine du Massey,,,2641 route du Massey,,40300,SAINT-CRICQ-DU-GAVE,40254,,+33 6 18 42 63 79,, -0.9960361,43.5126327,Oui,"
",Equitation,,,,,,,,,
ASCAQU024V502TYQ,10/03/2015,Activité sportive,EARL Les Flandres Occitanes,,,,,24290,AURIAC-DU-PERIGORD,24018,,+33 6 07 91 68 63,,1.1350540,45.1071720,,"
",Attelage,,,Bienvenue à la Ferme,,,,,Point restauration,
ASCAQU040015IQFM,11/02/2015,Activité sportive,Ecole d'équitation du Menusé,,,148 route de Caplanne,,40230,SAINT-JEAN-DE-MARSACQ,40264,+33 5 58 77 78 21,,http://www.le-menuse.ffe.com, -1.2558597,43.6277491,,"
",Equitation # Equitation # Equitation # Randonnée équestre,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU040FS000S1,11/02/2015,Activité sportive,Ecole d'équitation western,"Wild Wild West Barn
",373 avenue de l'océan,,,40270,BORDERES-ET-LAMENSANS,40049,+33 6 07 75 49 69,,laccalmie.com, -0.3628000,43.7739000,,"
",Equitation,Equestre,,,,,,,,
ASCAQU047FS0000R,11/02/2015,Activité sportive,Ecurie du Battan,,,,,47130,BAZENS,47022,+33 5 53 67 43 04,,,0.4322450,44.2618250,,"
",Randonnée équestre # Randonnée équestre # Randonnée équestre,,,,,,,,,
ASCAQU047FS0009R,05/03/2015,Activité sportive,Ecurie du Galop,,,,Le Forçat,47200,VIRAZEIL,47326,,+33 6 60 44 00 37,http://www.dugalop-47.ffe.com,0.235892,44.532472,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|09:00|12:00|14:00|19:00|Dimanche - Jeudi,,,,,
ASCAQU040FS001P9,11/02/2015,,Ecurie Timaly,"Route de Boos
",Lelanne,,,40370,RION-DES-LANDES,40243,+33 6 73 90 77 11,,, -0.9519481,43.9236772,Oui,"
",Equitation,,,,,,,,,
ASCAQU047FS00053,19/03/2015,Activité sportive,Ecuries Chevalons Ensemble,,,,Lazigoles,47240,BON-ENCONTRE,47032,,+33 6 22 24 60 42,http://chevalons-ensemble.e-monsite.com/,0.6684380,44.1861160,,"
",Equitation # Randonnée équestre,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU024FS0000M,11/02/2015,Activité sportive,Ecuries de Camberoux,,,,,24510,SAINTE-FOY-DE-LONGAS,24407,+33 5 53 22 61 21,,,0.7501719,44.9258370,,"
",Equitation,,,,,,,,,
ASCAQU024FS000DR,11/02/2015,Activité sportive,Ecuries de Monsejour,,,,,24240,GAGEAC-ET-ROUILLAC,24193,+33 5 53 74 13 75,+33 6 78 82 21 68,,0.36024775,44.7971624,Oui,"
",Equitation # Randonnée équestre,,,,,,,,,
ASCAQU024FS000DT,22/05/2015,Activité sportive,Ecuries Loisirs de Chanterac,,,,Lieu dit Puybeaudeau,24190,CHANTERAC,24104,,+33 6 63 01 30 09,,0.44353006,45.1675456,Oui,"
",Equitation # Randonnée équestre,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU024FS0008N,02/06/2015,Activité sportive,Elevage du Riol,,,,La Faye,24630,JUMILHAC-LE-GRAND,24218,+33 5 53 52 23 53,+33 6 86 78 50 19,www.riol24.com,1.0624740,45.4947210,,"
",Equitation # Randonnée équestre,,,Bienvenue à la Ferme,01/01/2015|31/12/2015|09:00|12:00|14:00|18:00|,,,,,
ASCAQU024FS000ES,11/02/2015,Activité sportive,Elevage et écuries d'Alemps,,,,Lieu dit Chignac,24460,SAINT-FRONT-D'ALEMPS,24408,+33 5 53 06 34 27,+33 6 82 13 24 77,,,,,"
",Equitation,,,,,,,,,
ASCAQU040FS000M4,11/02/2015,Activité sportive,Equi Aventure,,Bâtiment 6,1660 route de Biscarrosse,,40460,SANGUINET,40287,+33 5 58 08 96 52,+33 6 17 93 06 05,www.equiaventure.fr , -1.0896511,44.4630366,,"
",Equitation # Equitation # Randonnée équestre,,,,,"|||forfait week end (hébergement, repas, matériel, cheval, accompagnateur) # |||forfait journée (repas, matériel,cheval et accompagnateur) # |||1h30 niveau confirmé # |||1h débutant # |||baptême adulte débutant # |||baptême enfant débutant",,,,
ASCAQU024FS0006F,11/02/2015,Activité sportive # Formule itinérante,Espritrando et les Ecuries de Soupetard,,,Soupetard,,24560,BOUNIAGUES,24054,+33 6 81 03 06 31,,www.espritrando.com ,0.5428954,44.7620053,,"
",Equitation,Equestre,,,,,,,,
ASCAQU040FS001CA,11/02/2015,,Etrier du Marsan,"La Hiroire
",Chemin des sports,,,40000,MONT-DE-MARSAN,40192,+33 5 58 06 34 18,,www.etrierdumarsan.com, -0.479674,43.894504,Oui,"
",Equitation,,,,,,,,,
ASCAQU024FS0004O,11/02/2015,Activité sportive,Ferme de Fonluc,,,,,24620,LES EYZIES-DE-TAYAC-SIREUIL,24172,+33 5 53 35 30 06,,www.fonluc.com,1.00181579,44.9494315,Oui,"
",Equitation,,,,,|||/ 2 heures ,,,,
ASCAQU024FS000DI,02/06/2015,Activité sportive # Formule itinérante,Ferme de Grand Jean,,,Chemin de Grand Jean,,24100,CREYSSE,24145,+33 5 53 74 02 18,+33 6 27 16 73 11,www.lafermedegrandjean.moonfruit.com,0.54131020,44.8774543,Oui,"
",Equitation # Randonnée équestre,Equestre,,Bienvenue à la Ferme,,,,,,
ASCAQU024FS0008Q,11/02/2015,Activité sportive,Ferme équestre,,,,Bord,24270,SAVIGNAC-LEDRIER,24526,+33 5 53 52 70 11,+33 6 66 88 22 88,,1.2200310,45.3633680,,"
",Equitation,,,Bienvenue à la Ferme,,,,,,
ASCAQU047FS0000M,11/02/2015,Activité sportive,"Ferme Equestre ""A SHIBAU""",,,,La Bourdette,47600,LE SAUMONT,47287,,+33 6 87 11 72 94,www.ashibau.fr,0.458190,44.121099,Oui,"
",Randonnée équestre # Equitation,,,,,,,,,
ASCAQU040FS0006D,11/02/2015,Activité sportive,Ferme équestre Bénesse Vieux,,,5376 route de Labernade,,40170,LIT-ET-MIXE,40157,+33 5 58 42 72 54,+33 6 89 13 00 71,http://ferme-equestre-benesse.jimdo.com/ , -1.1998701,44.0063051,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU040FS0010E,20/02/2015,Activité sportive,Ferme Equestre de Bertron,"350 Bertron
",,,,40360,CASTELNAU-CHALOSSE,40071,+33 5 58 55 33 10,+33 6 85 26 10 86,https://www.fe-de-bertron.ffe.com, -0.8374094,43.6508303,,"
",Equitation,,,,,,,,,
ASCAQU024FS00009,02/06/2015,Activité sportive,Ferme Equestre de Gueyte,,,,,24100,BERGERAC,24037,,+33 6 88 18 21 28 # +33 6 89 33 13 10,www.fermeequestredegueyte.com,0.4833920,44.8538060,,"
",Equitation,,,Bienvenue à la Ferme,01/01/2015|31/12/2015|||||,,,,,
ASCAQU024FS0000O,11/02/2015,Activité sportive,Ferme Equestre de la Franval,,,,La Franval,24260,SAINT-FELIX-DE-REILLAC-ET-MORTEMART,24404,+33 5 53 03 23 98 # +33 6 83 61 75 30,,www.fermelafranval.com,0.89100837,45.0362917,Oui,"
",Equitation,,,Bienvenue à la Ferme,,,,,,
ASCAQU04001WBBMK,11/02/2015,Activité sportive,Ferme Equestre de Peylin,,,191 impasse de Peylin,,40180,RIVIERE-SAAS-ET-GOURBY,40244,+33 5 58 97 51 04,+33 6 80 08 16 75,http://www.peylin-ferme.fr/, -1.1638777,43.6805755,,"
",Equitation # Equitation # Randonnée équestre,,,Bienvenue à la Ferme,18/04/2015|04/05/2015||||| # 04/07/2015|31/08/2015||||| # 17/10/2015|02/11/2015|||||,,,,,
ASCAQU024FS0000I,02/06/2015,Activité sportive,Ferme equestre de Sardin,"Ferme equestre de Sardin
",,,,24580,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,24356,+33 5 53 05 46 10,+33 6 81 22 49 99 # +33 6 86 41 14 38,www.sardin-equestre.com,0.92824280,45.0736948,Oui,"
",Equitation,,,Bienvenue à la Ferme # Qualité Tourisme,01/01/2015|31/12/2015|||||,,,,,
ASCAQU024FS0000B,11/02/2015,Activité sportive,Ferme Equestre de Simon,,,,,24250,CENAC-ET-SAINT-JULIEN,24091,+33 5 53 28 23 94,,http://www.fesimon-24.ffe.com,1.2039645,44.7986657,,"
",Equitation,,,,,,,,,
ASCAQU040015IQFN,11/02/2015,Activité sportive,Ferme équestre Domaine de Las Peyres,,,Route de Tosse,,40230,SAUBION,40291,+33 5 58 77 44 82,,www.laspeyres.fr, -1.3411891,43.6793507,,"
",Equitation # Randonnée équestre,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU033FS000S6,11/02/2015,Activité sportive,Ferme équestre du Branna,"1 le Branna
",,,,33430,CUDOS,33144,,+33 6 76 49 83 30,, -0.1831624,44.3725562,,"
",Equitation,,,,01/01/2015|31/12/2015|||||,"Tarif de base|12,00|50,00|",,,,
ASCAQU047V5030M0,04/06/2015,Activité sportive,Ferme équestre du Mail équitation western,,,,Moulin du mail,47300,PUJOLS,47215,+33 5 53 70 46 39,+33 7 82 67 97 27,,0.68467492,44.3684765,Oui,"
",Equitation # Equitation # Equitation # Equitation,,,,01/01/2015|31/12/2015|09:00|||18:00|Lundi,"Tarif de base|15,00|25,00|cours adulte de 30 minutes à 1h # Tarif de base|150,00|250,00|carte adulte 10 leçons (+ 1 gratuite) de 30min ou 1h # Tarif de base|10,00|15,00|tarifs enfants de 30 minutes à 1h # Tarif de base|100,00|150,00|carte enfant 10 leçons (+ 1 gratuite) de 30min ou 1h # Tarif de base|20,00|35,00|Balade 1h ou 2h # Tarif de base|8,00||Tour en poney",,,,
ASCAQU040015IQKR,11/02/2015,,Ferme équestre du Pouy,,,Route de l'Adour,,40390,SAINT-MARTIN-DE-HINX,40272,,+33 6 15 43 03 80,, -1.2568170,43.5845800,,"
",Equitation # Equitation,,,Bienvenue à la Ferme,,,,,,
ASCAQU024FS0004C,11/02/2015,Activité sportive # Formule itinérante,Ferme équestre HIPPOCAMP',,,,Pierre Edmond,24800,LEMPZOURS,24238,+33 5 53 52 61 99,+33 6 85 21 09 88,www.hippocamp.fr,0.83363056,45.3561034,Oui,"
",Equitation # Randonnée équestre,Equestre,,Bienvenue à la Ferme,,,,,,
ASCAQU047FS0006J,11/02/2015,Activité sportive,Ferme équestre La Gravade,,,,Bouillaguet,47110,SAINTE-LIVRADE-SUR-LOT,47252,,+33 6 84 51 42 84,www.ferme-equestre-lagravade.sitew.com,0.5880350,44.3978240,,"
",Equitation # Randonnée équestre # Equitation # Equitation # Equitation,,,Bienvenue à la Ferme,01/01/2014|31/12/2014|09:00|12:00|14:00|18:30|Dimanche - Vendredi,"Tarif de base|14,00|18,00|14€ heure licencié, 18€ heure passager # Tarif de base|35,00|60,00|stage licencié demi-journée et journée # Tarif de base|40,00|70,00|stage demi-journée, journée non licencié # Tarif de base|10,00|100,00|10€ la demi-heure et 100€ l'abonnement de 10 séances de demi-heure # Tarif de base|139,00||Abonnement licencié 10h # Tarif de base|70,00||Abonnement découverte 4h",,,,
ASCAQU024FS0007P,11/02/2015,Activité sportive,Ferme Equestre Le Bugou,,,,Le Bugou,24170,SAGELAT,24360,+33 5 53 28 27 94,+33 6 83 58 64 55,,1.020416,44.7739612,Oui,"
",Equitation,,,,,,,,,
ASCAQU033FS000HW,13/03/2015,Activité sportive,Ferme équestre Les Ecuries du Lac d'Hostens,"11 route de Louchats
",,,,33125,HOSTENS,33202,+33 5 56 88 77 71,+33 6 85 53 19 97,www.equitation-aquitaine.com , -0.2393388,44.376646,Oui,"
",Equitation # Randonnée équestre,,,Bienvenue à la Ferme,01/01/2015|31/12/2015|||||,"Tarif de base|12,00|55,00|",,,,
ASCAQU064FS000CF,28/05/2015,Activité sportive,Ferme Équestre Lo Casau,,,7 RN 117,,64420,ARTIGUELOUTAN,64059,+33 5 59 81 86 86,+33 6 86 41 04 02,http://www.gites64.com/lo-casau, -0.2464895,43.2825669,,"
",Equitation # Randonnée équestre,,,Bienvenue à la Ferme,01/01/2015|21/12/2015|||||,"Tarif de base|10,00||Promenade 1/2 heure # Tarif de base|18,00||Heure découverte # Tarif de base|20,00||Cours (non adhérents) # Tarif de base|27,00|47,00|mini 1/2 journée / maxi journée",,,,
ASCAQU024FS0000L,16/03/2015,Activité sportive,Ferme Equestre/Poney-club de Belle Oreille,,,,Belle oreille,24260,SAINT-AVIT-DE-VIALARD,24377,+33 5 53 07 80 61,+33 6 19 85 00 19,www.belleoreille.com,0.85933685,44.9514360,Oui,"
",Equitation,,,Bienvenue à la Ferme,,"Tarif de base|10,00|10,00|Tarif circuits balisés (pour les tout-petits) de 20 mn à 1h # Tarif de base|15,00|15,00|tarif membres leçons ou promenades : 1h # Tarif de base|17,00|17,00|Tarif passagers leçons ou promenades : 1h",,,,
ASCAQU047V502SJ6,12/03/2015,Activité sportive,Haras d'Aeden,,,,La Dague,47230,FEUGAROLLES,47097,,+33 6 63 29 43 83,www.haras-daeden.fr,0.36739479,44.2249960,Oui,"
",Equitation # Equitation # Equitation # Equitation # Equitation,,,,01/01/2015|31/12/2015|09:00|12:00|12:00|18:00|,"Tarif de base|25,00||Tarif balade, une heure adulte # Tarif réduit|20,00||Tarif une heure, enfant",,,,
ASCAQU040FS0011C,15/04/2015,Activité sportive,Haras de Musemeou,"210 Chemin de Musemeou
",,,,40120,SARBAZAN,40288,,+33 6 13 06 89 03,, -0.3223211,44.0284308,Oui,"
",Equitation,Equestre,,,01/01/2015|31/12/2015|||||,|||se renseigner,,,,
ASCAQU024FS00012,11/02/2015,Activité sportive,La Bride du Cazals,,,,,24540,VERGT-DE-BIRON,24572,+33 5 53 63 15 49,,,0.8415970,44.6333890,,"
",Equitation,,,,,,,,,
ASCAQU024FS0009D,11/02/2015,Activité sportive,La Ferme équestre du Naudonnet,,,,Le Naudonnet,24310,BOURDEILLES,24055,+33 5 53 08 66 74,,,0.58806353,45.3065266,Oui,"
",Equitation,,,,,,,,,
ASCAQU024FS00051,11/02/2015,Activité sportive,La Forêt a Cheval,"La Forêt
",,,Brignac la Plaine,19310,TERRASSON-LAVILLEDIEU,24547,+33 5 55 85 29 32,+33 6 87 34 09 90,,1.3093707,45.2262486,Oui,"
",Equitation,,,,,,,,,
ASCAQU024FS0000A,11/02/2015,Activité sportive,La Vallée des Châteaux à cheval - Poney Club,,,,La Treille,24250,CASTELNAUD-LA-CHAPELLE,24086,+33 5 53 29 51 86,+33 6 07 38 14 88,http://www.la-vallee-des-chateaux.weonea.com,1.13219261,44.8308565,Oui,"
",Equitation,,,Bienvenue à la Ferme,,,,,,
ASCAQU033FS0005H,02/06/2015,Activité sportive,Lacanau Equi-passion,"114 avenue de Bordeaux
",,,,33680,LACANAU VILLE,33214,,+33 6 77 75 97 28,www.lacanau-equipassion.fr, -1.0496556,44.9765059,Oui,"
",Equitation,,,Famille Plus,01/01/2015|31/12/2015|||||,"Tarif de base|27,00||Cours ou balade 1h",,,,
ASCAQU047FS0006K,11/02/2015,Activité sportive,le Centaure de Lamaurelle,,,,Borde basse de Lamaurelle,47110,DOLMAYRAC,47081,,+33 6 03 04 44 52 # +33 6 89 40 53 55,www.centaurelle.fr,0.5913210,44.3618170,,"
",Equitation # Equitation # Equitation # Equitation,,,,01/01/2014|31/12/2014|08:00|||19:00|,,,,,
ASCAQU04001NQOZN,11/02/2015,Activité sportive,Le Poun's Club,"381, chemin de l'airial
",,,Quartier Jean Blanc,40280,BRETAGNE-DE-MARSAN,40055,+33 5 58 71 12 96,+33 6 64 70 11 11,www.lepounsclub.ffe.com, -0.4597906,43.8474047,Oui,"
",Equitation,,,,,,,,,
ASCAQU04001WBBMS,23/02/2015,Activité sportive,Le Ranch d'Elvire,"Route de Sore
",Haras du Capdessus,,,40630,TRENSACQ,40319,+33 5 58 07 05 98,,www.leranch-elvire.ffe.com, -0.7454772,44.2148614,Oui,"
",Equitation # Equitation # Randonnée équestre,,,,,,,,,
ASCAQU047FS0007N,11/02/2015,Activité sportive,L'écurie des collines,,,,Bonnefous,47300,PUJOLS,47215,,+33 6 33 65 23 73,www.ecuriedescollines.com,0.6902110,44.3864820,,"
",Equitation # Equitation,,,,01/01/2014|31/12/2014|09:00|||20:00|,"Tarif de base|15,00|35,00|selon la durée (1h, 2h ou 1/2 journée) # Tarif de base|55,00||journée # Tarif de base|200,00||week-end",,,,
ASCAQU024FS0004M,11/02/2015,Activité sportive,Les Amis des chevaux,,,,Jayac,24530,QUINSAC,24346,,+33 6 85 05 60 72,,0.7192701,45.4185688,,"
",Equitation # Equitation,,,,,,,,,
ASCAQU033FS000WG,16/02/2015,Activité sportive,Les Balad'Anne,"11 chemin des Oiseaux
",,,,33780,SOULAC-SUR-MER,33514,,+33 6 45 78 54 00,, -1.1133956,45.5002109,Oui,"
",Equitation # Randonnée avec âne porteur,,,,01/04/2015|31/10/2015|||||,"Tarif de base|20,00|20,00|balade d'une heure en forêt # Tarif de base|30,00|30,00|balade de 2h en forêt et plage",,,,
ASCAQU024FS0008J,11/02/2015,Activité sportive,Les Balzanes,,,,aux Aliziers,24300,ABJAT-SUR-BANDIAT,24001,+33 5 53 56 67 18,+33 6 70 28 14 77,www.les-balzanes.com,0.7581990,45.5856550,,"
",Equitation,,,,,,,,,
ASCAQU024FS0000T,11/02/2015,Activité sportive,Les Cavaliers de la Vezere,"Le Pré de Barre
",,,,24290,SERGEAC,24531,+33 6 30 47 86 51,+33 6 75 24 25 03,,1.10691547,45.0132996,Oui,"
",Equitation,,,Qualité Tourisme,01/01/2015|31/12/2015|09:00|12:00|14:00|18:00|,,,,,
ASCAQU047FS000AO,11/02/2015,Activité sportive,Les chevaux d'Eole,,,,Lamartigne,47120,LOUBES-BERNAC,47151,,+33 6 45 89 10 34,www.leschevauxdeole.com,0.30661940,44.7320097,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU040FS001ML,11/02/2015,,"Les Ecuries ""EL CASERIO""",,,,,40300,SAINT-CRICQ-DU-GAVE,40254,,+33 6 51 22 92 13,, -1.0135740,43.5343380,,"
",Equitation # Equitation # Equitation,,,,,,,,,
ASCAQU033FS00015,11/02/2015,Activité sportive,Les Ecuries d'Andernos,"Route de Bordeaux
",,,,33510,ANDERNOS-LES-BAINS,33005,+33 5 56 82 27 16,+33 6 95 76 72 74,, -1.072426,44.758052,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU064FS000RU,19/05/2015,Activité sportive,Les Ecuries de Barétous,"La Papeterie
",Route de Barcus,,,64570,LANNE-EN-BARETOUS,64310,+33 5 59 34 51 58,+33 6 12 05 64 89,www.centre-equestre-pyrenees-atlantiques.fr, -0.758866,43.11284,Oui,"
",Equitation # Balade à poney,,,,01/01/2015|31/12/2015|||||,,,,,
ASCAQU040FS0018K,11/02/2015,,Les Ecuries de la Juzère,"Chemin de Parebille
",,,,40390,SAINTE-MARIE-DE-GOSSE,40271,+33 6 19 88 98 08,,www.ecuriesdelajuzere-40.ffe.com, -1.2388410,43.5568100,,"
",Equitation # Randonnée équestre,,,,,,,,,
ASCAQU033FS00063,11/02/2015,Activité sportive,Les Ecuries de Libet,"3 lieu-dit Libet
",,,,33430,BERNOS-BEAULAC,33046,+33 5 56 25 46 35,+33 6 80 59 19 97,www.lesecuriesdelibet.com, -0.2674484,44.3814162,Oui,"
",Equitation,,,,01/01/2015|31/12/2015|||||,"Tarif de base|27,00||l'heure de promanade pour cavalier confirmé à partir de 13 ans.",,,,
ASCAQU033FS0017V,17/02/2015,Activité sportive,Les Ecuries de Louchats,"59 bis avenue François Mauriac
",,,,33125,LOUCHATS,33251,,+33 6 61 41 69 24,www.equitation-louchats.com, -0.5645706,44.5016386,,"
",Equitation,,,,01/01/2015|31/12/2015|||||,"Tarif de base|15,00|15,00|Balade en main enfant # Tarif de base|30,00|30,00|Promenade adulte (1h30)",,,,
ASCAQU024FS0005H,11/02/2015,Activité sportive,Les Ecuries de Milhac,,,,Mazerou,24470,MILHAC-DE-NONTRON,24271,,+33 6 88 33 25 57,www.lesecuriesdemilhac.fr,0.8157597,45.4868092,Oui,"
",Equitation # Randonnée équestre,,,Bienvenue à la Ferme,,,,,,
ASCAQU024FS0009E,11/02/2015,Activité sportive,Les Ecuries de Puynadal,,,,,24310,BRANTOME,24064,,+33 6 35 55 96 09,www.puynadal.ffe.com,0.6473940,45.3651870,,"
",Equitation,,,,,,,,,
ASCAQU047FS0002R,11/02/2015,Activité sportive,Les écuries de Saint Damien,,,,Saint-Damien,47270,LA SAUVETAT-DE-SAVERES,47289,,+33 6 83 34 17 03,http://ecuries-de-saint-damien.ffe.com/,0.78105926,44.2197307,Oui,"
",Equitation # Equitation # Equitation # Equitation # Equitation # Balade à poney,,,Bienvenue à la Ferme,,,,,,
