Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C74,,,A7476,R41     ,Participations de la sécurité sociale et des organismes mutualistes,E,3000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C74,,,A7475,R928    ,Autres groupements de collectivités. collectivités à statut particulier et établissements publics,E,9653.58,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C74,,,A7475,R61     ,Autres groupements de collectivités. collectivités à statut particulier et établissements publics,E,70000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C74,,,A7474,R821    ,Participations des communes et structures intercommunales,E,65641.38,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C74,,,A7473,R80     ,Participations des départements,E,-28200,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C74,,,A7472,R52     ,Participations des régions,E,395565,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C74,,,A7472,R0202   ,Participations des régions,E,25000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C74,,,A74718,R738    ,Autres participations de l Etat,E,37500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C74,,,A74718,R01     ,Autres participations de l Etat,E,-310000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C74,,,A7461,R01     ,DGD,E,-80956,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C731,,,A73125,R01     ,Frais de gestion de la taxe foncière sur les propriétés bâties,E,-711662,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C731,,,A73111,R01     ,Taxe foncière sur les propriétés bâties,E,196324,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C73,,,A7388,R01     ,Autres taxes,E,19009.86,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C73,,,A7362,R01     ,Taxes additionnelle à la taxe de séjour,E,68000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C73,,,A7353,R01     ,Redevance des mines,E,180000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C73,,,A7352,R01     ,Taxe intérieure de consommation sur les produits énergétiques (TICPE),E,700000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C73,,,A7351,R01     ,Taxes sur la consommation finale d électricité,E,500000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C73,,,A7327,R738    ,Taxe d aménagement,E,3000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C73,,,A7324,R71     ,Taxe destinée au financement des dépenses des conseils d architecture. d urbanisme et d environnement,E,11023,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C73,,,A7323,R738    ,Taxe départementale sur les espaces naturel sensibles,E,1440,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C73,,,A7321,R01     ,Taxe départementale de publicité foncière et droit départemental d enregistrement,E,23000000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70878,R821    ,Remboursements des frais par des tiers,E,60000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70878,R621    ,Remboursements des frais par des tiers,E,56769.99,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70878,R52     ,Remboursements des frais par des tiers,E,195722.85,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70878,R50     ,Remboursements des frais par des tiers,E,73449.02,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70878,R40     ,Remboursements des frais par des tiers,E,-1318.81,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70878,R11     ,Remboursements des frais par des tiers,E,-300,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70878,R0202   ,Remboursements des frais par des tiers,E,1000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70872,R0202   ,Remboursements des frais par les budgets annexes,E,4148.21,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70848,R0201   ,Mise à disposition de personnel facturée aux autres organismes,E,78000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A704,R18     ,Travaux,E,2854.16,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70323,R738    ,Redevance d occupation du domaine public départemental,E,3005.2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70323,R621    ,Redevance d occupation du domaine public départemental,E,-59901.57,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70322,R64     ,Droits de stationnement et de location sur le domaine public portuaire et fluvial,E,67845.2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C70,,,A70321,R821    ,Droits de stationnement et de location sur la voie publique,E,100000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C017,,,A75343,R567    ,RSA - Allocations forfaitaires majorées,E,-115000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C017,,,A74783,R567    ,Fonds de mobilisation départemental pour l insertion,E,747000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C016,,,A773,R550    ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,100000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C016,,,A747811,R550    ,Dotation versée au titre de l APA,E,-77000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C015,,,A7714,R5471   ,Recouvrements sur créances admises en non valeur,E,15000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C013,,,A6479,R0201   ,Remboursements sur autres charges sociales,E,2590.35,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2017,D2,09/11/2017,R,F,OR,C013,,,A6419,R0201   ,Remboursements sur rémunérations du personnel,E,-25000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2017,D2,09/11/2017,D,I,OR,C27,,,A2761,R01     ,Créances pour avances en garanties d emprunt,E,-4563.18,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2017,D2,09/11/2017,D,I,OR,C27,,,A275,R01     ,Dépots et cautionnements versés,E,-5000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2017,D2,09/11/2017,D,I,OR,C26,,,A261,R01     ,Titres de participation,E,820000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
