Maison des associations;Date ;Heure de d‚but;Heure de fin;Activit‚;Type de r‚servation;Association
NICE-EST SAINT ROCH;13/01/2020;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;13/01/2020;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;13/01/2020;18H00;20H00;CULTURE;ATELIER;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;13/01/2020;19H00;21H00;THEATRE;COURS;FOX 'ART ASSOCIATION
NICE-EST SAINT ROCH;13/01/2020;19H00;21H00;DANSE;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;13/01/2020;19H00;21H00;DANSE;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;13/01/2020;19H00;21H00;COMMUNICATION;REUNION;LUNDI CLINIQUE
NICE-EST SAINT ROCH;13/01/2020;19H00;21H00;SPORT;COURS;FIT'4 U
NICE-EST SAINT ROCH;14/01/2020;09H00;14H00;CULTURE;ATELIER;CFE-CGC
NICE-EST SAINT ROCH;14/01/2020;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;14/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;14/01/2020;09H00;12H00;EMPLOI;COURS;AXPERIENCE
NICE-EST SAINT ROCH;14/01/2020;09H00;18H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES
NICE-EST SAINT ROCH;14/01/2020;09H00;12H00;PROXIMITE;COURS;ASSOCIATION MEDIATION CITE
NICE-EST SAINT ROCH;14/01/2020;09H00;17H00;HUMANITAIRE;REUNION;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES
NICE-EST SAINT ROCH;14/01/2020;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;14/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;14/01/2020;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;14/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;14/01/2020;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;14/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;14/01/2020;09H00;12H00;SOCIAL;REUNION;AAVAA - ASSOCIATION D'ASSISTANCE AUX VICTIMES D'ACCIDENTS ET D'AGRESSIONS
NICE-EST SAINT ROCH;14/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;14/01/2020;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES
NICE-EST SAINT ROCH;14/01/2020;09H00;17H00;CITOYENNETE;PERMANENCE;SPIP
NICE-EST SAINT ROCH;14/01/2020;13H00;17H00;LOISIRS;ATELIER;NICE TAROT CLUB
NICE-EST SAINT ROCH;14/01/2020;14H00;17H00;HANDICAP;REUNION;AVH - ASSOCIATION VALENTIN HAUY - COMITE DE NICE
NICE-EST SAINT ROCH;14/01/2020;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;14/01/2020;14H00;16H00;CITOYENNETE;ATELIER;CLIC TON CODE
NICE-EST SAINT ROCH;14/01/2020;14H00;17H00;SENIORS;ATELIER;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;14/01/2020;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;14/01/2020;17H00;21H00;DANSE;COURS;L'DANSE
NICE-EST SAINT ROCH;14/01/2020;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE CORVESY GV CORVESY
NICE-EST SAINT ROCH;14/01/2020;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;14/01/2020;18H00;21H00;CHANT;COURS;AZURUS
NICE-EST SAINT ROCH;14/01/2020;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO-JAPONAIS
NICE-EST SAINT ROCH;14/01/2020;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;14/01/2020;18H00;19H00;THEATRE;COURS;COMPAGNIE DE L'ECHO ERRANT
NICE-EST SAINT ROCH;14/01/2020;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;14/01/2020;18H00;21H00;MUSIQUE;COURS;NHA MITA PEREIRA
NICE-EST SAINT ROCH;14/01/2020;19H00;21H00;THEATRE;COURS;COMPAGNIE DE L'ECHO ERRANT
NICE-EST SAINT ROCH;14/01/2020;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;14/01/2020;19H00;20H00;DANSE;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;14/01/2020;19H00;21H00;CULTURE;COURS;SUN RIVIER'ART
NICE-EST SAINT ROCH;14/01/2020;19H00;21H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;14/01/2020;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;14/01/2020;19H00;20H00;CULTURE;COURS;NUX VOMICA
NICE-EST SAINT ROCH;15/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;15/01/2020;09H00;12H00;HUMANITAIRE;PERMANENCE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES
NICE-EST SAINT ROCH;15/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;15/01/2020;09H00;12H00;SOCIAL;REUNION;ALAID
NICE-EST SAINT ROCH;15/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;15/01/2020;09H00;12H00;PROXIMITE;COURS;ASSOCIATION MEDIATION CITE
NICE-EST SAINT ROCH;15/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;15/01/2020;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;15/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;15/01/2020;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;15/01/2020;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES
NICE-EST SAINT ROCH;15/01/2020;10H00;12H00;SOCIAL;COURS;ASSISTANCE SOUTIEN ACCOMPAGNEMENT A LA PERSONNE (ASAP 06)
NICE-EST SAINT ROCH;15/01/2020;10H00;18H00;ENSEIGNEMENT;COURS;CLUB EXCELLENCE 06
NICE-EST SAINT ROCH;15/01/2020;10H00;12H00;CULTURE;EXAMEN;MENSA COTE D'AZUR
NICE-EST SAINT ROCH;15/01/2020;11H00;12H00;ACTIVITE BIEN ETRE;COURS;HYN - HATHA YOGA NICE
NICE-EST SAINT ROCH;15/01/2020;11H00;12H00;LOISIRS;ATELIER;BRIN D'SOLEIL
NICE-EST SAINT ROCH;15/01/2020;14H00;17H00;PROXIMITE;COURS;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;15/01/2020;14H00;16H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;15/01/2020;14H00;17H00;SOCIAL;REUNION;ALAID
NICE-EST SAINT ROCH;15/01/2020;14H00;18H00;LOISIRS;COURS;LE CLAN DES BOULEGANS
NICE-EST SAINT ROCH;15/01/2020;14H00;16H00;LOISIRS;COURS;CLUB DES CHIFFRES ET DES LETTRES DE NICE
NICE-EST SAINT ROCH;15/01/2020;14H00;19H00;THEATRE;ATELIER;CREATION
NICE-EST SAINT ROCH;15/01/2020;15H00;16H00;COURS DE LANGUE;COURS;ANLV - ACADEMIE NICOISE DES LANGUES VIVANTES
NICE-EST SAINT ROCH;15/01/2020;16H00;18H00;DANSE;COURS;L'DANSE
NICE-EST SAINT ROCH;15/01/2020;16H00;18H00;COURS DE LANGUE;COURS;5 PLUS
NICE-EST SAINT ROCH;15/01/2020;16H00;18H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;15/01/2020;16H00;18H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;15/01/2020;16H00;18H00;PROXIMITE;COURS;SEL NICE AZUR PROVENCE
NICE-EST SAINT ROCH;15/01/2020;17H00;19H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
NICE-EST SAINT ROCH;15/01/2020;17H00;20H00;SANTE;ATELIER;ASSOCIATION POUR LA PSYCHANALYSE
NICE-EST SAINT ROCH;15/01/2020;17H00;19H00;DANSE;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;15/01/2020;18H00;21H00;THEATRE;COURS;COUR ET JARDIN
NICE-EST SAINT ROCH;15/01/2020;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO-JAPONAIS
NICE-EST SAINT ROCH;15/01/2020;18H00;20H00;PATRIMOINE;ATELIER;INSTITUT D'ETUDES OCCITANES - IEO06
NICE-EST SAINT ROCH;15/01/2020;18H00;20H00;CULTURE;PERMANENCE;COJEP PACA
NICE-EST SAINT ROCH;15/01/2020;18H00;19H00;SPORT;COURS;GYMNASTIQUE VOLONTAIRE CORVESY GV CORVESY
NICE-EST SAINT ROCH;15/01/2020;18H00;21H00;DANSE;COURS;L'DANSE
NICE-EST SAINT ROCH;16/01/2020;09H00;14H00;DANSE;COURS;ASSOCIATION CORPS ET DANSE
NICE-EST SAINT ROCH;16/01/2020;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;16/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;16/01/2020;09H00;12H00;CITOYENNETE;COURS;CLIC TON CODE
NICE-EST SAINT ROCH;16/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;16/01/2020;09H00;12H00;SOCIAL;COURS;ATIAM - ASSOCIATION TUTELAIRE DES PERSONNES PROTEGEES DES ALPES MERIDIONALES
NICE-EST SAINT ROCH;16/01/2020;09H00;16H00;SANTE;COURS;CENTRE DE SOUTIEN SANTE SOCIAL
NICE-EST SAINT ROCH;16/01/2020;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;16/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;16/01/2020;09H00;12H00;SOCIAL;REUNION;ALAID
NICE-EST SAINT ROCH;16/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;16/01/2020;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES
NICE-EST SAINT ROCH;16/01/2020;09H00;18H00;HUMANITAIRE;REUNION;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES
NICE-EST SAINT ROCH;16/01/2020;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;16/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;16/01/2020;10H00;12H00;HUMANITAIRE;REUNION;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES
NICE-EST SAINT ROCH;16/01/2020;10H00;11H00;ACTIVITE BIEN ETRE;COURS;ASSOCIATION POUR L'ART DU MIEUX ETRE
NICE-EST SAINT ROCH;16/01/2020;11H00;13H00;ACTIVITE BIEN ETRE;COURS;SYNERGIE OPTIMALE
NICE-EST SAINT ROCH;16/01/2020;14H00;16H00;SPECTACLE VIVANT;COURS;CORPS & GRAPHIK
NICE-EST SAINT ROCH;16/01/2020;14H00;17H00;SANTE;REUNION;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;16/01/2020;14H00;16H00;SANTE;COURS;AFD 06 - ASSOCIATION DES DIABETIQUES DES ALPES-MARITIMES
NICE-EST SAINT ROCH;16/01/2020;14H00;17H00;SOCIAL;REUNION;ALAID
NICE-EST SAINT ROCH;16/01/2020;14H00;17H00;ACTIVITE MANUELLE;COURS;LES COUSETTES
NICE-EST SAINT ROCH;16/01/2020;14H00;17H00;EMPLOI;PERMANENCE;APPASCAM ASS. PROMOTION ET PROFESSIONALISATION DE L'ANIMATION SPORTIVE ET CULTURELLE DANS LES A.M.
NICE-EST SAINT ROCH;16/01/2020;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;16/01/2020;16H00;19H00;EMPLOI;COURS;EXPLORATION PROFESSIONNELLE
NICE-EST SAINT ROCH;16/01/2020;17H00;19H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
NICE-EST SAINT ROCH;16/01/2020;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;16/01/2020;18H00;20H00;ACTIVITE BIEN ETRE;COURS;SHANTI-YOGA
NICE-EST SAINT ROCH;16/01/2020;18H00;20H00;COURS DE LANGUE;COURS;ASSOCIATION PASSERELLE FRANCO-JAPONAIS
NICE-EST SAINT ROCH;16/01/2020;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;16/01/2020;18H00;21H00;MUSIQUE;COURS;MUSIQUE ENSEMBLE
NICE-EST SAINT ROCH;16/01/2020;18H00;21H00;CITOYENNETE;REUNION;CNR - COMITE POUR UNE NOUVELLE RESISTANCE
NICE-EST SAINT ROCH;16/01/2020;19H00;21H00;THEATRE;COURS;LE PETIT THEATRE DE LAURE
NICE-EST SAINT ROCH;16/01/2020;19H00;20H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;16/01/2020;19H00;21H00;CULTURE;ATELIER;L'ECOLE DE LA VIE
NICE-EST SAINT ROCH;17/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;17/01/2020;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;17/01/2020;09H00;13H00;PROXIMITE;REUNION;AMM - ALPES MARITIMES MEDIATION
NICE-EST SAINT ROCH;17/01/2020;09H00;21H00;EMPLOI;OCCUPATION PERMANENTE;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES
NICE-EST SAINT ROCH;17/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;17/01/2020;09H00;21H00;SENIORS;OCCUPATION PERMANENTE;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;17/01/2020;09H00;12H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;17/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;17/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;17/01/2020;09H00;21H00;PROXIMITE;OCCUPATION PERMANENTE;MISSION LOCALE NICE COTE D AZUR
NICE-EST SAINT ROCH;17/01/2020;10H00;12H00;SOCIAL;COURS;ASSISTANCE SOUTIEN ACCOMPAGNEMENT A LA PERSONNE (ASAP 06)
NICE-EST SAINT ROCH;17/01/2020;10H00;12H00;HUMANITAIRE;COURS;AGIRabcd06  - ASS. GRALE DES INTERVENANTS RETRAITES
NICE-EST SAINT ROCH;17/01/2020;10H00;11H00;DANSE;COURS;APOLLO DANSE
NICE-EST SAINT ROCH;17/01/2020;13H00;17H00;CITOYENNETE;EXAMEN;CLIC TON CODE
NICE-EST SAINT ROCH;17/01/2020;14H00;17H00;SENIORS;COURS;CONSEIL DES SENIORS DE NICE
NICE-EST SAINT ROCH;17/01/2020;14H00;16H00;THEATRE;COURS;CREATION
NICE-EST SAINT ROCH;17/01/2020;14H00;16H00;PROXIMITE;REUNION;AMM - ALPES MARITIMES MEDIATION
NICE-EST SAINT ROCH;17/01/2020;15H00;16H00;LOISIRS;ATELIER;BRIN D'SOLEIL
NICE-EST SAINT ROCH;17/01/2020;16H00;19H00;CHANT;COURS;COL CANTO
NICE-EST SAINT ROCH;17/01/2020;17H00;19H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
NICE-EST SAINT ROCH;17/01/2020;17H00;19H00;SOUTIEN SCOLAIRE;COURS;APPESE - ASS. POUR LA PROMOTION DE LA PREVENTION ET DE L'ECONOMIE SOCIALE EN EUROPE
NICE-EST SAINT ROCH;17/01/2020;18H00;21H00;CULTURE;CONFERENCE;CEPPI - CENTRE D'ETUDES PARAPSYCHOLOGIQUES ET DES PHENOMENES INEXPLIQUES
NICE-EST SAINT ROCH;17/01/2020;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;17/01/2020;18H00;20H00;SANTE;REUNION;ARA - ACCOMPAGNEMENT ET REPIT DES AIDANTS
NICE-EST SAINT ROCH;17/01/2020;18H00;21H00;CULTURE;COURS;"ASSOCIATION NICOISE ""CHINE HORIZON"""
NICE-EST SAINT ROCH;17/01/2020;18H00;20H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;17/01/2020;18H00;20H00;SOCIAL;REUNION;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;17/01/2020;19H00;21H00;ACTIVITE BIEN ETRE;REUNION;CAUSETTE
NICE-EST SAINT ROCH;17/01/2020;19H00;21H00;DANSE;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;17/01/2020;19H00;21H00;DANSE;COURS;PESVEBI (RACINES)
NICE-EST SAINT ROCH;18/01/2020;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;18/01/2020;10H00;13H00;SOCIAL;COURS;AJAMAT UNE SYNERGIE DIOLA AU SERVICE DU DEVELOPPEMENT HUMAIN
NICE-EST SAINT ROCH;18/01/2020;10H00;12H00;SOCIAL;ATELIER;P.A.R.O.L.E
NICE-EST SAINT ROCH;18/01/2020;10H00;13H00;CULTURE;ATELIER;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;18/01/2020;10H00;11H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;18/01/2020;10H00;11H00;JEUNESSE;COURS;ANPEIP FRANCE - ASS NATIONALE POUR LES ENFANTS INTELLECTUELLEMENT PRECOCES -FEDERATION FRANCE
NICE-EST SAINT ROCH;18/01/2020;10H00;12H00;CULTURE;COURS;FRANCE RUSSIE
NICE-EST SAINT ROCH;18/01/2020;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;18/01/2020;10H00;13H00;CULTURE;ATELIER;ASSOCIATION FRANCO TAMOULS DE LA COTE D'AZUR
NICE-EST SAINT ROCH;18/01/2020;10H00;12H00;CULTURE;ATELIER;CERCLE GENEALOGIQUE MARALPIN
NICE-EST SAINT ROCH;18/01/2020;10H00;13H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;18/01/2020;10H00;13H00;SOCIAL;REUNION;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;18/01/2020;11H00;13H00;CULTURE;COURS;ASSOCIATION FRANCO MEXICAINE DE LA COTE D AZUR
NICE-EST SAINT ROCH;18/01/2020;11H00;12H00;COURS DE LANGUE;COURS;MANABI
NICE-EST SAINT ROCH;18/01/2020;14H00;16H00;COURS DE LANGUE;COURS;5 PLUS
NICE-EST SAINT ROCH;18/01/2020;14H00;17H00;CULTURE;COURS;LE RENDEZ-VOUS ASTROLOGIQUE
NICE-EST SAINT ROCH;18/01/2020;14H00;18H00;SOCIAL;VICTIMES ATTENTAT;PROMENADE DES ANGES : 14 JUILLET 2016 - ENTRAIDE ET DEFENSE DES VICTIMES ET FAMILLES DE VICTIMES
NICE-EST SAINT ROCH;18/01/2020;14H00;18H00;CHANT;REPETITION;ENSEMBLE VOCAL NIKAIACHOR
NICE-EST SAINT ROCH;18/01/2020;14H00;17H00;CULTURE;COURS;LE RENDEZ-VOUS ASTROLOGIQUE
NICE-EST SAINT ROCH;18/01/2020;14H00;17H00;DANSE;COURS;DANSONS
NICE-EST SAINT ROCH;18/01/2020;14H00;18H00;SOCIAL;REUNION;PARRAIN MARRAINE POUR M'ACCOMPAGNER
NICE-EST SAINT ROCH;18/01/2020;14H00;17H00;LOISIRS;COURS;CLUB PHILATELIQUE ET CARTOPHILE DE NICE
