Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A2185,R0202   ,Matériel de téléphonie,E,-10000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A21848,R64     ,Autre matériel de bureau et mobilier,E,5000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A21848,R52     ,Autre matériel de bureau et mobilier,E,5000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A21848,R32     ,Autre matériel de bureau et mobilier,E,3000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A21848,R315    ,Autre matériel de bureau et mobilier,E,75000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A21841 ,R221    ,Matériel de bureau et mobilier scolaire,E,-92896.21,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A21838,R52     ,Autre matériel informatique,E,-30281.06,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A21838,R0202   ,Autre matériel informatique,E,-720000.23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A21831 ,R221    ,Matériel informatique scolaire,E,-213594.74,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A2181,R315    ,Installations générales. agencements et aménagements divers,E,100000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A2181,R0202   ,Installations générales. agencements et aménagements divers,E,25000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A216,R221    ,Collections et oeuvres d art,E,-10000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A2157 ,R738    ,Matériel et outillage technique,E,-25000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A2157 ,R621    ,Matériel et outillage technique,E,3000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A2157 ,R61     ,Matériel et outillage technique,E,-9500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A2157 ,R221    ,Matériel et outillage technique,E,-116000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A2152,R80     ,Installations de voirie,E,71621.81,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A21318,R0202   ,Autres bâtiments publics,E,-2.79,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A2118,R621    ,Autres terrains,E,-555087.42,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C21,,,A2118,R0202   ,Autres terrains,E,-359000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2043 ,R221    ,Subventions aux établissements scolaires publics pour leurs dépenses d équipement,E,-112.53,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R94     ,Subventions d équipement versées aux personnes de droit privé,E,-39828,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R93     ,Subventions d équipement versées aux personnes de droit privé,E,-57267.15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R928    ,Subventions d équipement versées aux personnes de droit privé,E,108247.27,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R91     ,Subventions d équipement versées aux personnes de droit privé,E,-112620.53,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R738    ,Subventions d équipement versées aux personnes de droit privé,E,21628,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R731    ,Subventions d équipement versées aux personnes de droit privé,E,-25018,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R72     ,Subventions d équipement versées aux personnes de droit privé,E,398092.75,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R71     ,Subventions d équipement versées aux personnes de droit privé,E,-10000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R61     ,Subventions d équipement versées aux personnes de droit privé,E,-1953.59,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R53     ,Subventions d équipement versées aux personnes de droit privé,E,2272372.77,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R52     ,Subventions d équipement versées aux personnes de droit privé,E,-818984.55,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R51     ,Subventions d équipement versées aux personnes de droit privé,E,-50000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R48     ,Subventions d équipement versées aux personnes de droit privé,E,6585.6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R32     ,Subventions d équipement versées aux personnes de droit privé,E,-25696.06,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R313    ,Subventions d équipement versées aux personnes de droit privé,E,-5000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R312    ,Subventions d équipement versées aux personnes de droit privé,E,-175376.77,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R311    ,Subventions d équipement versées aux personnes de droit privé,E,-9532.24,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A2042 ,R0202   ,Subventions d équipement versées aux personnes de droit privé,E,2500000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A20418 ,R738    ,Subventions d équipement versées aux organismes publics divers,E,1000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A20418 ,R68     ,Subventions d équipement versées aux organismes publics divers,E,545000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A20418 ,R64     ,Subventions d équipement versées aux organismes publics divers,E,-102309.65,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A20418 ,R63     ,Subventions d équipement versées aux organismes publics divers,E,700,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A20418 ,R61     ,Subventions d équipement versées aux organismes publics divers,E,16036.62,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2009,D2,23/10/2009,D,I,OR,C204,,,A20418 ,R53     ,Subventions d équipement versées aux organismes publics divers,E,-819474.7,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
