Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
"PCUAQU064FS0003A","07/05/2015","Musée","La Villa Arnaga, Une Demeure d'exception","","","Avenue du Docteur Camino","","64250","CAMBO-LES-BAINS","64160","+33 5 59 29 83 92","","www.arnaga.com"," -1.4226865","43.3678399","Oui","
Maison et bâtiment","Jardin d'agrément # Parc","Classé et contrôlé par la DMF","","Maisons des Illustres # Musée de France","01/03/2015|31/03/2015|||||Jeudi - Lundi - Mardi - Mercredi - Vendredi # 28/03/2015|30/06/2015|09:30|12:30|14:00|18:00| # 01/07/2015|31/08/2015|10:00|||19:00| # 01/09/2015|30/09/2015|09:30|||18:00| # 01/10/2015|01/11/2015|09:30|12:30|14:00|18:00|","Gratuit|||Tarif enfant - de 7 ans # Plein tarif|8,00|8,00|Tarif adulte # Tarif groupe|6,50|6,50|A partir de 15 personnes.  # Tarif enfant|2,50|2,50|Tarif enfant de 7 ans à 12 ans # Tarif réduit|4,00|4,00|Collégiens / Lycéens/Etudiants # Gratuit|0,00|0,00|Enfants -7 ans # Tarif réduit|6,50|6,50|Tarif préférentiel ","Visite guidée # Visite libre","Anglais # Basque # Espagnol # Français","Aire de pique-nique # Salle de projection # Salle de réunion équipée # Salle hors sac","Boutique"
"PCUAQU033V503JWP","03/02/2015","Musée","Le Garage Moderne","1 rue des Etrangers
","","","","33000","BORDEAUX","33063","+33 5 56 50 91 33","","www.legaragemoderne.org/"," -0.5494399","44.8647182","Oui","
","","","","","01/01/2015|31/12/2015|09:00|12:00|14:00|18:00|Dimanche - Samedi","","","","",""
"PCUAQU064V5004YK","24/04/2015","Musée","Le jardin des poètes et des anges","","Maison forte Brana","Route de Montfort","","64190","GESTAS","64242","+33 5 59 67 19 22","+33 6 15 10 42 42","http://www.januszmalik.com/"," -0.8841281","43.3506973","Oui","
","Jardin d'agrément","Musée privé","","","01/04/2015|25/10/2015|||||","Gratuit|0,00|0,00|","Visite guidée # Visite libre","","",""
"PCUAQU024FS0008S","02/01/2015","Musée","Le Moulin Martin","","","","","24300","JAVERLHAC-ET-LA-CHAPELLE","24214","+33 5 53 56 34 68","","","0.6323114","45.5423208","","
","","","","","","","","","",""
"PCUAQU04001MTQ0U","02/01/2015","Musée","Le Musée de la vie rurale : la caverne d'Ali Baba en Pays Landais...","","","32 rue du 19 mars 1962","","40465","LALUQUE","40142","+33 5 58 57 98 51","",""," -0.9945416","43.8540649","Oui","
","","","","","","|||Scolaire","Visite guidée","Français","",""
"PCUAQU064FS00059","07/05/2015","Musée","Le Musée du sel et des traditions béarnaises","","","Rue des Puits Salants","","64270","SALIES-DE-BEARN","64499","+33 5 59 09 31 99","",""," -0.9253113","43.4717021","","
","","","","","04/04/2015|17/10/2015|||||","Plein tarif|4,00|| # Tarif enfant|1,50||Enfants de 7 à 12 ans","Visite guidée # Visite libre","","",""
"PCUAQU040FS0002M","02/01/2015","Musée","Le Pavillon de Marquèze","","Ecomusée de la Grande Lande","Route de la gare","","40630","SABRES","40246","+33 5 58 08 31 31","","www.parc-landes-de-gascogne.fr  # www.ecotourisme-landes-de-gascogne.fr "," -0.7452678","44.1488335","Oui","
","","","","","","","","Espagnol # Français","Aire de pique-nique # Restauration # Salle de projection # Salle de réunion équipée","Borne interactive # Boutique"
"PCUAQU024FS00050","22/04/2015","Musée","Le Thot - Espace Cro-Magnon","","","","","24290","THONAC","24552","+33 5 53 50 70 44 # +33 5 53 05 65 60","","http://www.semitour.com/site-touristique/le-thot-espace-cro-magnon","1.11896328","45.0359832","Oui","
","","","","","07/02/2015|03/04/2015|10:00|12:30|14:00|17:30|Lundi # 04/04/2015|03/07/2015|10:00|||18:00| # 04/07/2015|31/08/2015|10:00|||19:00| # 01/09/2015|01/11/2015|10:00|||18:00| # 02/11/2015|31/12/2015|10:00|12:30|14:00|17:30|Lundi","Plein tarif|8,00|13,90|Adulte (billet simple / billet jumelé avec Lascaux II) # Tarif enfant|5,00|9,70|Enfant (billet simple / billet jumelé avec Lascaux II) # Tarif groupe|6,40|10,50|Groupe (billet simple / billet jumelé avec Lascaux II) adulte et plus de 12 ans # Tarif réduit|4,20|7,00|Groupe scolaire moins de 12 ans (billet simple / billet jumelé avec Lascaux II)","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Français","Aire de pique-nique # Salle de projection","Boutique"
"PCUAQU024FS0002V","13/05/2015","Musée","Les Abeilles du Périgord","","","","","24210","LA BACHELLERIE","24020","+33 5 53 51 00 91","","www.lesabeillesduperigord.fr","1.1554970","45.1463710","","
","","","","","01/07/2015|31/08/2015|||||","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","","","Boutique"
"PCUAQU064FS000DR","01/04/2015","Musée","Les Ecuries de Baroja","","","19 rue des Quatre Cantons","","64600","ANGLET","64024","+33 5 59 58 35 60","","www.anglet.fr"," -1.5198956","43.4844136","Oui","
","","","","","01/01/2015|31/12/2015|||||","Gratuit|0,00||","Visite libre","","",""
"PCUAQU064FS00084","02/01/2015","Musée","Les outils d'autrefois, la boite aux souvenirs","","","33 carrere de Cap Sus","","64170","LABASTIDE-CEZERACQ","64288","+33 6 15 17 73 76","",""," -0.5353426","43.3761965","Oui","
","","","","","02/01/2015|31/12/2015|||||Dimanche - Jeudi - Lundi - Mardi - Mercredi - Samedi","Gratuit|0,00||","Visite guidée","Français","",""
"PCUAQU033V500T9Z","03/02/2015","Musée","Les Vivres de l'Art","2 bis rue Achard
","","","","33300","BORDEAUX","33063","","","www.lesvivresdelart.org/"," -0.5495055","44.8640443","","
","","","","","01/01/2015|31/12/2015|10:00|12:30|14:00|18:30|Dimanche - Samedi","Gratuit|||","","","",""
"PCUAQU064FS000C4","29/05/2015","Musée","Loreztia, boutik'Expo","","","52 quai des Corsaires","","64100","BAYONNE","64102","+33 5 59 59 55 37","","www.loreztia-miel.com"," -1.4737520","43.4918843","","
Gastronomie","","","","","01/01/2015|31/12/2015|10:30|13:00|15:00|18:00|","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Basque # Espagnol # Français","","Boutique # Espace jeux"
"PCUAQU064FS0005K","20/04/2015","Musée","Maison d’Ossau - Musée d’Arudy","","","Rue de l'Église","","64260","ARUDY","64062","+33 5 59 05 61 71 # +33 5 59 05 80 44","","www.museearudy.com"," -0.4601009","43.1339155","","
Abbaye # Croix # Maison et bâtimentArts et traditions populaires","Jardin d'agrément","Classé et contrôlé par la DMF","","Musée de France","","Plein tarif|3,00|3,00|groupe + 20 personnes 2,40€ # Tarif enfant|2,00|2,00|gratuit jusqu'à 6 ans # Tarif groupe|2,40|2,40|Pour les groupes adultes de 20 personnes # Tarif groupe|1,60|1,60|Pour les groupes enfants de 10 personnes","Visite guidée uniquement sur rendez-vous # Visite libre","Français","Salle de projection # Salle de réunion équipée",""
"PCUAQU024FS00059","17/04/2015","Musée","Maison de la Châtaigne","","","Rue Notre Dame","","24550","VILLEFRANCHE-DU-PERIGORD","24585","+33 5 53 29 98 37","","www.lepaysduchataignier.com","1.07723481","44.6301023","Oui","
Environnement et nature # Gastronomie","","","","","02/01/2015|31/05/2015|09:00|13:00|13:00|15:45|Dimanche # 01/06/2015|30/06/2015|09:00|13:00|13:00|17:45| # 01/07/2015|31/08/2015|09:00|13:00|13:00|18:45| # 01/09/2015|30/09/2015|09:00|13:00|13:00|17:45| # 01/10/2015|31/12/2015|09:00|13:00|13:00|15:45|Dimanche","","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","Français","","Boutique # Point wifi"
"PCUAQU024FS0006G","06/05/2015","Musée","Maison de la Dronne - Montagrier","","","","Moulin du pont","24350","MONTAGRIER","24286","+33 5 53 90 03 10 # +33 5 53 91 35 11","","www.riberac-tourisme.com","0.49187691","45.2598530","Oui","
Moulin # Site industrielIndustrie","","","","","01/06/2015|25/09/2015|||||","","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","Anglais # Français","",""
"PCUAQU024FS00065","07/04/2015","Musée","Maison de la Pierre Sèche","","","","Le Bourg","24250","DAGLAN","24150","+33 5 53 29 88 84","","","1.19459152","44.7413381","Oui","
","","Musée privé","","","01/04/2015|31/10/2015|10:00|12:00|14:30|17:30|Dimanche - Dimanche après midi - Mercredi - Samedi","","Visite libre","Français","Aire de pique-nique","Boutique"
"PCUAQU024FS00045","06/03/2015","Musée","Maison de la Pomme d'Or","","","4 place Thomas Robert Bugeaud","","24270","LANOUAILLE","24227","+33 5 53 52 60 21","","www.lanouaille.fr","1.1392110","45.3921760","","
","","","Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel","","02/01/2015|15/06/2015|||14:00|16:30| # 16/06/2015|14/09/2015|10:00|12:00|14:30|18:30| # 15/09/2015|31/12/2015|||14:00|16:30|","Plein tarif|3,50|3,50| # Tarif enfant|1,50|1,50|Enfants de 6 à 12 ans # Tarif groupe|2,30|2,30|A partir de 10 personnes. Enfants : 1,50 €.","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre","","",""
"PCUAQU033FS0016N","11/03/2015","Musée","Maison de la Poterie","place Fouragnan
","","","","33670","SADIRAC","33363","+33 5 56 30 60 03","","www.maisonpoteriesadirac.fr"," -0.411571","44.781258","Oui","
Ruines et vestiges","","Musée privé","","Accueil Vélo","07/01/2015|31/12/2015|||14:00|18:00|Dimanche - Lundi - Samedi","Gratuit|||- de 12 ans, étudiants et chômeurs # Plein tarif|2,00||visite libre","Visite guidée uniquement sur rendez-vous # Visite libre","Français","Aire de pique-nique","Borne interactive"
"PCUAQU047FS000AT","30/01/2015","Musée","Maison de la Radio et de la Télévision","","","","Au Bourg","47250","SAMAZAN","47285","+33 5 47 85 93 61","","www.maisonradiotelevision.fr","0.112325","44.435664","Oui","
","","Musée privé","","","01/01/2015|31/12/2015|||||","Plein tarif|7,00||Adultes # Tarif enfant|4,00||De 4 à 13 ans # Tarif groupe|25,00|| Pass Familial d'une à cinq personnes","Visite guidée","Espagnol # Français","Aire de pique-nique # Bar cafétéria salon de thé # Salle de projection # Salle de réunion équipée","Boutique # Espace jeux # Médiathèque"
"PCUAQU04001TOXV3","02/01/2015","Musée","Maison de la Vannerie","","","","","40360","CASTELNAU-CHALOSSE","40071","+33 5 58 89 31 86","",""," -0.8444023","43.6651397","Oui","
","","","","","","Gratuit|||enfant ","","","",""
"PCUAQU024FS0012Q","02/01/2015","Musée","Maison de la vie sauvage et Musée de la Paléontologie","9 Rue de la République
","","","","24260","LE BUGUE","24067","","","","0.9283736","44.9176583","","
","","","","","","","","","",""
"PCUAQU04001WB9S8","02/01/2015","Musée","Maison de l'Estupe Huc","","","Rue de l'abbé Lameignère","","40430","LUXEY","40167","+33 5 58 08 00 35","",""," -0.518887","44.263549","Oui","
","","","","","","","","","",""
"PCUAQU033FS0001E","11/02/2015","Musée","Maison de l'Huître","Musée de l'Ostréiculture
","port de Larros","","","33470","GUJAN-MESTRAS","33199","+33 5 56 66 23 71","","www.gujanmestras.com"," -1.0723632","44.6414258","Oui","
","","Musée privé","","","02/01/2015|30/12/2015|||||","Plein tarif|5,80|5,80|Adulte # Tarif enfant|3,80|3,80|Enfant # Plein tarif|4,90|4,90|Etudiant, sans emploi # Tarif groupe|4,40|4,40|> 10 personnes adultes # Tarif groupe|3,40|3,40|> 10 enfants","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","Allemand # Anglais","Salle de projection","Boutique # Point wifi"
"PCUAQU033FS00071","18/05/2015","Musée","Maison des Arts et Traditions Populaires","Rue du Musée
","Maubuisson","","","33121","CARCANS","33097","+33 5 56 03 41 96","","http://musee.matp.carcans.free.fr"," -1.1432057","45.0709368","Oui","
","","Musée privé","","","01/01/2015|31/12/2015|||||","","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","","","Boutique"
"PCUAQU033FS000I9","02/01/2015","Musée","Maison du Fleuve et du Vin du Pays Foyen","","","","","33220","PORT-SAINTE-FOY-ET-PONCHAPT","24335","+33 5 53 58 37 34","","http://www.saintefoy-bordeaux.com","0.20998477","44.8427554","Oui","
","","","","","","","","","",""
"PCUAQU064FS0003J","21/05/2015","Musée","Maison du Jambon de Bayonne","","","Route de Samadet","","64410","ARZACQ-ARRAZIGUET","64063","+33 5 59 04 49 93","","www.jambon-de-bayonne.com"," -0.4097020","43.5404448","Oui","
Gastronomie","","Musée privé","Handicap mental # Handicap moteur","","02/01/2015|31/12/2015|||||","Plein tarif|6,00|6,00|Tarif adulte # Tarif enfant|2,50|2,50|De 4 à 14 ans # Tarif groupe|5,30|5,30|A partir de 10 personnes (sur réservation)","Visite guidée # Visite libre","Allemand # Anglais # Espagnol # Français # Italien # Occitan","Auditorium # Salle de réunion équipée","Boutique"
"PCUAQU024FS0010V","02/01/2015","Musée","Maison du Patrimoine","","","","rue du couvent","","TERRASSON-LAVILLEDIEU","24547","","","","1.306581","45.126821","Oui","
","","","","","","Gratuit|||","Visite libre","","",""
"PCUAQU04001TXIJC","03/05/2015","Musée","Maison du Patrimoine","","","39 rue de l'Abbaye","","40200","MIMIZAN","40184","+33 6 27 17 14 40","","asem-mimizan.fr"," -1.2364393","44.2037045","Oui","
Fontaine # Lavoir # Ville, village et quartierMétier","","Musée privé","","","01/01/2015|31/12/2015|||||","","","Français","Salle de projection # Salle de réunion équipée","Boutique"
"PCUAQU064FS00064","02/01/2015","Musée","Maison du Patrimoine","","","52 rue Dalmais","","64400","OLORON-SAINTE-MARIE","64422","+33 5 59 39 80 37 # +33 5 59 39 98 00","","www.tourisme-oloron.com # www.oloron-ste-marie.fr"," -0.6069193","43.1893988","","
Maison et bâtiment","","","","","01/07/2015|31/08/2015|||||Mardi","Gratuit|0,00|0,00|","Visite libre","Anglais # Français # Italien","",""
"PCUAQU033FS0011W","02/01/2015","Musée","Maison du Patrimoine","Allées de Carpinet
","","","","33290","BLANQUEFORT","33056","+33 5 56 57 19 42","","www.gahble.org"," -0.631485","44.9096637","Oui","
","","Musée privé","","","01/01/2015|31/12/2015|09:00|12:00|14:00|17:30|Mercredi","Gratuit|||","Visite guidée uniquement sur rendez-vous","","","Boutique"
"PCUAQU040FS0005B","02/01/2015","Musée","Maison du Patrimoine de Lévignacq","Au Bourg
","","","","40170","LEVIGNACQ","40154","+33 5 58 42 82 01","","www.levignacq.org"," -1.1661660","44.0051140","","
","","","","","","","","","",""
"PCUAQU04001TOXKT","20/04/2015","Musée","Maison et ArchéoParc de la Dame de Brassempouy ","","","352 rue du Musée","","40330","BRASSEMPOUY","40054","+33 5 58 89 21 73","+33 6 82 38 61 54","http://prehistoire-brassempouy.fr"," -0.6946599","43.6348560","Oui","
Site archéologique","Parc","","","","15/02/2015|30/06/2015|||14:00|18:00|Lundi # 01/09/2015|29/11/2015|||14:00|18:00|Lundi # 01/07/2015|31/08/2015|10:30|||19:00|","Plein tarif|8,50||Accés au Musée, aux parc et aux expositions temporaires # Tarif enfant|6,00||de 6 à 17 ans - Accés au Musée, aux parc et au # Tarif réduit|7,50||saccordé sur présentation d'un justificatif aux enseignants, étudiants, handicap # Plein tarif|25,00||Pass famille (2 adultes + 2 enfants)","Visite guidée","Anglais # Espagnol","Restauration","Boutique"
"PCUAQU033FS001C9","03/02/2015","Musée","Mémorial de la Forteresse du Nord-Médoc","Avenue de la Brigade Carnot
","","","","33780","SOULAC-SUR-MER","33514","+33 5 56 73 63 60","+33 6 99 59 24 08","www.forteresse-nord-medoc.org"," -1.1203479","45.5199698","Oui","
","","","","","01/07/2015|31/08/2015|||||","Plein tarif|3,00|3,00| # Tarif enfant|1,00|1,00|pour les 12-16 ans","Visite guidée uniquement sur rendez-vous","","",""
"PCUAQU024FS0003R","07/05/2015","Musée","Moulin à papier de la Rouzique","","","Route de Varennes","B.P n°5","24150","COUZE-ET-SAINT-FRONT","24143","+33 5 53 24 36 16","","www.moulin-rouzique.com","0.7028175","44.830125","Oui","
Moulin","","","","","01/04/2015|30/06/2015|||14:00|18:00|Samedi # 01/07/2015|31/08/2015|10:00|||19:00| # 01/10/2015|31/10/2015|||14:00|18:00|","Plein tarif|7,50|7,50| # Tarif enfant|5,00|5,00|Enfants de 6 à 18 ans # Gratuit|||Enfants moins de 6 ans # Tarif groupe|6,50|6,50|Groupes Adultes","Visite guidée","Anglais # Français","Aire de pique-nique","Boutique"
"PCUAQU033FS000E1","19/02/2015","Musée","Moulin-Musée du Haut Benauge","","","","","33540","GORNAC","33189","+33 5 56 61 96 15","","www.gornac.fr"," -0.1841068","44.6693853","Oui","
","","Musée privé","","","19/07/2015|16/08/2015|||||","Plein tarif|2,00||visite commentée. # Gratuit|||Pour les enfants jusqu'à 14 ans.","Visite guidée uniquement sur rendez-vous","Anglais # Français","Aire de pique-nique",""
"PCUAQU033FS000VT","18/05/2015","Musée","Musée ""Regards sur le Passé""","2 rue de la Gare
","","","","33990","HOURTIN","33203","+33 5 56 09 14 47","","www.medococean.com"," -1.0643649","45.1861354","Oui","
","","Musée privé","","","01/01/2015|31/12/2015|||||","Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","","",""
"PCUAQU024V503AMC","17/05/2015","Musée","Musée agricole de Salviac","","","","","24250","DOMME","24152","+33 5 65 41 56 18","+33 6 81 09 98 05","","1.2170480","44.8013050","","
","","","","","01/04/2015|11/11/2015|||||","||8,00|tarif adulte pour visite libre # ||12,00|tarif adulte pour visite guidée # ||5,00|tarif enfant # |||gratuit pour les moins de 5 ans","Visite guidée # Visite libre","Français","",""
"PCUAQU047FS0000V","06/02/2015","Musée","Musée Albert Marzelles","","","15 rue Abel Boyé","","47200","MARMANDE","47157","+33 5 53 64 42 04","","www.mairie-marmande.fr ","0.1662364","44.4989077","Oui","
","","Classé et contrôlé par la DMF","","Musée de France","01/01/2015|31/12/2015|10:00|12:00|15:00|18:00|","Gratuit|||","Visite libre","Français","",""
"PCUAQU047FS0000W","03/03/2015","Musée","Musée Archéologique André Larroderie","","","Place René Sanson","","47180","SAINTE-BAZEILLE","47233","","+33 6 85 23 60 52","www.archeo-marmandais.fr","0.0939321","44.5304227","Oui","
","","Musée privé","","","01/01/2015|31/12/2015|||||","Plein tarif|3,00|3,00| # Gratuit|||pour les moins de 14 ans.","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","Français","",""
"PCUAQU033FS0003A","19/02/2015","Musée","Musée archéologique de Lignan-de-Bordeaux","Le bourg
","","","","33360","LIGNAN-DE-BORDEAUX","33245","+33 5 57 24 11 68","+33 6 80 03 76 57","www.sahcc33.net"," -0.464918","44.846313","Oui","
","","Musée privé","","","03/01/2015|31/12/2015|||||","Gratuit|||pour tous","Visite guidée uniquement sur rendez-vous","","Aire de pique-nique",""
"PCUAQU047FS0009C","28/05/2015","Musée","Musée archéologique d'Eysses","","","Place Saint Sernin d'Eysses","","47300","VILLENEUVE-SUR-LOT","47323","+33 5 53 70 65 19","+33 6 11 53 13 46","http://www.ville-villeneuve-sur-lot.fr/actualites-cat85.html","0.72347371","44.4183917","Oui","
Site archéologique","","","","Pays d'Art et d'Histoire","01/07/2015|31/08/2015|||||","Plein tarif|3,00|3,00| # |2,00|2,00|De 11 à 18 ans # Gratuit|||Moins de 11 ans # Tarif groupe|||","Visite guidée # Visite guidée uniquement sur rendez-vous # Visite libre","Français","","Boutique"
"PCUAQU024FS0004H","13/02/2015","Musée","Musée Auto du château de Sanxet","","","","Château de Sanxet","24240","POMPORT","24331","+33 6 27 19 19 39","","","0.43498992","44.8059437","Oui","
","","","","","01/01/2015|31/12/2015|10:00|12:00|14:00|18:00|","Plein tarif|5,00|5,00|adultes # Tarif enfant|3,00|3,00|(-10ans)","Visite guidée uniquement sur rendez-vous","Anglais","Aire de pique-nique",""
"PCUAQU064FS00006","29/05/2015","Musée","Musée Basque et de l'Histoire de Bayonne","","Maison Dagourette","37 quai des Corsaires","","64100","BAYONNE","64102","+33 5 59 59 08 98","","www.musee-basque.com"," -1.4739247","43.4910143","","
Maison et bâtiment","","Classé et contrôlé par la DMF","Handicap mental # Handicap moteur","Musée de France","01/04/2015|30/09/2015|10:00|||18:30|Lundi # 01/10/2015|31/03/2016|10:30|||18:00|Lundi # 01/07/2015|31/08/2015|10:00|||18:30|","Gratuit|||pour les moins de 26 ans / le 1er dimanche du mois # Plein tarif|6,50|6,50| # Tarif réduit|4,00|4,00|","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","Anglais # Basque # Espagnol # Français # Portugais","Auditorium # Bar cafétéria salon de thé # Salle de projection # Salle de réunion équipée","Boutique # Espace jeux"
"PCUAQU064FS00050","28/05/2015","Musée","Musée Bernadotte","","","Rue Tran","","64000","PAU","64445","+33 5 59 27 48 42","","http://www.pau.fr/210-musee-bernadotte.htm"," -0.3725963","43.2972218","Oui","
","","Classé et contrôlé par la DMF","","Musée de France","02/01/2015|31/12/2015|10:00|12:00|14:00|18:00|Lundi","Plein tarif|3,00|3,00| # Tarif groupe|1,50|1,50| # Gratuit|||- 26 ans de la Communauté Européénne et pour tous le 1er dimanche du mois","Visite guidée uniquement sur rendez-vous # Visite libre","Anglais # Espagnol","",""
"PCUAQU064FS00007","29/05/2015","Musée","Musée Bonnat-Helleu","","","5 rue Jacques Lafitte","","64100","BAYONNE","64102","+33 5 59 46 63 60","",""," -1.4721566","43.4920757","","
","","Classé et contrôlé par la DMF","","Musée de France","","","","","",""
"PCUAQU024FS000PK","25/02/2015","Musée","Musée Costi","","","Place de la Petite Mission","","24100","BERGERAC","24037","+33 5 53 63 04 13","","www.la-cab.fr  # www.la-cab.fr/culture-loisirs/mus%C3%A9es","0.48293173","44.8510866","Oui","
","","","","","01/07/2015|31/08/2015|||14:00|19:00|Lundi","Gratuit|||","Visite libre uniquement sur rendez-vous","","",""
"PCUAQU033FS00018","05/05/2015","Musée","Musée d'Aquitaine","20 cours Pasteur
","","","","33000","BORDEAUX","33063","+33 5 56 01 51 00","","www.musee-aquitaine-bordeaux.fr"," -0.574456","44.833773","Oui","
","","Classé et contrôlé par la DMF","Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel","Musée de France","01/01/2015|31/12/2015|11:00|||18:00|Lundi","Plein tarif|4,00|6,50| # Tarif réduit|2,00|3,50| # Gratuit|||avec le citypass","Visite guidée uniquement sur rendez-vous # Visite libre","","Auditorium # Salle de projection","Boutique"
"PCUAQU033FS001C3","03/02/2015","Musée","Musée d'Art Contemporain et d'Archéologie","1 avenue El Burgo de Osma
","","","","33780","SOULAC-SUR-MER","33514","+33 5 56 09 83 99","","www.mairie-soulac.fr"," -1.1298751","45.5129182","Oui","
","","","","","01/04/2015|30/09/2015|||||","Plein tarif|3,00|3,00| # Gratuit|||pour les moins de 15 ans","Visite libre # Visite libre uniquement sur rendez-vous","","",""
"PCUAQU024FS000JT","17/04/2015","Musée","Musée d'art et d'archéologie du Périgord","","","22 cours Tourny","","24000","PERIGUEUX","24322","+33 5 53 06 40 70","","http://www.perigueux-maap.fr/","0.72375793","45.1860604","Oui","
","","","","Musée de France","","Plein tarif|4,50|4,50| # Tarif réduit|2,50|2,50| # Tarif groupe|2,50|2,50|à partir de 20 pers # Gratuit|||enfants de Périgueux","Visite guidée uniquement sur rendez-vous # Visite libre","Français","Salle de projection",""
"PCUAQU064FS0000D","07/05/2015","Musée","Musée d'Art Oriental Asiatica","","","1 rue Guy Petit","","64200","BIARRITZ","64122","+33 5 59 22 78 78","","www.museeasiatica.com"," -1.5552734","43.4783429","Oui","
","","Musée privé","Handicap mental # Handicap moteur","","02/01/2015|06/02/2015|||14:00|18:30| # 07/02/2015|08/03/2015||||| # 09/03/2015|10/04/2015||||| # 11/04/2015|10/05/2015|10:30|||18:30| # 11/05/2015|04/07/2015|||14:00|18:30| # 04/07/2015|30/08/2015|10:30|||18:30| # 31/08/2015|16/10/2015|||14:00|18:30| # 17/10/2015|01/11/2015|10:30|||18:30| # 02/11/2015|18/12/2015|||14:00|18:30| # 19/12/2015|31/12/2015|10:30|||18:30|","Plein tarif|10,00|10,00| # Tarif réduit|8,00|8,00|Tarif étudiant (de 13 à 25 ans) # Tarif enfant|2,00|2,00|8 à 12 ans # Gratuit|||Gratuit moins de 8 ans","Visite guidée uniquement sur rendez-vous # Visite libre # Visite libre uniquement sur rendez-vous","Anglais # Espagnol # Français","Aire de pique-nique # Bar cafétéria salon de thé # Salle de projection","Boutique"
"PCUAQU04001G8P0L","21/05/2015","Musée","Musée de Borda","","Chapelle des Carmes","11 bis rue des Carmes","","40100","DAX","40088","+33 5 58 74 12 91","","http://www.dax.fr/musee-de-borda"," -1.0538721","43.7106801","Oui","
Chapelle","","","","Musée de France","01/01/2015|31/12/2015|||14:00|18:00|Dimanche - Lundi","Plein tarif|2,70|| # Plein tarif|4,50||Billet jumelé Musée de Borda+Crypte Archéologique # Tarif groupe|2,50||à partir de 10 pers # Gratuit|||1er dimanche du mois # Gratuit|||Pour les scolaires, - de 18 ans et étudiants  # Gratuit|||Invalides de guerre et civils sur présentation d'un justificatif # Gratuit|||Les demandeurs d'emploi, Rmistes et minimum vieillesse # Gratuit|||Journalistes, professionnels de musées # Gratuit|||Les adhérents de la Société de Borda sur présentation d'un justificatif","","","",""
"PCUAQU047FS00011","19/01/2015","Musée","Musée de Céramique Bernard Palissy","","","","Saint-Avit","47150","LACAPELLE-BIRON","47123","+33 5 53 40 98 22","","www.museepalissy.net","0.88186740","44.5899629","Oui","
","","","","","23/05/2015|27/09/2015|||||","Plein tarif|4,00|4,00| # Tarif réduit|2,00|2,00|Enfant( à partir de 12 ans), groupe, étudiant, chômeur # Gratuit|||Enfant -12 ans","Visite guidée uniquement sur rendez-vous # Visite libre","Français","Aire de pique-nique # Salle de projection","Boutique"
"PCUAQU047FS0001R","02/01/2015","Musée","Musée de Gajac","","","2 rue des Jardins","","47300","VILLENEUVE-SUR-LOT","47323","+33 5 53 40 48 00","","www.ville-villeneuve-sur-lot.fr ","0.70759356","44.4050784","Oui","
","","","","Musée de France # Pays d'Art et d'Histoire","01/01/2015|31/12/2015|||||","Plein tarif|3,00|| # Tarif réduit|1,00|| # Gratuit|||","Visite guidée uniquement sur rendez-vous # Visite libre","Français","",""
"PCUAQU033FS001C8","15/01/2015","Musée","Musée de la Batellerie","Sur les quais
","6, rue Notre Dame","","","33220","PORT-SAINTE-FOY-ET-PONCHAPT","24335","+33 5 53 22 24 10","","www.musee-batellerie-port-ste-foy.com","0.20975010","44.8424759","Oui","
","","","","","01/01/2015|14/06/2015|||14:30|17:00|Dimanche - Lundi - Samedi # 15/06/2015|14/09/2015|||14:00|17:30|Dimanche - Lundi - Samedi # 15/09/2015|31/12/2015|||14:30|17:00|Dimanche - Lundi - Samedi","Plein tarif|3,00|| # Tarif enfant|2,00||enfant de moins de 12 ans. # Tarif groupe|2,00||à partir de 10 personnes.","","","",""
