Id,DATE_DERNIERE_MAJ,TYPE,CATEGORIE,SPECIALITES,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,CHAINES,LOGIS_CLASSEMENT,NBRE_MAX_COUVERTS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
RESAQU047FS0003U,25/01/2020,Hôtel restaurant,Restaurant gastronomique # Restaurant traditionnel,Cuisine gastronomique # Cuisine traditionnelle # Régionale française,Hôtel Restaurant La Chaumière d'Albret,,,Route de Nérac,Pont de Bordes,47230,LAVARDAC,47143,+33 5 53 65 51 75,,lachaumieredalbret@orange.fr,http://www.lachaumiere-albret.fr,0.295141,44.171543,Oui,,,,,55,01/01/2020|31/12/2020|||||Vendredi soir,"Menu adulte|19,00|25,00| # Menu adulte|37,00|37,00|Menu gastronomique # Menu adulte|11,80|11,80|formule du midi en semaine # Menu enfant|9,50|9,50|",Jardin # Matériel enfant # Parc # Parking privé # Terrasse,Banquet # Panier randonneur # Wifi
RESAQU024V505GQ1,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Hôtel Restaurant La Traverse,Le bourg,,,,24250,DOMME,24152,+33 5 53 59 53 86,,fabienne.sirey@orange.fr,,1.20732610,44.7833361,Oui,,,,,,,,Bar # Terrasse,Wifi
RESAQU0240002531,03/01/2020,Hôtel restaurant,Restaurant gastronomique,Cuisine gastronomique # Cuisine traditionnelle,Hôtel Restaurant Laborderie,,,,Bourg,24620,TAMNIES,24544,+33 5 53 29 68 59 # +33 6 80 87 97 86,,info@hotel-laborderie.com,http://hotel-laborderie.com,1.14872901,44.9654625,Oui,,,Les Toques du Périgord # Logis,,140,06/04/2020|03/11/2020|||||,,Climatisation # Jardin # Parc # Parking privé # Piscine # Terrasse,Banquet # Séminaire # Wifi
RESAQU064FS000E3,30/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle # Régionale française # Viandes,Hôtel Restaurant l'Amandier,,,6 place de la Hourquie,,64160,MORLAAS,64405,+33 5 59 33 41 38,,amandier.restaurant@orange.fr,http://www.hotel-restaurant-lamandier.com, -0.2649073,43.3404919,,,,Logis,2 cocottes,430,||||||Dimanche soir,"Menu adulte|11,00|37,00| # Menu enfant|8,00|8,00| # A la carte|6,00|37,00|",Bar # Parking privé # Terrasse,Banquet # Séminaire # Wifi
RESAQU064FS0019E,03/02/2020,Hôtel restaurant,Brasserie # Pizzeria # Restaurant traditionnel,Burger # Cuisine traditionnelle # Régionale française # Salades # Viandes,Hôtel restaurant Laurent Rodriguez,,,31 Allée Anne de Neubourg,,64250,CAMBO-LES-BAINS,64160,+33 5 59 59 38 10,,resa@hotel-laurentrodriguez.com,http://www.hotel-laurentrodriguez.com, -1.3960859,43.3580745,Oui,,,Logis,2 cocottes # 3 cheminées,48,20/01/2020|20/12/2020|||||Mercredi - Samedi midi,"A la carte|10,00|24,00|A la carte # Autre tarif|14,50|14,50|Formule du midi # Menu enfant|9,00|9,00|Menu enfant",Climatisation # Matériel enfant # Terrasse,Wifi
RESAQU064FS000E5,30/01/2020,Hôtel restaurant,Restaurant gastronomique # Restaurant traditionnel,Cuisine gastronomique # Cuisine traditionnelle # Régionale française # Viandes,Hôtel restaurant le Bourgneuf,,,3 rue Bourg Neuf,,64160,MORLAAS,64405,+33 5 59 33 44 02,,courbet.ju@gmail.com,http://www.hotel-bourgneuf.com, -0.2610683,43.3477766,,,,,,80,,,Bar # Climatisation # Parking privé # Terrasse,Banquet # Traiteur # Wifi
RESAQU04001TXJ7B,03/01/2020,Restaurant,Brasserie # Restaurant traditionnel,Cuisine traditionnelle # Cuisine végétarienne # Glaces # Poisson / fruits de mer # Régionale française # Salades # Viandes,Hôtel Restaurant le Plaisance,,,10 rue des Cormorans ,,40200,MIMIZAN PLAGE,40184,+33 5 58 09 08 06,,leplaisancemimizan@gmail.com,, -1.2958288,44.2081345,Oui,,,,,30,06/01/2020|20/12/2020|||||Dimanche # ||||||Jeudi midi - Lundi midi - Mardi midi - Mercredi midi,"A la carte|14,00|21,00| # Menu enfant|8,00||",Bar # Terrasse,Séminaire # Wifi
RESAQU0240007510,03/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine gastronomique,Hôtel restaurant le Relais du Touron,,,,,24200,CARSAC-AILLAC,24082,+33 5 52 28 16 70,,contact@lerelaisdutouron.com,http://www.lerelaisdutouron.com,1.2765660,44.8410330,,,Qualité Tourisme,Logis,2 cheminées,60,,,Parking privé # Piscine,
RESAQU0240002512,31/12/2018,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle,Hôtel Restaurant Le Rouffillac,,,,Rouffillac,24370,CARLUX,24081,+33 5 53 29 70 24,,,,1.35635018,44.8670858,Oui,,,,,60,,,Bar # Parking privé # Terrasse,
RESAQU04001TXK9O,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Hotel Restaurant le Tilleul,Route de Mimizan,,Au Bourg,,40170,BIAS,40043,+33 5 58 09 25 94,,hotel-restaurant.le-tilleul@orange.fr,, -1.2433648,44.1463239,,,,,,60,,,Bar # Parking privé,
RESAQU064FS001A7,13/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle # Régionale française,Hôtel Restaurant Le Trinquet ,,,,Le Bourg,64250,LOUHOSSOA,64350,+33 5 59 93 32 54,,bidart.louhossoa@wanadoo.fr,http://www.hotel-trinquet-louhossoa.com, -1.3509757,43.3158134,Oui,,,,,190,01/01/2020|31/01/2020|||||Dimanche soir - Mercredi # 15/03/2020|31/12/2020|||||,"Menu adulte|14,00|32,00| # A la carte|30,00|30,00|",Bar # Climatisation # Jardin # Parking privé # Terrasse,
RESAQU033FS000E5,03/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle,Hôtel Restaurant Le Voyageur,,,22 avenue du Pont,,33410,CADILLAC,33081,+33 5 56 62 65 38,,levoyageur.cadillac@gmail.com,http://levoyageur-cadillac.com/, -0.3220150,44.6368759,Oui,,,,,70,02/01/2020|31/12/2020|07:00|18:00|15:00|22:00|Dimanche,"Menu adulte|14,00|| # A la carte|7,00|18,00| # Menu enfant|10,00||",Bar # Climatisation # Matériel enfant # Terrasse,Wifi
RESAQU04001TXJ6Y,03/01/2020,Restaurant,Restaurant traditionnel,Régionale française,Hôtel Restaurant l'Emeraude des Bois,,,66 / 68 avenue du Courant ,,40200,MIMIZAN PLAGE,40184,+33 5 58 09 05 28,,reservation@emeraudedesbois.com,, -1.2804004,44.2042790,,,,Logis,2 cocottes,46,,,Bar # Jeux pour enfants # Matériel enfant # Parking privé # Terrasse,Panier randonneur # Wifi
RESAQU024FS000CG,01/01/2017,Hôtel restaurant,Restaurant gastronomique,Cuisine gastronomique,Hôtel Restaurant Les Griffons,,,Le bourg,,24310,BOURDEILLES,24055,+33 5 53 45 45 35,,info@griffons.fr,,0.5849179,45.3220825,,,,,,,,,,
RESAQU024FS000H9,03/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle,HOTEL RESTAURANT LES TAMARIS,RN21 - Le Bourg - La Croix,,,,24140,CAMPSEGRET,24077,+33 5 53 24 01 78 # +33 9 79 73 26 66,+33 6 16 83 62 69,,,0.563938,44.935497,Oui,,,,,48,,"Menu adulte|||Menus à 8,50€, 9,90€, 12€, 13,50€, 18,90€ # Menu enfant|||jusqu'à 8 ans",Parking privé # Terrasse,Wifi
RESAQU064FS0019D,03/01/2020,Hôtel restaurant,Restaurant traditionnel # Restauration rapide,Cuisine traditionnelle,Hôtel Restaurant Txistulari,,,Ancienne route de St Jean Pied de Port,D 249,64250,ITXASSOU,64279,+33 5 59 29 75 09,,hotel.txistulari@wanadoo.fr,, -1.406347,43.329845,Oui,,,,,80,06/01/2020|14/12/2020|||||,"Menu adulte|13,80|13,80|Menu du jour # Menu adulte|20,00|20,00|Menu régional",Ascenseur # Bar # Jardin # Jeux pour enfants # Matériel enfant # Parc # Parking privé # Piscine # Terrasse,Banquet # Wifi
RESAQU047FS000J1,03/01/2020,Hôtel restaurant,Bistrot / bar à vin # Restaurant traditionnel,Cuisine traditionnelle # Salades,"Hotel/bar/restaurant ""Les Voyageurs""",,,Route Nationale 21,,47290,CANCON,47048,+33 5 53 70 10 07,+33 6 45 89 78 65,sarlscf@aol.com,http://www.lesvoyageurs-cancon.fr/,0.6252255,44.5347237,Oui,,,,,78,01/01/2020|31/12/2020|||||,Menu adulte|||Formules midi,Bar # Terrasse,Banquet # Séminaire # Wifi
RESAQU040FS000D8,01/02/2018,Restaurant,Brasserie,Cuisine traditionnelle,Hôtel-Restaurant Au Fronton,,,40 Rue de l'Europe,,40390,SAINT-MARTIN-DE-HINX,40272,+33 5 59 56 92 42,,aufronton@yahoo.fr,, -1.2675970,43.5818057,,,,,,,,,Bar,
RESAQU047FS000IB,03/01/2020,Hôtel restaurant,Brasserie # Restaurant traditionnel,Cuisine traditionnelle,Hôtel-Restaurant La Bastide des Oliviers,,,1 boulevard Georges Clémenceau,,47150,MONFLANQUIN,47175,+33 5 53 36 40 01,,labastidedesoliviers@orange.fr,http://www.labastidedesoliviers.fr,0.7672873,44.5310362,Oui,,Qualité Tourisme # Sourire du Lot-et-Garonne,Logis,3 cheminées # 3 cocottes,100,01/01/2020|21/12/2020|||||Dimanche soir - Samedi midi - Vendredi soir,"Menu adulte|13,90|35,00| # Menu enfant|10,00|10,00|",Bar # Matériel enfant # Terrasse,Banquet # Panier randonneur # Plats à emporter # Séminaire # Traiteur # Wifi
RESAQU064FS000NA,03/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle,Hôtel-restaurant le Col d'Osquich,,,,,64130,MUSCULDY,64411,+33 5 59 37 81 23,,pantxoa.idiart@yahoo.fr,http://www.hotel-osquich-paysbasque.com, -1.0218143,43.1972767,Oui,,,,,200,,,Bar # Garage privé # Jardin # Jeux pour enfants # Parking privé # Terrasse,Banquet # Wifi
RESAQU064V50ABJ4,03/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle # Tapas,Hôtel-restaurant Le Santiago,15 - 17 rue Santiago ,,,,64700,HENDAYE,64260,+33 5 59 20 00 94,,hotel.santiago@infonie.fr,http://www.hotel-le-santiago.com/ , -1.7783640,43.3515779,Oui,,,,,,,,Bar # Climatisation # Parking privé # Terrasse,Wifi
RESAQU033V503FQ3,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine européenne # Cuisine traditionnelle,Hugo Délices,,,23 place de la Cathédrale,,33430,BAZAS,33036,+33 5 56 25 54 34,,hugodelicesrestaurant@gmail.com,, -0.2111816,44.4316754,Oui,,,,,50,01/01/2020|31/12/2020|||||,"Menu adulte|15,00|30,00|Formule du midi",Terrasse,Banquet # Gourmet Bag # Séminaire # Traiteur # Wifi
RESAQU040V50KBJ0,03/01/2020,Restaurant,Restauration rapide,Sandwichs,Hungry Joe's,,,64 Route de Tyrosse,,40150,ANGRESSE,40004,+33 5 58 91 82 71,,,, -1.3674989,43.6587240,Oui,,,,,35,,,,
RESAQU024V503EHF,03/01/2020,Restaurant,Crêperie # Pizzeria # Restauration rapide,Cuisine traditionnelle,Huttopia Sarlat,rue Jean Gabin,,,,24200,SARLAT-LA-CANEDA,24520,+33 5 53 59 05 84,,sarlat@camping-indigo.com,http://www.camping-indigo.com,1.22820322,44.8933991,Oui,,,,,40,04/07/2020|01/09/2020|||||,,Bar # Jeux pour enfants # Terrasse,Plats à emporter # Wifi
RESAQU064FS001SO,30/01/2019,Restaurant,Brasserie,Cuisine européenne # Cuisine traditionnelle,I. D. Halles,,,96 avenue de l'Adour,Halles de Blancpignon,64600,ANGLET,64024,+33 5 59 50 13 96,,i.d.halles.64@gmail.com,, -1.5022234,43.5205987,Oui,,,,,24,,,Parking privé # Terrasse,Plats à emporter
RESAQU033FS0019R,22/01/2020,Restaurant,Restaurant à thème,Cuisine traditionnelle # Régionale française # Tapas,I.Boat Restaurant,,Bateau La Vendée,Quai Armand Lalande,Bassin à flots 1,33000,BORDEAUX,33063,+33 5 56 10 48 37,,communication@iboat.eu,http://www.iboat.eu/Accueil/Restaurant.sls, -0.5542437,44.8622958,Oui,,,,,40,01/01/2020|31/12/2020|||||,,Ascenseur # Bar # Climatisation # Parking privé # Terrasse,Wifi
RESAQU064FS001MH,21/01/2020,Restaurant,Bistrot / bar à vin,Cuisine traditionnelle # Tapas,Ibaia,,,45 quai Jauréguiberry,,64100,BAYONNE,64102,+33 5 59 59 86 66,,,, -1.4750494,43.4893788,Oui,,,,,,01/01/2020|31/12/2020|||||,,Bar # Terrasse,Wifi
RESAQU064FS0014E,30/01/2019,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Ibaina,,,10 allée Véga,Boulevard du BAB - Centre Erdian,64600,ANGLET,64024,+33 5 59 03 87 01,,,, -1.5138185,43.4951921,Oui,,,,,60,,,Bar # Climatisation # Parking privé # Terrasse,
RESAQU064FS0021G,03/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle,Ibis kitchen,,,46 boulevard Alsace Lorraine,,64100,BAYONNE,64102,+33 5 59 50 38 38,,h1639@accor.com,http://www.ibishotel.com, -1.4657162,43.4926927,Oui,,,,,40,,A la carte|||Plat,Ascenseur # Bar # Climatisation # Jardin # Parking privé # Terrasse,Wifi
RESAQU064FS001GL,08/01/2020,Hôtel restaurant,Brasserie,Cuisine traditionnelle,Ibis Kitchen Lounge,,Hôtel Ibis,Route de Bayonne - Avenue Santos Dumont,,64140,LONS,64348,+33 5 59 62 90 90,,h1643@accor.com,http://www.ibis.com, -0.4239177,43.3185119,Oui,,,,,68,01/01/2020|31/12/2020|12:00|14:30|19:00|22:00|Dimanche - Samedi,"Menu adulte|10,90|15,90| # A la carte|7,80|16,90|",Bar # Jardin # Parking privé # Terrasse,Wifi
RESAQU024V507HMP,03/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle # Régionale française,Ibis Périgueux Centre,,,8 boulevard Georges Saumande,,24000,PERIGUEUX,24322,+33 5 53 53 64 58,,H0636@accor.com,,0.7235210,45.1832434,,,,,,50,01/01/2020|31/12/2020|12:00|14:00|19:00|22:30|,"Menu enfant|10,00|| # Menu adulte|19,00|24,00| # A la carte|15,00|30,00|",Ascenseur # Climatisation # Terrasse,Banquet # Séminaire # Wifi
RESAQU040V503NC0,31/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle # Régionale française,Ibis Styles Dax Miradour,,,4 avenue Eugène Milliès Lacroix,,40100,DAX,40088,+33 5 58 56 77 77,,H8709@accor.com,, -1.0562824,43.7108948,Oui,,,,,150,,,Ascenseur # Bar # Climatisation # Jeux pour enfants # Matériel enfant # Parking privé # Terrasse,Plats à emporter # Séminaire # Wifi
RESAQU024FS000KO,06/01/2018,Hôtel restaurant,Restaurant traditionnel,Cuisine traditionnelle # Régionale française,Ibis styles Périgueux Trélissac - Le REST'O,,,Rue Anatole France,,24750,TRELISSAC,24557,+33 5 53 03 39 70,,h8174@accor.com,,0.7759170,45.1943900,,,,,,60,,,Ascenseur # Bar # Jeux pour enfants # Parking privé # Piscine # Terrasse,Banquet # Séminaire # Wifi
RESAQU033V507PZJ,23/01/2020,Restaurant,Restauration rapide,Cuisine japonaise/sushi # Cuisine végétarienne,Ici Sushi,,,1 rue Perret,,33240,SAINT-ANDRE-DE-CUBZAC,33366,+33 5 57 32 89 41,,icisushi.saintandre@gmail.com,https://ici-sushi.fr, -0.4494576,44.9926293,Oui,,,,,10,01/01/2020|31/12/2020|||||Dimanche soir - Jeudi - Mardi - Mercredi - Samedi - Vendredi,"Menu adulte|8,00|41,00| # A la carte|1,00|12,00|",Terrasse,Plats à emporter # Traiteur
RESAQU040V507GSW,19/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle # Poisson / fruits de mer # Salades # Viandes,Il Di Piano,,,1 Avenue Jean Moulin,,40510,SEIGNOSSE,40296,+33 5 58 97 26 46,,,, -1.4297973,43.6854262,Oui,,,,,,,,Bar # Terrasse,
RESAQU064FS000RH,03/01/2020,Restaurant,,Cuisine traditionnelle,Il Giardino,,,5 rue du Centre,,64200,BIARRITZ,64122,+33 5 59 22 16 41,,,, -1.5623238,43.4806365,,,,,,40,01/01/2020|31/12/2020|||||,"A la carte|12,00|24,00|",Bar # Climatisation,
RESAQU047V505H5A,30/01/2020,Restaurant,Restaurant traditionnel,Cuisine méditerranéenne,Il Siciliano,,,21 rue Voltaire,,47000,AGEN,47001,+33 9 70 94 12 24,,ilsicilianoagen@gmail.com,,0.61426118,44.2039529,Oui,,,,,28,01/01/2020|31/12/2020|12:00|14:00|19:00|22:00|Lundi - Samedi midi,"A la carte|8,50|21,00| # Menu adulte|22,90|22,90| # Menu enfant|8,50|8,50|",Bar # Climatisation # Jeux pour enfants # Matériel enfant # Terrasse,Banquet # Commande en ligne # Panier randonneur # Plats à emporter # Traiteur # Wifi
RESAQU064V508CLC,03/05/2016,Restauration ambulante / Vente à emporter ,Restauration rapide,Salades # Sandwichs,Ile aux Sandwiches,,,43 rue Bois Belin,Centre Commercial  E.Leclerc,64600,ANGLET,64024,+33 5 59 57 12 88,,,, -1.5183789,43.4931804,,,,,,30,,,Climatisation # Parking privé,Plats à emporter # Wifi
RESAQU047FS000IT,03/01/2020,Restauration ambulante / Vente à emporter ,Pizzeria # Restauration rapide,Cuisine méditerranéenne # Salades # Sandwichs,Illy'co pizza,,,Zone artisanale Larrouy,,47310,ROQUEFORT,47225,+33 5 53 95 25 70,,,http://illyco-pizza.fr,0.5618300,44.1739850,,,,,,30,01/01/2020|31/12/2020|11:00|13:30|17:30|21:30|Dimanche midi,"A la carte|4,50|17,00|",Climatisation # Parking privé # Terrasse,Plats à emporter
RESAQU047FS00068,03/01/2020,Restaurant,Restaurant à thème,Cuisine asiatique,Impérial Buffet,,,21 avenue de Bigorre,,47550,BOE,47031,+33 5 53 47 37 37,,imperialboe@gmail.com,http://www.imperial-buffet.fr,0.6318500,44.1863303,,,,,,280,01/01/2020|31/12/2020|11:30|15:00|18:30|22:30|Dimanche,,Parking privé # Terrasse,Banquet # Plats à emporter # Séminaire # Traiteur
RESAQU024V500KSR,01/01/2017,Restaurant,Pizzeria,Cuisine méditerranéenne,Infinity pizza,,,202 avenue du maréchal Juin,,24000,PERIGUEUX,24322,+33 5 53 02 94 76,,,,0.7012484,45.1856998,,,,,,,,,,
RESAQU024V50CXAY,31/12/2018,Restaurant,Salon de thé,Cuisine traditionnelle # Glaces,Instant Délices,,,3 Rue Salomon,,24000,PERIGUEUX,24322,,+33 6 29 17 13 57,,,0.72132498,45.1850873,Oui,,,,,,,,,
RESAQU024V50DJGC,03/01/2020,Restaurant,Restauration rapide # Salon de thé,Salades # Tartes,Instant délices,,,6 bis Place André Maurois,,24000,PERIGUEUX,24322,,+33 6 29 17 13 57,,,0.71853005,45.1851129,Oui,,,,,,,,,
RESAQU064FS000UM,07/01/2020,Hôtel restaurant,Restaurant traditionnel,Cuisine gastronomique,Iqori,,,52 avenue de l'Impératrice,,64200,BIARRITZ,64122,+33 5 59 41 33 09,,H2050@accor.com,http://www.iqori.com, -1.5515938,43.4912656,,,Restaurant de Qualité,,,,01/01/2020|31/12/2020|||||,"A la carte|14,00|89,00|",Parking privé,
RESAQU024V5072ZI,01/01/2017,Restaurant,Brasserie # Restaurant traditionnel,Cuisine européenne # Cuisine nord-américaine # Cuisine sud-américaine # Cuisine traditionnelle # Tapas,Irish factory,,,place francheville,,24000,PERIGUEUX,24322,+33 5 53 35 20 55,,,,0.7173477,45.1825529,,,,,,,,,,
RESAQU064V5057RO,03/01/2020,Restaurant,Brasserie # Restaurant traditionnel,Cuisine traditionnelle,Irish Pub,,,3 place de la Liberté,,64100,BAYONNE,64102,+33 5 59 59 09 14,,,, -1.474648,43.492329,Oui,,,,,,,,,
RESAQU024V50730V,31/01/2020,Restaurant,Restaurant à thème # Restauration rapide,Cuisine casher,Istanbul kebab,,,13 cours Fénelon,,24000,PERIGUEUX,24322,09 50 16 34 47,,,,0.7201411,45.1823402,Non,,,,,,,,,
RESAQU064FS001R1,03/01/2020,Restaurant,Restaurant traditionnel,Poisson / fruits de mer,Itsas Zaldi,,,"9, rue des Figuiers",,64700,HENDAYE,64260,+33 9 83 03 40 79,,itsaszaldi@yahoo.com,, -1.7746699,43.3719462,Oui,,,,,,,,Terrasse,
RESAQU064V5ADXML,03/01/2020,Restauration ambulante / Vente à emporter ,Restauration rapide # Traiteur,Pizzas # Poisson / fruits de mer,Itsasoa,,,Route de Souraide,,64250,ESPELETTE,64213,+33 5 59 29 70 81,,,, -1.4535560,43.3389742,Oui,,,,,,,,,
RESAQU064V54XFG1,03/01/2020,Restaurant,Brasserie,Nouvelle cuisine française,Izardo ,Aéroport de Pau-Pyrénées,,Route de l'Aéroport,,64230,UZEIN,64549,+33 5 59 62 29 70,,,http://www.pau.aeroport.fr/passager/commerces, -0.4182482,43.3809736,Oui,,,,,100,01/01/2020|31/12/2020|11:30|15:00|||,"Menu adulte|13,00|18,50| # Menu enfant|8,50|8,50|",Bar # Climatisation # Parking privé,Banquet # Plats à emporter # Séminaire # Wifi
RESAQU064FS0014A,30/01/2019,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Izarlilia - Les Compagnons,,,94 avenue de Montbrun,Montbrun,64600,ANGLET,64024,+33 5 59 52 17 47,,izarlilia64@orange.fr,http://www.izarlilia.com, -1.5138969,43.5029344,,,,,,80,,,Bar # Parking privé # Terrasse,Banquet # Séminaire # Traiteur
RESAQU064V5058PX,03/01/2020,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Izarrena,,,21 rue des cordeliers,,64100,BAYONNE,64102,+33 7 63 90 21 21,,ptitstpierre@yahoo.fr,, -1.4733247,43.4892652,Oui,,,,,60,,,Bar # Terrasse,Banquet # Plats à emporter # Séminaire # Wifi
RESAQU024V50731X,31/01/2020,Restaurant,Restaurant à thème # Restaurant traditionnel,Cuisine bio # Cuisine végétarienne,Izba,,,19 rue Aubergerie,,24000,PERIGUEUX,24322,+33 5 53 09 37 51,,,,0.7209736,45.1827739,Non,,,,,,,,,
RESAQU040V50KCXW,03/01/2020,Restaurant,Restauration rapide,Cuisine européenne # Cuisine nord-américaine # Salades # Sandwichs,Jack's Burgers,,,22 Avenue de Verdun,,40130,CAPBRETON,40065,+33 5 58 42 54 25,,capbreton@jacksburgers.fr,http://www.jacksburgers.fr, -1.4268827,43.6395211,Oui,,,,,100,,,Climatisation # Jeux pour enfants # Terrasse,Commande en ligne # Plats à emporter
RESAQU040V500SVW,08/01/2020,Restauration ambulante / Vente à emporter ,Restauration rapide,Cuisine nord-américaine # Glaces # Salades # Sandwichs,Jack's Burgers,,,73 avenue des Charpentiers,Zone d'Activité Pédebert,40150,SOORTS-HOSSEGOR,40304,+33 5 58 48 54 85,,hossegor@jacksburgers.fr,http://www.jacksburgers.fr, -1.3902301,43.6709807,Oui,,,,,100,,,Climatisation # Jeux pour enfants # Parking privé # Terrasse,Commande en ligne # Plats à emporter # Wifi
RESAQU040V507EVQ,03/01/2020,Restaurant,Restauration rapide,Cuisine nord-américaine # Salades # Sandwichs,Jack's Burgers,,,Route de Tosse,Centre Commercial E. Leclerc,40140,SOUSTONS,40310,+33 5 58 77 87 78,,soustons@jacksburgers.fr,http://www.jacksburgers.fr, -1.3311620,43.7456600,,,,,,100,,,Climatisation # Jeux pour enfants # Terrasse,Commande en ligne # Plats à emporter
RESAQU064V590274,03/01/2020,Restaurant,Salon de thé,Tartes,JAOUZ,,,198 avenue Jean Mermoz,,64000,PAU,64445,,+33 7 81 15 48 27,,, -0.378316,43.317486,Oui,,,,,4,||08:00|13:00|15:00|20:00|,"A la carte|1,50|1,80|",,Wifi
RESAQU024V50D2Y8,03/01/2020,Restaurant,Restaurant à thème,Cuisine indienne,Jardin de Kashmir,,,19 Rue de l'ancien pont,,24100,BERGERAC,24037,+33 5 53 74 81 32,+33 6 09 14 29 47,kashmirbergerac@gmail.com,https://www.kashmirbergerac.fr,0.48386470,44.8497559,Oui,,,,,42,,A la carte|||prix moyen,,
RESAQU040FS000IU,31/01/2020,Restaurant,Restaurant gastronomique,Cuisine gastronomique # Poisson / fruits de mer,Jean des Sables,,,121 boulevard de la Dune,,40150,SOORTS-HOSSEGOR,40304,+33 5 58 72 29 82,,,http://www.jeandessables.com, -1.4436780,43.6583600,,,,,,50,,,Terrasse,
RESAQU064V56YQOP,09/01/2020,Restaurant,Bistrot / bar à vin # Brasserie # Pizzeria # Restauration rapide,Burger # Glaces # Sandwichs,Jo et Lo,1 Place de la Mairie,,,,64440,LARUNS,64320,+33 5 59 32 73 69,,,, -0.4260170,42.9881432,Oui,,,,,14,01/01/2020|31/12/2020|||||Lundi - Mardi,"A la carte|8,50|14,50|Pizzas # A la carte|6,00|6,00|Kebab # A la carte|4,50|5,00|Paninis",Terrasse,Plats à emporter
RESAQU040V50F66H,31/01/2020,Hôtel restaurant,Grill # Restaurant à thème # Restauration rapide,Burger # Glaces # Salades # Tapas # Viandes,JO&JOE,,,458 avenue de Gaujacq,,40150,SOORTS-HOSSEGOR,40304,+33 5 58 35 68 55,,,http://hossegor.joandjoe.com/fr/eat-drink, -1.4403131,43.6570725,Oui,,,,,,,,Bar # Jardin # Jeux pour enfants # Parc # Parking privé # Salle(s) de réunion # Terrasse,Banquet # Plats à emporter # Séminaire # Wifi
RESAQU064FS001HG,03/01/2020,Restaurant,Pizzeria,Cuisine traditionnelle,Joie,,,39 rue d'Espagne,,64200,BIARRITZ,64122,+33 5 59 23 38 35,,,http://www.joiepizza.com/, -1.5642422,43.4750782,,,,,,50,01/01/2020|31/12/2020|12:00|14:00|19:30|22:30|,"A la carte|10,00|16,00|",Bar # Climatisation # Terrasse,Banquet # Wifi
RESAQU064V5928OY,23/01/2020,Restaurant,Restauration rapide # Salon de thé,Cuisine bio # Cuisine nord-américaine # Cuisine végétarienne # Salades # Sandwichs # Tartes,Josie Factory,,,3 BIS Rue Marengo,,64100,BAYONNE,64102,,,,https://fr-fr.facebook.com/josiefactory/, -1.473241,43.490977,Oui,,,,,23,01/01/2020|31/12/2020|10:00|||18:00|Dimanche - Lundi,,Climatisation # Matériel enfant,Plats à emporter # Wifi
RESAQU024V504S38,31/12/2018,Restaurant,Restaurant traditionnel,Cuisine traditionnelle,Jour de Marché,,,28 rue Eguillerie,,24000,PERIGUEUX,24322,+33 5 24 13 16 79,,,,0.72158738,45.1849658,Oui,,,,,20,,,Climatisation # Terrasse,Wifi
RESAQU033V50P9DA,03/01/2020,Restaurant,Restauration rapide,Cuisine européenne # Salades # Sandwichs # Tartes,Jules & John,,,1 route de Pauillac,,33290,LE PIAN-MEDOC,33322,+33 5 33 95 00 34,,jjlepian@crescendo-restauration.fr,https://www.jules-et-john.fr, -0.629774,44.95219,Oui,,,,,,01/01/2020|31/12/2020|||||,"A la carte|4,00|9,95|Salades, burgers, fougassines # A la carte|1,70|2,80|Desserts # Menu enfant|4,95|4,95|Plat - dessert - boisson # Menu adulte|8,00|13,25|Plat - boisson ou plat - dessert - boisson",Climatisation # Jeux pour enfants # Parking privé # Terrasse,Plats à emporter
