Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C70,,,A70322,R64     ,Droits de stationnement et de location sur le domaine public portuaire et fluvial,E,128639.41,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C017,,,A7788,R567    ,Autres produits exceptionnels,E,3726.96,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C017,,,A74771,R561    ,Fonds social européen,E,93,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C016,,,A773,R553    ,Mandats annulés (sur exercices antérieurs) ou atteints par la déchéance quadriénale,E,16580.79,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C016,,,A747811,R550    ,Dotation versée au titre de l APA,E,-349800.96,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C015,,,A7472,R544    ,Participations des régions,E,9083.63,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C015,,,A74718,R543    ,Autres participations de l Etat,E,155874.83,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C013,,,A6479,R0201   ,Remboursements sur autres charges sociales,E,20000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C013,,,A6419,R041    ,Remboursements sur rémunérations du personnel,E,2646,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2015,D2,20/11/2015,R,F,OR,C013,,,A6419,R0201   ,Remboursements sur rémunérations du personnel,E,-36000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2015,D2,20/11/2015,R,F,OE,C042,,,A7811,R01     ,Reprises sur amortissements des immobilisations incorporelles et corporelles,E,2000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2015,D2,20/11/2015,R,F,OE,C042,,,A777.,R01     ,O - Quote-part des subventions d investissement transférées au résultat de l exercice,E,-16041,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C454418,,,A454418,R01     ,Dépenses - Opération aménagement foncier (8),E,26000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C27,,,A2761,R928    ,Créances pour avances en garanties d emprunt,E,31761.86,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C27,,,A275,R01     ,Dépots et cautionnements versés,E,-5000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A2316,R315    ,Restauration des collections et oeuvres d art,E,-65000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A23153,R93     ,Réseaux divers en cours,E,-21645.25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A23153,R821    ,Réseaux divers en cours,E,-66236,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A23153,R64     ,Réseaux divers en cours,E,-145454.66,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A23153,R50     ,Réseaux divers en cours,E,-335.93,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A23153,R0202   ,Réseaux divers en cours,E,-44.94,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A23152,R52     ,Installations de voirie en cours,E,-300000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A23151,R621    ,Réseaux de voirie en cours,E,-551860.22,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A23151,R18     ,Réseaux de voirie en cours,E,-217483.6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A2314,R738    ,Constructions sur sol d autrui en cours,E,1733945.51,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231351,R738    ,Immobilisations corporelles en cours - Bâtiments publics,E,200000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231351,R621    ,Immobilisations corporelles en cours - Bâtiments publics,E,-8457.35,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231351,R52     ,Immobilisations corporelles en cours - Bâtiments publics,E,16196,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231351,R51     ,Immobilisations corporelles en cours - Bâtiments publics,E,33605.23,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231351,R221    ,Immobilisations corporelles en cours - Bâtiments publics,E,-1387484.97,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231351,R20     ,Immobilisations corporelles en cours - Bâtiments publics,E,-570000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231351,R0202   ,Immobilisations corporelles en cours - Bâtiments publics,E,-1027157,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231318,R621    ,Immobilisations corporelles en cours - autres bâtiments publics,E,-396418.82,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231318,R312    ,Immobilisations corporelles en cours - autres bâtiments publics,E,-200000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231313,R50     ,Immobilisations corporelles en cours - bâtiments sociaux et médico-sociaux,E,-620448.58,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A231312,R221    ,Immobilisations corporelles en cours - bâtiments scolaires,E,-2091940.17,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A2312,R738    ,Agencements et aménagements de terrains,E,-1641319.06,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C23,,,A2312,R61     ,Agencements et aménagements de terrains,E,-1000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C21,,,A2188,R41     ,Autres,E,15000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C21,,,A2188,R315    ,Autres,E,-21506.71,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C21,,,A2188,R311    ,Autres,E,-40000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C21,,,A2185,R0202   ,Matériel de téléphonie,E,5000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C21,,,A21848,R621    ,Autre matériel de bureau et mobilier,E,-46236.8,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C21,,,A21848,R50     ,Autre matériel de bureau et mobilier,E,-1537.67,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
C001,B00,M52,2015,D2,20/11/2015,D,I,OR,C21,,,A21848,R0202   ,Autre matériel de bureau et mobilier,E,28919.44,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
