typologie;spécialité;FINESS;nom;"type handicap principal";adresse;CP;commune;"commune (COG)";département;région;"région (COG)";"longitude (X)";"latitude (Y)";marker-url;marker-size
Etablissement;"Centre d'action médico-sociale précoce";500019559;"Centre d'action médico-sociale précoce de Bretteville-sur-Odon, antenne de Cherbourg";"Handicap auditif";"26 rue du Château";50000;Cherbourg-en-Cotentin;50129;Manche;Normandie;28;-1.6164200305939;49.639198303223;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";130799695;"Centre d'action médico-sociale précoce de l'hôpital Salvator de Marseille, section déficience auditive";"Handicap auditif";"249 boulevard Sainte Marguerite";13009;Marseille;13200;Bouches-du-Rhône;"Provence-Alpes-Côte d'Azur";93;5.41157;43.263037;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";970104527;"Centre d'action médico-sociale précoce de Pointe-à-Pitre";"Handicap moteur";"CHU Pointe à Pitre Villa N°3";97110;Pointe-à-Pitre;97120;Guadeloupe;Guadeloupe;1;-61.526439;16.238575;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";590791083;"Centre d'action médico-sociale précoce Epi de Soil";"Handicap visuel";"31 avenue Pierre Mauroy";59120;Loos;59360;Nord;Hauts-de-France;32;3.03687;50.59923;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";350028619;"Centre d'action médico-sociale précoce Kerveiza";"Handicap auditif";"1 rue Louvain";35703;Rennes;35238;Ille-et-Vilaine;Bretagne;53;-1.6792999505997;48.111358642578;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";590791034;"Centre d'action médico-sociale précoce Montfort, antenne de Mons en Baroeul";"Handicap auditif";"avenue René Coty";59370;Mons-en-Baroeul;59410;Nord;Hauts-de-France;32;3.11209;50.64207;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Centre d'action médico-sociale précoce";810004184;"Centre d'action médico-sociale précoce spécialisé du CSDA d'Albi";"Handicap auditif";"1 rue de Lavazière";81025;Albi;81004;Tarn;Occitanie;76;2.1480396;43.9165108;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";750690372;"Centre d'éducation du langage pour enfants malentendants";"Handicap auditif";"24 rue de Clichy";75009;Paris;75100;Paris;Ile-de-France;11;2.340399980545;48.880100250244;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";590787024;"Centre d'éducation motrice de Maubeuge";"Handicap moteur";"boulevard Molière";59600;Maubeuge;59392;Nord;Hauts-de-France;32;;;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";740781059;"Centre d'éducation motrice Institut Guillaume Belluard";"Handicap moteur";"3 avenue du Capitaine Anjot";74960;Annecy;74010;Haute-Savoie;Auvergne-Rhône-Alpes;84;6.098030090332;45.904041290283;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";690781133;"Centre d'éducation motrice Jean-Marie Arnion";"Handicap moteur";"2023 route des Bois";69380;Dommartin;69076;Rhône;Auvergne-Rhône-Alpes;84;4.7157201766968;45.834011077881;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";250004728;"Centre d'éducation pour enfants déficients auditifs de Besançon, antenne de Montbéliard";"Handicap auditif";"5 rue Bizet";25200;Montbéliard;25388;Doubs;Bourgogne-Franche-Comté;27;6.80019;47.50328;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";610780231;"Centre d'éducation spécialisée la Providence";"Handicap auditif";"103 chemin des Planches";61005;Alençon;61001;Orne;Normandie;28;0.0663575;48.4373683;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";310780655;"Centre d'éducation spécialisée pour dysphasiques et déficients auditifs Paulin Andrieu";"Handicap auditif";"25 rue des 36 ponts";31400;Toulouse;31555;Haute-Garonne;Occitanie;76;1.4432499408722;43.604900360107;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";970111290;"Centre de basse vision Guadeloupe";"Handicap visuel";"20 rue Baudot";97100;Basse-Terre;97105;Guadeloupe;Guadeloupe;1;-61.731792;15.997828;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement de santé";290000793;"Centre de médecine physique et de rééducation pédiatrique";"Handicap moteur";"27 rue Mathieu Donnart";29200;Brest;29019;Finistère;Bretagne;53;-4.4853901863098;48.391021728516;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";080007248;"Centre de réadaptation motrice pour enfants de Warnecourt";"Handicap moteur";"147 route de Charleville";8090;Warnécourt;08498;Ardennes;Grand-Est;44;4.6504402160644;49.732490539551;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";300780657;"Centre de rééducation de l'ouïe et de la parole Paul Bouvier, antenne de Béziers";"Handicap auditif";"5 rue Marcellin Albert";34500;Béziers;34032;Hérault;Occitanie;76;3.23666;43.35171;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";510002421;"Centre de rééducation motrice Val de Murigny";"Handicap moteur";"42 boulevard Edmond Michelet";51100;Reims;51454;Marne;Grand-Est;44;4.0264401435852;49.256481170654;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";760914952;"Centre départemental de l'enfance - Service d'enseignement pour jeunes sourds";"Handicap auditif";"route de Sahurs";76380;Canteleu;76157;Seine-Maritime;Normandie;28;1.0347199440002;49.450500488281;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";120780267;"Centre départemental pour déficients sensoriels de Rodez";"Handicap auditif";"15 boulevard François Fabié";12000;Rodez;12202;Aveyron;Occitanie;76;2.5721299648285;44.351039886475;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";220012975;"Centre Hélio-Marin de Plérin";"Handicap moteur";"17 rue du Docteur Violette";22190;Plérin;22187;Côtes-d'Armor;Bretagne;53;-2.7708899974823;48.538738250732;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";310781703;"Centre interdépartemental de la vision, de l'audition et du langage";"Handicap auditif";"3 rue du Bac";31522;Ramonville-Saint-Agne;31446;Haute-Garonne;Occitanie;76;1.4750699996948;43.546211242676;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";220000434;"Centre Jacques Cartier";"Handicap auditif";"20 rue du Vau Méno";22070;Saint-Brieuc;22278;Côtes-d'Armor;Bretagne;53;-2.7600290775299;48.509140014648;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement de santé";010780492;"Centre médical de rééducation pédiatrique Romans-Ferrari";"Handicap moteur";"rue de la Chanal";1700;Miribel;01249;Ain;Auvergne-Rhône-Alpes;84;4.9559102058411;45.825119018555;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement de santé";630009207;"Centre médical infantile de Romagnat";"Handicap moteur";"3 rue de la Prugne";63540;Romagnat;63307;Puy-de-Dôme;Auvergne-Rhône-Alpes;84;3.1027600765228;45.730621337891;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";2B0004733;"Centre pour déficients auditifs et visuels la Citadelle";"Handicap visuel";"Ecole du Chiostru";20200;Bastia;2B033;Haute-Corse;Corse;94;9.4508800506592;42.702201843262;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";600104962;"Centre Rabelais langage et intégration";"Handicap auditif";"577 rue de la Croix Verte";60600;Agnetz;60007;Oise;Hauts-de-France;32;2.3856399059296;49.381561279297;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";130784440;"Centre Saint-Thys";"Handicap moteur";"24 traverse des Pionniers";13010;Marseille;13200;Bouches-du-Rhône;"Provence-Alpes-Côte d'Azur";93;5.4323000907898;43.277599334717;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";810002188;"Centre spécialisé pour déficients auditifs d'Albi";"Handicap auditif";"1 rue de Lavazière";81025;Albi;81004;Tarn;Occitanie;76;2.1466684341431;43.921525074202;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";950690198;"Ecole intégrée Danielle Casanova";"Handicap auditif";"22-26 rue de Picardie";95100;Argenteuil;95018;Val-d'Oise;Ile-de-France;11;2.2481899261475;48.942840576172;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";190002782;"Equipe d'éducation spécialisée et de soins à domicile de Tulle-Ussel";"Handicap visuel";"rue de l'Abbé Lair";19000;Tulle;19272;Corrèze;Nouvelle-Aquitaine;75;1.764;45.26152;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Etablissement;"Etablissement médicosocial";330780891;"Etablissement de soins éducatifs spécialisés Biré-Cassagne";"Handicap moteur";"12 rue du Maréchal Gallieni";33150;Cenon;33119;Gironde;Nouvelle-Aquitaine;75;-0.5325177;44.8469444;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";330783101;"Etablissement de soins éducatifs spécialisés Biré-Cassagne, antenne de Tresses";"Handicap moteur";"35 chemin de Comtesse";33370;Tresses;33535;Gironde;Nouvelle-Aquitaine;75;-0.48266;44.84351;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";770790194;"Etablissement Montaigu";"Handicap auditif";"30 avenue Georges Pompidou";77000;Melun;77288;Seine-et-Marne;Ile-de-France;11;2.6606299877167;48.542819976807;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";920800141;"Externat médico-professionnel les Résonances";"Handicap auditif";"10 rue Pasteur";92210;Saint-Cloud;92064;Hauts-de-Seine;Ile-de-France;11;2.2193200588226;48.844318389893;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";670780261;"Institut Bruckhof";"Handicap auditif";"7 rue de Soulz";67100;Strasbourg;67482;Bas-Rhin;Grand-Est;44;7.766900062561;48.558700561523;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";650780604;"Institut d'éducation motrice Adolphe Pedebidou, antenne de Tarbes";"Handicap moteur";"rue Maurane Saulnier";65000;Tarbes;65440;Hautes-Pyrénées;Occitanie;76;0.04393;43.2213;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";2A0000410;"Institut d'éducation motrice d'Ajaccio";"Handicap moteur";"route d'Alata";20000;Ajaccio;2A004;Corse-du-Sud;Corse;94;8.74880027771;41.936100006104;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";620115600;"Institut d'éducation motrice de Berck-sur-Mer";"Handicap moteur";"avenue Saint-Exupéry";62600;Berck;62108;Pas-de-Calais;Hauts-de-France;32;1.5627717;50.4009414;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";290004027;"Institut d'éducation motrice de Dirinon";"Handicap moteur";"Le Roual";29460;Dirinon;29045;Finistère;Bretagne;53;-4.2680802345276;48.398071289062;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";350044798;"Institut d'éducation motrice de La Bouëxière";"Handicap moteur";"Le Carfour";35340;"La Bouëxière";35031;Ille-et-Vilaine;Bretagne;53;-1.4618388;48.1859679;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";440000750;"Institut d'éducation motrice de Nantes";"Handicap moteur";"94 rue de la Marrière";44319;Nantes;44109;Loire-Atlantique;"Pays de la Loire";52;-1.6097999811173;47.202098846435;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";780690368;"Institut d'éducation motrice de Richebourg";"Handicap moteur";"22 route de Gressey";78550;Richebourg;78520;Yvelines;Ile-de-France;11;1.6364899873734;48.822658538818;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";770690295;"Institut d'éducation motrice de Tournan-en-Brie";"Handicap moteur";"22 route de Coubert hameau de Villepatour";77224;Tournan-en-Brie;77470;Seine-et-Marne;Ile-de-France;11;2.7624800205231;48.740020751953;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";760786061;"Institut d'éducation motrice Denis Cordonnier";"Handicap moteur";"1 rue Denis Cordonnier";76072;"Le Havre";76351;Seine-Maritime;Normandie;28;0.10155999660492;49.493419647217;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Institut médico-éducatif";590816559;"Institut d'éducation motrice du Bord de Lys, antenne d'Armentières";"Handicap moteur";"51 rue Paul Bert";59280;Armentières;59017;Nord;Hauts-de-France;32;2.8890304;50.6872379;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";510023773;"Institut d'éducation motrice Eric Degremont";"Handicap moteur";"2 rue Robert Lecomte";51510;Fagnières;51242;Marne;Grand-Est;44;4.3227300643921;48.96097946167;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";140002544;"Institut d'éducation motrice François-Xavier Falala";"Handicap moteur";"160 impasse du Hamel";14200;Hérouville-Saint-Clair;14327;Calvados;Normandie;28;-0.31832000613213;49.206981658935;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";720000371;"Institut d'éducation motrice Jean-Yves Guitton";"Handicap moteur";"rue de la Division Leclerc";72460;Savigné-l'Evêque;72329;Sarthe;"Pays de la Loire";52;0.29636999964714;48.075458526611;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";350002150;"Institut d'éducation motrice la Clarté";"Handicap moteur";"26 bis rue Saint-Michel";35600;Redon;35236;Ille-et-Vilaine;Bretagne;53;-2.0862789154053;47.65018081665;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";590785457;"Institut d'éducation motrice La Source de Hem";"Handicap moteur";"184 rue du Général Leclerc";59510;Hem;59299;Nord;Hauts-de-France;32;3.1752039;50.6548974;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";640781126;"Institut d'éducation motrice le Hameau Bellevue";"Handicap moteur";"avenue de la Gare";64270;Salies-de-Béarn;64499;Pyrénées-Atlantiques;Nouvelle-Aquitaine;75;-0.92442899942398;43.469398498535;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";930017405;"Institut d'éducation motrice les Chemins de Traverse";"Handicap moteur";"23 rue de l'Université";93160;Noisy-le-Grand;93051;Seine-Saint-Denis;Ile-de-France;11;2.5523800849915;48.849098205566;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";670781665;"Institut d'éducation motrice les Iris";"Handicap moteur";"116 route de la Ganzau";67089;Strasbourg;67482;Bas-Rhin;Grand-Est;44;7.766900062561;48.558700561523;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";920040607;"Institut d'éducation motrice Michel Arthuis";"Handicap moteur";"42 avenue du Roule";92200;Neuilly-sur-Seine;92051;Hauts-de-Seine;Ile-de-France;11;2.2699799537659;48.884780883789;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";300012523;"Institut d'éducation motrice Montaury II";"Handicap moteur";"rue Montaury";30900;Nîmes;30189;Gard;Occitanie;76;4.34242;43.83297;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";620112680;"Institut d'éducation motrice Pierre Cazin";"Handicap moteur";"94 rue du Général de Gaulle";62223;Anzin-Saint-Aubin;62037;Pas-de-Calais;Hauts-de-France;32;;;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";900000118;"Institut d'éducation motrice Thérèse Bonnaymé";"Handicap moteur";"37 grande rue";90170;Etueffont;90041;Territoire-de-Belfort;Bourgogne-Franche-Comté;27;6.9232797622681;47.716339111328;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";080002132;"Institut d'éducation psychomotrice de Montvillers";"Handicap moteur";"2 rue des Genêts";8140;Bazeilles;08053;Ardennes;Grand-Est;44;4.9832401275635;49.676040649414;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";060791787;"Institut d'éducation sensorielle Clément Ader";"Handicap auditif";"2 boulevard des deux corniches";6000;Nice;06088;Alpes-Maritimes;"Provence-Alpes-Côte d'Azur";93;7.2722101211548;43.6989402771;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";570019109;"Institut d'éducation sensorielle de Metz, antenne de Freyming-Merlebach";"Handicap auditif";"16 avenue Emile Huchet";57800;Freyming-Merlebach;57240;Moselle;Grand-Est;44;6.82190990448;49.146118164062;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";520782160;"Institut d'éducation sensorielle Joseph Cressot";"Handicap auditif";"15 avenue Jean Mermoz";52000;Chaumont;52121;Haute-Marne;Grand-Est;44;5.14669;48.11555;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";890971245;"Institut d'éducation sensorielle pour handicapés auditifs";"Handicap auditif";"19 rue Pierre et Marie Curie";89000;Auxerre;89024;Yonne;Bourgogne-Franche-Comté;27;3.5715999603272;47.79354095459;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";370000366;"Institut de rééducation et d'éducation pour la communication, l'ouïe et la vue Beau Site";"Handicap visuel";"31 rue de la Loire";37075;Tours;37261;Indre-et-Loire;"Centre-Val de Loire";24;0.68923002481461;47.390441894531;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";920690039;"Institut départemental Gustave Baguer";"Handicap auditif";"35 rue de Nanterre";92600;Asnières-sur-Seine;92004;Hauts-de-Seine;Ile-de-France;11;2.2890200614929;48.910301208496;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";540000692;"Institut des jeunes sourds de la Malgrange";"Handicap auditif";"rue Joseph Piroux";54140;Jarville-la-Malgrange;54274;Meurthe-et-Moselle;Grand-Est;44;6.2024998664856;48.673221588135;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";430000273;"Institut Marie Rivier";"Handicap auditif";"26 avenue d'Ours Mons";43000;"Le Puy-en-Velay";43157;Haute-Loire;Auvergne-Rhône-Alpes;84;3.889790058136;45.043678283691;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Institut médico-éducatif";970406120;"Institut médico-éducatif et médico-social Raphael Babet";"Handicap moteur";"29 boulevard Lepneveu";97480;Saint-Joseph;97412;"La Réunion";"La Réunion";4;;;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";740785274;"Institut médico-éducatif la Clef des Champs";"Handicap moteur";"129 rue de la Charrière";74140;Saint-Cergues;74229;Haute-Savoie;Auvergne-Rhône-Alpes;84;6.3181235;46.228235;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";970406112;"Institut médico-social Maison Notre-Dame";"Handicap moteur";"36 bis rue de l'Eglise";97411;Saint-Paul;97415;"La Réunion";"La Réunion";4;;;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";330780941;"Institut national de jeunes sourds de Bordeaux, antenne du Lot-et-Garonne";"Handicap auditif";"750 avenue du Docteur Jean Bru";47000;Agen;47001;Lot-et-Garonne;Nouvelle-Aquitaine;75;0.7136414;44.406542;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";750710097;"Institut national des jeunes aveugles";"Handicap visuel";"56 boulevard des Invalides";75007;Paris;75100;Paris;Ile-de-France;11;2.3136999607086;48.856498718262;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";030780340;"Institut pour jeunes aveugles les Charmettes";"Handicap visuel";"21 route de Bourgogne";3400;Yzeure;03321;Allier;Auvergne-Rhône-Alpes;84;3.353569984436;46.566291809082;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";260000419;"Institut régional d'éducation et d'enseignement spécialisé, antenne de Valence";"Handicap auditif";"130 rue Jean Vilar";26000;Valence;26362;Drôme;Auvergne-Rhône-Alpes;84;4.91377;44.94268;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";450000443;"Institut régional pour sourds et déficients auditifs de Saint-Jean-de-la-Ruelle";"Handicap auditif";"73 rue de Bagneaux";45144;Saint-Jean-de-la-Ruelle;45285;Loiret;"Centre-Val de Loire";24;;;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Etablissement;"Etablissement médicosocial";660780321;"La Perle Cerdane - le Joyau Cerdan";"Handicap moteur";"2 avenue du Carlit";66340;Osséja;66130;Pyrénées-Orientales;Occitanie;76;1.972143;42.4177641;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Etablissement;"Etablissement médicosocial";210780359;"Pôle sensoriel et moteur du Clos Chauveau";"Handicap visuel";"9 rue du Fort de la Motte Giron";21000;Dijon;21231;Côte-d'Or;Bourgogne-Franche-Comté;27;5.038959980011;47.322151184082;http://opendata.onisep.fr/uploads/Image/28/53_852_picto_handicap_visuel.png;[32,32]
Etablissement;"Etablissement médicosocial";210780359;"Pôle sensoriel et moteur du Clos Chauveau";"Handicap auditif";"9 rue du Fort de la Motte Giron";21000;Dijon;21231;Côte-d'Or;Bourgogne-Franche-Comté;27;5.038959980011;47.322151184082;http://opendata.onisep.fr/uploads/Image/08/51_780_picto_handicap_auditif.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";980501050;"SAFEP/SSEFIS de Mamoudzou";"Handicap auditif";"résidence 3/5 le terre plein";97600;Mamoudzou;97611;Mayotte;Mayotte;6;45.232025;-12.777985;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Etablissement;"Etablissement médicosocial";530007301;"Section d'éducation motrice de Laval";"Handicap moteur";"46 rue de la Fuye";53000;Laval;53130;Mayenne;"Pays de la Loire";52;-0.7680190205574;48.071071624756;http://opendata.onisep.fr/uploads/Image/88/52_819_picto_handicap_moteur.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";140021239;"Service d'accompagnement familial et d'éducation précoce de Caen";"Handicap visuel";"38 rue d'Hastings";14000;Caen;14118;Calvados;Normandie;28;-0.35662001371384;49.179759979248;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";590044095;"Service d'accompagnement familial et d'éducation précoce de l'IJA de Lille";"Handicap visuel";"131 rue Royale";59000;Lille;59350;Nord;Hauts-de-France;32;3.0537634;50.645648;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";590817078;"Service d'accompagnement familial et d'éducation précoce de l'IRPA de Ronchin";"Handicap auditif";"place de l'Abbé de l'Epée";59790;Ronchin;59507;Nord;Hauts-de-France;32;3.0775001049042;50.605579376221;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";120006226;"Service d'accompagnement familial et d'éducation précoce du CDDS de Rodez";"Handicap auditif";"15 boulevard François Fabié";12000;Rodez;12202;Aveyron;Occitanie;76;2.5721299648285;44.351039886475;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";750819567;"Service d'accompagnement familial et d'éducation précoce du CODALI";"Handicap auditif";"47 rue de Javel";75015;Paris;75100;Paris;Ile-de-France;11;2.2976999282837;48.844501495361;http://opendata.onisep.fr/uploads/Image/39/54_801_picto_handicap_auditif_inverse.png;[32,32]
Service;"service d'éducation spéciale et de soins à domicile";590817052;"Service d'accompagnement familial et d'éducation précoce la Pépinière";"Handicap visuel";"31 avenue Pierre Mauroy";59120;Loos;59360;Nord;Hauts-de-France;32;3.0146899223328;50.614910125732;http://opendata.onisep.fr/uploads/Image/8c/56_870_picto_handicap_visuel_inverse.png;[32,32]
