Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,LABELS_CLASSEMENT,LABELS_THEMES,CLASSEMENT,CHAINES,LOGIS_CLASSEMENT,LOGIS_THEMES,CAPACITE_NBRE_PERS,OUVERTURE,TARIFS,EQUIPEMENTS,SERVICES
"HLOAQU047V502IUI","02/01/2015","MeublésMeublés","Gîte de Paillé","","","","Paillé","47210","RIVES","47223","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.72882","44.64267","Oui","Accès Internet # Chauffage # Cheminée # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Matériel enfant # Télévision","","Gîtes de France","3 épis3 épis","","Non classé","","","","4","01/09/2015||||||","Semaine basse saison|300,00|300,00| # Semaine moyenne saison|550,00|550,00| # Semaine haute saison|700,00|700,00| # Semaine (meublé)|300,00|700,00|BS:300€-MS:550€-HS:700€","Jeux pour enfants # Piscine privative","Nettoyage / ménage"
"HLOAQU047FS002HI","07/01/2015","MeublésMeublés","Gîte de Palisse","","","7 chemin de Ronde","","47310","SAINTE-COLOMBE-EN-BRUILHOIS","47238","+33 5 53 68 21 02","+33 6 76 73 40 85","pagesperso-orange.fr/gitepalisse/","0.5153639","44.1779675","Oui","Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","3 épis3 épis","","Non classé","","","","5","01/01/2015|31/12/2015|||||","Semaine basse saison|250,00|300,00|BS:250€-Vacances de Noël:300€ # Semaine moyenne saison|350,00|350,00| # Semaine haute saison|400,00|400,00| # Semaine très haute saison|450,00|450,00| # Semaine (meublé)|250,00|450,00|BS:250/300€-MS:350€-HS:400€-THS:450€ # Week-end (meublé)|120,00|160,00|2nuits:120€-3nuits:160€","","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS0025A","02/01/2015","MeublésMeublés","Gîte de Pardaillan","","","","","47120","PARDAILLAN","47199","+33 5 53 66 08 65 # +33 5 53 66 11 82","","www.reservation-lotetgaronne.com","0.27847766","44.6612358","Oui","Chauffage # Cheminée # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Télévision","","Clévacances","3 clés3 clés","","Non classé","","","","6","","Semaine moyenne saison|825,00|825,00| # Semaine haute saison|1180,00|1180,00| # Semaine très haute saison|1330,00|1330,00| # Semaine (meublé)|825,00|1330,00|2015-MS:825€-HS:1180€-THS:1330€","Piscine partagée","Nettoyage / ménage"
"HLOAQU047FS0006B","23/04/2015","MeublésMeublés","Gîte de Pehillo - La Source","","","","","47600","NERAC","47195","+33 5 53 47 80 87 # +33 5 53 97 11 96","+33 6 67 44 82 12","www.gites-de-france-47.com # www.pehillo.info","0.33483","44.10813","Oui","Accès Internet # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France # Sourire du Lot-et-Garonne","3 épis3 épis","","Non classé","","","","6","01/01/2015|31/12/2015|||||","Semaine basse saison|390,00|390,00| # Semaine moyenne saison|540,00|540,00| # Semaine haute saison|935,00|935,00| # Semaine très haute saison|1045,00|1045,00| # Semaine (meublé)|390,00|1045,00|BS:390€-MS:540€-HS:935€-THS:1045€ # Week-end (meublé)|85,00|255,00|1nuit:85€-2nuits:170€-3nuits:255€","Piscine partagée","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS0006A","23/04/2015","MeublésMeublés","Gîte de Pehillo - Le Pigeonnier","","","","Pehillo","47600","NERAC","47195","+33 5 53 47 80 87 # +33 5 53 97 11 96","+33 6 67 44 82 12","www.gites-de-france-47.com # www.pehillo.info","0.33483","44.10813","Oui","Accès Internet # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France # Sourire du Lot-et-Garonne","3 épis3 épis","","Non classé","","","","6","01/01/2015|31/12/2015|||||","Semaine basse saison|390,00|390,00| # Semaine moyenne saison|540,00|540,00| # Semaine haute saison|935,00|935,00| # Semaine très haute saison|1045,00|1045,00| # Semaine (meublé)|390,00|1045,00|BS:390€-MS:540€-HS:935€-THS:1045€ # Week-end (meublé)|85,00|255,00|1nuit:85€-2nuits:170-3nuits:255€","Piscine partagée","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047V500ZPI","06/02/2015","MeublésMeublés","Gîte de Penot","","","","Penot","47250","COCUMONT","47068","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.02045199","44.463136","Oui","Accès Internet # Câble / satellite # Chaîne Hifi # Chauffage # Cheminée # Congélateur # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Matériel enfant # Réfrigérateur # Sèche linge privatif # Télévision","","Gîtes de France","4 épis4 épis","","Non classé","","","","6","01/01/2015|31/12/2015|||||","Semaine basse saison|650,00|800,00|BS:650€-Vacances de Noël:800€ # Semaine moyenne saison|950,00|950,00| # Semaine haute saison|1600,00|1600,00| # Semaine très haute saison|1700,00|1700,00| # Semaine (meublé)|650,00|1700,00|BS:650/800€-MS:950€-HS:1600€-THS:1700€","Piscine privative","Nettoyage / ménage"
"HLOAQU047FS0007V","02/01/2015","MeublésMeublés","Gîte de Péparlat","","","","Péparlat","47270","SAINT-MARTIN-DE-BEAUVILLE","47255","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.81682920","44.2274654","Oui","Cheminée # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Matériel enfant # Sèche linge privatif # Télévision","","Gîtes de France","4 épis4 épis","Charme Gîtes de France","Non classé","","","","8","01/06/2015|30/09/2015|||||","Semaine basse saison|650,00|650,00| # Semaine moyenne saison|1000,00|1000,00| # Semaine haute saison|1700,00|1700,00| # Semaine très haute saison|1850,00|1850,00| # Semaine (meublé)|650,00|1850,00|BS:650€-MS:1000€-HS:1700€-THS:1850€ # Week-end (meublé)|350,00|450,00|2nuits:350€-3nuits:450€","Jeux pour enfants # Piscine privative","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS0033F","02/01/2015","MeublésMeublés","Gîte de Perrot","","","","Perrot","47310","MONCAUT","47172","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.5080961","44.1333965","Oui","Congélateur # Four # Four à micro ondes # Lave vaisselle # Réfrigérateur # Télévision","","Gîtes de France","2 épis2 épis","","2 étoiles","","","","6","01/06/2015|30/09/2015|||||","Semaine moyenne saison|360,00|360,00| # Semaine haute saison|470,00|470,00| # Semaine très haute saison|520,00|520,00| # Semaine (meublé)|360,00|520,00|MS:360€-HS:470€-THS:520€ # Week-end (meublé)|100,00|200,00|1nuit:100€-2nuits:160€-3nuits:200€","","Location de draps et/ou de linge"
"HLOAQU047FS0001U","02/01/2015","MeublésMeublés","Gîte de Petrous","","","","Pétrous","47290","CANCON","47048","+33 5 53 47 80 87 # +33 1 43 25 68 38","+33 6 45 42 72 46","www.gites-de-france-47.com","0.6232175","44.5359394","Oui","Lave linge privatif # Télévision","","Gîtes de France","3 épis3 épis","","Non classé","","","","3","01/06/2015|30/09/2015|||||","Semaine moyenne saison|370,00|370,00| # Semaine haute saison|410,00|410,00| # Semaine très haute saison|410,00|410,00| # Semaine (meublé)|370,00|410,00|MS:370€-HS/THS:410€","","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS003LJ","02/01/2015","MeublésMeublés","Gîte de Peyrerose","","","","Bellevue","47310","SAINTE-COLOMBE-EN-BRUILHOIS","47238","+33 5 53 67 03 46 # +33 5 53 47 80 87","+33 6 07 19 15 13","www.gites-de-france-47.com","0.516462","44.2091319","Oui","Four à micro ondes # Lave vaisselle # Lit bébé # Matériel enfant # Télévision","","Gîtes de France","2 épis2 épis","","Non classé","","","","4","01/01/2015|31/12/2015|||||","Semaine basse saison|300,00|350,00|BS:350€-Vacances de Noël:300€ # Semaine moyenne saison|350,00|350,00| # Semaine haute saison|450,00|450,00| # Semaine très haute saison|450,00|450,00| # Semaine (meublé)|300,00|450,00|2014:BS:250€-MS:350€-HS:400€-THS:450€ # Week-end (meublé)|140,00|180,00|2nuits:140€-3nuits:180€","",""
"HLOAQU047FS000G1","28/01/2015","MeublésMeublés","Gîte de Peyrot Haut","","","","","47150","GAVAUDUN","47109","+33 5 61 09 05 73","+33 6 87 71 02 82","","0.86419","44.58833","Oui","Cheminée # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Sèche linge privatif # Télévision","","Clévacances","3 clés3 clés","","Non classé","","","","8","01/05/2015|30/09/2015|||||","Semaine basse saison|475,00|475,00| # Semaine moyenne saison|945,00|945,00| # Semaine haute saison|1090,00|1090,00| # Semaine très haute saison|1190,00|1190,00| # Semaine (meublé)|475,00|1190,00|BS:475€-MS:945€-HS:1090€-THS:1190€","Piscine partagée",""
"HLOAQU047FS003EB","02/01/2015","MeublésMeublés","Gîte de Pigaillon","","","","Pigaillon","47700","ANZEX","47012","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.166943","44.3063999","Oui","Accès Internet # Cheminée # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","3 épis3 épis","","Non classé","","","","12","01/06/2015|30/09/2015|||||","Semaine moyenne saison|1100,00|1100,00| # Semaine haute saison|1750,00|1750,00| # Semaine très haute saison|1950,00|1950,00| # Semaine (meublé)|900,00|1950,00|BS:900€-MS:1100€-HS:1750€-THS:1950€","Piscine partagée",""
"HLOAQU047V502L3L","19/01/2015","MeublésMeublés","Gîte de Pindères","","","","5 lotissement de Pindères","47700","PINDERES","47205","+33 5 53 47 80 87","","","0.02661200","44.272419","Oui","Accès Internet # Lave linge privatif # Télévision","","Gîtes de France","2 épis2 épis","","Non classé","","","","4","01/01/2015|31/12/2015|||||","Semaine basse saison|280,00|300,00|BS:280€-vacances de Noël:300€ # Semaine moyenne saison|350,00|350,00| # Semaine haute saison|420,00|420,00| # Semaine très haute saison|450,00|450,00| # Semaine (meublé)|280,00|450,00|BS:280€-MS:350€-HS:420€-THS:450€ # Week-end (meublé)|90,00|180,00|Nuitée:90€-WE2:140€-WE3:180€","","Draps et/ou linge compris"
"HLOAQU047V500BFF","20/01/2015","MeublésMeublés","Gîte de Pis","","","","Pis","47370","MASQUIERES","47160","+33 5 53 47 80 87","","","1.04131296","44.4031165","Oui","Accès Internet # Chauffage # Cheminée # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Réfrigérateur","","Gîtes de France","4 épis4 épis","","Non classé","","","","14","01/07/2015|31/08/2015|||||","Semaine basse saison|1700,00|1700,00| # Semaine moyenne saison|1700,00|1700,00| # Semaine haute saison|2000,00|2000,00| # Semaine très haute saison|2400,00|2400,00| # Semaine (meublé)|1700,00|2400,00|BS:1700€-MS:1700€-HS:2000€-THS:2400","","Nettoyage / ménage"
"HLOAQU047FS003GV","11/02/2015","MeublésMeublés","Gîte de Plaisance","","","","Plaisance","47600","CALIGNAC","47045","+33 5 53 66 08 65 # +33 5 53 66 11 82","","www.reservation-lotetgaronne.com","0.39221","44.12134","Oui","Accès Internet # Chauffage # Four à micro ondes # Lave linge privatif # Lave vaisselle # Réfrigérateur # Télévision","Handicap auditif # Handicap mental","Clévacances","3 clés3 clés","Clévacances Bacchus # Clévacances environnement # Clévacances pêche","Non classé","","","","4","01/01/2015|31/12/2015|||||","Semaine basse saison|205,00|205,00| # Semaine moyenne saison|260,00|260,00| # Semaine haute saison|325,00|325,00| # Semaine très haute saison|365,00|365,00| # Semaine (meublé)|205,00|365,00|2015:BS:205€-MS:260€-HS:325€-THS:365€","","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS001WH","02/01/2015","MeublésMeublés","Gîte de Pouchalou","","","","Lamothe","47370","TOURNON-D'AGENAIS","47312","+33 5 53 66 08 65 # +33 5 53 66 11 82","","www.reservation-lotetgaronne.com","0.96667","44.39188","Oui","Chauffage # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Télévision","","Clévacances","2 clés2 clés","","Non classé","","","","5","","Semaine basse saison|190,00|190,00| # Semaine moyenne saison|240,00|240,00| # Semaine haute saison|355,00|355,00| # Semaine très haute saison|400,00|400,00| # Semaine (meublé)|190,00|400,00|2015-BS:190€-MS:240€-HS:355€-THS:400€","Jeux pour enfants","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS0008B","02/01/2015","MeublésMeublés","Gîte de Quintant","","","","Quintant","47180","SAINT-SAUVEUR-DE-MEILHAN","47277","+33 5 53 94 31 47","",""," -0.0040340","44.4730524","Oui","Combiné congélation # Four à micro ondes # Lave linge privatif # Télévision","","Gîtes de France","1 épi1 épi","","Non classé","","","","3","01/01/2015|31/12/2015|||||","Semaine basse saison|165,00|165,00| # Semaine moyenne saison|195,00|195,00| # Semaine haute saison|250,00|250,00| # Semaine très haute saison|250,00|250,00| # Semaine (meublé)|165,00|250,00|BS:165€-MS:195€-HS/THS:250€ # Week-end (meublé)|40,00|95,00|1 nuit: 40 €- 2nuits:65€-3nuits:95 €","","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS000NA","02/01/2015","MeublésMeublés","Gîte de Réaup","","","","Au bourg","47170","REAUP-LISSE","47221","+33 5 53 66 08 65 # +33 5 53 66 11 82","","www.reservation-lotetgaronne.com","0.18515","44.09073","Oui","Cheminée # Congélateur # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Réfrigérateur # Télévision","","Clévacances","2 clés2 clés","","Non classé","","","","8","","Semaine basse saison|330,00|330,00| # Semaine moyenne saison|425,00|425,00| # Semaine haute saison|710,00|710,00| # Semaine très haute saison|835,00|835,00| # Semaine (meublé)|330,00|835,00|2015-BS:330€-MS:425€-HS:710€-THS:835€","Jeux pour enfants # Piscine partagée","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS0001H","02/01/2015","MeublésMeublés","Gîte de Rigaud","","","","Rigaud","47470","BLAYMONT","47030","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.86371421","44.3023529","Oui","Cheminée # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France # Sourire du Lot-et-Garonne","4 épis4 épis","","Non classé","","","","2","01/04/2015|31/10/2015|||||","Semaine basse saison|300,00|300,00| # Semaine moyenne saison|400,00|400,00| # Semaine haute saison|500,00|500,00| # Semaine très haute saison|550,00|550,00| # Semaine (meublé)|300,00|550,00|BS:300€-MS:400€-HS:500€-THS:550€ # Week-end (meublé)|100,00|300,00|1nuit:100€-2nuits:200€-3nuits:300€","","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS001UP","11/02/2015","MeublésMeublés","Gîte de Rolans - Le Four","","","","Rolans","47370","SAINT-GEORGES","47328","+33 5 53 40 80 15","+33 6 85 43 49 05 # +33 6 31 54 57 47","","0.94739","44.44425","Oui","Accès Internet # Chauffage # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Télévision # Wifi","","Clévacances","3 clés3 clés","Clévacances pêche","3 étoiles","","","","4","01/05/2015|30/09/2015|||||","Semaine moyenne saison|410,00|410,00| # Semaine haute saison|630,00|630,00| # Semaine très haute saison|730,00|730,00| # Semaine (meublé)|410,00|730,00|MS:410€-HS:630€-THS:730€","Piscine partagée","Nettoyage / ménage # Wifi"
"HLOAQU047FS001UQ","11/02/2015","MeublésMeublés","Gîte de Rolans - Le Lac","","","","Rolans","47370","SAINT-GEORGES","47328","+33 5 53 40 80 15","+33 6 85 43 49 05 # +33 6 31 54 57 47","","0.94739","44.44425","Oui","Accès Internet # Chauffage # Cheminée # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Télévision # Wifi","","Clévacances","3 clés3 clés","Clévacances pêche","3 étoiles","","","","6","01/05/2015|30/09/2015|||||","Semaine moyenne saison|540,00|540,00| # Semaine haute saison|920,00|920,00| # Semaine très haute saison|1020,00|1020,00| # Semaine (meublé)|540,00|1020,00|MS:540€-HS:920€-THS:1020€","Piscine partagée","Nettoyage / ménage # Wifi"
"HLOAQU047FS003HH","02/01/2015","MeublésMeublés","Gîte de Roque","","","","Roque","47140","PENNE-D'AGENAIS","47203","+33 5 53 47 80 87 # +33 5 53 70 94 49","+33 6 88 78 26 81","www.gites-de-france-47.com","0.862868","44.355933","Oui","Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","2 épis2 épis","","Non classé","","","","6","01/01/2015|31/12/2015|||||","Semaine basse saison|370,00|400,00|BS:370€-vacances de Noël:400€ # Semaine moyenne saison|595,00|595,00| # Semaine haute saison|820,00|820,00| # Semaine très haute saison|1060,00|1060,00| # Semaine (meublé)|370,00|1060,00|BS:370/400€-MS:595€-HS:820€-THS:1060€ # Week-end (meublé)|125,00|295,00|1nuit:125€-2nuits:250€-3nuit:295€","Piscine privative",""
"HLOAQU047FS002IM","02/01/2015","MeublésMeublés","Gîte de Sabré","","","","Sabré","47470","DONDAS","47082","+33 5 53 47 80 87","","","0.8402861","44.2527032","Oui","Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","3 épis3 épis","","Non classé","","","","10","01/01/2015|31/12/2015|||||","Semaine basse saison|520,00|650,00|BS:650€-Vacances de Noël:520€ # Semaine moyenne saison|950,00|950,00| # Semaine haute saison|1250,00|1250,00| # Semaine très haute saison|1580,00|1580,00| # Semaine (meublé)|520,00|1580,00|BS:520/650-MS:950€-HS:1250€-THS:1580€ # Week-end (meublé)|420,00|420,00|3nuits:420€","Piscine privative","Location de draps et/ou de linge"
"HLOAQU047FS00015","27/01/2015","MeublésMeublés","Gîte de Sacot","","","","Sacot","47230","BARBASTE","47021","+33 5 53 65 62 02","+33 6 87 01 44 24","www.gites-de-france-47.com","0.2870580","44.1707180","","Cheminée # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","2 épis2 épis","","Non classé","","","","6","01/01/2015|31/12/2015|||||","Semaine basse saison|300,00|380,00|BS:300€-Vacances de Noël:380€ # Semaine moyenne saison|380,00|380,00| # Semaine haute saison|500,00|500,00| # Semaine très haute saison|500,00|500,00| # Semaine (meublé)|350,00|500,00|BS:300/380€-MS:380€-HS/THS:500€ # Week-end (meublé)|70,00|200,00|1nuit:70€-2nuits:120€-3nuits:200€","Jeux pour enfants",""
"HLOAQU047FS00083","02/01/2015","MeublésMeublés","Gîte de Sagette","","","","Sagette","47290","SAINT-PASTOUR","47265","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.60596466","44.4722562","Oui","Chauffage # Lave linge privatif # Télévision","","Gîtes de France","2 épis2 épis","","Non classé","","","","4","01/01/2015|31/12/2015|||||","Semaine basse saison|260,00|260,00| # Semaine moyenne saison|340,00|340,00| # Semaine haute saison|400,00|400,00| # Semaine très haute saison|450,00|450,00| # Semaine (meublé)|260,00|450,00|BS:260€-MS:340€-HS:400€-THS:450€","","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS0003L","02/01/2015","MeublésMeublés","Gîte de Saint Damien","","","","Saint Damien","47270","LA SAUVETAT-DE-SAVERES","47289","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.7981492","44.2262862","Oui","Chauffage # Lave linge privatif # Lave vaisselle # Télévision","","Gîtes de France","3 épis3 épis","","Non classé","","","","4","01/01/2015|31/12/2015|||||","Semaine basse saison|450,00|450,00| # Semaine moyenne saison|610,00|610,00| # Semaine haute saison|860,00|860,00| # Semaine très haute saison|900,00|900,00| # Semaine (meublé)|450,00|900,00|BS:450€-MS:610€-HS:860€-THS:900€ # Week-end (meublé)|180,00|250,00|2nuits:180€-3nuits:250€","Jeux pour enfants # Piscine partagée","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS0036R","02/01/2015","MeublésMeublés","Gîte de Saint Grégoire","","","","Saint-Grégoire","47330","DOUZAINS","47084","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.566265","44.64166","Oui","Cheminée # Four # Four à micro ondes # Télévision","","Gîtes de France","2 épis2 épis","","Non classé","","","","4","01/01/2015|31/12/2015|||||","Semaine basse saison|290,00|340,00|BS:290€-Vacances de Noël:340€ # Semaine moyenne saison|400,00|400,00| # Semaine haute saison|500,00|500,00| # Semaine très haute saison|500,00|500,00| # Semaine (meublé)|290,00|500,00|BS:290/340€-MS:400€-HS:500€-THS:500€ # Week-end (meublé)|130,00|190,00|1nuit:130€-2nuits:155€-3nuits:190€","",""
"HLOAQU047FS000HS","02/01/2015","MeublésMeublés","Gîte de Sainte-Catherine","","","","","47170","REAUP-LISSE","47221","+33 5 53 66 08 65 # +33 5 53 66 11 82","","www.reservation-lotetgaronne.com # www.gite47.fr","0.1878000","44.0914000","","Four # Lave linge collectif # Lit bébé # Télévision","","Clévacances","3 clés3 clés","","Non classé","","","","2","","Semaine basse saison|270,00|270,00| # Semaine moyenne saison|285,00|285,00| # Semaine haute saison|380,00|380,00| # Semaine très haute saison|435,00|435,00| # Semaine (meublé)|270,00|435,00|2015-BS:270€-MS:285€-HS:380€-THS:435€","Jeux pour enfants # Piscine partagée","Location de draps et/ou de linge"
"HLOAQU047FS000HT","02/01/2015","MeublésMeublés","Gîte de Sainte-Catherine","","","","","47170","REAUP-LISSE","47221","+33 5 53 66 11 82 # +33 5 53 66 08 65","","www.reservation-lotetgaronne.com # www.gite47.fr","0.1878000","44.0914000","","Chauffage # Lave linge collectif # Lave vaisselle # Lit bébé # Sauna # Télévision","","Clévacances","3 clés3 clés","","Non classé","","","","5","","Semaine basse saison|390,00|390,00| # Semaine moyenne saison|485,00|485,00| # Semaine haute saison|730,00|730,00| # Semaine très haute saison|835,00|835,00| # Semaine (meublé)|390,00|835,00|2015-BS:390€-MS:485€-HS:730€-THS:835€","Jeux pour enfants # Piscine partagée","Location de draps et/ou de linge"
"HLOAQU047FS000HU","02/01/2015","MeublésMeublés","Gîte de Sainte-Catherine","","","","","47170","REAUP-LISSE","47221","+33 5 53 66 11 82 # +33 5 53 66 08 65","","www.reservation-lotetgaronne.com # www.gite47.fr","0.1878000","44.0914000","","Four # Lave linge collectif # Lave vaisselle # Télévision","","Clévacances","3 clés3 clés","","Non classé","","","","5","","Semaine basse saison|415,00|415,00| # Semaine moyenne saison|495,00|495,00| # Semaine haute saison|770,00|770,00| # Semaine très haute saison|870,00|870,00| # Semaine (meublé)|415,00|870,00|2015-BS:415€-MS:495€-HS:770€-THS:870€","Jeux pour enfants # Piscine partagée","Location de draps et/ou de linge"
"HLOAQU047FS000HV","02/01/2015","MeublésMeublés","Gîte de Sainte-Catherine","","","","","47170","REAUP-LISSE","47221","+33 5 53 66 08 65 # +33 5 53 66 11 82","","www.reservation-lotetgaronne.com # www.gite47.fr","0.1878000","44.0914000","","Four # Lave linge collectif # Lave vaisselle # Lit bébé # Télévision","","Clévacances","3 clés3 clés","","Non classé","","","","5","","Semaine basse saison|415,00|415,00| # Semaine moyenne saison|495,00|495,00| # Semaine haute saison|770,00|770,00| # Semaine très haute saison|870,00|870,00| # Semaine (meublé)|415,00|870,00|2015-BS:415€-MS:495€-HS:770€-THS:870€","Jeux pour enfants # Piscine partagée","Location de draps et/ou de linge"
"HLOAQU047FS002NV","13/04/2015","MeublésMeublés","Gîte de Saint-Julien","","","","Saint-Julien","47700","FARGUES-SUR-OURBISE","47093","+33 5 53 65 05 04","+33 6 81 33 40 35","","0.18073","44.23484","Oui","Chauffage # Cheminée # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Réfrigérateur # Télévision","","Clévacances","1 clé1 clé","","Non classé","","","","4","14/03/2015|17/10/2015|||||","Semaine (meublé)|250,00|250,00|BS/MS/HS/THS:250€ # Semaine basse saison|250,00|250,00| # Semaine moyenne saison|250,00|250,00| # Semaine haute saison|250,00|250,00| # Semaine très haute saison|250,00|250,00| # Quinzaine (meublé)|400,00|400,00|","",""
"HLOAQU047FS0020C","02/01/2015","MeublésMeublés","Gîte de Saint-Martin","","","","Saint-Martin","47350","PUYMICLAN","47216","+33 5 53 66 08 65 # +33 5 53 66 11 82","","www.reservation-lotetgaronne.com","0.31419","44.48716","Oui","Cheminée # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Télévision","","Clévacances","3 clés3 clés","","3 étoiles","","","","8","","Semaine basse saison|475,00|475,00| # Semaine moyenne saison|650,00|650,00| # Semaine haute saison|945,00|945,00| # Semaine très haute saison|1210,00|1210,00| # Week-end (meublé)|155,00|215,00|2nuits:155€-3nuits:215€ # Semaine (meublé)|475,00|1210,00|2015-BS:475€-MS:650€-HS:945€-THS:1210€","Piscine privative","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS000MF","02/01/2015","MeublésMeublés","Gîte de Salabert","","","","Salabert","47300","PUJOLS","47215","+33 5 53 66 08 65 # +33 5 53 66 11 82","+33 6 30 70 15 43","www.reservation-lotetgaronne.com","0.74266","44.36286","Oui","Chaîne Hifi # Cheminée # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Télévision","","Clévacances","3 clés3 clés","","3 étoiles","","","","4","01/01/2015|31/12/2015|||||","Semaine basse saison|285,00|285,00| # Semaine moyenne saison|305,00|305,00| # Semaine haute saison|350,00|350,00| # Semaine très haute saison|425,00|425,00| # Semaine (meublé)|285,00|425,00|2015-BS:285€-MS:305€-HS:350€-THS:425€","","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS0031B","02/01/2015","MeublésMeublés","Gîte de Sellières","","","","Sellières","47270","CLERMONT-SOUBIRAN","47067","+33 5 53 47 80 87","","www.gites-de-france-47.com","0.85624694","44.1437833","Oui","Lave linge privatif # Réfrigérateur # Télévision","","Gîtes de France","3 épis3 épis","","3 étoiles","","","","6","01/01/2015|31/12/2015|||||","Semaine basse saison|320,00|400,00|BS:300€-Vacances de Noël:420€ # Semaine moyenne saison|450,00|450,00| # Semaine haute saison|660,00|660,00| # Semaine très haute saison|720,00|720,00| # Semaine (meublé)|320,00|720,00|BS:320/400€-MS:450€-HS:660€-THS:720€ # Week-end (meublé)|190,00|260,00|1nuit:190€-2nuits:220€-3nuits:260€","","Location de draps et/ou de linge # Nettoyage / ménage"
"HLOAQU047FS00357","02/01/2015","MeublésMeublés","Gîte de Sertilange Haut","","","","Sertilange Haut","47150","MONTAGNAC-SUR-LEDE","47181","+33 5 40 24 16 13","+33 6 64 35 29 18","","0.82871","44.52275","Oui","Chauffage # Combiné congélation # Four # Four à micro ondes # Lave linge privatif # Lave vaisselle # Lit bébé # Télévision","","Clévacances","3 clés3 clés","","Non classé","","","","4","01/01/2015|31/12/2015|||||","Semaine basse saison|500,00|500,00| # Semaine moyenne saison|560,00|560,00| # Semaine haute saison|780,00|780,00| # Semaine très haute saison|870,00|870,00| # Week-end (meublé)|140,00|370,00|2015:1nuit:140€-2nuits:280€-3nuits:370€ # Semaine (meublé)|500,00|870,00|2015-BS:500€-MS:560€-HS:780€-THS:870€","Piscine partagée","Location de draps et/ou de linge"
