X,Y,FID,nom,source,export
339428.9867,7685447.9957,760,CAPUCINES,CINOR,06/09/2019
339336.9804,7685269.9702,761,CHEMIN MACASSIS,CINOR,06/09/2019
339210.973,7685392.975,762,MYOSOTIS,CINOR,06/09/2019
339033.0314,7685357.0485,763,GIROFLES,CINOR,06/09/2019
339041.9502,7685499.9536,764,EVECHE,CINOR,06/09/2019
339179.0398,7685187.9601,765,LES MAGNOLIAS,CINOR,06/09/2019
339103.0021,7685091.0176,766,ROMARINS,CINOR,06/09/2019
338919.0081,7684939.0046,767,LES POMMIERS,CINOR,06/09/2019
338523.0411,7684345.9618,768,VERVEINE,CINOR,06/09/2019
338423.0344,7684039.9789,769,ACINTHES D'EAU,CINOR,06/09/2019
338353.9553,7683870.0291,770,MACASSIS,CINOR,06/09/2019
339415.9767,7686864.6531,771,HIBISCUS 2,CINOR,06/09/2019
339536.026,7687264.9241,772,COLLINE DES CAMELIAS,CINOR,06/09/2019
339639.9617,7687328.9179,773,FREGATE 1 sans retour,CINOR,06/09/2019
339631.9915,7687498.009,774,FREGATE 2,CINOR,06/09/2019
339647.5863,7687845.6831,775,MARQUIS,CINOR,06/09/2019
339668.0446,7688543.0312,776,DORET,CINOR,06/09/2019
339814.0391,7688615.9516,777,MONDON,CINOR,06/09/2019
339900.0177,7688948.0248,778,NOTRE DAME,CINOR,06/09/2019
339884.9481,7688968.0298,779,NOTRE DAME,CINOR,06/09/2019
339789.9702,7688598.0069,780,MONDON,CINOR,06/09/2019
339661.9513,7688560.0223,781,DORET,CINOR,06/09/2019
339647.5863,7687845.6831,782,MARQUIS,CINOR,06/09/2019
339597.985,7687485.9469,783,FREGATE 2,CINOR,06/09/2019
339531.1185,7687418.3236,784,FREGATE 1 sans aller,CINOR,06/09/2019
339410.0217,7686878.1026,785,HIBISCUS 2,CINOR,06/09/2019
337238.9517,7685437.9505,786,BRULE,CINOR,06/09/2019
337245.0912,7685501.6705,787,LES AZALEES,CINOR,06/09/2019
337445.0316,7685543.0342,788,LES OEILLETS,CINOR,06/09/2019
337655.0202,7685375.024,789,LES MARGUERITES,CINOR,06/09/2019
338089.9992,7685270.9751,790,LES CHRYSANTHEMES,CINOR,06/09/2019
338429.9865,7685523.0436,791,LES HORTENSIAS,CINOR,06/09/2019
338555.0157,7685706.0443,792,LES ORCHIDEES,CINOR,06/09/2019
338754.97,7685628.0439,793,LES LATANIERS,CINOR,06/09/2019
338877.0454,7685708.0508,794,ECOLE MATERNELLE,CINOR,06/09/2019
339259.0061,7685891.9752,795,CITRINES,CINOR,06/09/2019
339270.0209,7685957.9551,796,LES ANTHURIUMS,CINOR,06/09/2019
339337.0056,7686044.9557,797,LA GLACIERE,CINOR,06/09/2019
339735.0338,7686171.0099,798,MAIRIE DE SAINT-FRANCOIS,CINOR,06/09/2019
339726.9543,7686134.9509,799,MAIRIE DE SAINT-FRANCOIS,CINOR,06/09/2019
339312.9697,7686078.0486,800,LA GLACIERE,CINOR,06/09/2019
339269.984,7685950.9798,801,LES ANTHURIUMS,CINOR,06/09/2019
339224.0356,7685893.9631,802,CITRINES,CINOR,06/09/2019
338887.9899,7685738.0488,803,ECOLE MATERNELLE,CINOR,06/09/2019
338739.0041,7685644.0536,804,LES LATANIERS,CINOR,06/09/2019
338558.9544,7685728.9999,805,LES ORCHIDEES,CINOR,06/09/2019
338421.9777,7685522.9661,806,LES HORTENSIAS,CINOR,06/09/2019
338110.045,7685274.0482,807,LES CHRYSANTHEMES,CINOR,06/09/2019
337641.95,7685381.9824,808,LES MARGUERITES,CINOR,06/09/2019
337434.9969,7685548.0292,809,LES OEILLETS,CINOR,06/09/2019
337210.1911,7685453.834,810,LES AZALEES,CINOR,06/09/2019
337238.9517,7685437.9505,811,BRULE,CINOR,06/09/2019
340047.9813,7685970.9675,812,CHEMIN DU PITON,CINOR,06/09/2019
340018.8272,7685876.2508,813,CHEMIN DES NIAOULIS,CINOR,06/09/2019
340018.8272,7685876.2508,814,CHEMIN DES NIAOULIS,CINOR,06/09/2019
340047.9813,7685970.9675,815,CHEMIN DU PITON,CINOR,06/09/2019
340302.0435,7685858.0399,816,CIMETIERE,CINOR,06/09/2019
340187.02,7686051.016,817,CHANDELLES,CINOR,06/09/2019
340076.0322,7686169.9641,818,DEUX CHEMINS,CINOR,06/09/2019
339982.9575,7686395.0344,819,FLEURS JAUNES,CINOR,06/09/2019
339970.034,7686440.9666,820,LES JACINTHES,CINOR,06/09/2019
339877.991,7686579.9127,821,CH LA COMETE,CINOR,06/09/2019
339764.9553,7686489.0404,822,BIBASSES,CINOR,06/09/2019
339695.0215,7686557.0101,823,GOYAVES,CINOR,06/09/2019
339664.9714,7686718.0287,824,BILIMBIS,CINOR,06/09/2019
339390.9484,7686871.055,825,CHEMIN LONGOZES,CINOR,06/09/2019
339390.9484,7686871.055,826,CHEMIN LONGOZES,CINOR,06/09/2019
339664.9714,7686718.0287,827,BILIMBIS,CINOR,06/09/2019
339695.0215,7686557.0101,828,GOYAVES,CINOR,06/09/2019
339796.8453,7686515.4746,829,BIBASSES,CINOR,06/09/2019
339962.0333,7686440.0042,830,LES JACINTHES,CINOR,06/09/2019
339982.9575,7686395.0344,831,FLEURS JAUNES,CINOR,06/09/2019
340076.0322,7686169.9641,832,DEUX CHEMINS,CINOR,06/09/2019
340187.02,7686051.016,833,CHANDELLES,CINOR,06/09/2019
340302.0435,7685858.0399,834,CIMETIERE,CINOR,06/09/2019
333694.9565,7687305.9597,835,FRAISE DES BOIS,CINOR,06/09/2019
333659.0046,7687144.9542,836,PERE RIMBAULT,CINOR,06/09/2019
333557.9818,7687083.054,837,MAIRIE SAINT BERNARD,CINOR,06/09/2019
333669.9538,7686944.0051,838,EGLISE SAINT BERNARD,CINOR,06/09/2019
333913.9695,7686895.949,839,JASMIN,CINOR,06/09/2019
334044.0475,7687184.9904,840,PERE LAFOSSE,CINOR,06/09/2019
334014.9723,7687619.035,841,BAOBAB,CINOR,06/09/2019
333946.0226,7687877.9754,842,KIOSQUE,CINOR,06/09/2019
333636.0298,7687895.04,843,RUELLE BAMBOUS,CINOR,06/09/2019
333317.0134,7687930.0554,844,STADE,CINOR,06/09/2019
333694.9565,7687305.9597,845,FRAISE DES BOIS,CINOR,06/09/2019
333317.0134,7687930.0554,846,STADE,CINOR,06/09/2019
333315.9896,7687917.9772,847,STADE,CINOR,06/09/2019
332971.9547,7688301.0462,848,LES PEUPLIERS,CINOR,06/09/2019
332879.9628,7688511.0384,849,JAMBLONS,CINOR,06/09/2019
332683.003,7688917.0523,850,CH DEPECHE,CINOR,06/09/2019
333315.9896,7687917.9772,851,STADE,CINOR,06/09/2019
332683.003,7688917.0523,852,CH DEPECHE,CINOR,06/09/2019
333318.0449,7687930.9514,853,STADE,CINOR,06/09/2019
333710.023,7688153.9639,854,VETYVERS,CINOR,06/09/2019
334034.0262,7688276.98,855,PETIT MOULIN,CINOR,06/09/2019
333969.9801,7688482.0512,856,PEPINIERE,CINOR,06/09/2019
333736.9798,7688570.9625,857,ACACIAS,CINOR,06/09/2019
333545.032,7688496.9755,858,LES FIGUIERS,CINOR,06/09/2019
333413.9987,7688731.049,859,LES BENJOINS,CINOR,06/09/2019
333633.9667,7688801.9949,860,CHOKAS,CINOR,06/09/2019
333658.9934,7689182.9919,861,JOSE MICHEL,CINOR,06/09/2019
333652.9532,7689194.0032,862,JOSE MICHEL,CINOR,06/09/2019
333614.9644,7688840.0022,863,CHOKAS,CINOR,06/09/2019
333413.9987,7688731.049,864,LES BENJOINS,CINOR,06/09/2019
333546.0179,7688492.0031,865,LES FIGUIERS,CINOR,06/09/2019
333736.9798,7688570.9625,866,ACACIAS,CINOR,06/09/2019
333969.9801,7688482.0512,867,PEPINIERE,CINOR,06/09/2019
334039.0147,7688287.9903,868,PETIT MOULIN,CINOR,06/09/2019
333652.9532,7689194.0032,869,JOSE MICHEL,CINOR,06/09/2019
334039.0147,7688287.9903,870,PETIT MOULIN,CINOR,06/09/2019
333317.9959,7687915.008,871,STADE,CINOR,06/09/2019
333617.9974,7687887.996,872,RUELLE BAMBOUS,CINOR,06/09/2019
333952.0077,7687861.9813,873,KIOSQUE,CINOR,06/09/2019
334005.9953,7687622.0458,874,BAOBAB,CINOR,06/09/2019
334034.0454,7687196.9588,875,PERE LAFOSSE,CINOR,06/09/2019
333913.9695,7686895.949,876,JASMIN,CINOR,06/09/2019
333674.9913,7686950.0339,877,EGLISE SAINT BERNARD,CINOR,06/09/2019
333559.0033,7687084.9464,878,MAIRIE SAINT BERNARD,CINOR,06/09/2019
333695.0243,7687152.9525,879,PERE RIMBAULT,CINOR,06/09/2019
333706.9798,7687299.9902,880,FRAISE DES BOIS,CINOR,06/09/2019
332683.003,7688917.0523,881,CH DEPECHE,CINOR,06/09/2019
332875.0291,7688505.0104,882,JAMBLONS,CINOR,06/09/2019
332974.9706,7688269.9654,883,LES PEUPLIERS,CINOR,06/09/2019
333318.0449,7687930.9514,884,STADE,CINOR,06/09/2019
333658.9934,7689182.9919,885,JOSE MICHEL,CINOR,06/09/2019
333628.0357,7688802.0465,886,CHOKAS,CINOR,06/09/2019
333412.9981,7688727.0533,887,LES BENJOINS,CINOR,06/09/2019
333553.0424,7688497.0553,888,LES FIGUIERS,CINOR,06/09/2019
333747.9537,7688565.9788,889,CACIAS,CINOR,06/09/2019
333972.9634,7688474.9951,890,PEPINIERE,CINOR,06/09/2019
334036.9638,7688284.9806,891,PETIT MOULIN,CINOR,06/09/2019
333706.9504,7688169.9869,892,VETYVERS,CINOR,06/09/2019
333317.9959,7687915.008,893,STADE,CINOR,06/09/2019
334036.9638,7688284.9806,894,PETIT MOULIN,CINOR,06/09/2019
333972.9634,7688474.9951,895,PEPINIERE,CINOR,06/09/2019
333747.9537,7688565.9788,896,CACIAS,CINOR,06/09/2019
333553.0424,7688497.0553,897,LES FIGUIERS,CINOR,06/09/2019
333412.9981,7688727.0533,898,LES BENJOINS,CINOR,06/09/2019
333628.0357,7688802.0465,899,CHOKAS,CINOR,06/09/2019
333658.9934,7689182.9919,900,JOSE MICHEL,CINOR,06/09/2019
343300.015,7684772.9456,901,BOIS ROUGE,CINOR,06/09/2019
342999.9871,7684834.0032,902,CHEMIN FOUGERES,CINOR,06/09/2019
342808.0424,7685092.0325,903,CHEMIN BRASSENS,CINOR,06/09/2019
342809.9574,7685253.0236,904,LES MANGUIERS,CINOR,06/09/2019
343012.0094,7685368.9585,905,CHEMIN LA BOUCLE,CINOR,06/09/2019
343045.4362,7685519.7285,906,LES AVOCATIERS sans aller,CINOR,06/09/2019
343152.0142,7685700.9674,907,LES CACTUS,CINOR,06/09/2019
343325.3586,7686005.8316,908,MAIRIE ANNEXE,CINOR,06/09/2019
343411.9899,7686040.9651,909,CASE BRETAGNE,CINOR,06/09/2019
343400.0141,7686264.0443,910,LES SAGOUTIERS,CINOR,06/09/2019
343411.0317,7686397.9962,911,LES PALMISTES,CINOR,06/09/2019
343534.0512,7686735.0443,912,CHEMIN FONTBRUNE,CINOR,06/09/2019
343639.9759,7687043.0356,913,ALLEE DES JACQUIERS,CINOR,06/09/2019
343620.0249,7687284.9712,914,CHEMIN DES MARAICHERS,CINOR,06/09/2019
343824.0098,7687520.0355,915,CIROI-CIRAD,CINOR,06/09/2019
344088.0199,7687610.9601,916,PARC TECHNOR,CINOR,06/09/2019
344231.0315,7687602.9953,917,EMILE HUGO,CINOR,06/09/2019
344328.0352,7687887.9806,918,PRIMA,CINOR,06/09/2019
344204.9822,7688020.0165,919,PIERRE LOTI,CINOR,06/09/2019
344200.9532,7688095.0399,920,LES LAVANDIERES,CINOR,06/09/2019
344211.0521,7688294.9647,921,ECOLE PRIMA,CINOR,06/09/2019
344009.9844,7688870.9917,922,STADE DE L'EST sans aller,CINOR,06/09/2019
343755.0164,7688790.0052,923,PARC DES EXPOSITIONS,CINOR,06/09/2019
343675.9601,7688999.946,924,ZEC CHAUDRON,CINOR,06/09/2019
342971.0482,7689004.96,925,ROGER PAYET,CINOR,06/09/2019
342695.9632,7688894.9834,926,MAIRIE DU CHAUDRON,CINOR,06/09/2019
342695.9632,7688894.9834,927,MAIRIE DU CHAUDRON,CINOR,06/09/2019
343005.04,7688996.9762,928,ROGER PAYET,CINOR,06/09/2019
343529.9928,7689000.0188,929,PIERRE AUBERT,CINOR,06/09/2019
343646.0342,7688706.9496,930,MANES,CINOR,06/09/2019
343793.0272,7688786.043,931,PARC DES EXPOSITIONS,CINOR,06/09/2019
343996.5274,7688785.7304,932,STADE DE L EST sans allerPrima,CINOR,06/09/2019
344196.9501,7688289.9619,933,ECOLE PRIMA,CINOR,06/09/2019
344184.9493,7688082.0483,934,LES LAVANDIERES,CINOR,06/09/2019
344198.9564,7688008.0036,935,PIERRE LOTI,CINOR,06/09/2019
344368.9928,7687735.0298,936,PRIMA,CINOR,06/09/2019
344226.9754,7687614.0285,937,EMILE HUGO,CINOR,06/09/2019
344073.0109,7687614.0305,938,PARC TECHNOR,CINOR,06/09/2019
343830.0067,7687523.9665,939,CIROI-CIRAD,CINOR,06/09/2019
343618.985,7687296.0324,940,CHEMIN DES MARAICHERS,CINOR,06/09/2019
343629.034,7687033.9656,941,ALLEE DES JACQUIERS,CINOR,06/09/2019
343518.9957,7686720.9536,942,CHEMIN FONTBRUNE,CINOR,06/09/2019
343387.9653,7686372.9806,943,LES PALMISTES,CINOR,06/09/2019
343393.0254,7686255.0111,944,LES SAGOUTIERS,CINOR,06/09/2019
343402.0237,7686061.0208,945,CASE BRETAGNE,CINOR,06/09/2019
343324.7522,7686015.0149,946,MAIRIE ANNEXE,CINOR,06/09/2019
343145.341,7685691.605,947,LES CACTUS,CINOR,06/09/2019
343036.4197,7685516.2116,948,LES AVOCATIERS sans retour,CINOR,06/09/2019
342943.9902,7685334.9943,949,CHEMIN LA BOUCLE,CINOR,06/09/2019
342770.9994,7685258.9669,950,LES MANGUIERS,CINOR,06/09/2019
342768.0346,7685088.0018,951,CHEMIN BRASSENS,CINOR,06/09/2019
342993.018,7684822.9772,952,CHEMIN FOUGERES,CINOR,06/09/2019
343300.015,7684772.9456,953,BOIS ROUGE,CINOR,06/09/2019
342060.971,7683844.0144,954,BRETAGNE BELLEVUE,CINOR,06/09/2019
342244.9526,7683723.9748,955,FINISTERE,CINOR,06/09/2019
342658.0033,7683929.0411,956,ECOLE BELLEVUE,CINOR,06/09/2019
342806.9634,7683992.9982,957,MARJOLAINE,CINOR,06/09/2019
342806.0506,7684155.9556,958,CITRONELLE,CINOR,06/09/2019
342887.9532,7684173.0023,959,DAHLIAS,CINOR,06/09/2019
343138.0459,7684122.9916,960,LES CITRONNIERS,CINOR,06/09/2019
343233.9823,7684350.9612,961,CALUMETS,CINOR,06/09/2019
343353.034,7684631.956,962,LES LETCHIS,CINOR,06/09/2019
343301.0068,7684933.0421,963,POINCETIAS,CINOR,06/09/2019
343334.0243,7685205.0353,964,DISPENSAIRE,CINOR,06/09/2019
343463.0471,7685422.021,965,LONGANIS,CINOR,06/09/2019
343444.0182,7685776.0042,966,ESCALE,CINOR,06/09/2019
343400.0141,7686264.0443,967,SAGOUTIERS,CINOR,06/09/2019
343411.0317,7686397.9962,968,PALMISTES,CINOR,06/09/2019
343797.9568,7686768.958,969,BADAMIERS,CINOR,06/09/2019
343846.0196,7686902.0381,970,SAPOTILLES,CINOR,06/09/2019
344148.9589,7687033.957,971,CAMPHRIERS,CINOR,06/09/2019
344394.0413,7687369.1471,972,LES FRUITS A PAIN Bretagne sans aller,CINOR,06/09/2019
344132.6555,7687443.0983,973,MAURICE TOMI,CINOR,06/09/2019
344088.0199,7687610.9601,974,PARC TECHNOR,CINOR,06/09/2019
344231.0315,7687602.9953,975,EMILE HUGO,CINOR,06/09/2019
344328.0352,7687887.9806,976,PRIMA,CINOR,06/09/2019
344218.0512,7688013.053,977,PIERRE LOTI,CINOR,06/09/2019
344202.9965,7688099.0445,978,LES LAVANDIERES,CINOR,06/09/2019
344211.0521,7688294.9647,979,ECOLE PRIMA,CINOR,06/09/2019
344009.9844,7688870.9917,980,STADE DE L'EST sans aller,CINOR,06/09/2019
343755.0164,7688790.0052,981,PARC DES EXPOSITIONS,CINOR,06/09/2019
343675.9601,7688999.946,982,ZEC CHAUDRON,CINOR,06/09/2019
342971.0482,7689004.96,983,ROGER PAYET,CINOR,06/09/2019
342692.0101,7688894.9462,984,MAIRIE DU CHAUDRON,CINOR,06/09/2019
342692.0101,7688894.9462,985,MAIRIE DU CHAUDRON,CINOR,06/09/2019
343005.04,7688996.9762,986,ROGER PAYET,CINOR,06/09/2019
343529.9928,7689000.0188,987,PIERRE AUBERT,CINOR,06/09/2019
343646.0342,7688706.9496,988,MANES,CINOR,06/09/2019
343793.0272,7688786.043,989,PARC DES EXPOSITIONS,CINOR,06/09/2019
343975.0156,7688772.0229,990,STADE DE L EST sans retourPrima,CINOR,06/09/2019
344196.9501,7688289.9619,991,ECOLE PRIMA,CINOR,06/09/2019
344184.9493,7688082.0483,992,LAVANDIERES,CINOR,06/09/2019
344198.9564,7688008.0036,993,PIERRE LOTI,CINOR,06/09/2019
344368.9928,7687735.0298,994,PRIMA,CINOR,06/09/2019
344226.9754,7687614.0285,995,EMILE HUGO,CINOR,06/09/2019
344066.9854,7687602.0176,996,PARC TECHNOR,CINOR,06/09/2019
344126.3065,7687432.3002,997,MAURICE TOMI,CINOR,06/09/2019
344303.4479,7687356.3458,998,LES FRUITS A PAIN Technopole sans retour,CINOR,06/09/2019
344126.9719,7687037.9587,999,CAMPHRIERS,CINOR,06/09/2019
343830.9935,7686906.9901,1000,SAPOTILLES,CINOR,06/09/2019
343792.019,7686780.9698,1001,BADAMIERS,CINOR,06/09/2019
343408.0365,7686428.9669,1002,PALMISTES,CINOR,06/09/2019
343379.9854,7686258.985,1003,SAGOUTIERS,CINOR,06/09/2019
343403.0451,7686063.0231,1004,CASE BRETAGNE,CINOR,06/09/2019
343431.9545,7685808.9933,1005,ESCALE,CINOR,06/09/2019
343440.0488,7685400.9916,1006,LONGANIS,CINOR,06/09/2019
343325.0412,7685209.0472,1007,DISPENSAIRE,CINOR,06/09/2019
343304.0323,7684921.0031,1008,POINCETIAS,CINOR,06/09/2019
343346.0076,7684627.0188,1009,LES LETCHIS,CINOR,06/09/2019
343236.9992,7684373.0209,1010,CALUMETS,CINOR,06/09/2019
343118.0484,7684148.0453,1011,LES CITRONNIERS,CINOR,06/09/2019
342881.949,7684181.0276,1012,DAHLIAS,CINOR,06/09/2019
342809.9557,7684160.9745,1013,CITRONELLE,CINOR,06/09/2019
342796.969,7683994.011,1014,MARJOLAINE,CINOR,06/09/2019
342633.0228,7683931.0195,1015,ECOLE BELLEVUE,CINOR,06/09/2019
342217.0412,7683716.9572,1016,FINISTERE,CINOR,06/09/2019
342060.971,7683844.0144,1017,BRETAGNE BELLEVUE,CINOR,06/09/2019
344308.9595,7686129.9563,1018,CENTRE PENITENTIAIRE DOMENJOD,CINOR,06/09/2019
344331.6661,7686394.3213,1019,MARCEL VAUTIER,CINOR,06/09/2019
344132.6555,7687443.0983,1020,MAURICE TOMI,CINOR,06/09/2019
344306.4921,7687364.5667,1021,LES FRUITS A PAIN Technopole sans aller,CINOR,06/09/2019
343830.0067,7687523.9665,1022,CIROI-CIRAD,CINOR,06/09/2019
343932.9811,7688070.9494,1023,POIVRIERS,CINOR,06/09/2019
343876.0492,7688185.0017,1024,PONT TRIOLET,CINOR,06/09/2019
343454.0114,7688392.9496,1025,LES EVIS,CINOR,06/09/2019
343077.9657,7688621.0261,1026,LECONTE DE LISLE,CINOR,06/09/2019
342692.0101,7688894.9462,1027,MAIRIE DU CHAUDRON,CINOR,06/09/2019
342692.0101,7688894.9462,1028,MAIRIE DU CHAUDRON,CINOR,06/09/2019
343084.046,7688605.0303,1029,LECONTE DE LISLE,CINOR,06/09/2019
343556.9527,7688332.0274,1030,LES EVIS,CINOR,06/09/2019
343871.9999,7688173.0072,1031,PONT TRIOLET,CINOR,06/09/2019
343932.9811,7688070.9494,1032,POIVRIERS,CINOR,06/09/2019
343824.0098,7687520.0355,1033,CIROI-CIRAD,CINOR,06/09/2019
344126.3065,7687432.3002,1034,MAURICE TOMI,CINOR,06/09/2019
344397.3241,7687396.4122,1035,LES FRUITS A PAIN Bretagne sans retour,CINOR,06/09/2019
344311.1224,7686377.5232,1036,MARCEL VAUTIER,CINOR,06/09/2019
344308.9595,7686129.9563,1037,CENTRE PENITENTIAIRE DOMENJOD,CINOR,06/09/2019
343380.9768,7683373.995,1038,MANGOUSTANS,CINOR,06/09/2019
343460.0243,7683451.0173,1039,BARBADINES,CINOR,06/09/2019
343495.9986,7683574.0223,1040,TECK TECK,CINOR,06/09/2019
343616.0362,7683794.0235,1041,CARREFOUR,CINOR,06/09/2019
343514.9934,7684143.0304,1042,MONTAUBAN,CINOR,06/09/2019
343752.0509,7684518.0153,1043,AVOCATS MARRONS,CINOR,06/09/2019
343827.0028,7684810.9922,1044,LA ROSERAIE,CINOR,06/09/2019
343872.9957,7685020.0006,1045,PRUNIERS,CINOR,06/09/2019
343900.0337,7685253.9626,1046,BOIS NOIRS,CINOR,06/09/2019
343898.9917,7685431.9744,1047,CANNE A SUCRE,CINOR,06/09/2019
344120.9955,7685985.0535,1048,EPINARDS,CINOR,06/09/2019
343731.018,7686119.0177,1049,CHEMIN DUFOURG,CINOR,06/09/2019
343463.0217,7686245.0398,1050,BIBLIOTHEQUE,CINOR,06/09/2019
343464.043,7686235.9712,1051,BIBLIOTHEQUE,CINOR,06/09/2019
343735.0368,7686111.9699,1052,CHEMIN DUFOURG,CINOR,06/09/2019
344114.0082,7685986.981,1053,EPINARDS,CINOR,06/09/2019
343891.9848,7685436.0051,1054,CANNE A SUCRE,CINOR,06/09/2019
343894.0003,7685254.0168,1055,BOIS NOIRS,CINOR,06/09/2019
343864.977,7685021.0327,1056,PRUNIERS,CINOR,06/09/2019
343818.0294,7684814.0081,1057,LA ROSERAIE,CINOR,06/09/2019
343752.0509,7684518.0153,1058,AVOCATS MARRONS,CINOR,06/09/2019
343514.9934,7684143.0304,1059,MONTAUBAN,CINOR,06/09/2019
343616.0362,7683794.0235,1060,CARREFOUR,CINOR,06/09/2019
343495.9986,7683574.0223,1061,TECK TECK,CINOR,06/09/2019
343460.0243,7683451.0173,1062,BARBADINES,CINOR,06/09/2019
343380.9768,7683373.995,1063,MANGOUSTANS,CINOR,06/09/2019
342993.018,7684822.9772,1064,CHEMIN FOUGERES,CINOR,06/09/2019
342790.2037,7684854.833,1065,MYRTILLE,CINOR,06/09/2019
342690.9774,7684589.963,1066,IMPASSE DE LA FALAISE,CINOR,06/09/2019
342884.9745,7684489.0529,1067,KIWI,CINOR,06/09/2019
342685.9906,7684435.0318,1068,KUMQUAT,CINOR,06/09/2019
342561.0136,7684144.0112,1069,PITAYA,CINOR,06/09/2019
342658.0033,7683929.0411,1070,ECOLE BELLEVUE,CINOR,06/09/2019
342802.0086,7684000.0369,1071,MARJOLAINE,CINOR,06/09/2019
342806.9866,7684155.9645,1072,CITRONELLE,CINOR,06/09/2019
342890.0426,7684172.0256,1073,DAHLIAS,CINOR,06/09/2019
343211.0308,7684115.0428,1074,LES CITRONNIERS,CINOR,06/09/2019
343514.9934,7684143.0304,1075,MONTAUBAN,CINOR,06/09/2019
342993.018,7684822.9772,1076,CHEMIN FOUGERES,CINOR,06/09/2019
343514.9934,7684143.0304,1077,MONTAUBAN,CINOR,06/09/2019
343514.9934,7684143.0304,1078,MONTAUBAN,CINOR,06/09/2019
343208.9705,7684123.991,1079,LES CITRONNIERS,CINOR,06/09/2019
342892.9929,7684179.0281,1080,DAHLIAS,CINOR,06/09/2019
342809.9557,7684160.9745,1081,CITRONELLE,CINOR,06/09/2019
342796.969,7683994.011,1082,MARJOLAINE,CINOR,06/09/2019
342655.0443,7683933.9951,1083,ECOLE BELLEVUE,CINOR,06/09/2019
342561.0136,7684144.0112,1084,PITAYA,CINOR,06/09/2019
342687.0029,7684426.9594,1085,KUMQUAT,CINOR,06/09/2019
342883.036,7684485.0491,1086,KIWI,CINOR,06/09/2019
342690.9774,7684589.963,1087,IMPASSE DE LA FALAISE,CINOR,06/09/2019
342793.7214,7684845.7879,1088,MYRTILLE,CINOR,06/09/2019
342993.018,7684822.9772,1089,CHEMIN FOUGERES,CINOR,06/09/2019
342993.018,7684822.9772,1090,CHEMIN FOUGERES,CINOR,06/09/2019
337692.6635,7686210.1664,1091,LES BAMBOUS,CINOR,06/09/2019
337260.0218,7685666.5575,1092,EVARISTE DE PARNY sans retour,CINOR,06/09/2019
337275.1399,7685652.3123,1093,EVARISTE DE PARNY sans aller,CINOR,06/09/2019
337898.9674,7686903.9056,1094,LES MANDARINES san aller,CINOR,06/09/2019
337880.2141,7686896.0842,1095,LES MANDARINES sans retour,CINOR,06/09/2019
