Département,Budget,Type nomenclature,Exercice,Type fichier,Date vote,Dépense/Recette,Investissement/Fonctionnement,Réel/Ordre id/Ordre diff,Chapitre,Sous-chapitre,Opération,Article,Rubrique fonctionnelle,Libellé,Code devise,Montant,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R621    ,Immobilisations corporelles en cours - Bâtiments publics,E,192000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R60     ,Immobilisations corporelles en cours - Bâtiments publics,E,1006900,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R51     ,Immobilisations corporelles en cours - Bâtiments publics,E,487300,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R50     ,Immobilisations corporelles en cours - Bâtiments publics,E,470730,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R33     ,Immobilisations corporelles en cours - Bâtiments publics,E,75000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R32     ,Immobilisations corporelles en cours - Bâtiments publics,E,50000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R315    ,Immobilisations corporelles en cours - Bâtiments publics,E,10000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R313    ,Immobilisations corporelles en cours - Bâtiments publics,E,56000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R221    ,Immobilisations corporelles en cours - Bâtiments publics,E,7494500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R20     ,Immobilisations corporelles en cours - Bâtiments publics,E,356500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R11     ,Immobilisations corporelles en cours - Bâtiments publics,E,298850,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231351,R0202   ,Immobilisations corporelles en cours - Bâtiments publics,E,6538270,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231318,R60     ,Immobilisations corporelles en cours - autres bâtiments publics,E,667000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231318,R312    ,Immobilisations corporelles en cours - autres bâtiments publics,E,712400,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231318,R11     ,Immobilisations corporelles en cours - autres bâtiments publics,E,200000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231314,R315    ,Immobilisations corporelles en cours - bâtiments culturels et sportifs,E,79793.71,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231313,R52     ,Immobilisations corporelles en cours - bâtiments sociaux et médico-sociaux,E,163300,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231313,R51     ,Immobilisations corporelles en cours - bâtiments sociaux et médico-sociaux,E,5600,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231313,R50     ,Immobilisations corporelles en cours - bâtiments sociaux et médico-sociaux,E,2331900,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231312,R23     ,Immobilisations corporelles en cours - bâtiments scolaires,E,2146,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231312,R221    ,Immobilisations corporelles en cours - bâtiments scolaires,E,49766835,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231312,R20     ,Immobilisations corporelles en cours - bâtiments scolaires,E,2000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231311,R20     ,Immobilisations corporelles en cours - bâtiments administratifs,E,411000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A231311,R0202   ,Immobilisations corporelles en cours - bâtiments administratifs,E,809000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A2312,R928    ,Agencements et aménagements de terrains,E,9000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A2312,R738    ,Agencements et aménagements de terrains,E,1249500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A2312,R64     ,Agencements et aménagements de terrains,E,11500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C23,,,A2312,R33     ,Agencements et aménagements de terrains,E,31800,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A2188,R41     ,Autres,E,40000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A2188,R32     ,Autres,E,15000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A2188,R315    ,Autres,E,80000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A2188,R0202   ,Autres,E,209500,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A2185,R0202   ,Matériel de téléphonie,E,230000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A21848,R52     ,Autre matériel de bureau et mobilier,E,20000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A21848,R32     ,Autre matériel de bureau et mobilier,E,2000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A21848,R315    ,Autre matériel de bureau et mobilier,E,248000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A21848,R021    ,Autre matériel de bureau et mobilier,E,10000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A21848,R0202   ,Autre matériel de bureau et mobilier,E,1011000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A21841 ,R221    ,Matériel de bureau et mobilier scolaire,E,752355,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A21838,R52     ,Autre matériel informatique,E,5000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A21838,R021    ,Autre matériel informatique,E,15000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A21838,R0202   ,Autre matériel informatique,E,635000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A21831 ,R221    ,Matériel informatique scolaire,E,270000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A2182,R738    ,Matériel de transports,E,2000,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
C001,B00,M52,2011,BP,21/12/2010,D,I,OR,C21,,,A2182,R621    ,Matériel de transports,E,1550880,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
